MUN_INFE,Nome,year_notif,IPA,IPA_class
150670,Santana do Araguaia,2014,0.015865209,Baixo
150680,Santarém,2014,0.145599767,Baixo
150710,São Caetano de Odivelas,2014,10.88845129,Medio
150715,São Domingos do Araguaia,2014,0.124937531,Baixo
150720,São Domingos do Capim,2014,0.065466448,Baixo
150730,São Félix do Xingu,2014,0.345988405,Baixo
150740,São Francisco do Pará,2014,0.130710411,Baixo
150746,São João da Ponta,2014,2.496433666,Baixo
150750,São João do Araguaia,2014,0.298084805,Baixo
150770,São Sebastião da Boa Vista,2014,1.272421295,Baixo
150780,Senador José Porfírio,2014,18.00340605,Medio
150790,Soure,2014,0.209546959,Baixo
150795,Tailândia,2014,0.154607297,Baixo
150800,Tomé-Açu,2014,0.541345243,Baixo
150805,Trairão,2014,13.69552915,Medio
150808,Tucumã,2014,0.027761584,Baixo
150810,Tucuruí,2014,2.335479014,Baixo
150812,Ulianópolis,2014,0.040022413,Baixo
150815,Uruará,2014,0.424761351,Baixo
150820,Vigia,2014,0.23973629,Baixo
150830,Viseu,2014,0.017145894,Baixo
150835,Vitória do Xingu,2014,3.69528141,Baixo
150840,Xinguara,2014,0.071284306,Baixo
160005,Serra do Navio,2014,105.4400336,Alto
160010,Amapá,2014,5.304727101,Baixo
160015,Pedra Branca do Amapari,2014,71.01652635,Alto
160020,Calçoene,2014,287.6544471,Alto
160021,Cutias,2014,5.992654166,Baixo
160023,Ferreira Gomes,2014,46.1302682,Medio
160025,Itaubal,2014,1.694197374,Baixo
160027,Laranjal do Jari,2014,7.939405001,Baixo
160030,Macapá,2014,6.913570083,Baixo
160040,Mazagão,2014,172.6346123,Alto
160050,Oiapoque,2014,62.47280954,Alto
160053,Porto Grande,2014,35.8135557,Medio
160055,Pracuúba,2014,7.481879822,Baixo
160060,Santana,2014,11.21243009,Medio
160070,Tartarugalzinho,2014,72.41813602,Alto
160080,Vitória do Jari,2014,2.04022151,Baixo
170220,Araguatins,2014,0.208805632,Baixo
171070,Itaguatins,2014,2.298095863,Baixo
172080,Sítio Novo do Tocantins,2014,0.107561579,Baixo
172210,Xambioá,2014,0.170415815,Baixo
210020,Alcântara,2014,0.231010904,Baixo
210043,Alto Alegre do Maranhão,2014,0.271865776,Baixo
210055,Amapá do Maranhão,2014,1.949317739,Baixo
210095,Arame,2014,0.031380425,Baixo
210120,Bacabal,2014,0.029454792,Baixo
210170,Barreirinhas,2014,0.02,Baixo
210200,Bom Jardim,2014,0.224248767,Baixo
210203,Bom Jesus das Selvas,2014,0.03192848,Baixo
210215,Brejo de Areia,2014,0.871269876,Baixo
210260,Cândido Mendes,2014,3.809327705,Baixo
210290,Carutapera,2014,0.131515497,Baixo
210310,Cedral,2014,0.096024582,Baixo
210317,Centro Novo do Maranhão,2014,0.392503189,Baixo
210330,Codó,2014,0.342691887,Baixo
210355,Conceição do Lago-Açu,2014,0.32651995,Baixo
210360,Coroatá,2014,0.01583431,Baixo
210405,Estreito,2014,0.102743245,Baixo
210409,Formosa da Serra Negra,2014,0.055288329,Baixo
210420,Fortuna,2014,0.262950302,Baixo
210430,Godofredo Viana,2014,0.181061018,Baixo
210460,Governador Eugênio Barros,2014,0.061304561,Baixo
210465,Governador Newton Bello,2014,0.098882626,Baixo
210467,Governador Nunes Freire,2014,0.435436624,Baixo
210515,Igarapé do Meio,2014,0.224769611,Baixo
210530,Imperatriz,2014,0.011929947,Baixo
210535,Itaipava do Grajaú,2014,0.213007668,Baixo
210560,Joselândia,2014,0.190415741,Baixo
210565,Junco do Maranhão,2014,0.273747605,Baixo
210596,Lagoa Grande do Maranhão,2014,0.07882084,Baixo
210632,Maracaçumé,2014,0.888099467,Baixo
210635,Marajá do Sena,2014,0.129516902,Baixo
210637,Maranhãozinho,2014,0.133235627,Baixo
210680,Mirinzal,2014,0.068946498,Baixo
210690,Monção,2014,0.031075202,Baixo
210735,Nova Olinda do Maranhão,2014,0.100185343,Baixo
210740,Olho d'Água das Cunhãs,2014,0.211260167,Baixo
210745,Olinda Nova do Maranhão,2014,0.143771116,Baixo
210760,Palmeirândia,2014,0.156797157,Baixo
210780,Parnarama,2014,0.03,Baixo
210810,Paulo Ramos,2014,0.146241591,Baixo
210825,Pedro do Rosário,2014,0.37697914,Baixo
210850,Pindaré-Mirim,2014,0.03138141,Baixo
210860,Pinheiro,2014,0.012443228,Baixo
210900,Porto Franco,2014,0.264888967,Baixo
210923,Presidente Médici,2014,0.749175907,Baixo
210927,Presidente Sarney,2014,7.393818101,Baixo
210930,Presidente Vargas,2014,0.720396218,Baixo
210955,Ribamar Fiquene,2014,0.266169816,Baixo
210980,Santa Helena,2014,1.192765512,Baixo
210990,Santa Inês,2014,0.012179378,Baixo
211000,Santa Luzia,2014,0.053019458,Baixo
211003,Santa Luzia do Paruá,2014,0.21499828,Baixo
211120,São José de Ribamar,2014,0.005867753,Baixo
211130,São Luís,2014,0.00284651,Baixo
211140,São Luís Gonzaga do Maranhão,2014,0.307534598,Baixo
211150,São Mateus do Maranhão,2014,0.34917072,Baixo
211153,São Pedro da Água Branca,2014,0.081386832,Baixo
211160,São Raimundo das Mangabeiras,2014,0.055269994,Baixo
211167,São Roberto,2014,0.158002844,Baixo
211210,Timbiras,2014,0.035250987,Baixo
211240,Turiaçu,2014,2.054754876,Baixo
211245,Turilândia,2014,3.679206284,Baixo
211400,Zé Doca,2014,0.040121971,Baixo
510020,Água Boa,2014,0.044347865,Baixo
510025,Alta Floresta,2014,0.321536947,Baixo
510080,Apiacás,2014,2.41917748,Baixo
510140,Aripuanã,2014,2.560369496,Baixo
510170,Barra do Bugres,2014,0.030282842,Baixo
510190,Brasnorte,2014,0.295945546,Baixo
510263,Campo Novo do Parecis,2014,0.065930443,Baixo
510268,Campos de Júlio,2014,0.173070267,Baixo
510300,Chapada dos Guimarães,2014,0.05436851,Baixo
510320,Colíder,2014,0.063461844,Baixo
510325,Colniza,2014,31.89834025,Medio
510330,Comodoro,2014,0.105014439,Baixo
510337,Cotriguaçu,2014,0.119839415,Baixo
510340,Cuiabá,2014,0.005264728,Baixo
510410,Guarantã do Norte,2014,0.120026406,Baixo
510525,Lucas do Rio Verde,2014,0.018923982,Baixo
510558,Marcelândia,2014,0.088308018,Baixo
510560,Matupá,2014,0.267147532,Baixo
510590,Nobres,2014,0.066657779,Baixo
510615,Nova Bandeirantes,2014,14.36737216,Medio
510621,Nova Canaã do Norte,2014,0.081333876,Baixo
510626,Novo Mundo,2014,2.882566738,Baixo
510629,Paranaíta,2014,0.4629201,Baixo
510642,Peixoto de Azevedo,2014,0.716510903,Baixo
510650,Poconé,2014,0.062396656,Baixo
510704,Primavera do Leste,2014,0.01803394,Baixo
510706,Querência,2014,0.068348028,Baixo
510735,São José do Xingu,2014,1.125070317,Baixo
510757,Rondolândia,2014,33.81642512,Medio
510780,Santo Antônio do Leverger,2014,0.051808103,Baixo
510787,Sapezal,2014,0.047769179,Baixo
510790,Sinop,2014,0.363977547,Baixo
510805,Terra Nova do Norte,2014,0.376612372,Baixo
510880,Nova Guarita,2014,1.056859015,Baixo
170035,Aliança do Tocantins,2014,0.175870559,Baixo
172020,São Miguel do Tocantins,2014,0.088723272,Baixo
210880,Pirapemas,2014,0.055812915,Baixo
510770,Rosário Oeste,2014,0.057494394,Baixo
510890,Nova Maringá,2014,0.136556056,Baixo
110001,Alta Floresta D'Oeste,2015,1.485651732,Baixo
110002,Ariquemes,2015,1.187728087,Baixo
110004,Cacoal,2015,0.022928943,Baixo
110006,Colorado do Oeste,2015,0.106286868,Baixo
110008,Costa Marques,2015,7.326887274,Baixo
110009,Espigão D'Oeste,2015,0.247027945,Baixo
110010,Guajará-Mirim,2015,24.9613999,Medio
110011,Jaru,2015,0.143528652,Baixo
110012,Ji-Paraná,2015,0.061340756,Baixo
110013,Machadinho D'Oeste,2015,47.94575833,Medio
110015,Ouro Preto do Oeste,2015,0.200380723,Baixo
110018,Pimenta Bueno,2015,0.106632544,Baixo
110020,Porto Velho,2015,16.63656544,Medio
110026,Rio Crespo,2015,10.66666667,Medio
110030,Vilhena,2015,0.13071753,Baixo
110032,São Miguel do Guaporé,2015,0.417833117,Baixo
110033,Nova Mamoré,2015,15.72463768,Medio
110034,Alvorada D'Oeste,2015,3.516380472,Baixo
110040,Alto Paraíso,2015,44.63137061,Medio
110045,Buritis,2015,8.034251282,Baixo
110060,Cacaulândia,2015,0.31411968,Baixo
110070,Campo Novo de Rondônia,2015,2.250351617,Baixo
110080,Candeias do Jamari,2015,115.4212378,Alto
110092,Chupinguaia,2015,0.197452858,Baixo
110094,Cujubim,2015,15.92447793,Medio
110100,Governador Jorge Teixeira,2015,0.197491853,Baixo
110110,Itapuã do Oeste,2015,11.6058029,Medio
110140,Monte Negro,2015,6.93000693,Baixo
110146,Pimenteiras do Oeste,2015,1.650165017,Baixo
110149,São Francisco do Guaporé,2015,2.315545732,Baixo
110150,Seringueiras,2015,0.635879501,Baixo
110155,Teixeirópolis,2015,0.399760144,Baixo
110160,Theobroma,2015,0.352516084,Baixo
110170,Urupá,2015,0.300910254,Baixo
110175,Vale do Anari,2015,3.873466753,Baixo
110180,Vale do Paraíso,2015,0.242983842,Baixo
120001,Acrelândia,2015,5.624053645,Baixo
120005,Assis Brasil,2015,0.593647967,Baixo
120010,Brasiléia,2015,0.251582876,Baixo
120013,Bujari,2015,4.068958133,Baixo
120017,Capixaba,2015,1.905124786,Baixo
120020,Cruzeiro do Sul,2015,378.3167114,Alto
120025,Epitaciolândia,2015,0.239077162,Baixo
120030,Feijó,2015,0.555812876,Baixo
120032,Jordão,2015,4.261552803,Baixo
120033,Mâncio Lima,2015,667.4430793,Alto
120035,Marechal Thaumaturgo,2015,8.16809707,Baixo
120038,Plácido de Castro,2015,7.269122749,Baixo
120039,Porto Walter,2015,112.6498745,Alto
120040,Rio Branco,2015,0.539738227,Baixo
120042,Rodrigues Alves,2015,687.8755744,Alto
120043,Santa Rosa do Purus,2015,0.344293338,Baixo
120045,Senador Guiomard,2015,15.86252479,Medio
120050,Sena Madureira,2015,0.239520958,Baixo
120060,Tarauacá,2015,53.16983951,Alto
120070,Xapuri,2015,0.567923671,Baixo
120080,Porto Acre,2015,4.65477114,Baixo
130002,Alvarães,2015,281.2479897,Alto
130006,Amaturá,2015,3.687655573,Baixo
130008,Anamã,2015,0.649350649,Baixo
130010,Anori,2015,0.41467966,Baixo
130014,Apuí,2015,3.971328942,Baixo
130020,Atalaia do Norte,2015,383.2791044,Alto
130030,Autazes,2015,6.156671077,Baixo
130040,Barcelos,2015,339.955528,Alto
130050,Barreirinha,2015,0.065235828,Baixo
130060,Benjamin Constant,2015,71.26937494,Alto
130063,Beruri,2015,0.660392934,Baixo
130068,Boa Vista do Ramos,2015,0.339597012,Baixo
130070,Boca do Acre,2015,17.43387665,Medio
130080,Borba,2015,2.494146391,Baixo
130083,Caapiranga,2015,0.966183575,Baixo
130090,Canutama,2015,69.92729676,Alto
130100,Carauari,2015,98.49354376,Alto
130110,Careiro,2015,26.5129683,Medio
130115,Careiro da Várzea,2015,27.37571924,Medio
130120,Coari,2015,58.98071692,Alto
130130,Codajás,2015,0.149381932,Baixo
130140,Eirunepé,2015,403.6443791,Alto
130150,Envira,2015,49.07910146,Medio
130160,Fonte Boa,2015,4.242599556,Baixo
130165,Guajará,2015,259.6992291,Alto
130170,Humaitá,2015,27.95212662,Medio
130180,Ipixuna,2015,652.3454952,Alto
130185,Iranduba,2015,44.45024356,Medio
130190,Itacoatiara,2015,1.276744713,Baixo
130195,Itamarati,2015,499.8166035,Alto
130200,Itapiranga,2015,4.020998548,Baixo
130210,Japurá,2015,112.7804878,Alto
130220,Juruá,2015,82.89134717,Alto
130230,Jutaí,2015,208.7428399,Alto
130240,Lábrea,2015,285.047269,Alto
130250,Manacapuru,2015,9.365542872,Baixo
130255,Manaquiri,2015,0.844683772,Baixo
130260,Manaus,2015,10.20551477,Medio
130270,Manicoré,2015,12.4403898,Medio
130280,Maraã,2015,132.1174619,Alto
130290,Maués,2015,40.14470767,Medio
130300,Nhamundá,2015,0.098241478,Baixo
130310,Nova Olinda do Norte,2015,0.455114347,Baixo
130320,Novo Airão,2015,10.18618075,Medio
130330,Novo Aripuanã,2015,4.852971417,Baixo
130340,Parintins,2015,0.125476137,Baixo
130350,Pauini,2015,128.7026525,Alto
130353,Presidente Figueiredo,2015,35.41387297,Medio
130356,Rio Preto da Eva,2015,14.60858172,Medio
130360,Santa Isabel do Rio Negro,2015,136.4042135,Alto
130370,Santo Antônio do Içá,2015,204.5761567,Alto
130380,São Gabriel da Cachoeira,2015,271.8707941,Alto
130390,São Paulo de Olivença,2015,159.6233852,Alto
130395,São Sebastião do Uatumã,2015,26.60198732,Medio
130400,Silves,2015,0.440480123,Baixo
130406,Tabatinga,2015,61.0867143,Alto
130410,Tapauá,2015,182.0185104,Alto
130420,Tefé,2015,87.27820127,Alto
130423,Tonantins,2015,8.658945773,Baixo
130426,Uarini,2015,306.2266596,Alto
130430,Urucará,2015,26.45225194,Medio
130440,Urucurituba,2015,0.189214759,Baixo
140002,Amajari,2015,159.1858986,Alto
140005,Alto Alegre,2015,169.8813056,Alto
140010,Boa Vista,2015,0.536303373,Baixo
140015,Bonfim,2015,12.26680296,Medio
140017,Cantá,2015,29.35166264,Medio
140020,Caracaraí,2015,74.03385815,Alto
140023,Caroebe,2015,41.898527,Medio
140028,Iracema,2015,92.24806202,Alto
140030,Mucajaí,2015,54.82295482,Alto
140040,Normandia,2015,3.941663382,Baixo
140045,Pacaraima,2015,37.62176688,Medio
140047,Rorainópolis,2015,159.1175608,Alto
140050,São João da Baliza,2015,176.4236296,Alto
140060,São Luiz,2015,47.25259889,Medio
140070,Uiramutã,2015,24.45193929,Medio
150010,Abaetetuba,2015,0.013295132,Baixo
150030,Afuá,2015,28.71811327,Medio
150040,Alenquer,2015,2.414840291,Baixo
150050,Almeirim,2015,32.60218147,Medio
150060,Altamira,2015,0.922662435,Baixo
150070,Anajás,2015,242.1205519,Alto
150080,Ananindeua,2015,0.00395723,Baixo
150085,Anapu,2015,3.541355159,Baixo
150095,Aurora do Pará,2015,0.135630001,Baixo
150100,Aveiro,2015,0.125368269,Baixo
150110,Bagre,2015,0.212074085,Baixo
150120,Baião,2015,1.096967342,Baixo
150125,Bannach,2015,8.570554025,Baixo
150140,Belém,2015,0.025007624,Baixo
150157,Bom Jesus do Tocantins,2015,0.246502742,Baixo
150175,Brejo Grande do Araguaia,2015,1.10619469,Baixo
150178,Breu Branco,2015,0.032667995,Baixo
150180,Breves,2015,14.51680223,Medio
150210,Cametá,2015,0.03056515,Baixo
150215,Canaã dos Carajás,2015,0.297335871,Baixo
150240,Castanhal,2015,0.010538296,Baixo
150250,Chaves,2015,16.4849774,Medio
150275,Concórdia do Pará,2015,0.191375351,Baixo
150276,Cumaru do Norte,2015,8.693552282,Baixo
150277,Curionópolis,2015,0.112936925,Baixo
150280,Curralinho,2015,7.876457455,Baixo
150285,Curuá,2015,0.294941749,Baixo
150290,Curuçá,2015,0.052910053,Baixo
150293,Dom Eliseu,2015,0.03546225,Baixo
150295,Eldorado do Carajás,2015,0.061229488,Baixo
150309,Goianésia do Pará,2015,0.368663594,Baixo
150310,Gurupá,2015,0.442715745,Baixo
150320,Igarapé-Açu,2015,0.053571907,Baixo
150350,Irituia,2015,0.063183168,Baixo
150360,Itaituba,2015,61.47532657,Alto
150370,Itupiranga,2015,0.115886045,Baixo
150375,Jacareacanga,2015,119.0451586,Alto
150380,Jacundá,2015,0.071420919,Baixo
150420,Marabá,2015,0.03815556,Baixo
150430,Maracanã,2015,0.209380235,Baixo
150440,Marapanim,2015,0.073078047,Baixo
150442,Marituba,2015,0.065085099,Baixo
150450,Melgaço,2015,0.378830928,Baixo
150460,Mocajuba,2015,0.136063678,Baixo
150470,Moju,2015,0.310137624,Baixo
150480,Monte Alegre,2015,0.035516409,Baixo
150490,Muaná,2015,0.105326908,Baixo
150497,Nova Ipixuna,2015,0.126294519,Baixo
150503,Novo Progresso,2015,15.35707181,Medio
150506,Novo Repartimento,2015,0.423519447,Baixo
150510,Óbidos,2015,8.165044888,Baixo
150530,Oriximiná,2015,0.434631433,Baixo
150543,Ourilândia do Norte,2015,15.53158305,Medio
150548,Pacajá,2015,20.81379249,Medio
150549,Palestina do Pará,2015,0.269396552,Baixo
150550,Paragominas,2015,0.037379684,Baixo
150553,Parauapebas,2015,0.400166385,Baixo
150565,Placas,2015,0.841131322,Baixo
150570,Ponta de Pedras,2015,0.480109739,Baixo
150580,Portel,2015,11.18698741,Medio
150600,Prainha,2015,0.068493151,Baixo
150613,Redenção,2015,0.34654752,Baixo
150616,Rio Maria,2015,0.112752283,Baixo
150618,Rondon do Pará,2015,0.040018408,Baixo
150619,Rurópolis,2015,0.04273139,Baixo
150635,Santa Bárbara do Pará,2015,0.101807076,Baixo
150658,Santa Maria das Barreiras,2015,0.401505646,Baixo
150670,Santana do Araguaia,2015,0.059672102,Baixo
150680,Santarém,2015,0.109394229,Baixo
150715,São Domingos do Araguaia,2015,0.081796246,Baixo
150720,São Domingos do Capim,2015,0.064836127,Baixo
150730,São Félix do Xingu,2015,2.117294683,Baixo
150750,São João do Araguaia,2015,11.98136233,Medio
150770,São Sebastião da Boa Vista,2015,0.079488097,Baixo
150780,Senador José Porfírio,2015,1.35283673,Baixo
150795,Tailândia,2015,0.041168782,Baixo
150805,Trairão,2015,2.543685025,Baixo
150808,Tucumã,2015,11.63289375,Medio
150810,Tucuruí,2015,0.391831251,Baixo
150815,Uruará,2015,0.179831857,Baixo
150820,Vigia,2015,0.117249331,Baixo
150830,Viseu,2015,0.033867308,Baixo
150835,Vitória do Xingu,2015,0.277642813,Baixo
150840,Xinguara,2015,0.093385941,Baixo
160005,Serra do Navio,2015,844.4714459,Alto
160010,Amapá,2015,5.567153793,Baixo
160015,Pedra Branca do Amapari,2015,390.1915928,Alto
160020,Calçoene,2015,431.1718981,Alto
160021,Cutias,2015,8.877381173,Baixo
160023,Ferreira Gomes,2015,73.902333,Alto
160025,Itaubal,2015,2.424732269,Baixo
160027,Laranjal do Jari,2015,8.575428771,Baixo
160030,Macapá,2015,5.931986032,Baixo
160040,Mazagão,2015,217.6690001,Alto
160050,Oiapoque,2015,106.9117586,Alto
160053,Porto Grande,2015,99.75087701,Alto
160055,Pracuúba,2015,16.77333922,Medio
160060,Santana,2015,28.31987738,Medio
160070,Tartarugalzinho,2015,83.22377071,Alto
160080,Vitória do Jari,2015,1.392369813,Baixo
210040,Altamira do Maranhão,2015,0.516528926,Baixo
210043,Alto Alegre do Maranhão,2015,0.227721269,Baixo
210055,Amapá do Maranhão,2015,3.535130358,Baixo
210120,Bacabal,2015,0.019482544,Baixo
210215,Brejo de Areia,2015,0.218197687,Baixo
210220,Buriti,2015,0.04,Baixo
210260,Cândido Mendes,2015,3.248401178,Baixo
210290,Carutapera,2015,0.086136354,Baixo
210315,Centro do Guilherme,2015,0.307337687,Baixo
210317,Centro Novo do Maranhão,2015,0.19035835,Baixo
210355,Conceição do Lago-Açu,2015,0.253453301,Baixo
210375,Davinópolis,2015,0.158065281,Baixo
210467,Governador Nunes Freire,2015,4.14062189,Baixo
210480,Grajaú,2015,0.088723272,Baixo
210490,Guimarães,2015,0.169104591,Baixo
210530,Imperatriz,2015,0.007901297,Baixo
210542,Itinga do Maranhão,2015,0.157232704,Baixo
210547,Jenipapo dos Vieiras,2015,0.1240387,Baixo
210560,Joselândia,2015,0.379099008,Baixo
210620,Luís Domingues,2015,0.294637596,Baixo
210632,Maracaçumé,2015,2.40211386,Baixo
210735,Nova Olinda do Maranhão,2015,0.882655813,Baixo
210740,Olho d'Água das Cunhãs,2015,0.104821803,Baixo
210770,Paraibano,2015,0.095730423,Baixo
210825,Pedro do Rosário,2015,2.042900919,Baixo
210890,Poção de Pedras,2015,0.112530243,Baixo
210923,Presidente Médici,2015,0.292782901,Baixo
210980,Santa Helena,2015,0.243848911,Baixo
211003,Santa Luzia do Paruá,2015,0.081093135,Baixo
211010,Santa Quitéria do Maranhão,2015,0.04,Baixo
211107,São João do Soter,2015,0.11052777,Baixo
211167,São Roberto,2015,0.612651248,Baixo
211230,Tuntum,2015,0.048966801,Baixo
211240,Turiaçu,2015,0.574283581,Baixo
211245,Turilândia,2015,1.284779379,Baixo
211400,Zé Doca,2015,0.039598471,Baixo
510025,Alta Floresta,2015,0.200036006,Baixo
510030,Alto Araguaia,2015,0.114226969,Baixo
510060,Alto Taquari,2015,0.206739715,Baixo
510080,Apiacás,2015,0.212765957,Baixo
510140,Aripuanã,2015,0.774555841,Baixo
510263,Campo Novo do Parecis,2015,0.062529311,Baixo
510310,Cocalinho,2015,0.723327306,Baixo
510325,Colniza,2015,89.47133284,Alto
510337,Cotriguaçu,2015,0.112892301,Baixo
510340,Cuiabá,2015,0.010336113,Baixo
510360,Dom Aquino,2015,0.249003984,Baixo
510370,Feliz Natal,2015,0.156470036,Baixo
510410,Guarantã do Norte,2015,0.235786495,Baixo
510420,Guiratinga,2015,0.137969095,Baixo
510455,Itaúba,2015,0.996760528,Baixo
510490,Jangada,2015,0.252365931,Baixo
510515,Juína,2015,0.151179198,Baixo
510517,Juruena,2015,0.287088208,Baixo
510560,Matupá,2015,0.259184864,Baixo
510615,Nova Bandeirantes,2015,17.04421298,Medio
510626,Novo Mundo,2015,0.717360115,Baixo
510629,Paranaíta,2015,0.184433788,Baixo
510642,Peixoto de Azevedo,2015,0.060942166,Baixo
510675,Pontes e Lacerda,2015,0.092517636,Baixo
510730,São José do Rio Claro,2015,0.104975856,Baixo
510735,São José do Xingu,2015,0.372093023,Baixo
510757,Rondolândia,2015,5.801687764,Baixo
510760,Rondonópolis,2015,0.009288501,Baixo
510785,São Félix do Araguaia,2015,0.179775281,Baixo
510787,Sapezal,2015,0.176483565,Baixo
510790,Sinop,2015,0.030789125,Baixo
510805,Terra Nova do Norte,2015,0.196714862,Baixo
510880,Nova Guarita,2015,1.307189542,Baixo
110014,Nova Brasilândia D'Oeste,2015,0.092626899,Baixo
150745,São Geraldo do Araguaia,2015,0.081277685,Baixo
210095,Arame,2015,0.062470717,Baixo
110001,Alta Floresta D'Oeste,2016,0.274445229,Baixo
110002,Ariquemes,2016,2.700763013,Baixo
110003,Cabixi,2016,1.908093497,Baixo
110004,Cacoal,2016,0.045518167,Baixo
110008,Costa Marques,2016,11.86072456,Medio
110010,Guajará-Mirim,2016,15.21850026,Medio
110011,Jaru,2016,0.215030642,Baixo
110012,Ji-Paraná,2016,0.091213135,Baixo
110013,Machadinho D'Oeste,2016,90.39816354,Alto
110014,Nova Brasilândia D'Oeste,2016,0.27688048,Baixo
110015,Ouro Preto do Oeste,2016,1.104417671,Baixo
110018,Pimenta Bueno,2016,0.158788969,Baixo
110020,Porto Velho,2016,13.46585319,Medio
110026,Rio Crespo,2016,45.91029024,Medio
110028,Rolim de Moura,2016,0.141183114,Baixo
110032,São Miguel do Guaporé,2016,0.166257949,Baixo
110033,Nova Mamoré,2016,12.03326845,Medio
110034,Alvorada D'Oeste,2016,3.076558987,Baixo
110040,Alto Paraíso,2016,25.37799601,Medio
110045,Buritis,2016,5.201560468,Baixo
110050,Novo Horizonte do Oeste,2016,0.393662041,Baixo
110060,Cacaulândia,2016,5.300904272,Baixo
110070,Campo Novo de Rondônia,2016,1.114671868,Baixo
110080,Candeias do Jamari,2016,101.5413245,Alto
110094,Cujubim,2016,37.47697974,Medio
110100,Governador Jorge Teixeira,2016,0.402698077,Baixo
110110,Itapuã do Oeste,2016,53.76661743,Alto
110130,Mirante da Serra,2016,0.324991875,Baixo
110140,Monte Negro,2016,9.106786427,Baixo
110149,São Francisco do Guaporé,2016,1.653490415,Baixo
110150,Seringueiras,2016,0.317032575,Baixo
110155,Teixeirópolis,2016,1.208215868,Baixo
110160,Theobroma,2016,0.528727529,Baixo
110170,Urupá,2016,0.454614336,Baixo
110175,Vale do Anari,2016,7.091553778,Baixo
110180,Vale do Paraíso,2016,0.491521258,Baixo
120001,Acrelândia,2016,4.815864023,Baixo
120005,Assis Brasil,2016,0.582835495,Baixo
120013,Bujari,2016,11.1543723,Medio
120017,Capixaba,2016,1.293900185,Baixo
120020,Cruzeiro do Sul,2016,514.2857143,Alto
120030,Feijó,2016,0.247127147,Baixo
120032,Jordão,2016,2.342225114,Baixo
120033,Mâncio Lima,2016,970.8748931,Alto
120035,Marechal Thaumaturgo,2016,8.275386472,Baixo
120038,Plácido de Castro,2016,4.253926702,Baixo
120039,Porto Walter,2016,68.17976309,Alto
120040,Rio Branco,2016,0.758506008,Baixo
120042,Rodrigues Alves,2016,781.0352726,Alto
120043,Santa Rosa do Purus,2016,0.332170736,Baixo
120045,Senador Guiomard,2016,22.74322617,Medio
120050,Sena Madureira,2016,0.094226284,Baixo
120060,Tarauacá,2016,48.44395972,Medio
120080,Porto Acre,2016,2.103909766,Baixo
130002,Alvarães,2016,72.7318965,Alto
130006,Amaturá,2016,0.181044628,Baixo
130008,Anamã,2016,1.106456967,Baixo
130010,Anori,2016,0.202541901,Baixo
130014,Apuí,2016,4.089201655,Baixo
130020,Atalaia do Norte,2016,282.4883058,Alto
130030,Autazes,2016,4.556050011,Baixo
130040,Barcelos,2016,301.1345101,Alto
130050,Barreirinha,2016,0.064298344,Baixo
130060,Benjamin Constant,2016,16.626667,Medio
130063,Beruri,2016,1.076484203,Baixo
130068,Boa Vista do Ramos,2016,0.442477876,Baixo
130070,Boca do Acre,2016,7.860520095,Baixo
130080,Borba,2016,3.058794033,Baixo
130083,Caapiranga,2016,0.633813976,Baixo
130090,Canutama,2016,86.46812957,Alto
130100,Carauari,2016,39.41517555,Medio
130110,Careiro,2016,18.52554033,Medio
130115,Careiro da Várzea,2016,12.24118635,Medio
130120,Coari,2016,39.60490415,Medio
130130,Codajás,2016,0.146504047,Baixo
130140,Eirunepé,2016,35.11215577,Medio
130150,Envira,2016,6.999947762,Baixo
130160,Fonte Boa,2016,17.52562008,Medio
130165,Guajará,2016,282.0018651,Alto
130170,Humaitá,2016,54.66631012,Alto
130180,Ipixuna,2016,112.8792547,Alto
130185,Iranduba,2016,18.49988223,Medio
130190,Itacoatiara,2016,6.03027319,Baixo
130195,Itamarati,2016,156.5068073,Alto
130200,Itapiranga,2016,0.663716814,Baixo
130210,Japurá,2016,382.4034335,Alto
130220,Juruá,2016,7.068698918,Baixo
130230,Jutaí,2016,90.12345679,Alto
130240,Lábrea,2016,90.58110776,Alto
130250,Manacapuru,2016,6.608622679,Baixo
130255,Manaquiri,2016,0.340982712,Baixo
130260,Manaus,2016,10.26646887,Medio
130270,Manicoré,2016,15.92132121,Medio
130280,Maraã,2016,53.14715592,Alto
130290,Maués,2016,16.36393389,Medio
130300,Nhamundá,2016,0.096932099,Baixo
130310,Nova Olinda do Norte,2016,0.335195531,Baixo
130320,Novo Airão,2016,4.411845806,Baixo
130330,Novo Aripuanã,2016,4.531110931,Baixo
130340,Parintins,2016,0.03548742,Baixo
130350,Pauini,2016,29.35139573,Medio
130353,Presidente Figueiredo,2016,123.0750972,Alto
130356,Rio Preto da Eva,2016,47.19575366,Medio
130360,Santa Isabel do Rio Negro,2016,287.4588602,Alto
130370,Santo Antônio do Içá,2016,42.26195568,Medio
130380,São Gabriel da Cachoeira,2016,601.1270562,Alto
130390,São Paulo de Olivença,2016,25.63002681,Medio
130395,São Sebastião do Uatumã,2016,2.594429607,Baixo
130400,Silves,2016,0.218650924,Baixo
130406,Tabatinga,2016,20.65890354,Medio
130410,Tapauá,2016,63.75076224,Alto
130420,Tefé,2016,35.80266752,Medio
130423,Tonantins,2016,2.576212967,Baixo
130426,Uarini,2016,68.69539018,Alto
130430,Urucará,2016,3.633167301,Baixo
