Idade,UF,Ano,TEMPad,TxInc
15-49 years old,Tocantins,2018,0,0.009124691186233
50-69 years old,Tocantins,2018,0,0.007241496672532
70+ years old,Tocantins,2018,0,0
Under 5 years,Maranhao,2018,0,0.05382506221544
5-14 years old,Maranhao,2018,0,0.059878425662344
15-49 years old,Maranhao,2018,0.014560326089033,0.060632897205191
50-69 years old,Maranhao,2018,0.017456297976897,0.03977796662267
70+ years old,Maranhao,2018,0.051463366470168,0.009535357901713
Under 5 years,Mato Grosso,2018,0,0.080009281076605
5-14 years old,Mato Grosso,2018,0.03097260152987,0.266581360631265
15-49 years old,Mato Grosso,2018,0,0.511977737704328
50-69 years old,Mato Grosso,2018,0,0.538805136795086
70+ years old,Mato Grosso,2018,0,0.023416598856099
