"uf","year_notif","ocup","count"
"Rondônia",2012,"Garimpagem",369
"Rondônia",2012,"Exploração Vegetal",282
"Rondônia",2012,"Caça/Pesca",431
"Rondônia",2012,"Consts. Estrada e Barragens",918
"Rondônia",2012,"Mineração",93
"Rondônia",2012,"Viajante",389
"Rondônia",2012,"Outros",13038
"Rondônia",2012,"Ignorado",2
"Rondônia",2013,"Agricultura",3071
"Rondônia",2013,"Pecuária",149
"Rondônia",2013,"Doméstica",4975
"Rondônia",2013,"Turismo",525
"Rondônia",2013,"Garimpagem",163
"Rondônia",2013,"Exploração Vegetal",114
"Rondônia",2013,"Caça/Pesca",232
"Rondônia",2013,"Consts. Estrada e Barragens",386
"Rondônia",2013,"Mineração",25
"Rondônia",2013,"Viajante",267
"Rondônia",2013,"Outros",7965
"Rondônia",2014,"Agricultura",1872
"Rondônia",2014,"Pecuária",65
"Rondônia",2014,"Doméstica",2975
"Rondônia",2014,"Turismo",348
"Rondônia",2014,"Garimpagem",110
"Rondônia",2014,"Exploração Vegetal",59
"Rondônia",2014,"Caça/Pesca",253
"Rondônia",2014,"Consts. Estrada e Barragens",193
"Rondônia",2014,"Mineração",34
"Rondônia",2014,"Viajante",127
"Rondônia",2014,"Outros",5704
"Rondônia",2015,"Agricultura",1536
"Rondônia",2015,"Pecuária",65
"Rondônia",2015,"Doméstica",2641
"Rondônia",2015,"Turismo",182
"Rondônia",2015,"Garimpagem",79
"Rondônia",2015,"Exploração Vegetal",80
"Rondônia",2015,"Caça/Pesca",212
"Rondônia",2015,"Consts. Estrada e Barragens",55
"Rondônia",2015,"Mineração",13
"Rondônia",2015,"Viajante",86
