MUNIAT;IDADE_2;POP_TOTAL;IMIGRANTE;EMIGRANTE;MIGRANTE;SALDO;IEM;TX_IMIG;TX_EMIG;TX_MIG
SANDOLÂNDIA;[5,10);304;118,996175825622;54,1721412412961;173,168317066918;64,8240345843255;0,374341194060779;0,0178197833030579;0,0391434788900071;0,056963262193065
SANDOLÂNDIA;[10,15);303;71,1933556204219;26,0540510103485;97,2474066307704;45,1393046100734;0,464169751913885;0,0085986967030853;0,0234961569704362;0,0320948536735215
SANDOLÂNDIA;[15,20);268;82,217176534775;30,5363388813599;112,753515416135;51,6808376534151;0,458352340170315;0,0113941562990149;0,0306780509458115;0,0420722072448264
SANDOLÂNDIA;[20,25);231;55,0342742931931;129,499020106079;184,533294399272;-74,4647458128862;-0,40353013831622;0,0560601818641036;0,0238243611658845;0,079884543029988
SANDOLÂNDIA;[25,30);255;90,2596488600943;73,451242742611;163,710891602705;16,8084061174833;0,102671275887215;0,0288044089186709;0,0353959407294487;0,0642003496481197
SANDOLÂNDIA;[30,35);282;72,7236646838086;61,6749748990627;134,398639582871;11,0486897847459;0,0822083454046661;0,0218705584748449;0,0257885335758187;0,0476590920506636
SANDOLÂNDIA;[35,40);267,000000000001;57,9461543030409;14,5357903690512;72,4819446720921;43,4103639339897;0,598912793115278;0,00544411624309033;0,0217026795142475;0,0271467957573378
SANDOLÂNDIA;[40,45);231;46,701213078737;27,2171816953078;73,9183947740448;19,4840313834292;0,263588399653271;0,0117823297382285;0,0202169753587606;0,0319993050969891
SANDOLÂNDIA;[45,50);209;44,8847576898602;26,3138848951817;71,1986425850419;18,5708727946785;0,26083183780501;0,0125903755479338;0,021475960617158;0,0340663361650918
SANDOLÂNDIA;[50,55);169,951706062918;33,5655156864299;10,227954633217;43,7934703196469;23,3375610532129;0,532900473126996;0,0060181535508861;0,0197500316201613;0,0257681851710474
SANDOLÂNDIA;[55,60);175,048293937082;;;;;;;;
SANDOLÂNDIA;[60,139);349,275384210099;28,8514186839787;17,4219768962389;46,2733955802176;11,4294417877398;0,246998121586435;0,00498803456637502;0,0082603641677261;0,0132483987341011
SANTA BÁRBARA DO PARÁ;[0,5);1591,32569212784;644,38481746292;55,0497727732173;699,434590236137;589,335044689702;0,842587788646164;0,00345936554946256;0,0404935847294264;0,043952950278889
