MUNIAT;IMIGRANTE;EMIGRANTE;POP_TOTAL;MIGRANTE;SALDO;IEM;TX_IMIG;TX_EMIG;TX_MIG
ITAITUBA;14610,4528888525;24934,6606784803;97492,9999999986;39545,1135673328;-10324,2077896278;-0,261074172212174;0,0255758471669563;0,0149861558151382;0,0405620029820945
ITAMARATI;134,076033663348;1397,17744642319;8038,00000000001;1531,25348008654;-1263,10141275984;-0,824880680557512;0,0173821528542323;0,00166802729115885;0,0190501801453911
ITANHANGÁ;3357,91796483841;833,395315167218;5276,00000000001;4191,31328000563;2524,52264967119;0,602322585074767;0,015795968824246;0,0636451471728279;0,0794411159970739
ITAPECURU MIRIM;5643,95728547277;8421,39416786216;62110,0000000007;14065,3514533349;-2777,43688238939;-0,19746658244582;0,0135588378165546;0,00908703475361891;0,0226458725701735
ITAPIRANGA;1605,71407849043;1133,77771317067;8211,00000000002;2739,49179166109;471,93636531976;0,172271501873565;0,0138080345045751;0,0195556458225602;0,0333636803271354
ITAPIRATINS;707,20677344557;780,692959981643;3531,99999999995;1487,89973342721;-73,4861865360729;-0,0493892060635064;0,0221034246880423;0,0200228418302826;0,0421262665183249
ITAPORÃ DO TOCANTINS;660,014575783637;657,086485056037;2445;1317,10106083967;2,92809072759985;0,00222313292021278;0,0268747028652776;0,0269944611772448;0,0538691640425224
ITAPUÃ DO OESTE;3489,22088673391;1362,18885149384;8566,00000000035;4851,40973822774;2127,03203524007;0,438435867100579;0,0159022747080759;0,040733374815944;0,0566356495240199
ITAUBAL;852,047463591079;422,175418485393;4265,00000000002;1274,22288207647;429,872045105686;0,33736016763815;0,00989860301255314;0,0199776662037767;0,0298762692163298
ITAÚBA;1306,3858633755;2183,51184538718;4575,00000000003;3489,89770876268;-877,125982011681;-0,251332862796904;0,0477270348718506;0,0285548822595736;0,0762819171314242
ITINGA DO MARANHÃO;6541,14246366267;6318,77896157456;24862,9999999999;12859,9214252372;222,363502088109;0,017291202234854;0,025414386685334;0,0263087417594928;0,0517231284448268
ITIQUIRA;4358,46864558551;2524,55947904455;11478;6883,02812463006;1833,90916654096;0,266439295806237;0,0219947680697382;0,0379723701479833;0,0599671382177215
ITUPIRANGA;14146,6049569651;7223,33603926476;51220,000000006;21369,9409962299;6923,26891770037;0,323972299171148;0,0141025693855211;0,0276192990178904;0,0417218684034116
JACAREACANGA;2371,66303527449;1092,95942625873;14103;3464,62246153322;1278,70360901576;0,369074444102601;0,00774983639125526;0,0168167271876515;0,0245665635789067
JACIARA;6623,74848215178;6123,08614834378;25647,0000000006;12746,8346304956;500,662333807997;0,0392773851957106;0,0238744732262785;0,025826601482246;0,0497010747085245
JACUNDÁ;8686,52766138434;14062,243332783;51360,000000001;22748,7709941674;-5375,71567139866;-0,236307960231213;0,0273797572678791;0,0169130211475548;0,044292778415434
JANGADA;895,074450048874;1387,12147719776;7696,00000000001;2282,19592724664;-492,047027148887;-0,215602447307195;0,0180239277182661;0,0116303852657078;0,0296543129839739
JAPURÁ;576,900180388403;507,310961499957;7326,00000000005;1084,21114188836;69,5892188884456;0,0641841945723253;0,00692480154927592;0,00787469533699698;0,0147994968862729
JARU;;;52005,0000000004;;;;;;
JATOBÁ;1120,62108502979;894,72129550794;8525,99999999999;2015,34238053773;225,89978952185;0,112090030807359;0,0104940334917657;0,0131435735987543;0,02363760709052
JAURU;1639,24215098787;3978,94062188142;10455;5618,18277286929;-2339,69847089356;-0,416451113372845;0,0380577773494158;0,0156790258344129;0,0537368031838287
JAÚ DO TOCANTINS;902,597169292654;629,371468428273;3506,99999999997;1531,96863772093;273,225700864381;0,178349408817436;0,0179461496557821;0,0257370165181825;0,0436831661739646
JENIPAPO DOS VIEIRAS;1169,15015394972;1290,43617822055;15440;2459,58633217027;-121,286024270829;-0,0493115540139667;0,00835774726826782;0,00757221602299043;0,0159299632912583
JI-PARANÁ;21155,7723835028;27160,9876898323;116610,000000002;48316,7600733351;-6005,21530632949;-0,124288451817025;0,0232921599261057;0,0181423311752873;0,041434491101393
JORDÃO;415,814331949814;331,704287017525;6577,00000000001;747,518618967339;84,1100449322899;0,112518996581629;0,00504339800847688;0,00632224923140967;0,0113656472398865
JOSELÂNDIA;1537,43410805955;3088,39616701515;15432,9999999999;4625,83027507471;-1550,9620589556;-0,33528295824268;0,0200116384825709;0,00996199123993754;0,0299736297225084
JOÃO LISBOA;3308,48930296647;5698,0223629823;20381,0000000001;9006,51166594878;-2389,53306001583;-0,265311715416971;0,0279575210391163;0,0162332039790318;0,044190725018148
JUARA;6816,08549271239;7208,82308424462;32790,9999999998;14024,908576957;-392,737591532235;-0,0280028628619729;0,0219841513959461;0,0207864520530403;0,0427706034489863
JUARINA;853,378501698609;517,940311332444;2230,99999999999;1371,31881303105;335,438190366165;0,244609923803743;0,0232156123412122;0,0382509413580731;0,0614665536992854
JUNCO DO MARANHÃO;599,569669697982;1092,74625033157;4020,00000000002;1692,31592002955;-493,176580633584;-0,291421108078315;0,0271827425455612;0,0149146684004472;0,0420974109460085
JURUENA;5093,02836529199;2388,97581191245;11201;7482,00417720444;2704,05255337954;0,361407517202145;0,0213282368709263;0,0454694077786982;0,0667976446496245
JURUTI;7515,32476287355;3570,85001534026;47086,0000000004;11086,1747782138;3944,47474753329;0,355801241315882;0,00758367670929837;0,0159608477315412;0,0235445244408396
JURUÁ;1072,60252999111;817,51135493424;10802;1890,11388492535;255,09117505687;0,134960743419408;0,00756814807382192;0,00992966608027323;0,0174978141540951
JUSCIMEIRA;2943,52681083251;2750,919439426;11430;5694,44625025851;192,607371406511;0,0338237227891593;0,0240675366528958;0,0257526405147201;0,0498201771676159
JUTAÍ;749,674982833125;2535,15911703574;17992,0000000003;3284,83409986887;-1785,48413420262;-0,54355382339519;0,0140904797523105;0,00416671288813423;0,0182571926404447
JUÍNA;6773,26217801465;10075,0280239005;39255,0000000009;16848,2902019151;-3301,76584588582;-0,195970380751782;0,0256655917052611;0,017254520896738;0,0429201126019991
LAGO DA PEDRA;4743,14129312272;11707,0804399826;46083,0000000001;16450,2217331054;-6963,93914685992;-0,423334059555276;0,025404336609992;0,0102926052842105;0,0356969418942025
LAGO DO JUNCO;853,647834955477;1595,71251874519;10728,9999999999;2449,36035370067;-742,064683789713;-0,302962641927534;0,0148728914040936;0,00795645293089277;0,0228293443349864
LAGO DOS RODRIGUES;701,486424731977;1746,9473978404;7794;2448,43382257238;-1045,46097310842;-0,4269917215937;0,0224140030515833;0,00900033903941464;0,0314143420909979
LAGO VERDE;1744,08544584466;2975,71145683464;15411,9999999995;4719,7969026793;-1231,62601098999;-0,260948942589209;0,0193077566625664;0,0113164121843026;0,030624168846869
LAGOA DA CONFUSÃO;3823,01421999921;1301,26693977961;10210;5124,28115977881;2521,7472802196;0,492117274909336;0,0127450238959805;0,0374438219392675;0,050188845835248
LAGOA DO MATO;709,677553298259;1223,55803790084;10934;1933,2355911991;-513,880484602579;-0,26581368920683;0,0111903972736496;0,00649055746568741;0,017680954739337
LAGOA DO TOCANTINS;1000,98591577138;584,784193117531;3525,00000000002;1585,77010888891;416,201722653847;0,262460315225304;0,016589622499788;0,0283967635679822;0,0449863860677703
LAGOA GRANDE DO MARANHÃO;1719,51443605136;1174,58727225447;10517;2894,10170830583;544,927163796887;0,188288878111295;0,0111684631763285;0,0163498567657256;0,0275183199420541
LAJEADO;1312,15080904121;434,35993469342;2773,00000000002;1746,51074373463;877,79087434779;0,502596893547174;0,0156638995561997;0,0473188174915688;0,0629827170477685
LAJEADO NOVO;1652,60281775154;968,21582579309;6923,00000000003;2620,81864354463;684,38699195845;0,261134815125103;0,0139854951002901;0,0238711948252424;0,0378566899255326
LAMBARI D'OESTE;1713,83311573342;1436,82771089508;5430,99999999963;3150,66082662849;277,005404838342;0,0879197793990297;0,0264560432865987;0,0315564926483803;0,058012535934979
LARANJAL DO JARI;10141,0477510997;4434,15431236255;39941,9999999995;14575,2020634623;5706,89343873716;0,391548152395324;0,0111014829311567;0,0253894340571324;0,0364909169882891
LAVANDEIRA;665,072229885556;166,636773179986;1605,00000000001;831,709003065542;498,435456705569;0,599290683241877;0,010382353469158;0,0414375221112493;0,0518198755804073
LIMA CAMPOS;1449,35576902414;2073,65635085111;11423;3523,01211987525;-624,300581826966;-0,177206481438126;0,0181533428245742;0,0126880484025575;0,0308413912271316
LIMOEIRO DO AJURU;1346,19789260448;2119,07846646228;25021;3465,27635906677;-772,880573857803;-0,223035767936831;0,00846919973806918;0,00538027214181881;0,013849471879888
LIZARDA;533,347074316492;1474,05857764861;3725,00000000001;2007,40565196511;-940,711503332121;-0,468620531386485;0,0395720423529828;0,01431804226353;0,0538900846165127
LORETO;902,837921960484;1810,55383609185;11390,0000000001;2713,39175805233;-907,715914131361;-0,33453183140164;0,0158959950490942;0,00792658403828339;0,0238225790873776
LUCAS DO RIO VERDE;26240,5626950876;9737,45833165326;45555,9999999986;35978,0210267408;16503,1043634343;0,458699614166335;0,0213746999992395;0,0576006732265528;0,0789753732257923
LUCIARA;;;2224,00000000001;;;;;;
LUZINÓPOLIS;842,750571364764;760,156116559423;2622,00000000012;1602,90668792419;82,594454805341;0,0515279245058884;0,0289914613485655;0,0321415168331322;0,0611329781816977
LUÍS DOMINGUES;1170,95746182271;1171,94492344574;6510,00000000001;2342,90238526846;-0,987461623028139;-0,000421469383119431;0,0180022261666012;0,0179870577852951;0,0359892839518963
LÁBREA;3310,9307399188;4537,70339677337;37700,9999999998;7848,63413669217;-1226,77265685456;-0,156303967733625;0,0120360292744845;0,0087820767086253;0,0208181059831098
MACAPÁ;61881,1881503766;36513,8707677463;398204,000000008;98395,058918123;25367,3173826303;0,257810886659859;0,00916963937271991;0,0155400719606974;0,0247097113334173
MACHADINHO D'OESTE;10553,0380790197;6176,63351545165;31134,9999999998;16729,6715944713;4376,40456356801;0,261595365985205;0,0198382319429956;0,033894453441528;0,0537326853845236
MAGALHÃES BARATA;1141,61220486168;1285,01985623892;8114,99999999993;2426,6320611006;-143,407651377239;-0,0590974023940804;0,0158351183763269;0,0140679261227565;0,0299030444990835
MAGALHÃES DE ALMEIDA;1890,96423565818;1681,40923720186;17587,0000000002;3572,37347286004;209,55499845632;0,0586598797825441;0,00956052332519384;0,010752056835493;0,0203125801606869
MANACAPURU;10474,0746266348;11615,0427121965;85140,9999999982;22089,1173388313;-1140,96808556176;-0,0516529505484591;0,0136421262519782;0,0123020338340341;0,0259441600860123
MANAQUIRI;2412,47486255417;1443,81359353873;22801,0000000003;3856,2884560929;968,66126901544;0,251190044532318;0,00633223803139647;0,0105805660390077;0,0169128040704041
MANAUS;216577,314011878;129921,131487792;1802014,00000001;346498,44549967;86656,1825240856;0,250091114836382;0,00720977370252347;0,0120186254941347;0,0192283991966582
MANICORÉ;4048,92800010577;5863,65923792965;47016,9999999997;9912,58723803543;-1814,73123782388;-0,183073419102997;0,0124713598016243;0,00861162558246124;0,0210829853840855
MANOEL URBANO;1173,98072176279;1016,66023338959;7981,00000000005;2190,64095515238;157,320488373191;0,0718148211386143;0,0127385068711889;0,0147096945465828;0,0274482014177718
MARABÁ;55092,2697836541;46811,0802393865;233669,00000002;101903,350023041;8281,18954426764;0,0812651354680219;0,0200330725254024;0,0235770554860291;0,0436101280114315
MARACANÃ;3424,3091709247;5682,19395567289;28375,999999996;9106,50312659758;-2257,88478474819;-0,24794202048353;0,0200246474333017;0,0120676246508499;0,0320922720841516
MARACAÇUMÉ;5308,07987895454;4381,2087258212;19154,9999999997;9689,28860477573;926,871153133338;0,0956593606548673;0,0228724026406749;0,0277111974886694;0,0505836001293443
MARAJÁ DO SENA;867,848121664719;2008,89083622609;8051,00000000008;2876,7389578908;-1141,04271456137;-0,396644510073298;0,0249520660318726;0,0107793829544741;0,0357314489863468
MARANHÃOZINHO;2626,27551700863;4201,1832059485;14065;6827,45872295713;-1574,90768893987;-0,230672604968564;0,0298697703942304;0,0186724174689558;0,0485421878631862
MARAPANIM;4319,2350601035;4620,8126800293;26605,0000000001;8940,04774013281;-301,577619925798;-0,0337333343950709;0,0173682115392945;0,0162346741593817;0,0336028856986761
MARAÃ;1217,57626703929;2170,1168507402;17528;3387,69311777949;-952,540583700909;-0,281176762647634;0,0123808583451632;0,00694646432587457;0,0193273226710378
MARCELÂNDIA;2799,45678453538;5440,38585645063;12006,0000000001;8239,842640986;-2640,92907191525;-0,320507221676655;0,0453138918578261;0,0233171479638128;0,0686310398216388
MARECHAL THAUMATURGO;661,454179179286;977,119010712691;14227;1638,57318989198;-315,664831533405;-0,192646159158881;0,00686806080489698;0,00464928782722491;0,0115173486321219
MARIANÓPOLIS DO TOCANTINS;1798,69547937396;849,9338069854;4351,99999999991;2648,62928635936;948,761672388563;0,358208556129299;0,0195297290208046;0,0413303189194394;0,060860047940244
MARITUBA;24207,8734394146;7709,7309494732;108246,000000001;31917,6043888878;16498,1424899414;0,516897893993738;0,00712241648603474;0,0223637579581827;0,0294861744442175
MATA ROMA;1550,56520704851;1243,65307863039;15149,9999999999;2794,21828567889;306,912128418121;0,109838279275147;0,00820893121208181;0,0102347538419044;0,0184436850539862
MATEIROS;424,902654008173;222,922747482688;2223,00000000001;647,825401490861;201,979906525484;0,311781393660485;0,0100280138318798;0,0191139295550234;0,0291419433869032
MATINHA;1664,81812847668;3267,3249946437;21884,9999999999;4932,14312312038;-1602,50686616701;-0,324910860484755;0,0149295179101837;0,00760711961835363;0,0225366375285374
MATUPÁ;5313,98440995651;4435,99704983332;14173,9999999976;9749,98145978983;877,987360123186;0,090050156889438;0,031296719696868;0,0374910710452758;0,0687877907421438
MATÕES;2894,48546048016;3726,14941297214;31014,9999999838;6620,6348734523;-831,663952491982;-0,125616948886099;0,0120140235788299;0,00933253413020046;0,0213465577090303
MATÕES DO NORTE;1640,93602257849;796,507716627674;13794;2437,44373920616;844,428305950811;0,346440121824444;0,0057743056156856;0,011896012922854;0,0176703185385396
MAURILÂNDIA DO TOCANTINS;501,446770723918;393,038692917765;3154,00000000001;894,485463641683;108,408077806153;0,121196019625401;0,0124615945757059;0,0158987562055776;0,0283603507812835
MAUÉS;2827,35464657633;8556,4363080735;52236,0000000012;11383,7909546498;-5729,08166149717;-0,503266590569029;0,0163803436481992;0,00541265534607601;0,0217929989942752
MAZAGÃO;1920,51259053978;1628,04212219508;17031,9999999956;3548,55471273487;292,470468344698;0,0824196023510911;0,00955872547085198;0,0112759076476062;0,0208346331184582
MEDICILÂNDIA;5098,07962819267;3476,34365349908;27327,9999999996;8574,42328169175;1621,73597469358;0,189136449346551;0,0127208125493967;0,0186551508642885;0,0313759634136852
MELGAÇO;2079,22939443591;1665,18263666925;24807,9999999963;3744,41203110516;414,046757766665;0,11057724265576;0,00671228086371128;0,00838128585309667;0,015093566716808
MILAGRES DO MARANHÃO;464,496330408706;547,938541833138;8118;1012,43487224184;-83,4422114244325;-0,0824173620567471;0,00674967408023082;0,00572180746992739;0,0124714815501582
MINISTRO ANDREAZZA;2001,04145735651;1374,44397253999;10352;3375,4854298965;626,597484816515;0,185631814395279;0,0132770862880602;0,0193299986220683;0,0326070849101285
MIRACEMA DO TOCANTINS;4195,59831444677;7178,51183708698;20683,9999999999;11374,1101515338;-2982,9135226402;-0,262254671609451;0,0347056267505658;0,0202842695535042;0,05498989630407
MIRADOR;1422,60241626762;3257,50944913957;20452,0000000017;4680,11186540719;-1834,90703287194;-0,392064780851621;0,0159275838506713;0,00695581075820217;0,0228833946088735
MIRANDA DO NORTE;2479,48892977716;4125,87118875773;24427;6605,36011853489;-1646,38225898056;-0,249249432193826;0,0168906177130132;0,0101506076463633;0,0270412253593765
MIRANORTE;2393,70753374527;3468,18486431919;12623;5861,89239806446;-1074,47733057392;-0,183298712703887;0,0274751236973714;0,0189630637229286;0,0464381874202999
MIRANTE DA SERRA;2825,67188536957;3987,25880817925;11878;6812,93069354882;-1161,58692280968;-0,170497393127687;0,033568435832457;0,0237891217828722;0,0573575576153292
MIRASSOL D'OESTE;5831,57351260921;6534,80097298208;25299;12366,3744855913;-703,22746037287;-0,0568660977550241;0,0258302738170761;0,023050608769553;0,0488808825866291
MIRINZAL;1351,05777839906;2948,85968181262;14218;4299,91746021168;-1597,80190341356;-0,371588970764778;0,0207403269223;0,00950244604303743;0,0302427729653375
MOCAJUBA;2732,03288502367;3858,70342966231;26730,9999999998;6590,73631468598;-1126,67054463864;-0,170947598393234;0,0144353126694188;0,0102204664435438;0,0246557791129626
MOJU;11856,6142218061;6760,07085862282;70017,9999999989;18616,685080429;5096,54336318332;0,27376213010882;0,00965476143080768;0,016933665945623;0,0265884273764307
MONTE ALEGRE;5475,23573423306;10043,9879055183;55461,9999999999;15519,2236397514;-4568,75217128527;-0,294393088039709;0,0181096749225025;0,0098720488518861;0,0279817237743886
MONTE DO CARMO;1573,20881684626;1343,9859555057;6716,00000000008;2917,19477235197;229,22286134056;0,0785764678838195;0,0200117027323658;0,0234247888154593;0,043436491547825
MONTE NEGRO;5094,38569815542;3382,94292033307;14091;8477,32861848849;1711,44277782235;0,201884680285934;0,0240078271260597;0,0361534717064468;0,0601612988325065
MONTE SANTO DO TOCANTINS;619,078928065774;412,405261792228;2085;1031,484189858;206,673666273546;0,200365326299376;0,0197796288629366;0,0296920349192218;0,0494716637821584
MONTES ALTOS;1190,85968850428;3153,6682511724;9413,00000000001;4344,52793967668;-1962,80856266813;-0,451788684506469;0,0335033278569255;0,012651223717245;0,0461545515741705
MONÇÃO;3402,09852479292;5535,57080371969;31737,9999999999;8937,66932851261;-2133,47227892677;-0,238705662573648;0,0174414607212796;0,0107193223416502;0,0281607830629297
MORROS;1214,16999844618;2582,6396879219;17783;3796,80968636808;-1368,46968947572;-0,360426200551748;0,014523082089197;0,00682770060420727;0,0213507826934043
MUANÁ;1679,01170855529;2973,19533984351;34203,9999999999;4652,2070483988;-1294,18363128822;-0,278187023454525;0,00869253695428464;0,0049088168300646;0,0136013537843492
MUCAJAÍ;3341,65753780085;1774,80969196985;14792;5116,4672297707;1566,84784583099;0,306236271135311;0,011998443023052;0,0225909784870257;0,0345894215100777
MURICILÂNDIA;900,103567691836;874,869358742547;3152,00000000001;1774,97292643438;25,2342089492896;0,0142166725889058;0,0277560075743193;0,028556585269411;0,0563125928437302
MÂNCIO LIMA;;;15206;;;;;;
MÃE DO RIO;5691,91245006191;7892,0183246507;27904,0000000002;13583,9307747126;-2200,1058745888;-0,161963860908688;0,0282827491565749;0,0203981954202332;0,0486809445768081
NATIVIDADE;1629,14086294003;2902,94453475066;8999,99999999992;4532,0853976907;-1273,80367181063;-0,281063475207173;0,0322549392750077;0,0181015651437783;0,050356504418786
NAZARÉ;494,445834754461;1376,60484951002;4386;1871,05068426448;-882,159014755558;-0,471477882547228;0,0313863394781126;0,0112732748462029;0,0426596143243156
NHAMUNDÁ;1049,04188894339;3167,65025020623;18278,0000000001;4216,69213914961;-2118,60836126284;-0,502433730362422;0,017330398567711;0,00573936912650937;0,0230697676942204
NINA RODRIGUES;1030,96396880363;1737,11138449727;12464;2768,0753533009;-706,147415693637;-0,255104115880214;0,0139370297215763;0,00827153376767998;0,0222085634892563
NOBRES;2737,4706831756;3920,0136679094;15002,0000000001;6657,48435108501;-1182,5429847338;-0,177626100546684;0,0261299404606678;0,0182473715716277;0,0443773120322956
NORMANDIA;762,12597038199;1287,97906059976;8940,00000000036;2050,10503098175;-525,853090217773;-0,256500560835145;0,0144069246152093;0,00852489899756107;0,0229318236127704
NORTELÂNDIA;1113,00228886262;2840,79363546611;6436,00000000004;3953,79592432873;-1727,79134660348;-0,436995580872532;0,0441391180153214;0,0172933854702084;0,0614325034855299
NOSSA SENHORA DO LIVRAMENTO;2026,68011989701;977,852770731467;11609;3004,53289062848;1048,82734916555;0,349081666716638;0,00842323000027104;0,0174578354715911;0,0258810654718621
NOVA BANDEIRANTES;5003,80308542125;2020,10725779856;11642,999999997;7023,91034321981;2983,69582762269;0,424791274635624;0,0173504015958007;0,0429769224892427;0,0603273240850434
NOVA BRASILÂNDIA;527,484648757554;2052,32614775436;4587;2579,81079651192;-1524,84149899681;-0,591067182546294;0,0447422312569078;0,0114995563278298;0,0562417875847376
NOVA BRASILÂNDIA D'OESTE;3902,245042839;4554,04180186758;19874;8456,28684470658;-651,796759028582;-0,0770783644167168;0,022914570805412;0,0196349252432273;0,0425494960486392
NOVA CANAÃ DO NORTE;3283,32508825978;3020,84969217588;12127;6304,17478043566;262,475396083892;0,0416351711723565;0,0249101153803569;0,0270745039025297;0,0519846192828866
NOVA COLINAS;677,585693315387;577,292046807316;4885;1254,8777401227;100,293646508071;0,0799230421429454;0,0118176468128417;0,0138707409071727;0,0256883877200144
NOVA ESPERANÇA DO PIRIÁ;5521,97695862659;1964,89780693383;20157,9999999998;7486,87476556042;3557,07915169276;0,475108675258641;0,00974748391176629;0,0273934763301253;0,0371409602418916
NOVA GUARITA;1487,20801787392;1493,75022605975;4932,00000000003;2980,95824393366;-6,54220818582826;-0,00219466616117211;0,0302869064488998;0,0301542582699495;0,0604411647188493
NOVA IORQUE;179,296960478201;957,105392158854;4590,00000000002;1136,40235263706;-777,808431680652;-0,68444810051275;0,0208519693280795;0,00390625186227016;0,0247582211903497
NOVA IPIXUNA;4648,50845046423;1616,05046291275;14645;6264,55891337698;3032,45798755149;0,484065682753202;0,0110348273329652;0,0317412663056622;0,0427760936386274
NOVA LACERDA;2852,68287227647;735,626005565647;5436;3588,30887784212;2117,05686671083;0,589987355822041;0,0135324872252694;0,0524776098652773;0,0660100970905467
NOVA MAMORÉ;9704,48452106171;2576,79666312896;22545,9999999998;12281,2811841907;7127,68785793276;0,580370056758249;0,0114290635284706;0,0430430432052772;0,0544721067337478
NOVA MARILÂNDIA;1280,7599448187;285,371439913403;2951;1566,1313847321;995,388504905294;0,635571520122217;0,0096703300546731;0,04340087918735;0,0530712092420231
NOVA MARINGÁ;3770,40606737535;1179,69376135525;6589,99999999999;4950,09982873061;2590,7123060201;0,523365668502985;0,0179012710372572;0,0572140526157111;0,0751153236529683
NOVA MONTE VERDE;3368,88356975526;1542,24915463702;8093;4911,13272439228;1826,63441511824;0,371937497442461;0,0190565816710369;0,0416271292444737;0,0606837109155107
NOVA MUTUM;19234,0827236652;6424,95106473064;31648,9999999995;25659,0337883958;12809,1316589345;0,499205533792446;0,0203006447746556;0,0607731136012685;0,0810737583759241
NOVA NAZARÉ;1179,67076767941;301,114550440865;3029;1480,78531812027;878,556217238543;0,593304246393929;0,00994105481812032;0,0389458820627074;0,0488869368808278
NOVA OLINDA;2384,73154602587;1802,28067702282;10686;4187,01222304869;582,45086900305;0,13910894881003;0,0168658120627253;0,0223164097513183;0,0391822218140435
NOVA OLINDA DO MARANHÃO;2330,15366427183;3632,05318870717;19134,0000000001;5962,20685297901;-1301,89952443534;-0,218358664256147;0,018982194986449;0,0121780791484887;0,0311602741349377
NOVA OLINDA DO NORTE;3372,42172174414;2980,09381453384;30696,0000000008;6352,51553627799;392,327907210303;0,0617594565443869;0,00970841091521295;0,0109865185097213;0,0206949294249343
NOVA OLÍMPIA;5341,22921142143;5202,25686893964;17515,0000000001;10543,4860803611;138,972342481786;0,0131808721918497;0,0297017234880937;0,0304951710614981;0,0601968945495918
NOVA ROSALÂNDIA;883,904169535855;1047,89769259657;3770,00000000001;1931,80186213242;-163,99352306071;-0,0848914820279168;0,0277956947638346;0,023445733939943;0,0512414287037776
NOVA SANTA HELENA;1212,90158668796;492,236210907997;3468,00000000001;1705,13779759595;720,66537577996;0,422643481832386;0,0141936623675893;0,0349740941951544;0,0491677565627436
NOVA TIMBOTEUA;2017,90940416738;2071,05304389952;13670;4088,96244806691;-53,1436397321431;-0,0129968519904768;0,0151503514550075;0,0147615903743042;0,0299119418293117
NOVA UBIRATÃ;5556,14473818409;1086,18876287557;9218,00000000001;6642,33350105965;4469,95597530852;0,67294964557191;0,0117833452253804;0,0602749483422009;0,0720582935675813
NOVA UNIÃO;1768,76131178441;1502,13709644431;7492,99999999893;3270,89840822872;266,624215340097;0,0815140619070713;0,0200472053442483;0,023605515972036;0,0436527213162843
NOVA XAVANTINA;4711,89720987257;4664,5729195419;19643;9376,47012941446;47,3242903306691;0,00504713284183676;0,0237467439777116;0,0239876658854175;0,0477344098631292
NOVO ACORDO;767,01428704534;1094,46131950096;3762,00000000001;1861,4756065463;-327,447032455619;-0,175907237948259;0,0290925390616947;0,0203884712133264;0,0494810102750211
NOVO AIRÃO;2411,32055414489;2249,16912944027;14722,9999999989;4660,48968358516;162,151424704626;0,0347927869630832;0,0152765681548627;0,0163779158741091;0,0316544840289718
NOVO ALEGRE;437,823215497365;537,510359804326;2286,00000000001;975,333575301691;-99,6871443069614;-0,102208256571221;0,0235131390990518;0,0191523716315557;0,0426655107306074
NOVO ARIPUANÃ;2301,8113344456;2402,82202966425;21451,0000000007;4704,63336410985;-101,010695218652;-0,0214704712144481;0,0112014452923601;0,0107305549132699;0,02193200020563
NOVO HORIZONTE DO NORTE;1119,92261756536;879,887228789915;3749;1999,80984635527;240,035388775444;0,120029106373747;0,0234699180792189;0,0298725691535172;0,0533424872327361
NOVO HORIZONTE DO OESTE;2420,26120014479;1996,56472225746;10240,0000000001;4416,82592240224;423,696477887331;0,0959278190562895;0,0194977023657954;0,0236353632826638;0,0431330656484592
NOVO JARDIM;597,632237059568;524,839156844466;2457,00000000001;1122,47139390403;72,7930802151016;0,0648507219074173;0,0213609750445447;0,0243236563719807;0,0456846314165254
NOVO MUNDO;3808,40152738646;1455,25490848213;7331,99999999999;5263,65643586859;2353,14661890434;0,447055511235324;0,0198479938418185;0,0519421921356583;0,0717901859774768
NOVO PROGRESSO;11805,9359327119;5719,40214473787;25124;17525,3380774497;6086,53378797399;0,347299079828062;0,0227646956883373;0,0469906700076097;0,069755365695947
NOVO REPARTIMENTO;18381,8639631927;9168,37780454936;62049,9999999996;27550,2417677421;9213,48615864339;0,334424874972648;0,0147757901765502;0,0296242771364913;0,0444000673130415
NOVO SANTO ANTÔNIO;720,25427824715;362,098514250591;2005;1082,35279249774;358,155763996559;0,330904827408487;0,0180597762718499;0,035922906645743;0,0539826829175929
NOVO SÃO JOAQUIM;1434,31622566407;1833,57063865711;6042;3267,88686432118;-399,254412993041;-0,12217510261818;0,0303470810767479;0,0237390967504811;0,054086177827229
OEIRAS DO PARÁ;2023,98432857988;3177,60067809638;28595,0000000002;5201,58500667626;-1153,6163495165;-0,221781696931959;0,0111124346147801;0,00707810571281646;0,0181905403275965
OIAPOQUE;7741,91597653341;2716,95102029298;20509;10458,8669968264;5024,96495624043;0,480450220637206;0,0132476035900969;0,0377488711128451;0,050996474702942
OLHO D'ÁGUA DAS CUNHÃS;1513,40033931065;3089,03229162039;18601;4602,43263093103;-1575,63195230974;-0,342347640619566;0,0166068076534616;0,00813612353803907;0,0247429311915007
OLINDA NOVA DO MARANHÃO;1465,53280160909;1177,60955547702;13181;2643,14235708611;287,923246132071;0,108932175128655;0,00893414426429727;0,0111185251620446;0,0200526694263418
OLIVEIRA DE FÁTIMA;377,743261391343;229,700049477956;1037,00000000001;607,443310869299;148,043211913387;0,243715272296809;0,0221504387153284;0,0364265440107368;0,0585769827260652
ORIXIMINÁ;5010,63997336389;8935,19624476554;62794,0000000004;13945,8362181294;-3924,55627140165;-0,281414194890642;0,0142293789928424;0,0079794884437428;0,0222088674365852
OURILÂNDIA DO NORTE;9794,04506497887;3737,43008695996;27359,0000000001;13531,4751519388;6056,61497801891;0,447594583000886;0,0136606969807374;0,0357982567527279;0,0494589537334653
OURO PRETO DO OESTE;7733,0235258107;15191,7468339287;37928;22924,7703597394;-7458,723308118;-0,325356511366284;0,0400541732596728;0,0203886931180413;0,0604428663777141
