MUNIAT;IMIGRANTE;EMIGRANTE;POP_TOTAL;MIGRANTE;SALDO;IEM;TX_IMIG;TX_EMIG;TX_MIG
CANABRAVA DO NORTE;1670,85202132113;1199,19636622473;4786,00000000001;2870,04838754586;471,655655096397;0,164337178823561;0,0250563386173156;0,0349112415654225;0,0599675801827382
CANARANA;5611,39989024407;5406,5264334791;18754,0000000003;11017,9263237232;204,873456764975;0,0185945567927654;0,0288286575316147;0,0299210829169457;0,0587497404485604
CANAÃ DOS CARAJÁS;15797,0901177749;5342,85163962302;26716,0000000015;21139,9417573979;10454,2384781519;0,494525415354724;0,0199986960608726;0,059129698000352;0,0791283940612246
CANDEIAS DO JAMARI;9730,66395350688;1357,41790761658;19779;11088,0818611235;8373,24604589031;0,755157307707856;0,00686292485776116;0,0491969460210672;0,0560598708788283
CANTANHEDE;1791,77379414464;2954,67998044111;20447,9999999999;4746,45377458575;-1162,90618629647;-0,245005269517865;0,0144497260389335;0,00876258702144291;0,0232123130603764
CANTÁ;6124,72168263339;1139,06879516068;13902,0000000004;7263,79047779407;4985,65288747271;0,686370690717775;0,00819356060394653;0,0440564068668769;0,0522499674708235
CANUTAMA;2285,95237169148;1216,82294070523;12738;3502,77531239671;1069,12943098625;0,305223525814654;0,00955270011544376;0,0179459284949872;0,027498628610431
CAPANEMA;8394,58208125036;13965,1211600167;63639,0000000003;22359,703241267;-5570,5390787663;-0,249132961142585;0,0219442812740876;0,0131909396458937;0,0351352209199813
CAPINZAL DO NORTE;1361,25406118085;1542,22527511057;10698;2903,47933629142;-180,971213929719;-0,0623290862337845;0,0144160149103624;0,0127243789603744;0,0271403938707368
CAPITÃO POÇO;6084,39357271429;10914,1442573711;51893;16998,5378300854;-4829,75068465678;-0,284127419248302;0,0210320163747925;0,0117248830723109;0,0327568994471034
CAPIXABA;3153,12994222699;958,730959935759;8798;4111,86090216275;2194,39898229123;0,533675392846345;0,0108971466235026;0,0358391673360649;0,0467363139595676
CARACARAÍ;5156,61698192163;2664,22348504765;18397,9999999999;7820,84046696929;2492,39349687398;0,318686144718129;0,014481049489334;0,0280281388298818;0,0425091883192158
CARAUARI;1527,86612435256;3718,37509703283;25774,0000000023;5246,24122138539;-2190,50897268028;-0,417538744454038;0,014426845258914;0,00592793561089633;0,0203547808698104
CAREIRO;4334,61284979161;2208,52395270426;32734,0000000002;6543,13680249587;2126,08889708735;0,324934196129959;0,00674688077443713;0,0132419284224097;0,0199888091968468
CAREIRO DA VÁRZEA;2091,79917611823;2090,28757587564;23930;4182,08675199387;1,5116002425907;0,00036144640994595;0,00873500867478326;0,00874132543300554;0,0174763341077888
CARIRI DO TOCANTINS;1651,32064430569;502,470358586618;3756,00000000013;2153,79100289231;1148,85028571907;0,533408433862102;0,0133778050741906;0,0439648733840691;0,0573426784582597
CARLINDA;2784,74746914421;3322,61003555997;10990,0000000001;6107,35750470418;-537,862566415755;-0,0880679681845165;0,0302330303508639;0,0253389214662802;0,0555719518171441
CARMOLÂNDIA;940,451295027847;616,698070587116;2316,00000000001;1557,14936561496;323,753224440731;0,207914045749151;0,0266277232550567;0,040606705312083;0,0672344285671397
CAROEBE;3152,2994996299;806,86699983143;8114;3959,16649946133;2345,43249979847;0,592405623789144;0,00994413359417586;0,0388501294014038;0,0487942629955797
CAROLINA;2795,67151749461;6769,26108763646;23959,0000000002;9564,93260513106;-3973,58957014185;-0,415433096518656;0,0282535209634643;0,0116685651216436;0,0399220860851078
CARRASCO BONITO;786,11239757854;672,450943930989;3688;1458,56334150953;113,661453647551;0,077926991864418;0,0182334854645062;0,0213154120818476;0,0395488975463538
CARUTAPERA;3703,60658528195;3963,26981833197;22006;7666,87640361392;-259,663233050013;-0,0338681908224863;0,0180099510057801;0,0168299853916293;0,0348399363974094
CASEARA;1595,21050629742;1303,03378483348;4601,00000000003;2898,2442911309;292,176721463937;0,100811626665856;0,0283206647431748;0,0346709521038341;0,0629916168470089
CASTANHAL;30429,4163932314;23663,2000128737;173149;54092,6164061051;6766,21638035768;0,12508576641144;0,0136663798305931;0,0175741219373091;0,0312405017679022
CASTANHEIRA;1438,40284361403;2196,57616819603;8231;3634,97901181007;-758,173324582001;-0,208577084521999;0,0266866257829672;0,0174754324336537;0,0441620582166209
CASTANHEIRAS;1117,1215250707;1019,52138327888;3575;2136,64290834958;97,6001417918212;0,0456792014287549;0,0285180806511575;0,0312481545474322;0,0597662351985897
CAXIAS;15653,4993969097;29258,8909834735;155129,000000003;44912,3903803831;-13605,3915865638;-0,302931807265961;0,0188610066354279;0,0100906338575697;0,0289516404929976
CEDRAL;879,342013439755;1130,28450425938;10297,0000000004;2009,62651769914;-250,942490819629;-0,124870212753232;0,0109768330995371;0,00853978841837155;0,0195166215179087
CENTENÁRIO;765,765405933039;433,508270241867;2566,00000000001;1199,27367617491;332,257135691172;0,277048635596596;0,0168943207420836;0,0298427671836724;0,046737087925756
CENTRAL DO MARANHÃO;682,816849147642;1010,39486627299;7887,00000000002;1693,21171542064;-327,578017125351;-0,193465479917243;0,012810889644643;0,00865749777035173;0,0214683874149947
CENTRO DO GUILHERME;2377,39821693676;1024,07121282188;12565,0000000001;3401,46942975864;1353,32700411488;0,397865402603636;0,0081501887212246;0,0189207975880361;0,0270709863092607
CENTRO NOVO DO MARANHÃO;4713,00000087096;2439,23534824521;17622;7152,23534911617;2273,76465262575;0,317909652246933;0,0138419892648123;0,0267449778735159;0,0405869671383281
CEREJEIRAS;4204,2374398623;6659,82331455263;17029,0000000001;10864,0607544149;-2455,58587469033;-0,226028363629357;0,0391087163929332;0,0246886924649849;0,0637974088579182
CHAPADA DA NATIVIDADE;659,759664495876;574,689373283186;3277,00000000001;1234,44903777906;85,0702912126901;0,0689135708394596;0,017537057469734;0,0201330382818393;0,0376700957515733
CHAPADA DE AREIA;581,589564243486;65,5474142489661;1335;647,136978492452;516,04214999452;0,797423369619016;0,00490991867033454;0,0435647613665533;0,0484746800368878
CHAPADA DOS GUIMARÃES;3841,22345864178;3564,88562277082;17821,0000000001;7406,10908141261;276,337835870961;0,0373121476923012;0,0200038472743999;0,0215544776311193;0,0415583249055192
CHAPADINHA;5969,5052498502;12612,7775883617;73349,9999999996;18582,2828382119;-6643,27233851146;-0,357505716404795;0,0171953341354625;0,00813838479870517;0,0253337189341677
CHAVES;1030,03613654812;3267,26032799447;21005;4297,29646454259;-2237,22419144634;-0,520612019651401;0,0155546790192548;0,00490376642012913;0,0204584454393839
CHUPINGUAIA;3758,81418059167;1371,87536945446;8301,00000000007;5130,68955004613;2386,93881113721;0,465227682917543;0,01652662774912;0,0452814622405932;0,0618080899897132
CIDELÂNDIA;3053,98750979153;2384,41305012013;13681;5438,40055991165;669,574459671399;0,123119739396738;0,017428645933193;0,0223228383143888;0,0397514842475818
CLÁUDIA;3379,88195787294;2728,46656434241;11027,9999999999;6108,34852221535;651,415393530525;0,106643455454679;0,0247412637317957;0,0306481860525296;0,0553894497843253
COARI;6255,40577635746;5577,5522401199;75964,999999999;11832,9580164774;677,853536237566;0,0572852143389385;0,00734226583310731;0,00823458931923589;0,0155768551523432
COCALINHO;2114,69136384069;1548,39903276102;5490,00000000003;3663,09039660171;566,292331079673;0,154594145862474;0,028203989667778;0,0385189683759687;0,0667229580437467
CODAJÁS;1745,25537142753;3381,89373913544;23205,9999999997;5127,14911056298;-1636,63836770791;-0,319210214568579;0,0145733592137184;0,00752070745250176;0,0220940666662201
CODÓ;10307,2723243007;23167,53907942;118037,999999999;33474,8114037207;-12860,2667551192;-0,384177422242021;0,0196271870748574;0,0087321644930453;0,0283593515679027
COELHO NETO;4585,29844674776;8992,21128074018;46749,9999999997;13577,5097274879;-4406,91283399242;-0,32457445602639;0,0192346765363427;0,00980812501978137;0,0290428015561241
COLARES;1506,38148481556;1311,68710313214;11381;2818,0685879477;194,694381683424;0,0690878790232755;0,0115252359470358;0,0132359325614231;0,0247611685084589
COLINAS;3781,5220163398;8113,30928501626;39132,0000000002;11894,8313013561;-4331,78726867647;-0,364173913772331;0,0207331832899321;0,00966350305719047;0,0303966863471225
COLINAS DO TOCANTINS;6988,75788775688;9506,45929379995;30837,9999999998;16495,2171815568;-2517,70140604307;-0,152632207162334;0,0308270941494261;0,0226628117509466;0,0534899059003727
COLMÉIA;1318,56342857861;2794,52721313376;8611,00000000009;4113,09064171237;-1475,96378455514;-0,358845431118597;0,0324529928362993;0,0153125470744234;0,0477655399107227
COLNIZA;15161,6930036544;4715,09050627147;26381,0000000003;19876,7835099258;10446,6024973829;0,525568057435761;0,0178730544947933;0,0574720177538917;0,075345072248685
COLORADO DO OESTE;3391,50747544571;7233,04364742853;18590,9999999997;10624,5511228742;-3841,53617198282;-0,361571621008265;0,038906156997626;0,0182427382897411;0,0571488952873671
COLÍDER;6167,6103939193;8898,9852064404;30765,9999999998;15066,5956003597;-2731,3748125211;-0,181286793975933;0,0289247390185285;0,0200468386983012;0,0489715777168296
COMBINADO;739,751094433471;1207,57809139941;4669,00000000001;1947,32918583288;-467,826996965935;-0,240240325246214;0,0258637415163719;0,0158438872228201;0,041707628739192
COMODORO;6037,66298538357;5174,0590759117;18178,0000000001;11211,7220612953;863,603909471871;0,0770268746184116;0,0284633022109786;0,0332141213851004;0,0616774235960789
CONCEIÇÃO DO ARAGUAIA;7716,12371755727;13767,9702838081;45557,0000000013;21484,0940013654;-6051,84656625082;-0,281689633543132;0,0302214155537189;0,0169372955145358;0,0471587110682546
CONCEIÇÃO DO LAGO-AÇU;1996,49493266633;1355,45515074209;14436;3351,95008340842;641,039781924246;0,191243832984651;0,00938940946759551;0,01382997321049;0,0232193826780855
CONCEIÇÃO DO TOCANTINS;;;4182,00000000001;;;;;;
CONCÓRDIA DO PARÁ;3961,41387906294;4671,85926866458;28216,0000000001;8633,27314772751;-710,445389601637;-0,0822915454480487;0,016557482522911;0,0140396012158454;0,0305970837387563
CONFRESA;9101,36663500173;5535,4882555507;25124,0000000077;14636,8548905524;3565,87837945102;0,243623265115013;0,0220326709741642;0,0362257866382699;0,0582584576124341
CONQUISTA D'OESTE;1354,81333712684;846,470082316469;3385,00000000002;2201,28341944331;508,34325481037;0,230930397385597;0,0250065016932486;0,0400240276846922;0,0650305293779408
COROATÁ;4349,77517759822;13327,3283646201;61724,9999999989;17677,1035422183;-8977,55318702186;-0,507863359264754;0,0215914594809564;0,0070470233739948;0,0286384828549512
CORUMBIARA;2399,2322648067;1800,4467852116;8782,99999999999;4199,6790500183;598,785479595095;0,142578866733277;0,0204992233315678;0,0273167740499453;0,0478159973815132
COSTA MARQUES;4258,65026330373;3081,9200172336;13678,0000000001;7340,57028053734;1176,73024607013;0,160305017334974;0,0225319492413627;0,031135036286765;0,0536669855281276
COTRIGUAÇU;5288,97868565221;1892,93049385139;14983,0000000001;7181,9091795036;3396,04819180081;0,472861478322891;0,0126338549946698;0,0352998644173541;0,0479337194120239
COUTO MAGALHÃES;1674,9408743667;1106,30871376251;5009;2781,24958812921;568,632160604188;0,204452043078476;0,0220864187215515;0,0334386279570114;0,0555250466785628
CRISTALÂNDIA;1672,41981270435;2519,66046470477;7234,00000000004;4192,08027740912;-847,240652000411;-0,202105063819064;0,0348308054285976;0,023118880463151;0,0579496858917487
CRIXÁS DO TOCANTINS;530,2492151573;252,276762550572;1564,00000000001;782,525977707872;277,972452606727;0,355224568289666;0,0161302277845634;0,0339034025036635;0,0500336302882269
CRUZEIRO DO SUL;8464,53877848689;14665,2058087435;78506,9999999993;23129,7445872304;-6200,66703025661;-0,268081949926931;0,0186801250955248;0,0107818905046518;0,0294620156001766
CUIABÁ;72719,069246757;99456,5629395433;551097,999999986;172175,6321863;-26737,4936927863;-0,155291973395256;0,0180469831027414;0,0131953063242397;0,0312422894269811
CUJUBIM;9731,97249213271;1875,7654170033;15853,9999999998;11607,737909136;7856,20707512941;0,676807758464816;0,01183149625964;0,0613849658895725;0,0732164621492125
CUMARU DO NORTE;5096,21652320956;1309,80473577407;10465,9999999999;6406,02125898363;3786,4117874355;0,591070749589776;0,0125148551096319;0,0486930682515727;0,0612079233612046
CURIONÓPOLIS;3388,34871124205;5887,42073691164;18288;9275,76944815368;-2499,07202566959;-0,269419376973306;0,0321928080539788;0,0185277160500987;0,0507205241040775
CURRALINHO;2090,55409154895;2096,64504900682;28549,0000000001;4187,19914055577;-6,09095745786999;-0,00145466151797632;0,0073440227293664;0,00732268763021102;0,0146667103595774
CURURUPU;2777,8505356928;7709,21028234958;32652,0000000001;10487,0608180424;-4931,35974665678;-0,470232778489533;0,0236102238219698;0,00850744375748131;0,0321176675794511
CURUÁ;2445,58319085401;695,773173402055;12254,0000000002;3141,35636425606;1749,81001745195;0,557023723052301;0,00567792699038714;0,0199574277040473;0,0256353546944345
CURUÇÁ;7066,73759567455;4586,15807819214;34293,9999999998;11652,8956738667;2480,57951748241;0,2128723698304;0,0133730625712724;0,020606338122338;0,0339794006936104
CURVELÂNDIA;1214,14245722279;927,305608189608;4866,00000000003;2141,4480654124;286,836849033185;0,133945274539238;0,0190568353512043;0,0249515507033043;0,0440083860545086
CUTIAS;1030,85035133486;551,396905978886;4696,00000000002;1582,24725731374;479,453445355973;0,303020557084083;0,0117418421205044;0,0219516684696519;0,0336935105901563
CÁCERES;11003,5384520871;18508,9512238051;87942;29512,4896758922;-7505,41277171806;-0,254313101135923;0,0210467708532955;0,0125122676901675;0,0335590385434629
CÂNDIDO MENDES;2008,84695661788;3705,73484264062;18504,9999999999;5714,5817992585;-1696,88788602274;-0,296939994146715;0,0200255868286443;0,0108556982254411;0,0308812850540855
DARCINÓPOLIS;1246,58831306464;672,775168197203;5273;1919,36348126185;573,81314486744;0,298960124264842;0,0127588691105102;0,0236409693355707;0,0363998384460809
DAVINÓPOLIS;2354,83807256441;1344,63823248335;12579;3699,47630504776;1010,19984008106;0,2730656332905;0,0106895479170311;0,01872039170494;0,0294099396219712
DENISE;2467,11872572982;2172,08624771373;8523,00000000002;4639,20497344355;295,032478016095;0,0635954823520334;0,0254849964532879;0,0289466000906936;0,0544315965439815
DIAMANTINO;5621,61137222352;5436,91103782339;20341,000000001;11058,5224100469;184,700334400136;0,0167020807619227;0,0267288286604548;0,0276368485926122;0,054365677253067
DIANÓPOLIS;3727,55617199818;3632,26399557536;19112;7359,82016757354;95,2921764228254;0,0129476229382167;0,0190051485745885;0,0195037472373283;0,0385088958119168
DIVINÓPOLIS DO TOCANTINS;1672,82154497575;1841,23922230515;6362,99999999987;3514,0607672809;-168,417677329393;-0,0479267970825988;0,0289366528729402;0,0262898246892313;0,0552264775621715
DOIS IRMÃOS DO TOCANTINS;1524,33146833829;1756,38829133769;7161,00000000001;3280,71975967598;-232,056822999405;-0,0707335097168811;0,0245271371503658;0,0212865726621741;0,0458137098125399
DOM AQUINO;1724,99170486614;1935,4395856991;8170,99999999995;3660,43129056524;-210,447880832955;-0,0574926461194298;0,0236866917843484;0,0211111455741788;0,0447978373585272
DOM ELISEU;10538,0459256211;11840,3825036736;51318,9999999998;22378,4284292948;-1302,33657805247;-0,05819606958403;0,0230721224179615;0,020534394523707;0,0436065169416685
DOM PEDRO;2172,25016794678;5645,72232845965;22681,0000000001;7817,97249640644;-3473,47216051287;-0,444293218236501;0,0248918580682493;0,00957740032602961;0,034469258394279
DUERÉ;1257,68945866553;1199,92974074252;4592,00000000001;2457,61919940805;57,7597179230074;0,0235023057831415;0,0261308741450897;0,0273887077235524;0,0535195818686421
DUQUE BACELAR;830,056944761443;1877,8931788003;10648,9999999999;2707,95012356174;-1047,83623403886;-0,386948129111273;0,0176344556183708;0,00779469381877592;0,0254291494371468
EIRUNEPÉ;1241,21518199729;3640,58096112193;30664,9999999999;4881,79614311922;-2399,36577912463;-0,491492415656578;0,0118721048789237;0,00404766079242556;0,0159197656713492
ELDORADO DOS CARAJÁS;10220,7090351917;7965,17183304843;31785,9999999991;18185,8808682401;2255,53720214327;0,124026832600798;0,0250587423175255;0,0321547506298119;0,0572134929473374
ENVIRA;1005,8256319663;1262,08114059251;16337,9999999972;2267,90677255881;-256,255508626205;-0,112992082270242;0,00772482029986978;0,00615635715489335;0,0138811774547631
EPITACIOLÂNDIA;3399,35799967389;803,474972601066;15100,0000000013;4202,83297227495;2595,88302707282;0,617650771324299;0,00532102630861589;0,0225123046336;0,0278333309422159
ESPERANTINA;2203,47332556258;2410,11835338356;9475,99999999996;4613,59167894613;-206,64502782098;-0,0447904891028812;0,0254339209939169;0,0232532009873637;0,0486871219812806
ESPERANTINÓPOLIS;1069,75944667995;5807,80521708023;18452,0000000001;6877,56466376018;-4738,04577040027;-0,68891330028002;0,0314752071161944;0,00579752572447403;0,0372727328406684
ESPIGÃO D'OESTE;5314,06718169856;5135,06068953873;28729;10449,1278712373;179,006492159831;0,0171312375889831;0,0178741365503106;0,0184972229513682;0,0363713595016788
ESTREITO;10809,370008962;6147,01610628736;35835;16956,3861152493;4662,35390267461;0,274961531955305;0,0171536657075132;0,0301642807561378;0,047317946463651
FARO;780,57267460687;1570,15148583337;8177,00000000006;2350,72416044024;-789,578811226505;-0,335887478639192;0,0192020482552692;0,00954595419599932;0,0287480024512685
FEIJÓ;1650,27705779467;3038,05723190012;32412;4688,33428969479;-1387,78017410544;-0,296007086601281;0,00937324827810724;0,00509156194555929;0,0144648102236665
FEIRA NOVA DO MARANHÃO;840,536903004074;1044,20259757906;8126,00000000004;1884,73950058313;-203,665694574983;-0,108060394824839;0,0128501427218687;0,0103437964927894;0,0231939392146581
FELIZ NATAL;5290,45077386961;2560,41694671693;10933;7850,86772058654;2730,03382715269;0,347736571843389;0,0234191616822183;0,0483897445702881;0,0718089062525064
FERNANDO FALCÃO;361,832086298717;665,948414301395;9241,00000000001;1027,78050060011;-304,116328002678;-0,295896183888591;0,0072064540017465;0,00391550791363182;0,0111219619153783
FERREIRA GOMES;1625,92066870121;581,0512012327;5802;2206,97186993391;1044,86946746851;0,473440319608515;0,0100146708244174;0,0280234517183939;0,0380381225428114
FIGUEIRÓPOLIS;1288,52927508584;1388,65598093463;5340,00000000002;2677,18525602047;-100,126705848796;-0,0373999915110955;0,0260047936504612;0,0241297617057272;0,0501345553561883
FIGUEIRÓPOLIS D'OESTE;1169,98777441;1214,95041191714;3796;2384,93818632714;-44,9626375071373;-0,0188527475323714;0,0320060698608308;0,0308215957431507;0,0628276656039816
FILADÉLFIA;1258,90613473392;2071,85564542517;8505,00000000007;3330,76178015909;-812,949510691258;-0,244073147330407;0,024360442626986;0,0148019533772358;0,0391623960042218
FLORESTA DO ARAGUAIA;5120,42366148128;2743,13971784423;17768;7863,56337932551;2377,28394363705;0,302316370958145;0,0154386521715681;0,0288182331240504;0,0442568852956185
FONTE BOA;1524,0106855321;1556,94330694408;22817,0000000021;3080,95399247618;-32,9326214119851;-0,0106890987312397;0,0068236109345836;0,00667927722983722;0,0135028881644208
FORMOSA DA SERRA NEGRA;1686,66664535587;1542,60356148781;17757;3229,27020684368;144,063083868063;0,0446116536060546;0,00868729831327257;0,00949860137047853;0,0181858996837511
FORMOSO DO ARAGUAIA;3108,52253230891;5264,23216343202;18427,0000000009;8372,75469574093;-2155,70963112311;-0,257467190842183;0,0285680369209951;0,0168693902008399;0,045437427121835
FORTALEZA DO TABOCÃO;521,939405548338;566,891525630176;2419,00000000001;1088,83093117851;-44,9521200818384;-0,041284756700642;0,02343495351923;0,0215766600061321;0,0450116135253622
FORTALEZA DOS NOGUEIRAS;724,993993712287;2694,20201187385;11646,0000000001;3419,19600558614;-1969,20801816156;-0,575927210649625;0,0231341405793735;0,00622526183850493;0,0293594024178784
FORTUNA;1904,72486561383;3366,53161874248;15098,0000000004;5271,25648435632;-1461,80675312865;-0,277316567210665;0,0222978647419684;0,0126157429170339;0,0349136076590023
FÁTIMA;855,561688612843;1045,09816470181;3805,00000000001;1900,65985331465;-189,536476088963;-0,0997214076776662;0,0274664432247517;0,0224851954957382;0,0499516387204899
GARRAFÃO DO NORTE;3159,38129957972;4810,79203714704;25034;7970,17333672676;-1651,41073756732;-0,207198848481448;0,0192170329837303;0,0126203615066698;0,0318373944904001
GAÚCHA DO NORTE;1955,77878190917;927,161938426309;6293;2882,94072033548;1028,61684348286;0,356794309444963;0,0147332264170715;0,0310786394709864;0,0458118658880578
GENERAL CARNEIRO;1185,76105741023;832,420534570029;5027;2018,18159198026;353,340522840206;0,175078657066485;0,0165589921338777;0,0235878467756164;0,040146838909494
GLÓRIA D'OESTE;914,145896819188;646,328181900358;3135,00000000001;1560,47407871955;267,81771491883;0,171625865864167;0,020616528928241;0,0291593587502132;0,0497758876784543
GODOFREDO VIANA;1549,33317435741;1243,64015141401;10635;2792,97332577142;305,693022943401;0,109450749179271;0,0116938425144711;0,0145682479958383;0,0262620905103095
GOIANORTE;1078,79837126502;1244,99594935915;4956,00000000001;2323,79432062418;-166,197578094129;-0,0715199174983302;0,0251209836432435;0,021767521615517;0,0468885052587605
GOIANÉSIA DO PARÁ;8533,22185012952;7727,71738097707;30435,9999999999;16260,9392311066;805,504469152445;0,0495361588715333;0,0253900557924073;0,028036607471841;0,0534266632642484
GOIATINS;1352,08090806064;2474,23624329458;12064;3826,31715135523;-1122,15533523394;-0,293272954343706;0,0205092526798292;0,0112075672087255;0,0317168198885547
GONÇALVES DIAS;1812,8423038437;3716,26261708336;17481,9999999999;5529,10492092706;-1903,42031323966;-0,344254692298462;0,0212576513961982;0,0103697649230277;0,031627416319226
GOVERNADOR ARCHER;804,43767216086;2674,67522662733;10204,9999999998;3479,11289878819;-1870,23755446647;-0,537561616674726;0,026209458369695;0,00788277973700024;0,0340922381066953
GOVERNADOR EDISON LOBÃO;5929,93751490088;873,826389491719;15895;6803,7639043926;5056,11112540916;0,743134417428104;0,00549749222706334;0,037306936237187;0,0428044284642503
GOVERNADOR EUGÊNIO BARROS;;;15991,0000000001;;;;;;
GOVERNADOR JORGE TEIXEIRA;2236,21210612185;1806,65543784155;10512;4042,8675439634;429,556668280293;0,10625049265383;0,0171866004360879;0,02127294621501;0,0384595466510978
GOVERNADOR LUIZ ROCHA;910,461974122428;1390,07270237326;7337,00000000007;2300,53467649568;-479,610728250827;-0,20847793912909;0,0189460638186349;0,0124091859632332;0,0313552497818681
GOVERNADOR NEWTON BELLO;1155,66115945532;1392,14679199188;11921;2547,8079514472;-236,485632536556;-0,0928192536655784;0,0116781041187138;0,00969433067238756;0,0213724347911014
GOVERNADOR NUNES FREIRE;4989,38883789649;4578,73327926492;25401,0000000001;9568,12211716141;410,655558631574;0,0429191385313761;0,0180257992963462;0,019642489814954;0,0376682891113003
GRAJAÚ;9317,82384430532;10049,9715929746;62093,0000000052;19367,79543728;-732,147748669324;-0,0378023276340504;0,0161853535712138;0,0150062387778084;0,0311915923490222
GRAÇA ARANHA;548,27347517514;1207,13728496517;6140,00000000001;1755,41076014031;-658,863809790033;-0,375333127009754;0,0196602163675109;0,0089295354263052;0,0285897517938161
GUAJARÁ;1168,5204598669;1999,11817767464;13974,0000000001;3167,63863754155;-830,597717807741;-0,262213532807637;0,0143059838104668;0,00836210433567266;0,0226680881461395
GUAJARÁ-MIRIM;4554,68129059801;7900,22224428805;41656,0000000003;12454,9035348861;-3345,54095369004;-0,26861235370625;0,0189653885257538;0,010934034210193;0,0298994227359468
GUARANTÃ DO NORTE;6862,85056273992;9239,74669332502;32215,9999999999;16102,5972560649;-2376,8961305851;-0,147609487636528;0,0286806142703162;0,0213026153549166;0,0499832296252328
GUARAÍ;5985,09306154961;6411,41074827399;23200;12396,5038098236;-426,31768672438;-0,0343901549392132;0,0276353911563534;0,0257978149204725;0,0534332060768259
GUIMARÃES;890,447991469558;2796,46778048491;12081,0000000005;3686,91577195447;-1906,01978901535;-0,516968628226881;0,0231476515229269;0,00737064805454452;0,0305182995774714
GUIRATINGA;2257,90157664203;3813,54681375492;13934,0000000002;6071,44839039694;-1555,64523711289;-0,25622308501764;0,0273686437042835;0,0162042599156164;0,0435729036198999
GURUPI;16670,888803163;18460,0492341607;76755,0000000002;35130,9380373237;-1789,16043099762;-0,0509283421096467;0,0240506145973039;0,0217196127980757;0,0457702273953796
GURUPÁ;1362,476939495;3338,32701619871;29062;4700,80395569371;-1975,85007670371;-0,420321735457723;0,0114869142392083;0,00468817335178239;0,0161750875909907
HUMAITÁ;5043,19212803954;6569,55909309238;44226,9999999999;11612,7512211319;-1526,36696505283;-0,131438875765743;0,0148541820451136;0,011402971325298;0,0262571533704116
HUMBERTO DE CAMPOS;2354,80231364496;3226,05057115098;26189;5580,85288479594;-871,248257506021;-0,156113819068692;0,0123183419418495;0,00899157017696344;0,021309912118813
ICATU;2075,67696211212;4160,19422507291;25145,0000000004;6235,87118718503;-2084,51726296078;-0,334278435264113;0,0165448169619123;0,00825482983540305;0,0247996467973153
IGARAPÉ DO MEIO;2426,12955797356;1087,08462119311;12550;3513,21417916667;1339,04493678045;0,38114526143068;0,00866202885412836;0,0193317096252874;0,0279937384794157
IGARAPÉ GRANDE;1360,64246799263;1966,07572481338;11040,9999999999;3326,71819280602;-605,433256820746;-0,181991146148173;0,0178070439707761;0,0123235437731423;0,0301305877439184
IGARAPÉ-AÇU;4006,97531349818;5291,48929647074;35887,0000000013;9298,46460996892;-1284,51398297255;-0,138142589863215;0,0147448638684497;0,0111655343536602;0,0259103982221099
IGARAPÉ-MIRI;2924,34735239696;5958,03215972623;58077,0000000061;8882,37951212319;-3033,68480732927;-0,341539651980499;0,0102588497335014;0,00503529340771158;0,015294143141213
IMPERATRIZ;38149,1035345433;68715,6186633628;247505;106864,722197906;-30566,5151288194;-0,286029987260083;0,0277633254533698;0,0154134678226878;0,0431767932760576
INDIAVAÍ;392,344828898599;441,501527442946;2397,00000000001;833,846356341545;-49,156698544347;-0,0589517459307724;0,0184189206275738;0,0163681614058656;0,0347870820334394
INHANGAPI;1449,57327623216;1186,61179555877;10037,0000000001;2636,18507179093;262,961480673385;0,099750766168605;0,011822375167468;0,0144422962661368;0,0262646714336048
IPIRANGA DO NORTE;3608,26268641456;1054,89823957591;5122,99999999985;4663,16092599048;2553,36444683865;0,547560868553192;0,0205914159589292;0,0704326114857441;0,0910240274446733
IPIXUNA;1368,45190664887;1737,58617755245;22254,0000000151;3106,03808420132;-369,134270903578;-0,118844090412529;0,00780797239845093;0,00614924016647768;0,0139572125649286
IPIXUNA DO PARÁ;7204,52237069657;3740,90444439509;51308,9999999999;10945,4268150917;3463,61792630148;0,316444299963324;0,00729093228165644;0,0140414398462192;0,0213323721278756
IPUEIRAS;495,322906256651;190,038703376204;1639;685,361609632855;305,284202880447;0,44543522512734;0,0115947958130692;0,0302210437008328;0,041815839513902
IRACEMA;2699,03279882877;506,668446877538;8696,00000000005;3205,70124570631;2192,36435195123;0,683895405065481;0,00582645408092842;0,0310376356811035;0,0368640897620319
IRANDUBA;10169,6702996453;2720,40241105008;40780,9999999999;12890,0727106954;7449,26788859523;0,577907359856418;0,00667075944937615;0,0249372754460296;0,0316080348954058
IRITUIA;3101,70848201505;6319,74160744163;31364,0000000001;9421,45008945667;-3218,03312542658;-0,341564525085985;0,0201496671580207;0,00988939064537378;0,0300390578033944
ITACAJÁ;700,700038144772;2374,63110554881;7104,00000000005;3075,33114369358;-1673,93106740404;-0,544309210680183;0,0334266765983783;0,00986345774415494;0,0432901343425332
ITACOATIARA;11999,117991399;11253,5161116168;86839,0000000005;23252,6341030158;745,601879782185;0,032065265228832;0,0129590576948338;0,0138176602579474;0,0267767179527812
ITAGUATINS;813,552526166133;1642,95609411151;6028,99999999913;2456,50862027764;-829,403567945375;-0,337635113957644;0,0272508889386589;0,0134939878282675;0,0407448767669264
ITAIPAVA DO GRAJAÚ;2258,80128169417;976,731402579496;14297;3235,53268427367;1282,06987911468;0,396246925690532;0,00683172275707837;0,015799127661007;0,0226308504180854
