Source;Target;Weight;Weight_v
1100023;1100015;24,500426;24,5004262625034
1100031;1100023;5,893041;5,893040596539
1100049;1100015;585,41942;585,419419756063
1100049;1100023;255,071976;255,071976384271
1100049;1100031;2,743975;2,7439753448736
1100056;1100023;48,909548;48,9095477796451
1100056;1100031;118,058044;118,058044392288
1100056;1100049;228,336058;228,336057568415
1100064;1100015;53,588564;53,588564014689
1100064;1100023;63,496573;63,4965727131118
1100064;1100031;171,961581;171,961580898088
1100064;1100049;39,31741;39,3174104344106
1100064;1100056;335,903244;335,903243930496
1100072;1100031;49,671571;49,6715709703244
1100072;1100056;615,496699;615,496699187978
1100072;1100064;126,238207;126,238207039265
1100080;1100015;9,737606;9,7376054952752
1100080;1100023;36,017581;36,0175810820536
1100080;1100049;104,455869;104,455868872258
1100080;1100064;21,290793;21,2907929269959
1100080;1100072;59,523117;59,5231172620852
1100098;1100015;81,158835;81,1588348013357
1100098;1100023;131,253681;131,253680590541
1100098;1100031;6,331677;6,331677364302
1100098;1100049;914,487349;914,487349000794
1100098;1100056;29,644284;29,6442839685091
1100098;1100064;9,862717;9,8627167605133
1100098;1100072;25,048223;25,0482226333128
1100098;1100080;14,231872;14,2318719008045
1100106;1100015;14,553128;14,5531278156187
1100106;1100023;40,619771;40,6197708890426
1100106;1100031;3,449673;3,4496728172541
1100106;1100049;25,267452;25,2674519647859
1100106;1100056;38,857841;38,8578411058514
1100106;1100064;9,43338;9,4333795941148
1100106;1100072;7,507024;7,5070239322202
1100106;1100080;271,286345;271,286344703703
1100106;1100098;15,328292;15,3282916782961
1100114;1100023;873,571808;873,571808286953
1100114;1100031;13,100119;13,1001195078452
1100114;1100049;217,081435;217,081435030078
1100114;1100056;10,268193;10,2681925650431
1100114;1100072;4,828234;4,82823370785
1100114;1100080;8,136223;8,1362232095304
1100114;1100098;9,496265;9,4962646843484
1100114;1100106;21,097211;21,0972112356042
1100122;1100015;109,11631;109,116309943913
1100122;1100023;989,313483;989,313483200208
1100122;1100031;10,41276;10,4127601606742
1100122;1100049;793,074035;793,07403503124
1100122;1100056;115,301361;115,301361503944
1100122;1100064;79,397669;79,3976690324323
1100122;1100072;4,419878;4,4198776725125
1100122;1100080;133,87723;133,877230419965
1100122;1100098;67,365632;67,3656322752289
1100122;1100106;18,786261;18,7862610880592
1100122;1100114;645,370348;645,370347765831
1100130;1100015;8,387526;8,3875264862079
1100130;1100023;747,64894;747,648940145311
1100130;1100049;276,862438;276,86243851652
1100130;1100056;21,863443;21,863443360317
1100130;1100064;31,578722;31,5787217847424
1100130;1100080;71,512686;71,5126856963769
1100130;1100098;61,870941;61,8709414122861
1100130;1100106;38,727014;38,7270137514628
1100130;1100114;488,146108;488,146107511638
1100130;1100122;900,201999;900,201998873131
1100148;1100015;174,501806;174,501806254307
1100148;1100023;19,655061;19,6550614260632
1100148;1100049;358,020622;358,020622354227
1100148;1100080;86,725633;86,7256330584577
1100148;1100098;112,903524;112,903524368294
1100148;1100114;19,447924;19,4479236684046
1100148;1100122;198,76125;198,76124994254
1100148;1100130;35,756248;35,7562485032334
1100155;1100015;33,268538;33,2685374801528
1100155;1100023;575,503359;575,503359234422
1100155;1100031;6,173096;6,1730961114872
1100155;1100049;97,155597;97,1555969850044
1100155;1100056;13,023665;13,0236648434922
1100155;1100064;23,085697;23,0856969148709
1100155;1100080;13,811476;13,8114761646855
1100155;1100098;20,559125;20,5591254125109
1100155;1100106;56,980497;56,9804967282154
1100155;1100114;821,335065;821,335065367134
1100155;1100122;1118,928322;1118,92832181662
1100155;1100130;292,504887;292,504887488454
1100189;1100015;29,411547;29,4115466377555
1100189;1100023;81,112504;81,1125036910297
1100189;1100049;698,004051;698,004051320489
1100189;1100056;78,058705;78,0587048130739
1100189;1100064;4,961499;4,9614986890906
1100189;1100072;34,10503;34,1050305129443
