uf_code;ano;age_group;sexo;pop;pop_percent;cases
MA;2019;65-69;Women;109000;0,01547855722806021;2
MA;2019;70+;Men;188000;0,02669696109059926;2
MA;2019;70+;Women;205000;0,02911104799772792;1
MT;2019;0-4;Men;131000;0,03815904456743373;25
MT;2019;0-4;Women;119000;0,03466355956889018;24
MT;2019;5-9;Men;143000;0,04165452956597728;31
MT;2019;5-9;Women;123000;0,03582872123507137;23
MT;2019;10-14;Men;133000;0,03874162540052432;47
MT;2019;10-14;Women;140000;0,04078065831634139;33
MT;2019;15-19;Men;145000;0,04223711039906787;110
MT;2019;15-19;Women;121000;0,03524614040198078;20
MT;2019;20-24;Men;152000;0,04427614331488494;173
MT;2019;20-24;Women;129000;0,03757646373434314;37
MT;2019;25-29;Men;139000;0,04048936789979610;174
MT;2019;25-29;Women;155000;0,04515001456452083;52
MT;2019;30-34;Men;156000;0,04544130498106613;165
MT;2019;30-34;Women;144000;0,04194581998252257;33
MT;2019;35-39;Men;117000;0,03408097873579959;168
MT;2019;35-39;Women;132000;0,03845033498397903;41
MT;2019;40-44;Men;111000;0,03233323623652782;154
MT;2019;40-44;Women;127000;0,03699388290125255;37
MT;2019;45-49;Men;113000;0,03291581706961841;122
MT;2019;45-49;Women;118000;0,03437226915234489;33
MT;2019;50-54;Men;103000;0,03000291290416545;99
MT;2019;50-54;Women;103000;0,03000291290416545;24
MT;2019;55-59;Men;88000;0,02563355665598602;52
MT;2019;55-59;Women;93000;0,02709000873871250;10
MT;2019;60-64;Men;63000;0,01835129624235363;45
MT;2019;60-64;Women;71000;0,02068161957471599;12
MT;2019;65-69;Men;48000;0,01398193999417419;14
MT;2019;65-69;Women;55000;0,01602097290999126;4
MT;2019;70+;Men;84000;0,02446839498980484;8
MT;2019;70+;Women;77000;0,02242936207398777;7
