"uf" "year_notif" "cruzes" "count" "perc"
"Amapá" 2019 "uma cruz" 948 8.03866700585093
"Amapá" 2019 "duas cruzes)" 8183 69.3886203680149
"Amapá" 2019 "três cruzes" 292 2.47604511150683
"Amapá" 2019 "quatro cruzes" 5 0.0423980327312813
"Tocantins" 2007 "menor que meia cruz" 8 13.1147540983607
"Tocantins" 2007 "meia cruz" 12 19.672131147541
"Tocantins" 2007 "uma cruz" 15 24.5901639344262
"Tocantins" 2007 "duas cruzes)" 22 36.0655737704918
"Tocantins" 2007 "três cruzes" 2 3.27868852459016
"Tocantins" 2007 "quatro cruzes" 2 3.27868852459016
"Tocantins" 2008 "menor que meia cruz" 5 26.3157894736842
"Tocantins" 2008 "meia cruz" 3 15.7894736842105
"Tocantins" 2008 "uma cruz" 3 15.7894736842105
"Tocantins" 2008 "duas cruzes)" 7 36.8421052631579
"Tocantins" 2008 "três cruzes" 1 5.26315789473684
"Tocantins" 2009 "menor que meia cruz" 3 12
"Tocantins" 2009 "meia cruz" 3 12
"Tocantins" 2009 "uma cruz" 5 20
"Tocantins" 2009 "duas cruzes)" 11 44
"Tocantins" 2009 "três cruzes" 2 8
"Tocantins" 2009 "quatro cruzes" 1 4
"Tocantins" 2010 "menor que meia cruz" 3 14.2857142857143
"Tocantins" 2010 "meia cruz" 1 4.76190476190476
"Tocantins" 2010 "uma cruz" 6 28.5714285714286
"Tocantins" 2010 "duas cruzes)" 7 33.3333333333333
"Tocantins" 2010 "três cruzes" 4 19.047619047619
"Tocantins" 2011 "menor que meia cruz" 2 20
"Tocantins" 2011 "meia cruz" 2 20
"Tocantins" 2011 "uma cruz" 4 40
"Tocantins" 2011 "duas cruzes)" 2 20
"Tocantins" 2012 "uma cruz" 2 25
"Tocantins" 2012 "duas cruzes)" 5 62.5
"Tocantins" 2012 "três cruzes" 1 12.5
"Tocantins" 2013 "menor que meia cruz" 4 15.3846153846154
"Tocantins" 2013 "uma cruz" 13 50
"Tocantins" 2013 "duas cruzes)" 4 15.3846153846154
"Tocantins" 2013 "três cruzes" 3 11.5384615384615
"Tocantins" 2013 "quatro cruzes" 2 7.69230769230769
"Tocantins" 2014 "uma cruz" 1 25
"Tocantins" 2014 "duas cruzes)" 1 25
"Tocantins" 2014 "três cruzes" 2 50
"Tocantins" 2016 "menor que meia cruz" 1 10
"Tocantins" 2016 "uma cruz" 4 40
"Tocantins" 2016 "duas cruzes)" 3 30
"Tocantins" 2016 "três cruzes" 2 20
"Tocantins" 2017 "menor que meia cruz" 3 4.6875
"Tocantins" 2017 "meia cruz" 3 4.6875
"Tocantins" 2017 "uma cruz" 15 23.4375
"Tocantins" 2017 "duas cruzes)" 20 31.25
"Tocantins" 2017 "três cruzes" 19 29.6875
"Tocantins" 2017 "quatro cruzes" 4 6.25
"Tocantins" 2018 "meia cruz" 1 11.1111111111111
"Tocantins" 2018 "duas cruzes)" 5 55.5555555555556
"Tocantins" 2018 "três cruzes" 3 33.3333333333333
"Tocantins" 2019 "duas cruzes)" 1 100
"Maranhão" 2007 "menor que meia cruz" 770 11.8827160493827
"Maranhão" 2007 "meia cruz" 1127 17.391975308642
"Maranhão" 2007 "uma cruz" 1782 27.5
"Maranhão" 2007 "duas cruzes)" 2610 40.2777777777778
"Maranhão" 2007 "três cruzes" 176 2.71604938271605
"Maranhão" 2007 "quatro cruzes" 15 0.231481481481481
"Maranhão" 2008 "menor que meia cruz" 703 15.8013036637447
"Maranhão" 2008 "meia cruz" 603 13.5536075522589
"Maranhão" 2008 "uma cruz" 997 22.4095302315127
"Maranhão" 2008 "duas cruzes)" 2060 46.302539896606
"Maranhão" 2008 "três cruzes" 75 1.6857720836143
"Maranhão" 2008 "quatro cruzes" 11 0.24724657226343
"Maranhão" 2009 "menor que meia cruz" 515 10.0253065991824
"Maranhão" 2009 "meia cruz" 905 17.6172863539031
"Maranhão" 2009 "uma cruz" 1328 25.8516643955616
"Maranhão" 2009 "duas cruzes)" 2277 44.3254817987152
"Maranhão" 2009 "três cruzes" 94 1.82986178703523
"Maranhão" 2009 "quatro cruzes" 18 0.350399065602492
"Maranhão" 2010 "menor que meia cruz" 292 8.95980362074256
"Maranhão" 2010 "meia cruz" 454 13.9306535747162
"Maranhão" 2010 "uma cruz" 826 25.3451979134704
"Maranhão" 2010 "duas cruzes)" 1587 48.6959189935563
"Maranhão" 2010 "três cruzes" 83 2.5467934949371
"Maranhão" 2010 "quatro cruzes" 17 0.521632402577478
"Maranhão" 2011 "menor que meia cruz" 348 12.2837980938934
"Maranhão" 2011 "meia cruz" 455 16.0607130250618
"Maranhão" 2011 "uma cruz" 746 26.3325097070244
"Maranhão" 2011 "duas cruzes)" 1237 43.6639604659372
"Maranhão" 2011 "três cruzes" 32 1.12954465231204
"Maranhão" 2011 "quatro cruzes" 15 0.529474055771267
"Maranhão" 2012 "menor que meia cruz" 118 10.0682593856655
"Maranhão" 2012 "meia cruz" 115 9.8122866894198
"Maranhão" 2012 "uma cruz" 249 21.2457337883959
"Maranhão" 2012 "duas cruzes)" 654 55.80204778157
"Maranhão" 2012 "três cruzes" 33 2.81569965870307
"Maranhão" 2012 "quatro cruzes" 3 0.255972696245734
"Maranhão" 2013 "menor que meia cruz" 136 20.2682563338301
"Maranhão" 2013 "meia cruz" 65 9.68703427719821
"Maranhão" 2013 "uma cruz" 126 18.7779433681073
"Maranhão" 2013 "duas cruzes)" 328 48.8822652757079
"Maranhão" 2013 "três cruzes" 13 1.93740685543964
"Maranhão" 2013 "quatro cruzes" 3 0.447093889716841
"Maranhão" 2014 "menor que meia cruz" 100 13.1578947368421
"Maranhão" 2014 "meia cruz" 110 14.4736842105263
"Maranhão" 2014 "uma cruz" 160 21.0526315789474
"Maranhão" 2014 "duas cruzes)" 370 48.6842105263158
"Maranhão" 2014 "três cruzes" 19 2.5
"Maranhão" 2014 "quatro cruzes" 1 0.131578947368421
"Maranhão" 2015 "menor que meia cruz" 22 9.52380952380952
"Maranhão" 2015 "meia cruz" 29 12.5541125541126
"Maranhão" 2015 "uma cruz" 55 23.8095238095238
"Maranhão" 2015 "duas cruzes)" 112 48.4848484848485
"Maranhão" 2015 "três cruzes" 6 2.5974025974026
"Maranhão" 2015 "quatro cruzes" 7 3.03030303030303
"Maranhão" 2016 "menor que meia cruz" 25 13.7362637362637
"Maranhão" 2016 "meia cruz" 28 15.3846153846154
"Maranhão" 2016 "uma cruz" 34 18.6813186813187
"Maranhão" 2016 "duas cruzes)" 84 46.1538461538462
"Maranhão" 2016 "três cruzes" 10 5.49450549450549
"Maranhão" 2016 "quatro cruzes" 1 0.549450549450549
"Maranhão" 2017 "menor que meia cruz" 46 10.9263657957245
"Maranhão" 2017 "meia cruz" 49 11.6389548693587
"Maranhão" 2017 "uma cruz" 87 20.6650831353919
"Maranhão" 2017 "duas cruzes)" 225 53.4441805225653
"Maranhão" 2017 "três cruzes" 12 2.85035629453682
"Maranhão" 2017 "quatro cruzes" 2 0.475059382422803
"Maranhão" 2018 "menor que meia cruz" 41 10.8465608465608
"Maranhão" 2018 "meia cruz" 43 11.3756613756614
"Maranhão" 2018 "uma cruz" 102 26.984126984127
"Maranhão" 2018 "duas cruzes)" 180 47.6190476190476
"Maranhão" 2018 "três cruzes" 11 2.91005291005291
"Maranhão" 2018 "quatro cruzes" 1 0.264550264550265
"Maranhão" 2019 "menor que meia cruz" 11 9.90990990990991
"Maranhão" 2019 "meia cruz" 9 8.10810810810811
"Maranhão" 2019 "uma cruz" 38 34.2342342342342
"Maranhão" 2019 "duas cruzes)" 49 44.1441441441441
"Maranhão" 2019 "três cruzes" 3 2.7027027027027
"Maranhão" 2019 "quatro cruzes" 1 0.900900900900901
"Mato Grosso" 2007 "menor que meia cruz" 1439 14.1578118850846
"Mato Grosso" 2007 "meia cruz" 1494 14.6989374262102
"Mato Grosso" 2007 "uma cruz" 2973 29.2502951593861
"Mato Grosso" 2007 "duas cruzes)" 3881 38.1837859110586
"Mato Grosso" 2007 "três cruzes" 356 3.50255804801259
"Mato Grosso" 2007 "quatro cruzes" 21 0.206611570247934
"Mato Grosso" 2008 "menor que meia cruz" 693 15.0162513542795
"Mato Grosso" 2008 "meia cruz" 556 12.0476706392199
"Mato Grosso" 2008 "uma cruz" 1165 25.2437703141928
"Mato Grosso" 2008 "duas cruzes)" 2011 43.5752979414951
"Mato Grosso" 2008 "três cruzes" 172 3.72697724810401
"Mato Grosso" 2008 "quatro cruzes" 18 0.390032502708559
"Mato Grosso" 2009 "menor que meia cruz" 667 16.8689934243804
"Mato Grosso" 2009 "meia cruz" 441 11.1532625189681
"Mato Grosso" 2009 "uma cruz" 1037 26.2266059686394
"Mato Grosso" 2009 "duas cruzes)" 1615 40.8447142134547
"Mato Grosso" 2009 "três cruzes" 186 4.7040971168437
"Mato Grosso" 2009 "quatro cruzes" 8 0.202326757713708
"Mato Grosso" 2010 "menor que meia cruz" 440 17.2752257557911
"Mato Grosso" 2010 "meia cruz" 308 12.0926580290538
"Mato Grosso" 2010 "uma cruz" 831 32.6266195524146
"Mato Grosso" 2010 "duas cruzes)" 843 33.0977620730271
"Mato Grosso" 2010 "três cruzes" 116 4.55437769925402
"Mato Grosso" 2010 "quatro cruzes" 9 0.353356890459364
"Mato Grosso" 2011 "menor que meia cruz" 405 19.2490494296578
"Mato Grosso" 2011 "meia cruz" 324 15.3992395437262
"Mato Grosso" 2011 "uma cruz" 622 29.5627376425856
"Mato Grosso" 2011 "duas cruzes)" 674 32.0342205323194
"Mato Grosso" 2011 "três cruzes" 71 3.3745247148289
"Mato Grosso" 2011 "quatro cruzes" 8 0.380228136882129
"Mato Grosso" 2012 "menor que meia cruz" 255 17.5983436853002
"Mato Grosso" 2012 "meia cruz" 230 15.8730158730159
"Mato Grosso" 2012 "uma cruz" 434 29.951690821256
"Mato Grosso" 2012 "duas cruzes)" 471 32.5051759834368
"Mato Grosso" 2012 "três cruzes" 59 4.07177363699103
"Mato Grosso" 2013 "menor que meia cruz" 308 20.0520833333333
"Mato Grosso" 2013 "meia cruz" 236 15.3645833333333
"Mato Grosso" 2013 "uma cruz" 353 22.9817708333333
"Mato Grosso" 2013 "duas cruzes)" 588 38.28125
"Mato Grosso" 2013 "três cruzes" 49 3.19010416666667
"Mato Grosso" 2013 "quatro cruzes" 2 0.130208333333333
"Mato Grosso" 2014 "menor que meia cruz" 199 15.4863813229572
"Mato Grosso" 2014 "meia cruz" 174 13.5408560311284
"Mato Grosso" 2014 "uma cruz" 255 19.8443579766537
"Mato Grosso" 2014 "duas cruzes)" 602 46.8482490272374
"Mato Grosso" 2014 "três cruzes" 54 4.20233463035019
"Mato Grosso" 2014 "quatro cruzes" 1 0.0778210116731518
"Mato Grosso" 2015 "menor que meia cruz" 426 25.2220248667851
"Mato Grosso" 2015 "meia cruz" 190 11.2492599171107
"Mato Grosso" 2015 "uma cruz" 275 16.2818235642392
"Mato Grosso" 2015 "duas cruzes)" 753 44.582593250444
"Mato Grosso" 2015 "três cruzes" 43 2.54588513913558
"Mato Grosso" 2015 "quatro cruzes" 2 0.118413262285376
"Mato Grosso" 2016 "menor que meia cruz" 158 19.3627450980392
"Mato Grosso" 2016 "meia cruz" 83 10.171568627451
"Mato Grosso" 2016 "uma cruz" 147 18.0147058823529
"Mato Grosso" 2016 "duas cruzes)" 408 50
"Mato Grosso" 2016 "três cruzes" 18 2.20588235294118
"Mato Grosso" 2016 "quatro cruzes" 2 0.245098039215686
"Mato Grosso" 2017 "menor que meia cruz" 145 19.1292875989446
"Mato Grosso" 2017 "meia cruz" 97 12.7968337730871
"Mato Grosso" 2017 "uma cruz" 203 26.7810026385224
"Mato Grosso" 2017 "duas cruzes)" 293 38.6543535620053
"Mato Grosso" 2017 "três cruzes" 20 2.63852242744063
"Mato Grosso" 2018 "menor que meia cruz" 279 20.9302325581395
"Mato Grosso" 2018 "meia cruz" 171 12.8282070517629
"Mato Grosso" 2018 "uma cruz" 386 28.9572393098275
"Mato Grosso" 2018 "duas cruzes)" 464 34.8087021755439
"Mato Grosso" 2018 "três cruzes" 32 2.40060015003751
"Mato Grosso" 2018 "quatro cruzes" 1 0.0750187546886722
"Mato Grosso" 2019 "menor que meia cruz" 669 22.3223223223223
"Mato Grosso" 2019 "meia cruz" 265 8.84217550884218
"Mato Grosso" 2019 "uma cruz" 877 29.2625959292626
"Mato Grosso" 2019 "duas cruzes)" 1100 36.7033700367034
"Mato Grosso" 2019 "três cruzes" 85 2.83616950283617
"Mato Grosso" 2019 "quatro cruzes" 1 0.0333667000333667
