"MUN_INFE" "year_notif" "municipio" "uf" "count_falciparum" "perc_falciparum" "count" "pro_tratamento"
130080 2010 "Borba" "Amazonas" 158 0.0784508440913605 1220 0.605759682224429
130080 2011 "Borba" "Amazonas" 45 0.0148612945838838 1865 0.615918097754293
130080 2012 "Borba" "Amazonas" 24 0.0290205562273277 457 0.552599758162031
130080 2013 "Borba" "Amazonas" 4 0.0218579234972678 91 0.497267759562842
130080 2015 "Borba" "Amazonas" 1 0.0204081632653061 14 0.285714285714286
130080 2018 "Borba" "Amazonas" 3 0.00513698630136986 253 0.433219178082192
130080 2019 "Borba" "Amazonas" 1 0.00203252032520325 208 0.422764227642276
130083 2007 "Caapiranga" "Amazonas" 1113 0.221140472878999 2866 0.569441684879793
130083 2008 "Caapiranga" "Amazonas" 100 0.0957854406130268 707 0.6772030651341
130083 2009 "Caapiranga" "Amazonas" 9 0.072 80 0.64
130083 2010 "Caapiranga" "Amazonas" 5 0.0704225352112676 39 0.549295774647887
130083 2019 "Caapiranga" "Amazonas" 1 0.00337837837837838 193 0.652027027027027
130090 2007 "Canutama" "Amazonas" 734 0.173563490186805 2446 0.578387325608891
130090 2008 "Canutama" "Amazonas" 245 0.130249867091972 1045 0.555555555555556
130090 2009 "Canutama" "Amazonas" 101 0.108485499462943 541 0.58109559613319
130090 2010 "Canutama" "Amazonas" 46 0.0507166482910695 467 0.514884233737597
130090 2011 "Canutama" "Amazonas" 96 0.0795360397680199 716 0.593206296603148
130090 2012 "Canutama" "Amazonas" 61 0.059396299902629 570 0.555014605647517
130090 2013 "Canutama" "Amazonas" 33 0.0477568740955137 333 0.481910274963821
130090 2014 "Canutama" "Amazonas" 157 0.212162162162162 345 0.466216216216216
130090 2015 "Canutama" "Amazonas" 96 0.181474480151229 248 0.468809073724008
130090 2016 "Canutama" "Amazonas" 157 0.237160120845921 283 0.427492447129909
130090 2017 "Canutama" "Amazonas" 193 0.164535379369139 505 0.430520034100597
130090 2018 "Canutama" "Amazonas" 241 0.144831730769231 799 0.480168269230769
130090 2019 "Canutama" "Amazonas" 304 0.137743543271409 1118 0.506570004531038
130100 2007 "Carauari" "Amazonas" 292 0.383202099737533 202 0.26509186351706
130100 2008 "Carauari" "Amazonas" 52 0.0771513353115727 167 0.247774480712166
130100 2010 "Carauari" "Amazonas" 69 0.112929623567921 328 0.536824877250409
130100 2011 "Carauari" "Amazonas" 92 0.196581196581197 179 0.382478632478632
130100 2012 "Carauari" "Amazonas" 231 0.0942857142857143 961 0.392244897959184
130100 2013 "Carauari" "Amazonas" 356 0.33648393194707 432 0.408317580340265
130100 2014 "Carauari" "Amazonas" 165 0.195961995249406 411 0.48812351543943
130100 2015 "Carauari" "Amazonas" 86 0.0626365622723962 721 0.525127458120903
130100 2016 "Carauari" "Amazonas" 2 0.0036101083032491 320 0.577617328519856
130100 2017 "Carauari" "Amazonas" 2 0.000905387052965143 987 0.446808510638298
130100 2018 "Carauari" "Amazonas" 22 0.0110552763819095 1258 0.632160804020101
130110 2007 "Careiro" "Amazonas" 1901 0.154930725346373 6987 0.569437652811736
130110 2008 "Careiro" "Amazonas" 878 0.148637210089724 3636 0.615540883697308
130110 2009 "Careiro" "Amazonas" 258 0.123978856319077 1162 0.558385391638635
130110 2010 "Careiro" "Amazonas" 32 0.0263374485596708 899 0.739917695473251
130110 2011 "Careiro" "Amazonas" 2 0.002 463 0.463
130110 2012 "Careiro" "Amazonas" 62 0.127572016460905 217 0.446502057613169
130110 2013 "Careiro" "Amazonas" 69 0.130681818181818 251 0.475378787878788
130110 2014 "Careiro" "Amazonas" 39 0.0445205479452055 447 0.51027397260274
130110 2015 "Careiro" "Amazonas" 3 0.0062111801242236 233 0.4824016563147
130110 2016 "Careiro" "Amazonas" 2 0.00584795321637427 151 0.441520467836257
130110 2017 "Careiro" "Amazonas" 1 0.000867302688638335 636 0.551604509973981
130110 2018 "Careiro" "Amazonas" 1 0.0026525198938992 173 0.458885941644562
130110 2019 "Careiro" "Amazonas" 1 0.00943396226415094 44 0.415094339622642
130115 2007 "Careiro da Várzea" "Amazonas" 182 0.151919866444073 599 0.5
130115 2008 "Careiro da Várzea" "Amazonas" 82 0.133550488599349 325 0.529315960912052
130115 2009 "Careiro da Várzea" "Amazonas" 28 0.0945945945945946 150 0.506756756756757
130115 2010 "Careiro da Várzea" "Amazonas" 14 0.104477611940299 60 0.447761194029851
130115 2012 "Careiro da Várzea" "Amazonas" 7 0.0327102803738318 103 0.481308411214953
130115 2013 "Careiro da Várzea" "Amazonas" 1 0.00485436893203883 99 0.480582524271845
130120 2007 "Coari" "Amazonas" 2549 0.191265851279358 6121 0.45929316425302
130120 2008 "Coari" "Amazonas" 1835 0.161973695824874 5663 0.499867596433931
130120 2009 "Coari" "Amazonas" 966 0.138375590889557 3768 0.539750752041255
130120 2010 "Coari" "Amazonas" 342 0.0962025316455696 1895 0.533052039381153
130120 2011 "Coari" "Amazonas" 372 0.14225621414914 1355 0.518164435946463
130120 2012 "Coari" "Amazonas" 139 0.0411729857819905 1750 0.518364928909953
130120 2013 "Coari" "Amazonas" 6 0.00205620287868403 1604 0.549691569568197
130120 2014 "Coari" "Amazonas" 6 0.00229621125143513 1430 0.54726368159204
130120 2015 "Coari" "Amazonas" 2 0.000816326530612245 1266 0.516734693877551
130120 2016 "Coari" "Amazonas" 2 0.00120336943441637 810 0.487364620938628
130120 2018 "Coari" "Amazonas" 10 0.00288101411696917 1978 0.569864592336502
130120 2019 "Coari" "Amazonas" 60 0.0159277940005309 2228 0.591452083886382
130130 2007 "Codajás" "Amazonas" 66 0.0792316926770708 303 0.36374549819928
130130 2008 "Codajás" "Amazonas" 12 0.0421052631578947 86 0.301754385964912
130130 2009 "Codajás" "Amazonas" 25 0.204918032786885 49 0.401639344262295
130130 2010 "Codajás" "Amazonas" 1 0.0303030303030303 15 0.454545454545455
130130 2011 "Codajás" "Amazonas" 2 0.0338983050847458 22 0.372881355932203
130130 2014 "Codajás" "Amazonas" 1 0.333333333333333 1 0.333333333333333
130140 2007 "Eirunepé" "Amazonas" 128 0.16580310880829 373 0.483160621761658
130140 2008 "Eirunepé" "Amazonas" 84 0.0277502477700694 1534 0.506772381896267
130140 2009 "Eirunepé" "Amazonas" 318 0.129795918367347 1248 0.509387755102041
130140 2010 "Eirunepé" "Amazonas" 914 0.210453603499885 2473 0.569422058484918
130140 2011 "Eirunepé" "Amazonas" 436 0.103958035288507 2394 0.570815450643777
130140 2012 "Eirunepé" "Amazonas" 682 0.0675381263616558 5598 0.554367201426025
130140 2013 "Eirunepé" "Amazonas" 714 0.0765519459633323 5328 0.571244773238984
130140 2014 "Eirunepé" "Amazonas" 567 0.100123609394314 3332 0.588380716934487
130140 2015 "Eirunepé" "Amazonas" 348 0.0506771515945828 4029 0.586719091306247
130140 2016 "Eirunepé" "Amazonas" 6 0.00991735537190083 337 0.55702479338843
130140 2017 "Eirunepé" "Amazonas" 4 0.0217391304347826 87 0.472826086956522
130140 2018 "Eirunepé" "Amazonas" 3 0.0186335403726708 82 0.509316770186335
130140 2019 "Eirunepé" "Amazonas" 7 0.0127504553734062 251 0.457194899817851
130150 2007 "Envira" "Amazonas" 3 0.142857142857143 5 0.238095238095238
130150 2008 "Envira" "Amazonas" 1 0.0416666666666667 8 0.333333333333333
130150 2010 "Envira" "Amazonas" 19 0.316666666666667 30 0.5
130150 2011 "Envira" "Amazonas" 10 0.114942528735632 29 0.333333333333333
130150 2012 "Envira" "Amazonas" 38 0.138686131386861 129 0.470802919708029
130150 2013 "Envira" "Amazonas" 28 0.062780269058296 180 0.403587443946188
130150 2014 "Envira" "Amazonas" 111 0.290575916230366 188 0.492146596858639
130150 2015 "Envira" "Amazonas" 42 0.0911062906724512 216 0.468546637744035
130150 2016 "Envira" "Amazonas" 21 0.313432835820896 22 0.328358208955224
130150 2017 "Envira" "Amazonas" 8 0.421052631578947 10 0.526315789473684
130150 2019 "Envira" "Amazonas" 1 0.0588235294117647 12 0.705882352941177
130160 2007 "Fonte Boa" "Amazonas" 12 0.0662983425414365 61 0.337016574585635
130160 2009 "Fonte Boa" "Amazonas" 1 0.00423728813559322 99 0.419491525423729
130160 2010 "Fonte Boa" "Amazonas" 49 0.398373983739837 58 0.471544715447154
130160 2014 "Fonte Boa" "Amazonas" 14 0.205882352941176 19 0.279411764705882
130160 2015 "Fonte Boa" "Amazonas" 1 0.0227272727272727 17 0.386363636363636
130160 2016 "Fonte Boa" "Amazonas" 42 0.23728813559322 48 0.271186440677966
130160 2017 "Fonte Boa" "Amazonas" 12 0.206896551724138 14 0.241379310344828
130160 2018 "Fonte Boa" "Amazonas" 8 0.275862068965517 5 0.172413793103448
130165 2007 "Guajará" "Amazonas" 685 0.146055437100213 2618 0.558208955223881
130165 2008 "Guajará" "Amazonas" 526 0.119845067213488 2307 0.525632262474368
130165 2009 "Guajará" "Amazonas" 445 0.159555396199355 1430 0.512728576550735
130165 2010 "Guajará" "Amazonas" 141 0.0957880434782609 798 0.542119565217391
130165 2011 "Guajará" "Amazonas" 68 0.0559210526315789 654 0.537828947368421
130165 2012 "Guajará" "Amazonas" 324 0.148351648351648 1276 0.584249084249084
130165 2013 "Guajará" "Amazonas" 446 0.152896811792938 1738 0.595817620843332
130165 2014 "Guajará" "Amazonas" 489 0.229147141518276 1096 0.513589503280225
130165 2015 "Guajará" "Amazonas" 308 0.149878345498783 1291 0.628223844282238
130165 2016 "Guajará" "Amazonas" 259 0.114197530864198 1443 0.636243386243386
130165 2017 "Guajará" "Amazonas" 418 0.0976179355441383 3017 0.70457730032695
130165 2018 "Guajará" "Amazonas" 293 0.1172 1700 0.68
130165 2019 "Guajará" "Amazonas" 82 0.0956826137689615 483 0.563593932322054
130170 2007 "Humaitá" "Amazonas" 758 0.137843244226223 2273 0.413347881432988
130170 2008 "Humaitá" "Amazonas" 650 0.107687210072896 3315 0.549204771371769
130170 2009 "Humaitá" "Amazonas" 276 0.172824045084534 886 0.554790231684408
130170 2010 "Humaitá" "Amazonas" 52 0.0356652949245542 898 0.615912208504801
130170 2011 "Humaitá" "Amazonas" 55 0.0243040212107821 1373 0.606716747680071
130170 2012 "Humaitá" "Amazonas" 38 0.048469387755102 453 0.57780612244898
130170 2013 "Humaitá" "Amazonas" 4 0.0036068530207394 723 0.651938683498647
130170 2014 "Humaitá" "Amazonas" 107 0.057557826788596 1133 0.609467455621302
130170 2015 "Humaitá" "Amazonas" 79 0.110335195530726 407 0.568435754189944
130170 2016 "Humaitá" "Amazonas" 247 0.172606568832984 806 0.56324248777079
130170 2017 "Humaitá" "Amazonas" 316 0.196273291925466 829 0.514906832298137
130170 2018 "Humaitá" "Amazonas" 83 0.0656645569620253 783 0.619462025316456
130170 2019 "Humaitá" "Amazonas" 91 0.0413636363636364 1257 0.571363636363636
130180 2007 "Ipixuna" "Amazonas" 236 0.17974105102818 562 0.428027418126428
130180 2008 "Ipixuna" "Amazonas" 583 0.116974317817014 2541 0.509831460674157
130180 2009 "Ipixuna" "Amazonas" 694 0.103597551873414 4109 0.61337513061651
130180 2010 "Ipixuna" "Amazonas" 142 0.199438202247191 457 0.64185393258427
130180 2011 "Ipixuna" "Amazonas" 216 0.303370786516854 445 0.625
130180 2012 "Ipixuna" "Amazonas" 304 0.0702890173410405 2542 0.587745664739884
130180 2013 "Ipixuna" "Amazonas" 493 0.0681504008847111 4838 0.668786286978159
130180 2014 "Ipixuna" "Amazonas" 254 0.0759569377990431 2302 0.688397129186603
130180 2015 "Ipixuna" "Amazonas" 385 0.0439447551649355 6485 0.740212304531446
130180 2016 "Ipixuna" "Amazonas" 92 0.0590879897238279 1021 0.655748233782916
130180 2017 "Ipixuna" "Amazonas" 198 0.0993975903614458 1176 0.590361445783133
130180 2018 "Ipixuna" "Amazonas" 117 0.0996592844974446 683 0.581771720613288
130180 2019 "Ipixuna" "Amazonas" 52 0.0264361972547026 1139 0.579054397559736
130185 2007 "Iranduba" "Amazonas" 335 0.0771889400921659 2541 0.585483870967742
130185 2008 "Iranduba" "Amazonas" 282 0.0908505154639175 1702 0.548324742268041
130185 2009 "Iranduba" "Amazonas" 15 0.012 581 0.4648
130185 2010 "Iranduba" "Amazonas" 13 0.0107349298100743 536 0.44260941370768
130185 2011 "Iranduba" "Amazonas" 2 0.00242130750605327 331 0.400726392251816
130185 2012 "Iranduba" "Amazonas" 7 0.00241796200345423 1261 0.435578583765112
130185 2014 "Iranduba" "Amazonas" 2 0.000835770998746344 1037 0.433347262849979
130185 2015 "Iranduba" "Amazonas" 1 0.000978473581213307 415 0.406066536203523
130185 2019 "Iranduba" "Amazonas" 4 0.00552486187845304 407 0.562154696132597
130190 2007 "Itacoatiara" "Amazonas" 747 0.108638743455497 3716 0.54043048283886
130190 2008 "Itacoatiara" "Amazonas" 190 0.0369290573372206 2960 0.575315840621963
130190 2009 "Itacoatiara" "Amazonas" 211 0.066984126984127 1840 0.584126984126984
130190 2010 "Itacoatiara" "Amazonas" 26 0.0170268500327439 886 0.580222658808121
130190 2011 "Itacoatiara" "Amazonas" 2 0.0051413881748072 227 0.583547557840617
130190 2012 "Itacoatiara" "Amazonas" 2 0.00623052959501558 167 0.520249221183801
130190 2014 "Itacoatiara" "Amazonas" 1 0.00537634408602151 103 0.553763440860215
130195 2007 "Itamarati" "Amazonas" 126 0.49802371541502 65 0.256916996047431
130195 2008 "Itamarati" "Amazonas" 7 0.184210526315789 12 0.315789473684211
130195 2009 "Itamarati" "Amazonas" 5 0.0416666666666667 33 0.275
130195 2011 "Itamarati" "Amazonas" 1 0.00444444444444444 51 0.226666666666667
130195 2012 "Itamarati" "Amazonas" 36 0.038961038961039 491 0.531385281385281
130195 2013 "Itamarati" "Amazonas" 294 0.140468227424749 1461 0.698041089345437
130195 2014 "Itamarati" "Amazonas" 170 0.0976450315910396 1123 0.645031591039632
130195 2015 "Itamarati" "Amazonas" 140 0.0684931506849315 1633 0.798923679060665
130195 2016 "Itamarati" "Amazonas" 30 0.0470219435736677 502 0.786833855799373
130195 2017 "Itamarati" "Amazonas" 2 0.00149700598802395 753 0.563622754491018
130195 2018 "Itamarati" "Amazonas" 2 0.00347222222222222 203 0.352430555555556
130195 2019 "Itamarati" "Amazonas" 30 0.0424328147100424 428 0.605374823196605
130200 2007 "Itapiranga" "Amazonas" 114 0.135071090047393 376 0.445497630331754
130200 2008 "Itapiranga" "Amazonas" 54 0.139175257731959 169 0.435567010309278
130200 2009 "Itapiranga" "Amazonas" 3 0.0174418604651163 63 0.366279069767442
130200 2018 "Itapiranga" "Amazonas" 1 0.00303951367781155 139 0.422492401215805
130210 2007 "Japurá" "Amazonas" 163 0.252713178294574 391 0.606201550387597
130210 2008 "Japurá" "Amazonas" 95 0.138483965014577 359 0.52332361516035
130210 2009 "Japurá" "Amazonas" 63 0.0477634571645186 818 0.620166793025019
130210 2010 "Japurá" "Amazonas" 2 0.0114285714285714 125 0.714285714285714
130210 2011 "Japurá" "Amazonas" 1 0.0217391304347826 23 0.5
130210 2012 "Japurá" "Amazonas" 8 0.0125195618153365 458 0.716744913928013
130210 2013 "Japurá" "Amazonas" 47 0.129834254143646 203 0.560773480662983
130210 2014 "Japurá" "Amazonas" 11 0.0714285714285714 96 0.623376623376623
130210 2015 "Japurá" "Amazonas" 4 0.013840830449827 153 0.529411764705882
130210 2016 "Japurá" "Amazonas" 27 0.0303030303030303 589 0.661054994388328
130210 2017 "Japurá" "Amazonas" 14 0.0156774916013438 598 0.669652855543113
130210 2018 "Japurá" "Amazonas" 9 0.0207852193995381 308 0.711316397228637
130210 2019 "Japurá" "Amazonas" 74 0.113149847094801 525 0.802752293577982
130220 2007 "Juruá" "Amazonas" 365 0.266812865497076 922 0.673976608187134
130220 2008 "Juruá" "Amazonas" 66 0.0946915351506456 356 0.510760401721664
130220 2009 "Juruá" "Amazonas" 49 0.0588942307692308 535 0.643028846153846
130220 2010 "Juruá" "Amazonas" 75 0.19893899204244 240 0.636604774535809
130220 2011 "Juruá" "Amazonas" 11 0.039426523297491 151 0.541218637992832
130220 2012 "Juruá" "Amazonas" 2 0.0017286084701815 743 0.642178046672429
130220 2013 "Juruá" "Amazonas" 57 0.0790568654646325 360 0.499306518723994
130220 2015 "Juruá" "Amazonas" 23 0.0420475319926874 308 0.563071297989031
130220 2016 "Juruá" "Amazonas" 2 0.0416666666666667 38 0.791666666666667
130220 2018 "Juruá" "Amazonas" 20 0.0636942675159236 167 0.531847133757962
130220 2019 "Juruá" "Amazonas" 22 0.2 45 0.409090909090909
130230 2007 "Jutaí" "Amazonas" 839 0.206497661826237 2237 0.550578390351957
130230 2008 "Jutaí" "Amazonas" 264 0.16048632218845 872 0.530091185410334
130230 2009 "Jutaí" "Amazonas" 114 0.178683385579937 250 0.391849529780564
130230 2010 "Jutaí" "Amazonas" 287 0.204853675945753 733 0.523197715917202
130230 2011 "Jutaí" "Amazonas" 55 0.0641773628938156 413 0.481913652275379
130230 2012 "Jutaí" "Amazonas" 25 0.0273224043715847 479 0.523497267759563
130230 2013 "Jutaí" "Amazonas" 194 0.143173431734317 658 0.485608856088561
130230 2014 "Jutaí" "Amazonas" 259 0.158216249236408 883 0.539401343921808
130230 2015 "Jutaí" "Amazonas" 102 0.0589254766031196 916 0.529173887926054
130230 2016 "Jutaí" "Amazonas" 76 0.104109589041096 396 0.542465753424658
130230 2017 "Jutaí" "Amazonas" 151 0.122168284789644 598 0.483818770226537
130230 2018 "Jutaí" "Amazonas" 232 0.137196924896511 852 0.503843879361325
130230 2019 "Jutaí" "Amazonas" 116 0.0978077571669477 649 0.547217537942664
130240 2007 "Lábrea" "Amazonas" 674 0.122791036618692 2748 0.500637638914192
130240 2008 "Lábrea" "Amazonas" 296 0.0915275200989487 1653 0.51113172541744
130240 2009 "Lábrea" "Amazonas" 286 0.0831395348837209 1649 0.479360465116279
130240 2010 "Lábrea" "Amazonas" 69 0.0298184961106309 1147 0.495678478824546
130240 2011 "Lábrea" "Amazonas" 27 0.0116681071737252 917 0.39628349178911
130240 2012 "Lábrea" "Amazonas" 235 0.0537020109689214 1917 0.438071297989031
130240 2013 "Lábrea" "Amazonas" 564 0.109706282824353 2396 0.466057187317643
130240 2014 "Lábrea" "Amazonas" 1097 0.128394194756554 3693 0.432233146067416
130240 2015 "Lábrea" "Amazonas" 442 0.0716834252351606 3101 0.502919234511839
130240 2016 "Lábrea" "Amazonas" 37 0.0185370741482966 922 0.461923847695391
130240 2017 "Lábrea" "Amazonas" 11 0.00353356890459364 1741 0.559267587536139
130240 2018 "Lábrea" "Amazonas" 6 0.00168539325842697 2050 0.575842696629214
130240 2019 "Lábrea" "Amazonas" 84 0.0204878048780488 2381 0.580731707317073
130250 2007 "Manacapuru" "Amazonas" 974 0.106517935258093 4121 0.450678040244969
130250 2008 "Manacapuru" "Amazonas" 342 0.0699386503067485 2639 0.539672801635992
130250 2009 "Manacapuru" "Amazonas" 81 0.0476190476190476 1030 0.605526161081717
130250 2010 "Manacapuru" "Amazonas" 48 0.0378548895899054 560 0.441640378548896
130250 2011 "Manacapuru" "Amazonas" 1 0.004149377593361 85 0.352697095435685
130250 2013 "Manacapuru" "Amazonas" 3 0.0136986301369863 94 0.429223744292237
130255 2007 "Manaquiri" "Amazonas" 147 0.162430939226519 478 0.528176795580111
130255 2008 "Manaquiri" "Amazonas" 30 0.0887573964497041 180 0.532544378698225
130255 2009 "Manaquiri" "Amazonas" 28 0.243478260869565 66 0.573913043478261
130255 2010 "Manaquiri" "Amazonas" 1 0.00757575757575758 99 0.75
130255 2011 "Manaquiri" "Amazonas" 2 0.015625 63 0.4921875
130255 2012 "Manaquiri" "Amazonas" 1 0.00671140939597315 71 0.476510067114094
130255 2013 "Manaquiri" "Amazonas" 1 0.00413223140495868 119 0.491735537190083
130260 2007 "Manaus" "Amazonas" 4074 0.0839376957310038 24694 0.50877699027526
130260 2008 "Manaus" "Amazonas" 2141 0.0922884607095133 11055 0.476529160739687
130260 2009 "Manaus" "Amazonas" 903 0.0472502747108995 8297 0.43414787295275
130260 2010 "Manaus" "Amazonas" 521 0.0283846363388722 7408 0.403595750476709
130260 2011 "Manaus" "Amazonas" 138 0.00818408255248488 6550 0.388447396512869
130260 2012 "Manaus" "Amazonas" 284 0.025489140190271 4092 0.36725901992461
130260 2013 "Manaus" "Amazonas" 147 0.02330743618202 2214 0.351038528618995
130260 2014 "Manaus" "Amazonas" 114 0.0171997585998793 2588 0.390464695232348
130260 2015 "Manaus" "Amazonas" 23 0.00219047619047619 4408 0.419809523809524
130260 2016 "Manaus" "Amazonas" 2 0.000186029206585434 4218 0.39233559668868
130260 2017 "Manaus" "Amazonas" 23 0.00179044060407909 5086 0.395920909232446
130260 2018 "Manaus" "Amazonas" 1 9.97307270370001e-05 3888 0.387753066719856
130260 2019 "Manaus" "Amazonas" 7 0.000884396715097915 3195 0.403663929248263
130270 2007 "Manicoré" "Amazonas" 1284 0.120586025544703 7843 0.736570247933884
130270 2008 "Manicoré" "Amazonas" 719 0.109737484737485 5214 0.795787545787546
130270 2009 "Manicoré" "Amazonas" 286 0.106004447739066 2083 0.772053372868792
130270 2010 "Manicoré" "Amazonas" 45 0.0174418604651163 1886 0.731007751937985
130270 2011 "Manicoré" "Amazonas" 29 0.0162829870859068 1302 0.731049971925884
130270 2012 "Manicoré" "Amazonas" 49 0.0833333333333333 413 0.702380952380952
130270 2013 "Manicoré" "Amazonas" 6 0.0150375939849624 239 0.598997493734336
130270 2014 "Manicoré" "Amazonas" 2 0.00306278713629403 284 0.434915773353752
130270 2015 "Manicoré" "Amazonas" 3 0.00909090909090909 190 0.575757575757576
130270 2016 "Manicoré" "Amazonas" 54 0.125874125874126 240 0.559440559440559
130270 2017 "Manicoré" "Amazonas" 28 0.0426829268292683 387 0.589939024390244
130270 2018 "Manicoré" "Amazonas" 10 0.0091324200913242 636 0.580821917808219
130270 2019 "Manicoré" "Amazonas" 26 0.0135135135135135 1039 0.54002079002079
130280 2007 "MaraaÞ" "Amazonas" 150 0.13215859030837 612 0.53920704845815
130280 2008 "MaraaÞ" "Amazonas" 142 0.0937293729372937 927 0.611881188118812
130280 2009 "MaraaÞ" "Amazonas" 58 0.101576182136602 351 0.614711033274956
130280 2010 "MaraaÞ" "Amazonas" 14 0.128440366972477 44 0.403669724770642
130280 2011 "MaraaÞ" "Amazonas" 16 0.271186440677966 17 0.288135593220339
130280 2012 "MaraaÞ" "Amazonas" 44 0.105515587529976 234 0.561151079136691
130280 2013 "MaraaÞ" "Amazonas" 81 0.0909090909090909 456 0.511784511784512
130280 2014 "MaraaÞ" "Amazonas" 107 0.223382045929019 250 0.521920668058455
130280 2015 "MaraaÞ" "Amazonas" 60 0.0493015612161052 584 0.47986852917009
130280 2016 "MaraaÞ" "Amazonas" 1 0.00203665987780041 240 0.488798370672098
130280 2017 "MaraaÞ" "Amazonas" 7 0.00723888314374354 530 0.548086866597725
130280 2018 "MaraaÞ" "Amazonas" 7 0.0113085621970921 386 0.623586429725363
130280 2019 "MaraaÞ" "Amazonas" 87 0.096989966555184 488 0.544035674470457
130290 2007 "Maués" "Amazonas" 153 0.23943661971831 201 0.314553990610329
130290 2008 "Maués" "Amazonas" 168 0.281879194630872 211 0.354026845637584
130290 2009 "Maués" "Amazonas" 201 0.334442595673877 197 0.327787021630616
130290 2010 "Maués" "Amazonas" 221 0.187129551227773 606 0.513124470787468
130290 2011 "Maués" "Amazonas" 101 0.2531328320802 161 0.403508771929825
130290 2012 "Maués" "Amazonas" 197 0.326699834162521 251 0.416252072968491
130290 2013 "Maués" "Amazonas" 30 0.115830115830116 143 0.552123552123552
130290 2014 "Maués" "Amazonas" 39 0.0204724409448819 963 0.505511811023622
130290 2015 "Maués" "Amazonas" 68 0.0564784053156146 563 0.467607973421927
130290 2016 "Maués" "Amazonas" 80 0.160320641282565 294 0.589178356713427
130290 2017 "Maués" "Amazonas" 349 0.273082942097027 636 0.497652582159624
130290 2018 "Maués" "Amazonas" 156 0.13941018766756 463 0.413762287756926
130290 2019 "Maués" "Amazonas" 95 0.0794314381270903 561 0.469063545150502
130300 2007 "Nhamundá" "Amazonas" 38 0.0913461538461538 173 0.415865384615385
130300 2008 "Nhamundá" "Amazonas" 150 0.185414091470952 413 0.510506798516687
130300 2009 "Nhamundá" "Amazonas" 178 0.290375203915171 250 0.407830342577488
130300 2010 "Nhamundá" "Amazonas" 8 0.0963855421686747 33 0.397590361445783
130300 2011 "Nhamundá" "Amazonas" 1 0.0526315789473684 6 0.315789473684211
130310 2007 "Nova Olinda do Norte" "Amazonas" 2 0.015748031496063 16 0.125984251968504
130310 2008 "Nova Olinda do Norte" "Amazonas" 62 0.436619718309859 21 0.147887323943662
130310 2009 "Nova Olinda do Norte" "Amazonas" 382 0.419319429198683 313 0.34357848518112
130310 2010 "Nova Olinda do Norte" "Amazonas" 4 0.0833333333333333 13 0.270833333333333
130310 2011 "Nova Olinda do Norte" "Amazonas" 1 0.0277777777777778 10 0.277777777777778
130310 2012 "Nova Olinda do Norte" "Amazonas" 4 0.285714285714286 4 0.285714285714286
130320 2007 "Novo AiraÞo" "Amazonas" 511 0.194296577946768 1657 0.630038022813688
130320 2008 "Novo AiraÞo" "Amazonas" 114 0.1240478781284 612 0.665941240478781
130320 2009 "Novo AiraÞo" "Amazonas" 16 0.0276338514680484 364 0.6286701208981
130320 2010 "Novo AiraÞo" "Amazonas" 1 0.00334448160535117 180 0.602006688963211
130320 2018 "Novo AiraÞo" "Amazonas" 2 0.00347222222222222 392 0.680555555555556
130330 2007 "Novo AripuanaÞ" "Amazonas" 671 0.130367204196619 2850 0.553720613949874
130330 2008 "Novo AripuanaÞ" "Amazonas" 706 0.238432961837217 1622 0.547787909490037
130330 2009 "Novo AripuanaÞ" "Amazonas" 593 0.269545454545455 1389 0.631363636363636
130330 2010 "Novo AripuanaÞ" "Amazonas" 206 0.181338028169014 617 0.543133802816901
130330 2011 "Novo AripuanaÞ" "Amazonas" 133 0.142703862660944 502 0.53862660944206
130330 2012 "Novo AripuanaÞ" "Amazonas" 7 0.0434782608695652 84 0.521739130434783
130330 2013 "Novo AripuanaÞ" "Amazonas" 1 0.00980392156862745 52 0.509803921568627
130330 2017 "Novo AripuanaÞ" "Amazonas" 5 0.0289017341040462 110 0.635838150289017
130330 2018 "Novo AripuanaÞ" "Amazonas" 52 0.106776180698152 266 0.546201232032854
130330 2019 "Novo AripuanaÞ" "Amazonas" 31 0.0257475083056478 578 0.480066445182724
130340 2007 "Parintins" "Amazonas" 4 0.0597014925373134 14 0.208955223880597
130340 2008 "Parintins" "Amazonas" 3 0.0483870967741935 3 0.0483870967741935
130340 2009 "Parintins" "Amazonas" 4 0.0952380952380952 9 0.214285714285714
130340 2012 "Parintins" "Amazonas" 1 0.0588235294117647 9 0.529411764705882
130350 2007 "Pauini" "Amazonas" 69 0.114427860696517 137 0.227197346600332
130350 2008 "Pauini" "Amazonas" 18 0.0586319218241042 93 0.302931596091205
130350 2009 "Pauini" "Amazonas" 20 0.0130548302872063 523 0.341383812010444
130350 2010 "Pauini" "Amazonas" 27 0.0532544378698225 172 0.339250493096647
130350 2011 "Pauini" "Amazonas" 7 0.0299145299145299 96 0.41025641025641
130350 2012 "Pauini" "Amazonas" 6 0.00638977635782748 345 0.36741214057508
130350 2013 "Pauini" "Amazonas" 110 0.0742240215924427 548 0.369770580296896
130350 2014 "Pauini" "Amazonas" 234 0.107734806629834 945 0.435082872928177
130350 2015 "Pauini" "Amazonas" 152 0.121892542101043 554 0.444266238973537
130350 2016 "Pauini" "Amazonas" 36 0.125874125874126 126 0.440559440559441
130350 2017 "Pauini" "Amazonas" 16 0.0412371134020619 122 0.314432989690722
130350 2019 "Pauini" "Amazonas" 53 0.0578602620087336 234 0.255458515283843
