mun;ano;group;ocup;n;p
110001;2007;Autóctone;Turismo;1;3,98406374501992e-03
110001;2007;Autóctone;Outros;32;1,27490039840637e-01
110001;2007;Autóctone;Ignorado;218;8,68525896414343e-01
110001;2007;Importado;Outros;6;4,28571428571429e-01
110001;2007;Importado;Ignorado;8;5,71428571428571e-01
110001;2008;Autóctone;Agricultura;43;1,66666666666667e-01
110001;2008;Autóctone;Pecuária;4;1,55038759689922e-02
110001;2008;Autóctone;Doméstica;6;2,32558139534884e-02
110001;2008;Autóctone;Caça/Pesca;3;1,16279069767442e-02
110001;2008;Autóctone;Outros;67;2,59689922480620e-01
110001;2008;Autóctone;Ignorado;135;5,23255813953488e-01
110001;2008;Importado;Outros;2;5,00000000000000e-01
110001;2008;Importado;Ignorado;2;5,00000000000000e-01
110001;2009;Autóctone;Agricultura;52;6,26506024096386e-01
110001;2009;Autóctone;Pecuária;1;1,20481927710843e-02
110001;2009;Autóctone;Doméstica;11;1,32530120481928e-01
110001;2009;Autóctone;Caça/Pesca;2;2,40963855421687e-02
110001;2009;Autóctone;Viajante;2;2,40963855421687e-02
110001;2009;Autóctone;Outros;5;6,02409638554217e-02
110001;2009;Autóctone;Ignorado;10;1,20481927710843e-01
110001;2009;Importado;Agricultura;1;6,25000000000000e-02
110001;2009;Importado;Outros;4;2,50000000000000e-01
110001;2009;Importado;Ignorado;11;6,87500000000000e-01
110001;2010;Autóctone;Agricultura;17;5,15151515151515e-01
110001;2010;Autóctone;Pecuária;2;6,06060606060606e-02
110001;2010;Autóctone;Doméstica;4;1,21212121212121e-01
110001;2010;Autóctone;Turismo;1;3,03030303030303e-02
110001;2010;Autóctone;Outros;4;1,21212121212121e-01
110001;2010;Autóctone;Ignorado;5;1,51515151515152e-01
110001;2010;Importado;Agricultura;13;3,25000000000000e-01
110001;2010;Importado;Doméstica;1;2,50000000000000e-02
110001;2010;Importado;Turismo;3;7,50000000000000e-02
110001;2010;Importado;Construção de estradas/barragens;3;7,50000000000000e-02
110001;2010;Importado;Viajante;1;2,50000000000000e-02
110001;2010;Importado;Outros;15;3,75000000000000e-01
110001;2010;Importado;Ignorado;4;1,00000000000000e-01
110001;2010;NA;Agricultura;1;5,00000000000000e-01
110001;2010;NA;Exploração Vegetal;1;5,00000000000000e-01
110001;2011;Autóctone;Agricultura;3;2,72727272727273e-01
110001;2011;Autóctone;Pecuária;2;1,81818181818182e-01
110001;2011;Autóctone;Doméstica;3;2,72727272727273e-01
110001;2011;Autóctone;Turismo;1;9,09090909090909e-02
110001;2011;Autóctone;Outros;1;9,09090909090909e-02
110001;2011;Autóctone;Ignorado;1;9,09090909090909e-02
110001;2011;Importado;Agricultura;13;3,61111111111111e-01
110001;2011;Importado;Pecuária;2;5,55555555555556e-02
110001;2011;Importado;Doméstica;2;5,55555555555556e-02
110001;2011;Importado;Turismo;3;8,33333333333333e-02
110001;2011;Importado;Viajante;1;2,77777777777778e-02
110001;2011;Importado;Outros;14;3,88888888888889e-01
110001;2011;Importado;Ignorado;1;2,77777777777778e-02
110001;2011;NA;Agricultura;2;6,66666666666667e-01
110001;2011;NA;Outros;1;3,33333333333333e-01
110001;2012;Autóctone;Agricultura;8;2,50000000000000e-01
110001;2012;Autóctone;Pecuária;2;6,25000000000000e-02
110001;2012;Autóctone;Doméstica;2;6,25000000000000e-02
110001;2012;Autóctone;Turismo;3;9,37500000000000e-02
110001;2012;Autóctone;Garimpagem;1;3,12500000000000e-02
110001;2012;Autóctone;Construção de estradas/barragens;1;3,12500000000000e-02
110001;2012;Autóctone;Viajante;1;3,12500000000000e-02
110001;2012;Autóctone;Outros;13;4,06250000000000e-01
110001;2012;Autóctone;Ignorado;1;3,12500000000000e-02
110001;2012;Importado;Agricultura;4;1,53846153846154e-01
110001;2012;Importado;Pecuária;1;3,84615384615385e-02
110001;2012;Importado;Doméstica;1;3,84615384615385e-02
110001;2012;Importado;Exploração Vegetal;4;1,53846153846154e-01
110001;2012;Importado;Construção de estradas/barragens;1;3,84615384615385e-02
110001;2012;Importado;Mineração;1;3,84615384615385e-02
110001;2012;Importado;Viajante;2;7,69230769230769e-02
110001;2012;Importado;Outros;11;4,23076923076923e-01
110001;2012;Importado;Ignorado;1;3,84615384615385e-02
110001;2012;NA;Agricultura;1;2,50000000000000e-01
110001;2012;NA;Turismo;3;7,50000000000000e-01
110001;2013;Autóctone;Agricultura;23;2,98701298701299e-01
110001;2013;Autóctone;Pecuária;4;5,19480519480520e-02
110001;2013;Autóctone;Doméstica;9;1,16883116883117e-01
110001;2013;Autóctone;Turismo;1;1,29870129870130e-02
110001;2013;Autóctone;Caça/Pesca;6;7,79220779220779e-02
110001;2013;Autóctone;Construção de estradas/barragens;2;2,59740259740260e-02
110001;2013;Autóctone;Viajante;1;1,29870129870130e-02
110001;2013;Autóctone;Outros;24;3,11688311688312e-01
110001;2013;Autóctone;Ignorado;7;9,09090909090909e-02
110001;2013;Importado;Agricultura;3;4,28571428571429e-01
110001;2013;Importado;Doméstica;2;2,85714285714286e-01
110001;2013;Importado;Caça/Pesca;1;1,42857142857143e-01
110001;2013;Importado;Outros;1;1,42857142857143e-01
110001;2013;NA;Agricultura;4;2,50000000000000e-01
110001;2013;NA;Outros;9;5,62500000000000e-01
110001;2013;NA;Ignorado;3;1,87500000000000e-01
110001;2014;Autóctone;Agricultura;29;3,05263157894737e-01
110001;2014;Autóctone;Pecuária;3;3,15789473684211e-02
110001;2014;Autóctone;Doméstica;18;1,89473684210526e-01
110001;2014;Autóctone;Exploração Vegetal;1;1,05263157894737e-02
110001;2014;Autóctone;Caça/Pesca;15;1,57894736842105e-01
110001;2014;Autóctone;Viajante;1;1,05263157894737e-02
110001;2014;Autóctone;Outros;24;2,52631578947368e-01
110001;2014;Autóctone;Ignorado;4;4,21052631578947e-02
110001;2014;Importado;Agricultura;1;2,50000000000000e-01
110001;2014;Importado;Turismo;2;5,00000000000000e-01
110001;2014;Importado;Outros;1;2,50000000000000e-01
110001;2014;NA;Agricultura;1;1,66666666666667e-01
110001;2014;NA;Doméstica;1;1,66666666666667e-01
110001;2014;NA;Turismo;1;1,66666666666667e-01
110001;2014;NA;Outros;3;5,00000000000000e-01
110001;2015;Autóctone;Agricultura;12;3,24324324324324e-01
110001;2015;Autóctone;Pecuária;2;5,40540540540541e-02
110001;2015;Autóctone;Doméstica;2;5,40540540540541e-02
110001;2015;Autóctone;Exploração Vegetal;3;8,10810810810811e-02
110001;2015;Autóctone;Caça/Pesca;1;2,70270270270270e-02
110001;2015;Autóctone;Outros;13;3,51351351351351e-01
110001;2015;Autóctone;Ignorado;4;1,08108108108108e-01
110001;2015;Importado;Turismo;1;1,00000000000000e+00
110001;2015;NA;Agricultura;9;9,00000000000000e-01
110001;2015;NA;Doméstica;1;1,00000000000000e-01
110001;2016;Autóctone;Agricultura;2;3,33333333333333e-01
110001;2016;Autóctone;Doméstica;4;6,66666666666667e-01
110001;2016;Importado;Exploração Vegetal;1;1,42857142857143e-01
110001;2016;Importado;Viajante;2;2,85714285714286e-01
110001;2016;Importado;Outros;4;5,71428571428571e-01
110001;2016;NA;Agricultura;1;2,50000000000000e-01
110001;2016;NA;Outros;3;7,50000000000000e-01
110001;2017;Autóctone;Agricultura;1;1,00000000000000e+00
110001;2017;Importado;Pecuária;1;1,66666666666667e-01
110001;2017;Importado;Doméstica;2;3,33333333333333e-01
110001;2017;Importado;Construção de estradas/barragens;2;3,33333333333333e-01
110001;2017;Importado;Outros;1;1,66666666666667e-01
110001;2017;NA;Agricultura;2;5,00000000000000e-01
110001;2017;NA;Doméstica;1;2,50000000000000e-01
110001;2017;NA;Outros;1;2,50000000000000e-01
110001;2018;Importado;Pecuária;1;1,00000000000000e+00
110001;2019;Importado;Viajante;1;5,00000000000000e-01
110001;2019;Importado;Ignorado;1;5,00000000000000e-01
110001;2020;Importado;Agricultura;3;6,00000000000000e-01
110001;2020;Importado;Ignorado;2;4,00000000000000e-01
110002;2007;Autóctone;Agricultura;1018;4,70860314523589e-01
110002;2007;Autóctone;Pecuária;120;5,55041628122109e-02
110002;2007;Autóctone;Doméstica;176;8,14061054579093e-02
110002;2007;Autóctone;Turismo;1;4,62534690101758e-04
110002;2007;Autóctone;Garimpagem;223;1,03145235892692e-01
110002;2007;Autóctone;Exploração Vegetal;6;2,77520814061055e-03
110002;2007;Autóctone;Caça/Pesca;81;3,74653098982424e-02
110002;2007;Autóctone;Construção de estradas/barragens;1;4,62534690101758e-04
110002;2007;Autóctone;Mineração;2;9,25069380203515e-04
110002;2007;Autóctone;Viajante;3;1,38760407030527e-03
110002;2007;Autóctone;Outros;264;1,22109158186864e-01
110002;2007;Autóctone;Ignorado;267;1,23496762257169e-01
110002;2007;Importado;Agricultura;1338;3,69613259668508e-01
110002;2007;Importado;Pecuária;64;1,76795580110497e-02
110002;2007;Importado;Doméstica;126;3,48066298342541e-02
110002;2007;Importado;Turismo;7;1,93370165745856e-03
110002;2007;Importado;Garimpagem;1549;4,27900552486188e-01
110002;2007;Importado;Exploração Vegetal;15;4,14364640883978e-03
110002;2007;Importado;Caça/Pesca;57;1,57458563535912e-02
110002;2007;Importado;Construção de estradas/barragens;2;5,52486187845304e-04
110002;2007;Importado;Mineração;4;1,10497237569061e-03
110002;2007;Importado;Viajante;21;5,80110497237569e-03
110002;2007;Importado;Outros;212;5,85635359116022e-02
110002;2007;Importado;Ignorado;225;6,21546961325967e-02
110002;2007;NA;Viajante;1;5,00000000000000e-01
110002;2007;NA;Outros;1;5,00000000000000e-01
110002;2008;Autóctone;Agricultura;453;3,65322580645161e-01
110002;2008;Autóctone;Pecuária;38;3,06451612903226e-02
110002;2008;Autóctone;Doméstica;146;1,17741935483871e-01
110002;2008;Autóctone;Garimpagem;135;1,08870967741935e-01
110002;2008;Autóctone;Exploração Vegetal;3;2,41935483870968e-03
110002;2008;Autóctone;Caça/Pesca;87;7,01612903225806e-02
110002;2008;Autóctone;Construção de estradas/barragens;1;8,06451612903226e-04
110002;2008;Autóctone;Mineração;1;8,06451612903226e-04
110002;2008;Autóctone;Outros;181;1,45967741935484e-01
110002;2008;Autóctone;Ignorado;195;1,57258064516129e-01
110002;2008;Importado;Agricultura;549;2,37251512532411e-01
110002;2008;Importado;Pecuária;66;2,85220397579948e-02
110002;2008;Importado;Doméstica;129;5,57476231633535e-02
110002;2008;Importado;Turismo;3;1,29645635263613e-03
110002;2008;Importado;Garimpagem;1161;5,01728608470182e-01
110002;2008;Importado;Exploração Vegetal;34;1,46931719965428e-02
110002;2008;Importado;Caça/Pesca;31;1,33967156439067e-02
110002;2008;Importado;Construção de estradas/barragens;4;1,72860847018150e-03
110002;2008;Importado;Mineração;11;4,75367329299914e-03
110002;2008;Importado;Viajante;20;8,64304235090752e-03
110002;2008;Importado;Outros;167;7,21694036300778e-02
110002;2008;Importado;Ignorado;139;6,00691443388073e-02
110002;2008;NA;Garimpagem;1;3,33333333333333e-01
110002;2008;NA;Viajante;1;3,33333333333333e-01
110002;2008;NA;Outros;1;3,33333333333333e-01
110002;2009;Autóctone;Agricultura;374;3,54166666666667e-01
110002;2009;Autóctone;Pecuária;20;1,89393939393939e-02
110002;2009;Autóctone;Doméstica;104;9,84848484848485e-02
110002;2009;Autóctone;Garimpagem;184;1,74242424242424e-01
110002;2009;Autóctone;Exploração Vegetal;2;1,89393939393939e-03
110002;2009;Autóctone;Caça/Pesca;54;5,11363636363636e-02
110002;2009;Autóctone;Viajante;2;1,89393939393939e-03
110002;2009;Autóctone;Outros;180;1,70454545454545e-01
110002;2009;Autóctone;Ignorado;136;1,28787878787879e-01
110002;2009;Importado;Agricultura;500;2,76701715550636e-01
110002;2009;Importado;Pecuária;21;1,16214720531267e-02
110002;2009;Importado;Doméstica;87;4,81460985058107e-02
110002;2009;Importado;Garimpagem;930;5,14665190924184e-01
110002;2009;Importado;Exploração Vegetal;9;4,98063087991146e-03
110002;2009;Importado;Caça/Pesca;29;1,60486995019369e-02
110002;2009;Importado;Construção de estradas/barragens;8;4,42722744881018e-03
110002;2009;Importado;Mineração;2;1,10680686220255e-03
110002;2009;Importado;Viajante;5;2,76701715550636e-03
110002;2009;Importado;Outros;121;6,69618151632540e-02
110002;2009;Importado;Ignorado;95;5,25733259546209e-02
110002;2009;NA;Garimpagem;2;6,66666666666667e-01
110002;2009;NA;Viajante;1;3,33333333333333e-01
110002;2010;Autóctone;Agricultura;582;4,57547169811321e-01
110002;2010;Autóctone;Pecuária;18;1,41509433962264e-02
110002;2010;Autóctone;Doméstica;98;7,70440251572327e-02
110002;2010;Autóctone;Garimpagem;194;1,52515723270440e-01
110002;2010;Autóctone;Exploração Vegetal;5;3,93081761006289e-03
110002;2010;Autóctone;Caça/Pesca;61;4,79559748427673e-02
110002;2010;Autóctone;Outros;182;1,43081761006289e-01
110002;2010;Autóctone;Ignorado;132;1,03773584905660e-01
110002;2010;Importado;Agricultura;630;3,69935408103347e-01
110002;2010;Importado;Pecuária;31;1,82031708749266e-02
110002;2010;Importado;Doméstica;61;3,58191426893717e-02
110002;2010;Importado;Turismo;1;5,87199060481503e-04
110002;2010;Importado;Garimpagem;594;3,48796241926013e-01
110002;2010;Importado;Exploração Vegetal;15;8,80798590722255e-03
110002;2010;Importado;Caça/Pesca;73;4,28655314151497e-02
110002;2010;Importado;Construção de estradas/barragens;20;1,17439812096301e-02
110002;2010;Importado;Mineração;6;3,52319436288902e-03
110002;2010;Importado;Viajante;8;4,69759248385203e-03
110002;2010;Importado;Outros;128;7,51614797416324e-02
110002;2010;Importado;Ignorado;136;7,98590722254844e-02
110002;2010;NA;Garimpagem;3;7,50000000000000e-01
110002;2010;NA;Outros;1;2,50000000000000e-01
110002;2011;Autóctone;Agricultura;247;4,97983870967742e-01
110002;2011;Autóctone;Pecuária;5;1,00806451612903e-02
110002;2011;Autóctone;Doméstica;43;8,66935483870968e-02
110002;2011;Autóctone;Garimpagem;44;8,87096774193548e-02
110002;2011;Autóctone;Caça/Pesca;34;6,85483870967742e-02
110002;2011;Autóctone;Construção de estradas/barragens;1;2,01612903225806e-03
110002;2011;Autóctone;Mineração;1;2,01612903225806e-03
110002;2011;Autóctone;Outros;95;1,91532258064516e-01
110002;2011;Autóctone;Ignorado;26;5,24193548387097e-02
110002;2011;Importado;Agricultura;489;3,79953379953380e-01
110002;2011;Importado;Pecuária;25;1,94250194250194e-02
110002;2011;Importado;Doméstica;53;4,11810411810412e-02
110002;2011;Importado;Turismo;2;1,55400155400155e-03
110002;2011;Importado;Garimpagem;452;3,51204351204351e-01
110002;2011;Importado;Exploração Vegetal;17;1,32090132090132e-02
110002;2011;Importado;Caça/Pesca;44;3,41880341880342e-02
110002;2011;Importado;Construção de estradas/barragens;49;3,80730380730381e-02
110002;2011;Importado;Mineração;6;4,66200466200466e-03
110002;2011;Importado;Viajante;7;5,43900543900544e-03
110002;2011;Importado;Outros;98;7,61460761460761e-02
110002;2011;Importado;Ignorado;45;3,49650349650350e-02
110002;2012;Autóctone;Agricultura;64;4,29530201342282e-01
110002;2012;Autóctone;Pecuária;4;2,68456375838926e-02
110002;2012;Autóctone;Doméstica;10;6,71140939597315e-02
110002;2012;Autóctone;Garimpagem;15;1,00671140939597e-01
110002;2012;Autóctone;Exploração Vegetal;2;1,34228187919463e-02
110002;2012;Autóctone;Caça/Pesca;14;9,39597315436242e-02
110002;2012;Autóctone;Viajante;1;6,71140939597315e-03
110002;2012;Autóctone;Outros;39;2,61744966442953e-01
110002;2012;Importado;Agricultura;240;3,52941176470588e-01
110002;2012;Importado;Pecuária;3;4,41176470588235e-03
110002;2012;Importado;Doméstica;27;3,97058823529412e-02
110002;2012;Importado;Garimpagem;243;3,57352941176471e-01
110002;2012;Importado;Exploração Vegetal;13;1,91176470588235e-02
110002;2012;Importado;Caça/Pesca;30;4,41176470588235e-02
110002;2012;Importado;Construção de estradas/barragens;11;1,61764705882353e-02
110002;2012;Importado;Mineração;4;5,88235294117647e-03
110002;2012;Importado;Viajante;5;7,35294117647059e-03
110002;2012;Importado;Outros;104;1,52941176470588e-01
110002;2012;NA;Garimpagem;2;6,66666666666667e-01
110002;2012;NA;Outros;1;3,33333333333333e-01
110002;2013;Autóctone;Agricultura;66;5,89285714285714e-01
110002;2013;Autóctone;Pecuária;6;5,35714285714286e-02
110002;2013;Autóctone;Doméstica;5;4,46428571428571e-02
110002;2013;Autóctone;Garimpagem;5;4,46428571428571e-02
110002;2013;Autóctone;Caça/Pesca;3;2,67857142857143e-02
110002;2013;Autóctone;Construção de estradas/barragens;3;2,67857142857143e-02
110002;2013;Autóctone;Viajante;2;1,78571428571429e-02
110002;2013;Autóctone;Outros;22;1,96428571428571e-01
110002;2013;Importado;Agricultura;176;3,76873661670236e-01
110002;2013;Importado;Pecuária;13;2,78372591006424e-02
110002;2013;Importado;Doméstica;22;4,71092077087794e-02
110002;2013;Importado;Turismo;1;2,14132762312634e-03
110002;2013;Importado;Garimpagem;113;2,41970021413276e-01
110002;2013;Importado;Exploração Vegetal;20;4,28265524625268e-02
110002;2013;Importado;Caça/Pesca;8;1,71306209850107e-02
110002;2013;Importado;Construção de estradas/barragens;9;1,92719486081370e-02
110002;2013;Importado;Mineração;1;2,14132762312634e-03
110002;2013;Importado;Viajante;11;2,35546038543897e-02
110002;2013;Importado;Outros;93;1,99143468950749e-01
110002;2013;NA;Doméstica;1;5,55555555555556e-02
110002;2013;NA;Garimpagem;15;8,33333333333333e-01
110002;2013;NA;Outros;2;1,11111111111111e-01
110002;2014;Autóctone;Agricultura;33;4,12500000000000e-01
110002;2014;Autóctone;Pecuária;1;1,25000000000000e-02
110002;2014;Autóctone;Doméstica;8;1,00000000000000e-01
110002;2014;Autóctone;Garimpagem;12;1,50000000000000e-01
110002;2014;Autóctone;Caça/Pesca;2;2,50000000000000e-02
110002;2014;Autóctone;Outros;24;3,00000000000000e-01
110002;2014;Importado;Agricultura;87;3,86666666666667e-01
110002;2014;Importado;Pecuária;3;1,33333333333333e-02
110002;2014;Importado;Doméstica;13;5,77777777777778e-02
110002;2014;Importado;Garimpagem;43;1,91111111111111e-01
110002;2014;Importado;Exploração Vegetal;5;2,22222222222222e-02
110002;2014;Importado;Caça/Pesca;5;2,22222222222222e-02
110002;2014;Importado;Construção de estradas/barragens;1;4,44444444444444e-03
110002;2014;Importado;Mineração;1;4,44444444444444e-03
110002;2014;Importado;Viajante;1;4,44444444444444e-03
110002;2014;Importado;Outros;66;2,93333333333333e-01
110002;2014;NA;Garimpagem;2;1,00000000000000e+00
110002;2015;Autóctone;Agricultura;11;2,61904761904762e-01
110002;2015;Autóctone;Doméstica;3;7,14285714285714e-02
110002;2015;Autóctone;Garimpagem;13;3,09523809523810e-01
110002;2015;Autóctone;Exploração Vegetal;1;2,38095238095238e-02
110002;2015;Autóctone;Outros;14;3,33333333333333e-01
110002;2015;Importado;Agricultura;59;4,27536231884058e-01
110002;2015;Importado;Doméstica;13;9,42028985507246e-02
110002;2015;Importado;Garimpagem;18;1,30434782608696e-01
110002;2015;Importado;Exploração Vegetal;8;5,79710144927536e-02
110002;2015;Importado;Caça/Pesca;2;1,44927536231884e-02
110002;2015;Importado;Construção de estradas/barragens;2;1,44927536231884e-02
110002;2015;Importado;Mineração;1;7,24637681159420e-03
110002;2015;Importado;Outros;35;2,53623188405797e-01
110002;2016;Autóctone;Agricultura;70;5,98290598290598e-01
110002;2016;Autóctone;Pecuária;3;2,56410256410256e-02
110002;2016;Autóctone;Doméstica;5;4,27350427350427e-02
110002;2016;Autóctone;Garimpagem;5;4,27350427350427e-02
110002;2016;Autóctone;Exploração Vegetal;2;1,70940170940171e-02
110002;2016;Autóctone;Caça/Pesca;1;8,54700854700855e-03
110002;2016;Autóctone;Outros;29;2,47863247863248e-01
110002;2016;Autóctone;Ignorado;2;1,70940170940171e-02
110002;2016;Importado;Agricultura;135;3,73961218836565e-01
110002;2016;Importado;Pecuária;9;2,49307479224377e-02
110002;2016;Importado;Doméstica;16;4,43213296398892e-02
110002;2016;Importado;Garimpagem;100;2,77008310249307e-01
110002;2016;Importado;Exploração Vegetal;11;3,04709141274238e-02
110002;2016;Importado;Caça/Pesca;21;5,81717451523546e-02
110002;2016;Importado;Construção de estradas/barragens;1;2,77008310249307e-03
110002;2016;Importado;Mineração;4;1,10803324099723e-02
110002;2016;Importado;Viajante;3;8,31024930747922e-03
110002;2016;Importado;Outros;59;1,63434903047091e-01
110002;2016;Importado;Ignorado;2;5,54016620498615e-03
110002;2017;Autóctone;Agricultura;72;6,15384615384615e-01
110002;2017;Autóctone;Garimpagem;7;5,98290598290598e-02
110002;2017;Autóctone;Caça/Pesca;2;1,70940170940171e-02
110002;2017;Autóctone;Mineração;1;8,54700854700855e-03
110002;2017;Autóctone;Viajante;1;8,54700854700855e-03
110002;2017;Autóctone;Outros;29;2,47863247863248e-01
110002;2017;Autóctone;Ignorado;5;4,27350427350427e-02
110002;2017;Importado;Agricultura;193;3,82178217821782e-01
110002;2017;Importado;Pecuária;3;5,94059405940594e-03
110002;2017;Importado;Doméstica;1;1,98019801980198e-03
110002;2017;Importado;Turismo;2;3,96039603960396e-03
110002;2017;Importado;Garimpagem;186;3,68316831683168e-01
110002;2017;Importado;Exploração Vegetal;2;3,96039603960396e-03
110002;2017;Importado;Caça/Pesca;29;5,74257425742574e-02
110002;2017;Importado;Construção de estradas/barragens;1;1,98019801980198e-03
110002;2017;Importado;Mineração;4;7,92079207920792e-03
110002;2017;Importado;Outros;65;1,28712871287129e-01
110002;2017;Importado;Ignorado;19;3,76237623762376e-02
110002;2018;Autóctone;Agricultura;237;2,66891891891892e-01
110002;2018;Autóctone;Pecuária;8;9,00900900900901e-03
110002;2018;Autóctone;Doméstica;4;4,50450450450450e-03
110002;2018;Autóctone;Garimpagem;6;6,75675675675676e-03
110002;2018;Autóctone;Caça/Pesca;1;1,12612612612613e-03
110002;2018;Autóctone;Viajante;6;6,75675675675676e-03
110002;2018;Autóctone;Outros;603;6,79054054054054e-01
110002;2018;Autóctone;Ignorado;23;2,59009009009009e-02
110002;2018;Importado;Agricultura;219;3,54368932038835e-01
110002;2018;Importado;Pecuária;6;9,70873786407767e-03
110002;2018;Importado;Doméstica;2;3,23624595469256e-03
110002;2018;Importado;Turismo;2;3,23624595469256e-03
110002;2018;Importado;Garimpagem;276;4,46601941747573e-01
110002;2018;Importado;Exploração Vegetal;2;3,23624595469256e-03
110002;2018;Importado;Caça/Pesca;37;5,98705501618123e-02
110002;2018;Importado;Mineração;8;1,29449838187702e-02
110002;2018;Importado;Viajante;2;3,23624595469256e-03
110002;2018;Importado;Outros;50;8,09061488673139e-02
110002;2018;Importado;Ignorado;14;2,26537216828479e-02
110002;2018;NA;Agricultura;1;1,00000000000000e+00
110002;2019;Autóctone;Agricultura;133;3,38422391857506e-01
110002;2019;Autóctone;Pecuária;2;5,08905852417303e-03
110002;2019;Autóctone;Doméstica;2;5,08905852417303e-03
110002;2019;Autóctone;Garimpagem;7;1,78117048346056e-02
110002;2019;Autóctone;Caça/Pesca;3;7,63358778625954e-03
110002;2019;Autóctone;Viajante;1;2,54452926208651e-03
110002;2019;Autóctone;Outros;235;5,97964376590331e-01
110002;2019;Autóctone;Ignorado;10;2,54452926208651e-02
110002;2019;Importado;Agricultura;169;3,75555555555556e-01
110002;2019;Importado;Pecuária;5;1,11111111111111e-02
110002;2019;Importado;Doméstica;6;1,33333333333333e-02
110002;2019;Importado;Garimpagem;138;3,06666666666667e-01
110002;2019;Importado;Exploração Vegetal;16;3,55555555555556e-02
110002;2019;Importado;Caça/Pesca;25;5,55555555555556e-02
110002;2019;Importado;Outros;85;1,88888888888889e-01
110002;2019;Importado;Ignorado;6;1,33333333333333e-02
110002;2020;Autóctone;Agricultura;16;1,11888111888112e-01
110002;2020;Autóctone;Pecuária;1;6,99300699300699e-03
110002;2020;Autóctone;Doméstica;20;1,39860139860140e-01
110002;2020;Autóctone;Garimpagem;20;1,39860139860140e-01
110002;2020;Autóctone;Caça/Pesca;2;1,39860139860140e-02
110002;2020;Autóctone;Outros;82;5,73426573426573e-01
110002;2020;Autóctone;Ignorado;2;1,39860139860140e-02
110002;2020;Importado;Agricultura;26;2,68041237113402e-01
110002;2020;Importado;Pecuária;2;2,06185567010309e-02
110002;2020;Importado;Doméstica;7;7,21649484536082e-02
110002;2020;Importado;Turismo;2;2,06185567010309e-02
110002;2020;Importado;Garimpagem;34;3,50515463917526e-01
110002;2020;Importado;Exploração Vegetal;8;8,24742268041237e-02
110002;2020;Importado;Mineração;1;1,03092783505155e-02
110002;2020;Importado;Viajante;2;2,06185567010309e-02
110002;2020;Importado;Outros;15;1,54639175257732e-01
110003;2007;Autóctone;Agricultura;3;6,00000000000000e-01
110003;2007;Autóctone;Doméstica;2;4,00000000000000e-01
110003;2007;Importado;Agricultura;9;5,62500000000000e-01
110003;2007;Importado;Doméstica;4;2,50000000000000e-01
110003;2007;Importado;Outros;1;6,25000000000000e-02
110003;2007;Importado;Ignorado;2;1,25000000000000e-01
110003;2008;Importado;Agricultura;3;5,00000000000000e-01
110003;2008;Importado;Garimpagem;1;1,66666666666667e-01
110003;2008;Importado;Viajante;2;3,33333333333333e-01
110003;2008;NA;Ignorado;1;1,00000000000000e+00
110003;2009;Importado;Agricultura;4;4,44444444444444e-01
110003;2009;Importado;Doméstica;4;4,44444444444444e-01
110003;2009;Importado;Ignorado;1;1,11111111111111e-01
110003;2010;Autóctone;Outros;2;1,00000000000000e+00
110003;2010;Importado;Agricultura;2;1,00000000000000e+00
110003;2011;Importado;Agricultura;1;3,33333333333333e-01
110003;2011;Importado;Outros;2;6,66666666666667e-01
110003;2012;Importado;Construção de estradas/barragens;1;5,00000000000000e-01
110003;2012;Importado;Viajante;1;5,00000000000000e-01
110003;2013;Importado;Viajante;1;3,33333333333333e-01
110003;2013;Importado;Outros;2;6,66666666666667e-01
110003;2014;Importado;Viajante;1;5,00000000000000e-01
110003;2014;Importado;Ignorado;1;5,00000000000000e-01
110003;2016;Autóctone;Turismo;1;2,50000000000000e-01
110003;2016;Autóctone;Caça/Pesca;3;7,50000000000000e-01
110003;2016;Importado;Outros;1;1,00000000000000e+00
110003;2017;Autóctone;Caça/Pesca;1;1,00000000000000e+00
110003;2018;Importado;Agricultura;4;6,66666666666667e-01
110003;2018;Importado;Garimpagem;1;1,66666666666667e-01
110003;2018;Importado;Exploração Vegetal;1;1,66666666666667e-01
110003;2019;Importado;Agricultura;2;2,50000000000000e-01
110003;2019;Importado;Doméstica;3;3,75000000000000e-01
110003;2019;Importado;Turismo;2;2,50000000000000e-01
110003;2019;Importado;Garimpagem;1;1,25000000000000e-01
110003;2020;Importado;Garimpagem;1;1,00000000000000e+00
110004;2007;Autóctone;Agricultura;7;2,50000000000000e-01
110004;2007;Autóctone;Pecuária;1;3,57142857142857e-02
110004;2007;Autóctone;Caça/Pesca;1;3,57142857142857e-02
110004;2007;Autóctone;Outros;19;6,78571428571429e-01
110004;2007;Importado;Agricultura;40;9,07029478458050e-02
110004;2007;Importado;Pecuária;4;9,07029478458050e-03
110004;2007;Importado;Doméstica;6;1,36054421768707e-02
110004;2007;Importado;Turismo;1;2,26757369614512e-03
110004;2007;Importado;Garimpagem;78;1,76870748299320e-01
110004;2007;Importado;Exploração Vegetal;4;9,07029478458050e-03
110004;2007;Importado;Caça/Pesca;21;4,76190476190476e-02
110004;2007;Importado;Viajante;3;6,80272108843537e-03
110004;2007;Importado;Outros;281;6,37188208616780e-01
110004;2007;Importado;Ignorado;3;6,80272108843537e-03
110004;2007;NA;Outros;1;1,00000000000000e+00
110004;2008;Autóctone;Agricultura;4;4,00000000000000e-01
110004;2008;Autóctone;Outros;6;6,00000000000000e-01
110004;2008;Importado;Agricultura;32;3,67393800229621e-02
