mun;ano;group;qtdp;n;p
160080;2018;Importado;300-500;1;3,84615384615385e-02
160080;2018;Importado;500-10k;17;6,53846153846154e-01
160080;2018;Importado;10k-100k;1;3,84615384615385e-02
160080;2018;Importado;NA;4;1,53846153846154e-01
160080;2019;Autóctone;500-10k;3;4,28571428571429e-01
160080;2019;Autóctone;10k-100k;3;4,28571428571429e-01
160080;2019;Autóctone;NA;1;1,42857142857143e-01
160080;2019;Importado;<200;2;1,81818181818182e-01
160080;2019;Importado;200-300;1;9,09090909090909e-02
160080;2019;Importado;500-10k;3;2,72727272727273e-01
160080;2019;Importado;10k-100k;1;9,09090909090909e-02
160080;2019;Importado;NA;4;3,63636363636364e-01
160080;2020;Autóctone;500-10k;2;3,33333333333333e-01
160080;2020;Autóctone;NA;4;6,66666666666667e-01
160080;2020;Importado;500-10k;3;7,50000000000000e-01
160080;2020;Importado;NA;1;2,50000000000000e-01
170030;2007;Autóctone;200-300;1;2,00000000000000e-01
170030;2007;Autóctone;300-500;1;2,00000000000000e-01
170030;2007;Autóctone;500-10k;3;6,00000000000000e-01
170030;2013;NA;200-300;1;1,00000000000000e+00
170030;2018;Importado;10k-100k;1;1,00000000000000e+00
170030;2019;Importado;500-10k;1;1,00000000000000e+00
170035;2011;Importado;500-10k;1;1,00000000000000e+00
170070;2007;Importado;300-500;1;1,00000000000000e+00
170100;2007;Importado;200-300;2;3,33333333333333e-01
170100;2007;Importado;500-10k;4;6,66666666666667e-01
170100;2007;NA;300-500;1;5,00000000000000e-01
170100;2007;NA;500-10k;1;5,00000000000000e-01
170100;2008;Importado;<200;1;7,69230769230769e-02
170100;2008;Importado;200-300;1;7,69230769230769e-02
170100;2008;Importado;300-500;3;2,30769230769231e-01
170100;2008;Importado;500-10k;8;6,15384615384615e-01
170100;2009;Importado;300-500;1;5,00000000000000e-01
170100;2009;Importado;10k-100k;1;5,00000000000000e-01
170100;2009;NA;500-10k;1;1,00000000000000e+00
170100;2010;Importado;500-10k;1;1,00000000000000e+00
170100;2010;NA;<200;1;2,50000000000000e-01
170100;2010;NA;500-10k;3;7,50000000000000e-01
170100;2011;NA;<200;1;1,00000000000000e+00
170100;2012;Importado;500-10k;2;1,00000000000000e+00
170100;2014;NA;500-10k;1;1,00000000000000e+00
170100;2016;Importado;<200;1;1,00000000000000e+00
170100;2018;Importado;300-500;2;1,00000000000000e+00
170190;2007;Importado;<200;1;6,66666666666667e-02
170190;2007;Importado;200-300;2;1,33333333333333e-01
170190;2007;Importado;300-500;7;4,66666666666667e-01
170190;2007;Importado;500-10k;5;3,33333333333333e-01
170190;2008;Autóctone;200-300;1;1,00000000000000e+00
170190;2008;Importado;200-300;1;3,33333333333333e-01
170190;2008;Importado;500-10k;2;6,66666666666667e-01
170200;2013;Importado;300-500;2;1,00000000000000e+00
170200;2016;Importado;300-500;1;1,00000000000000e+00
170210;2007;Importado;<200;8;1,42857142857143e-01
170210;2007;Importado;200-300;2;3,57142857142857e-02
170210;2007;Importado;300-500;7;1,25000000000000e-01
170210;2007;Importado;500-10k;25;4,46428571428571e-01
170210;2007;Importado;10k-100k;13;2,32142857142857e-01
170210;2007;Importado;>100k;1;1,78571428571429e-02
170210;2007;NA;<200;1;1,11111111111111e-01
170210;2007;NA;200-300;1;1,11111111111111e-01
170210;2007;NA;300-500;1;1,11111111111111e-01
170210;2007;NA;500-10k;3;3,33333333333333e-01
170210;2007;NA;10k-100k;3;3,33333333333333e-01
170210;2008;Importado;200-300;3;8,57142857142857e-02
170210;2008;Importado;300-500;4;1,14285714285714e-01
170210;2008;Importado;500-10k;23;6,57142857142857e-01
170210;2008;Importado;10k-100k;5;1,42857142857143e-01
170210;2008;NA;300-500;1;3,33333333333333e-01
170210;2008;NA;500-10k;2;6,66666666666667e-01
170210;2009;Importado;500-10k;11;1,00000000000000e+00
170210;2009;NA;500-10k;1;1,00000000000000e+00
170210;2010;Importado;<200;1;3,33333333333333e-02
170210;2010;Importado;200-300;1;3,33333333333333e-02
170210;2010;Importado;300-500;6;2,00000000000000e-01
170210;2010;Importado;500-10k;17;5,66666666666667e-01
170210;2010;Importado;10k-100k;5;1,66666666666667e-01
170210;2010;NA;500-10k;1;1,00000000000000e+00
170210;2011;Importado;<200;4;1,81818181818182e-01
170210;2011;Importado;200-300;1;4,54545454545455e-02
170210;2011;Importado;300-500;5;2,27272727272727e-01
170210;2011;Importado;500-10k;9;4,09090909090909e-01
170210;2011;Importado;10k-100k;3;1,36363636363636e-01
170210;2011;NA;200-300;1;1,00000000000000e+00
170210;2012;Importado;300-500;3;2,30769230769231e-01
170210;2012;Importado;500-10k;8;6,15384615384615e-01
170210;2012;Importado;10k-100k;2;1,53846153846154e-01
170210;2012;NA;10k-100k;1;1,00000000000000e+00
170210;2013;Importado;300-500;1;5,00000000000000e-01
170210;2013;Importado;500-10k;1;5,00000000000000e-01
170210;2013;NA;>100k;1;1,00000000000000e+00
170210;2014;Importado;200-300;1;1,42857142857143e-01
170210;2014;Importado;500-10k;2;2,85714285714286e-01
170210;2014;Importado;10k-100k;4;5,71428571428571e-01
170210;2014;NA;500-10k;3;1,00000000000000e+00
170210;2015;Importado;<200;1;9,09090909090909e-02
170210;2015;Importado;200-300;2;1,81818181818182e-01
170210;2015;Importado;500-10k;5;4,54545454545455e-01
170210;2015;Importado;10k-100k;3;2,72727272727273e-01
170210;2015;NA;200-300;1;2,00000000000000e-01
170210;2015;NA;300-500;1;2,00000000000000e-01
170210;2015;NA;500-10k;3;6,00000000000000e-01
170210;2016;Importado;<200;1;9,09090909090909e-02
170210;2016;Importado;300-500;2;1,81818181818182e-01
170210;2016;Importado;500-10k;6;5,45454545454545e-01
170210;2016;Importado;10k-100k;2;1,81818181818182e-01
170210;2016;NA;10k-100k;1;1,00000000000000e+00
170210;2017;Importado;300-500;1;5,00000000000000e-01
170210;2017;Importado;10k-100k;1;5,00000000000000e-01
170210;2018;Importado;300-500;1;2,50000000000000e-01
170210;2018;Importado;10k-100k;3;7,50000000000000e-01
170210;2019;Importado;500-10k;3;4,28571428571429e-01
170210;2019;Importado;10k-100k;4;5,71428571428571e-01
170210;2019;NA;10k-100k;1;1,00000000000000e+00
170210;2020;Importado;300-500;2;3,33333333333333e-01
170210;2020;Importado;10k-100k;2;3,33333333333333e-01
170210;2020;Importado;NA;2;3,33333333333333e-01
170215;2007;Importado;200-300;1;2,50000000000000e-01
170215;2007;Importado;300-500;1;2,50000000000000e-01
170215;2007;Importado;10k-100k;2;5,00000000000000e-01
170215;2008;Importado;300-500;2;1,00000000000000e+00
170220;2007;Importado;<200;8;1,77777777777778e-01
170220;2007;Importado;200-300;6;1,33333333333333e-01
170220;2007;Importado;300-500;11;2,44444444444444e-01
170220;2007;Importado;500-10k;15;3,33333333333333e-01
170220;2007;Importado;10k-100k;5;1,11111111111111e-01
170220;2007;NA;<200;1;1,42857142857143e-01
170220;2007;NA;300-500;2;2,85714285714286e-01
170220;2007;NA;500-10k;2;2,85714285714286e-01
170220;2007;NA;10k-100k;1;1,42857142857143e-01
170220;2007;NA;>100k;1;1,42857142857143e-01
170220;2008;Autóctone;<200;1;5,00000000000000e-01
170220;2008;Autóctone;200-300;1;5,00000000000000e-01
170220;2008;Importado;<200;1;2,94117647058824e-02
170220;2008;Importado;200-300;1;2,94117647058824e-02
170220;2008;Importado;300-500;6;1,76470588235294e-01
170220;2008;Importado;500-10k;20;5,88235294117647e-01
170220;2008;Importado;10k-100k;6;1,76470588235294e-01
170220;2008;NA;<200;1;1,42857142857143e-01
170220;2008;NA;300-500;3;4,28571428571429e-01
170220;2008;NA;500-10k;3;4,28571428571429e-01
170220;2009;Autóctone;200-300;1;5,00000000000000e-01
170220;2009;Autóctone;300-500;1;5,00000000000000e-01
170220;2009;Importado;300-500;3;1,42857142857143e-01
170220;2009;Importado;500-10k;14;6,66666666666667e-01
170220;2009;Importado;10k-100k;3;1,42857142857143e-01
170220;2009;Importado;>100k;1;4,76190476190476e-02
170220;2009;NA;300-500;1;3,33333333333333e-01
170220;2009;NA;10k-100k;2;6,66666666666667e-01
170220;2010;Autóctone;500-10k;1;3,33333333333333e-01
170220;2010;Autóctone;10k-100k;2;6,66666666666667e-01
170220;2010;Importado;<200;1;3,33333333333333e-01
170220;2010;Importado;500-10k;1;3,33333333333333e-01
170220;2010;Importado;10k-100k;1;3,33333333333333e-01
170220;2010;NA;10k-100k;2;1,00000000000000e+00
170220;2011;Autóctone;<200;2;2,50000000000000e-01
170220;2011;Autóctone;200-300;2;2,50000000000000e-01
170220;2011;Autóctone;300-500;4;5,00000000000000e-01
170220;2011;Importado;300-500;1;1,25000000000000e-01
170220;2011;Importado;500-10k;6;7,50000000000000e-01
170220;2011;Importado;10k-100k;1;1,25000000000000e-01
170220;2011;NA;500-10k;1;1,00000000000000e+00
170220;2012;Importado;<200;2;2,50000000000000e-01
170220;2012;Importado;500-10k;5;6,25000000000000e-01
170220;2012;Importado;10k-100k;1;1,25000000000000e-01
170220;2012;NA;<200;1;5,00000000000000e-01
170220;2012;NA;10k-100k;1;5,00000000000000e-01
170220;2013;Importado;300-500;2;5,00000000000000e-01
170220;2013;Importado;500-10k;2;5,00000000000000e-01
170220;2013;NA;300-500;2;5,00000000000000e-01
170220;2013;NA;500-10k;1;2,50000000000000e-01
170220;2013;NA;10k-100k;1;2,50000000000000e-01
170220;2014;Importado;200-300;1;5,00000000000000e-01
170220;2014;Importado;10k-100k;1;5,00000000000000e-01
170220;2014;NA;300-500;1;2,50000000000000e-01
170220;2014;NA;500-10k;1;2,50000000000000e-01
170220;2014;NA;10k-100k;2;5,00000000000000e-01
170220;2015;Importado;300-500;1;5,00000000000000e-01
170220;2015;Importado;500-10k;1;5,00000000000000e-01
170220;2016;Autóctone;10k-100k;1;1,00000000000000e+00
170220;2016;Importado;200-300;1;2,00000000000000e-01
170220;2016;Importado;300-500;2;4,00000000000000e-01
170220;2016;Importado;500-10k;2;4,00000000000000e-01
170220;2017;Autóctone;<200;3;5,00000000000000e-02
170220;2017;Autóctone;200-300;2;3,33333333333333e-02
170220;2017;Autóctone;300-500;13;2,16666666666667e-01
170220;2017;Autóctone;500-10k;19;3,16666666666667e-01
170220;2017;Autóctone;10k-100k;19;3,16666666666667e-01
170220;2017;Autóctone;>100k;4;6,66666666666667e-02
170220;2017;Importado;200-300;3;9,67741935483871e-02
170220;2017;Importado;300-500;7;2,25806451612903e-01
170220;2017;Importado;500-10k;10;3,22580645161290e-01
170220;2017;Importado;10k-100k;9;2,90322580645161e-01
170220;2017;Importado;>100k;2;6,45161290322581e-02
170220;2017;NA;200-300;1;2,50000000000000e-01
170220;2017;NA;300-500;2;5,00000000000000e-01
170220;2017;NA;500-10k;1;2,50000000000000e-01
170220;2018;Autóctone;200-300;1;1,66666666666667e-01
170220;2018;Autóctone;500-10k;3;5,00000000000000e-01
170220;2018;Autóctone;10k-100k;2;3,33333333333333e-01
170220;2018;Importado;300-500;2;6,66666666666667e-01
170220;2018;Importado;10k-100k;1;3,33333333333333e-01
170220;2018;NA;500-10k;1;1,00000000000000e+00
170220;2019;Importado;200-300;2;2,85714285714286e-01
170220;2019;Importado;300-500;2;2,85714285714286e-01
170220;2019;Importado;10k-100k;3;4,28571428571429e-01
170220;2019;NA;500-10k;2;1,00000000000000e+00
170220;2020;Importado;500-10k;1;1,00000000000000e+00
170240;2009;Importado;300-500;1;1,00000000000000e+00
170255;2007;Importado;200-300;1;3,33333333333333e-01
170255;2007;Importado;500-10k;1;3,33333333333333e-01
170255;2007;Importado;10k-100k;1;3,33333333333333e-01
170255;2007;NA;200-300;1;2,00000000000000e-01
170255;2007;NA;300-500;1;2,00000000000000e-01
170255;2007;NA;500-10k;3;6,00000000000000e-01
170255;2008;Autóctone;500-10k;1;1,00000000000000e+00
170255;2008;Importado;300-500;2;2,00000000000000e-01
170255;2008;Importado;500-10k;4;4,00000000000000e-01
170255;2008;Importado;10k-100k;4;4,00000000000000e-01
170255;2008;NA;>100k;1;1,00000000000000e+00
170255;2009;Importado;300-500;3;2,14285714285714e-01
170255;2009;Importado;500-10k;5;3,57142857142857e-01
170255;2009;Importado;10k-100k;5;3,57142857142857e-01
170255;2009;Importado;>100k;1;7,14285714285714e-02
170255;2009;NA;300-500;1;1,00000000000000e+00
170255;2010;Importado;300-500;2;1,05263157894737e-01
170255;2010;Importado;500-10k;9;4,73684210526316e-01
170255;2010;Importado;10k-100k;7;3,68421052631579e-01
170255;2010;Importado;>100k;1;5,26315789473684e-02
170255;2010;NA;<200;1;3,33333333333333e-01
170255;2010;NA;300-500;1;3,33333333333333e-01
170255;2010;NA;500-10k;1;3,33333333333333e-01
170255;2011;Importado;300-500;1;3,33333333333333e-01
170255;2011;Importado;500-10k;1;3,33333333333333e-01
170255;2011;Importado;10k-100k;1;3,33333333333333e-01
170255;2011;NA;300-500;1;5,00000000000000e-01
170255;2011;NA;10k-100k;1;5,00000000000000e-01
170255;2012;Autóctone;500-10k;2;1,00000000000000e+00
170255;2012;Importado;500-10k;2;4,00000000000000e-01
170255;2012;Importado;10k-100k;2;4,00000000000000e-01
170255;2012;Importado;>100k;1;2,00000000000000e-01
170255;2013;Importado;300-500;1;1,00000000000000e+00
170255;2017;Importado;200-300;1;3,33333333333333e-01
170255;2017;Importado;300-500;2;6,66666666666667e-01
170255;2017;NA;>100k;1;1,00000000000000e+00
170255;2018;Importado;500-10k;1;5,00000000000000e-01
170255;2018;Importado;NA;1;5,00000000000000e-01
170255;2019;Importado;500-10k;1;5,00000000000000e-01
170255;2019;Importado;10k-100k;1;5,00000000000000e-01
170255;2020;Importado;500-10k;1;5,00000000000000e-01
170255;2020;Importado;10k-100k;1;5,00000000000000e-01
170380;2007;Autóctone;200-300;1;1,00000000000000e+00
170380;2007;Importado;200-300;2;6,66666666666667e-01
170380;2007;Importado;300-500;1;3,33333333333333e-01
170380;2007;NA;500-10k;1;3,33333333333333e-01
170380;2007;NA;10k-100k;2;6,66666666666667e-01
170380;2008;Autóctone;500-10k;1;1,00000000000000e+00
170380;2008;Importado;200-300;2;3,33333333333333e-01
170380;2008;Importado;300-500;3;5,00000000000000e-01
170380;2008;Importado;500-10k;1;1,66666666666667e-01
170380;2008;NA;300-500;1;1,00000000000000e+00
170380;2009;NA;300-500;3;7,50000000000000e-01
170380;2009;NA;500-10k;1;2,50000000000000e-01
170380;2010;Importado;500-10k;1;1,00000000000000e+00
170380;2012;Importado;200-300;1;5,00000000000000e-01
170380;2012;Importado;500-10k;1;5,00000000000000e-01
170389;2007;Importado;500-10k;1;1,00000000000000e+00
170389;2011;Importado;10k-100k;2;1,00000000000000e+00
170389;2019;Importado;300-500;1;5,00000000000000e-01
170389;2019;Importado;500-10k;1;5,00000000000000e-01
170390;2007;Autóctone;<200;2;1,25000000000000e-01
170390;2007;Autóctone;200-300;6;3,75000000000000e-01
170390;2007;Autóctone;300-500;1;6,25000000000000e-02
170390;2007;Autóctone;500-10k;7;4,37500000000000e-01
170390;2007;Importado;300-500;1;2,50000000000000e-01
170390;2007;Importado;500-10k;2;5,00000000000000e-01
170390;2007;Importado;10k-100k;1;2,50000000000000e-01
170390;2008;Autóctone;<200;1;1,00000000000000e+00
170390;2008;Importado;200-300;1;3,33333333333333e-01
170390;2008;Importado;300-500;2;6,66666666666667e-01
170390;2009;Autóctone;300-500;2;2,22222222222222e-01
170390;2009;Autóctone;500-10k;6;6,66666666666667e-01
170390;2009;Autóctone;10k-100k;1;1,11111111111111e-01
170390;2009;Importado;500-10k;1;1,00000000000000e+00
170390;2010;Autóctone;<200;1;2,50000000000000e-01
170390;2010;Autóctone;300-500;2;5,00000000000000e-01
170390;2010;Autóctone;500-10k;1;2,50000000000000e-01
170390;2010;Importado;300-500;1;1,00000000000000e+00
170510;2009;Importado;300-500;1;1,00000000000000e+00
170550;2007;Importado;500-10k;1;3,33333333333333e-01
170550;2007;Importado;10k-100k;2;6,66666666666667e-01
170550;2008;Importado;<200;1;1,00000000000000e+00
170550;2009;Importado;300-500;4;1,00000000000000e+00
170550;2011;Importado;500-10k;2;6,66666666666667e-01
170550;2011;Importado;10k-100k;1;3,33333333333333e-01
170550;2012;Importado;10k-100k;1;1,00000000000000e+00
170600;2007;Autóctone;300-500;1;1,00000000000000e+00
170600;2011;Importado;500-10k;1;1,00000000000000e+00
170610;2007;Importado;300-500;1;1,00000000000000e+00
170700;2008;Importado;300-500;1;1,00000000000000e+00
170700;2008;NA;<200;1;1,00000000000000e+00
170700;2020;Importado;200-300;1;3,33333333333333e-01
170700;2020;Importado;300-500;1;3,33333333333333e-01
170700;2020;Importado;>100k;1;3,33333333333333e-01
170720;2007;Importado;500-10k;1;1,00000000000000e+00
170740;2007;Importado;200-300;1;2,00000000000000e-01
170740;2007;Importado;300-500;2;4,00000000000000e-01
170740;2007;Importado;500-10k;2;4,00000000000000e-01
170740;2008;Autóctone;<200;1;1,00000000000000e+00
170740;2008;Importado;300-500;1;1,00000000000000e+00
170740;2008;NA;500-10k;1;1,00000000000000e+00
170740;2009;Autóctone;<200;1;1,00000000000000e+00
170740;2009;Importado;500-10k;1;1,00000000000000e+00
170740;2009;NA;300-500;1;5,00000000000000e-01
170740;2009;NA;500-10k;1;5,00000000000000e-01
170740;2010;Importado;500-10k;1;5,00000000000000e-01
170740;2010;Importado;10k-100k;1;5,00000000000000e-01
170740;2011;NA;10k-100k;1;5,00000000000000e-01
170740;2011;NA;>100k;1;5,00000000000000e-01
170740;2014;NA;200-300;1;3,33333333333333e-01
170740;2014;NA;500-10k;1;3,33333333333333e-01
170740;2014;NA;10k-100k;1;3,33333333333333e-01
170740;2017;Importado;10k-100k;1;1,00000000000000e+00
170740;2019;Importado;<200;5;7,14285714285714e-01
170740;2019;Importado;500-10k;1;1,42857142857143e-01
170740;2019;Importado;10k-100k;1;1,42857142857143e-01
170740;2019;NA;<200;1;5,00000000000000e-01
170740;2019;NA;500-10k;1;5,00000000000000e-01
170740;2020;Importado;500-10k;1;1,00000000000000e+00
170765;2009;Importado;500-10k;1;1,00000000000000e+00
170770;2009;Importado;500-10k;1;1,00000000000000e+00
170820;2007;Importado;<200;1;1,00000000000000e+00
170930;2007;Importado;300-500;1;3,33333333333333e-01
170930;2007;Importado;500-10k;2;6,66666666666667e-01
170930;2013;Importado;500-10k;1;1,00000000000000e+00
170930;2017;NA;500-10k;1;1,00000000000000e+00
170950;2007;Importado;300-500;1;2,50000000000000e-01
170950;2007;Importado;500-10k;3;7,50000000000000e-01
170950;2007;NA;500-10k;1;1,00000000000000e+00
170950;2008;Importado;<200;1;1,42857142857143e-01
170950;2008;Importado;500-10k;6;8,57142857142857e-01
170950;2009;Importado;<200;3;3,33333333333333e-01
170950;2009;Importado;200-300;1;1,11111111111111e-01
170950;2009;Importado;500-10k;4;4,44444444444444e-01
170950;2009;Importado;10k-100k;1;1,11111111111111e-01
170950;2009;NA;<200;1;5,00000000000000e-01
170950;2009;NA;300-500;1;5,00000000000000e-01
170950;2010;NA;500-10k;1;1,00000000000000e+00
170950;2017;Importado;<200;1;5,00000000000000e-01
170950;2017;Importado;NA;1;5,00000000000000e-01
170950;2018;Importado;500-10k;2;1,00000000000000e+00
170950;2019;Importado;>100k;1;1,00000000000000e+00
171070;2007;NA;200-300;2;6,66666666666667e-01
171070;2007;NA;300-500;1;3,33333333333333e-01
171070;2008;NA;300-500;3;7,50000000000000e-01
171070;2008;NA;500-10k;1;2,50000000000000e-01
171070;2011;Importado;<200;1;1,00000000000000e+00
171070;2013;Autóctone;300-500;6;6,00000000000000e-01
171070;2013;Autóctone;10k-100k;3;3,00000000000000e-01
171070;2013;Autóctone;>100k;1;1,00000000000000e-01
171070;2014;Autóctone;10k-100k;1;1,00000000000000e+00
171110;2008;Importado;500-10k;1;1,00000000000000e+00
171190;2007;Importado;500-10k;1;1,00000000000000e+00
171190;2009;Importado;300-500;1;1,00000000000000e+00
171190;2010;Importado;300-500;1;1,00000000000000e+00
171200;2009;Importado;<200;2;1,00000000000000e+00
171200;2010;Importado;300-500;1;1,00000000000000e+00
171245;2009;Autóctone;<200;1;5,00000000000000e-01
171245;2009;Autóctone;500-10k;1;5,00000000000000e-01
171245;2009;Importado;<200;2;2,50000000000000e-01
171245;2009;Importado;200-300;1;1,25000000000000e-01
171245;2009;Importado;300-500;1;1,25000000000000e-01
171245;2009;Importado;500-10k;4;5,00000000000000e-01
171245;2010;Importado;500-10k;1;1,00000000000000e+00
171250;2007;Importado;300-500;1;3,33333333333333e-01
171250;2007;Importado;500-10k;2;6,66666666666667e-01
171280;2008;Importado;300-500;1;1,00000000000000e+00
171320;2007;Importado;500-10k;4;1,00000000000000e+00
171320;2007;NA;500-10k;1;1,00000000000000e+00
171320;2008;NA;10k-100k;1;1,00000000000000e+00
171320;2009;NA;>100k;1;1,00000000000000e+00
171320;2010;Importado;500-10k;1;1,00000000000000e+00
171320;2010;NA;500-10k;1;1,00000000000000e+00
171320;2011;Importado;500-10k;1;3,33333333333333e-01
171320;2011;Importado;10k-100k;1;3,33333333333333e-01
171320;2011;Importado;NA;1;3,33333333333333e-01
171320;2012;Importado;NA;1;1,00000000000000e+00
171320;2013;Importado;NA;1;1,00000000000000e+00
171330;2007;Importado;500-10k;1;1,00000000000000e+00
171330;2008;Importado;<200;1;1,00000000000000e+00
171330;2016;NA;300-500;1;1,00000000000000e+00
171380;2007;Importado;<200;2;6,66666666666667e-01
171380;2007;Importado;500-10k;1;3,33333333333333e-01
171380;2008;Importado;500-10k;1;1,00000000000000e+00
171380;2008;NA;500-10k;1;1,00000000000000e+00
171380;2017;Importado;500-10k;1;1,00000000000000e+00
171500;2007;Importado;300-500;1;5,00000000000000e-01
171500;2007;Importado;500-10k;1;5,00000000000000e-01
171610;2007;Importado;<200;3;1,03448275862069e-01
171610;2007;Importado;200-300;6;2,06896551724138e-01
171610;2007;Importado;300-500;5;1,72413793103448e-01
171610;2007;Importado;500-10k;14;4,82758620689655e-01
171610;2007;Importado;10k-100k;1;3,44827586206897e-02
171610;2007;NA;500-10k;1;5,00000000000000e-01
171610;2007;NA;>100k;1;5,00000000000000e-01
171610;2008;Importado;500-10k;4;1,00000000000000e+00
171610;2008;NA;500-10k;1;3,33333333333333e-01
171610;2008;NA;10k-100k;2;6,66666666666667e-01
171610;2009;Importado;200-300;2;2,50000000000000e-01
171610;2009;Importado;300-500;2;2,50000000000000e-01
171610;2009;Importado;500-10k;4;5,00000000000000e-01
171610;2010;Importado;<200;2;1,00000000000000e+00
171610;2011;Importado;500-10k;1;1,00000000000000e+00
171610;2012;Importado;<200;1;5,00000000000000e-01
171610;2012;Importado;300-500;1;5,00000000000000e-01
171610;2012;NA;<200;1;5,00000000000000e-01
171610;2012;NA;200-300;1;5,00000000000000e-01
171610;2013;Importado;200-300;1;5,00000000000000e-01
171610;2013;Importado;500-10k;1;5,00000000000000e-01
171610;2013;NA;500-10k;1;1,00000000000000e+00
171610;2015;Importado;500-10k;1;1,00000000000000e+00
171610;2016;Importado;500-10k;1;1,00000000000000e+00
171610;2019;NA;500-10k;1;1,00000000000000e+00
171665;2007;Importado;200-300;1;1,00000000000000e+00
171665;2017;Importado;200-300;1;1,00000000000000e+00
171665;2020;Importado;10k-100k;1;1,00000000000000e+00
171750;2007;Autóctone;300-500;3;5,00000000000000e-01
171750;2007;Autóctone;500-10k;3;5,00000000000000e-01
171750;2007;Importado;<200;1;5,00000000000000e-01
171750;2007;Importado;300-500;1;5,00000000000000e-01
171820;2007;Autóctone;500-10k;1;5,00000000000000e-01
171820;2007;Autóctone;10k-100k;1;5,00000000000000e-01
171820;2007;Importado;500-10k;1;1,00000000000000e+00
171820;2010;Importado;10k-100k;1;1,00000000000000e+00
171820;2011;Importado;<200;1;1,00000000000000e+00
171820;2013;Importado;500-10k;1;1,00000000000000e+00
171820;2013;NA;500-10k;1;1,00000000000000e+00
171820;2015;Importado;500-10k;1;1,00000000000000e+00
171820;2017;NA;10k-100k;1;1,00000000000000e+00
171830;2007;NA;<200;2;5,00000000000000e-01
171830;2007;NA;500-10k;2;5,00000000000000e-01
171830;2008;Importado;<200;1;1,00000000000000e+00
171830;2009;Importado;300-500;5;8,33333333333333e-01
171830;2009;Importado;500-10k;1;1,66666666666667e-01
171830;2009;NA;<200;1;1,66666666666667e-01
171830;2009;NA;200-300;2;3,33333333333333e-01
171830;2009;NA;300-500;1;1,66666666666667e-01
171830;2009;NA;500-10k;1;1,66666666666667e-01
171830;2009;NA;10k-100k;1;1,66666666666667e-01
171830;2010;Importado;300-500;3;1,00000000000000e+00
171830;2010;NA;<200;1;3,33333333333333e-01
171830;2010;NA;200-300;1;3,33333333333333e-01
171830;2010;NA;300-500;1;3,33333333333333e-01
171830;2011;Importado;300-500;1;1,00000000000000e+00
171830;2011;NA;200-300;2;6,66666666666667e-01
171830;2011;NA;300-500;1;3,33333333333333e-01
171855;2007;Autóctone;200-300;1;2,50000000000000e-01
171855;2007;Autóctone;300-500;2;5,00000000000000e-01
171855;2007;Autóctone;500-10k;1;2,50000000000000e-01
171855;2007;Importado;300-500;1;3,33333333333333e-01
171855;2007;Importado;500-10k;2;6,66666666666667e-01
171855;2011;Importado;NA;1;1,00000000000000e+00
171855;2012;Importado;500-10k;1;1,00000000000000e+00
171855;2015;Importado;10k-100k;1;1,00000000000000e+00
171875;2007;Importado;<200;2;6,66666666666667e-01
171875;2007;Importado;300-500;1;3,33333333333333e-01
172000;2012;Importado;500-10k;1;1,00000000000000e+00
172010;2008;Autóctone;500-10k;1;1,00000000000000e+00
172010;2008;Importado;500-10k;1;1,00000000000000e+00
172030;2007;NA;<200;1;1,00000000000000e+00
172030;2008;Importado;<200;1;1,00000000000000e+00
172030;2010;Autóctone;300-500;1;1,00000000000000e+00
172030;2010;Importado;300-500;1;3,33333333333333e-01
172030;2010;Importado;500-10k;2;6,66666666666667e-01
172030;2018;Importado;<200;1;1,00000000000000e+00
172065;2007;Importado;<200;1;3,33333333333333e-01
172065;2007;Importado;500-10k;2;6,66666666666667e-01
172080;2007;NA;<200;1;2,50000000000000e-01
172080;2007;NA;200-300;2;5,00000000000000e-01
172080;2007;NA;500-10k;1;2,50000000000000e-01
172080;2008;Importado;200-300;1;1,00000000000000e+00
172080;2008;NA;200-300;1;3,33333333333333e-01
172080;2008;NA;300-500;1;3,33333333333333e-01
172080;2008;NA;500-10k;1;3,33333333333333e-01
172080;2009;NA;200-300;1;2,00000000000000e-01
172080;2009;NA;300-500;3;6,00000000000000e-01
172080;2009;NA;500-10k;1;2,00000000000000e-01
172080;2010;Autóctone;200-300;1;1,00000000000000e+00
172080;2011;Importado;500-10k;1;1,00000000000000e+00
172080;2011;NA;500-10k;2;1,00000000000000e+00
172093;2007;Autóctone;500-10k;1;1,00000000000000e+00
172093;2008;Autóctone;500-10k;1;1,00000000000000e+00
172100;2007;Importado;<200;4;1,33333333333333e-01
172100;2007;Importado;200-300;5;1,66666666666667e-01
172100;2007;Importado;300-500;5;1,66666666666667e-01
172100;2007;Importado;500-10k;10;3,33333333333333e-01
172100;2007;Importado;10k-100k;5;1,66666666666667e-01
172100;2007;Importado;>100k;1;3,33333333333333e-02
172100;2007;NA;<200;1;1,11111111111111e-01
172100;2007;NA;200-300;1;1,11111111111111e-01
172100;2007;NA;300-500;2;2,22222222222222e-01
172100;2007;NA;500-10k;4;4,44444444444444e-01
172100;2007;NA;>100k;1;1,11111111111111e-01
172100;2008;Importado;<200;1;1,00000000000000e-01
172100;2008;Importado;500-10k;7;7,00000000000000e-01
172100;2008;Importado;10k-100k;2;2,00000000000000e-01
172100;2008;NA;<200;1;1,00000000000000e-01
172100;2008;NA;300-500;2;2,00000000000000e-01
172100;2008;NA;500-10k;6;6,00000000000000e-01
172100;2008;NA;>100k;1;1,00000000000000e-01
