origem;destino;ano;fluxos
110147;510704;2007;   1
110148;110004;2008;   1
110148;110004;2011;   1
110148;510517;2013;   1
110149;110001;2009;   1
110149;110001;2011;   1
110149;110001;2016;   1
110149;110008;2015;   1
110149;110008;2019;   1
110149;110009;2012;   1
110149;110010;2007;   1
110149;110010;2014;   1
110149;110010;2016;   1
110149;110012;2011;   1
110149;110012;2013;   1
110149;110012;2014;   1
110149;110014;2012;   1
110149;110018;2010;   1
110149;110018;2012;   1
110149;110018;2015;   1
110149;110020;2007;   1
110149;110020;2009;   1
110149;110020;2012;   1
110149;110020;2017;   1
110149;110025;2013;   1
110149;110028;2008;   1
110149;110028;2010;   1
110149;110032;2008;   1
110149;110092;2009;   1
110149;110094;2009;   1
110149;110094;2010;   1
110149;110094;2020;   1
110149;110120;2007;   1
110149;110130;2009;   1
110149;110150;2011;   1
110149;110155;2007;   1
110149;110170;2007;   1
110149;110170;2008;   1
110149;110170;2009;   1
110149;110175;2009;   1
110149;120040;2011;   1
110149;130090;2011;   1
110149;130170;2016;   1
110149;130270;2012;   1
110149;130270;2013;   1
110149;150360;2009;   1
110149;510704;2008;   1
110149;510795;2008;   1
110150;110002;2012;   1
110150;110004;2016;   1
110150;110012;2008;   1
110150;110012;2011;   1
110150;110012;2012;   1
110150;110014;2007;   1
110150;110020;2009;   1
110150;110025;2008;   1
110150;110028;2007;   1
110150;110028;2011;   1
110150;110028;2018;   1
110150;110030;2011;   1
110150;110032;2008;   1
110150;110032;2009;   1
110150;110032;2010;   1
110150;110037;2007;   1
110150;110149;2007;   1
110150;110149;2008;   1
110150;120040;2007;   1
110150;130014;2007;   1
110150;510325;2016;   1
110155;110025;2010;   1
110155;130090;2017;   1
110155;150812;2015;   1
110160;110002;2011;   1
110160;110007;2009;   1
110160;110011;2017;   1
110160;110012;2009;   1
110160;110013;2007;   1
110160;110013;2008;   1
110160;110013;2015;   1
110160;110015;2009;   1
110160;110020;2017;   1
110160;110026;2007;   1
110160;110026;2008;   1
110160;110028;2007;   1
110160;110030;2008;   1
110160;110032;2007;   1
110160;110034;2007;   1
110160;110034;2010;   1
110160;110040;2014;   1
110160;110060;2009;   1
110160;110060;2013;   1
110160;110094;2007;   1
110160;110100;2009;   1
110160;110130;2011;   1
110160;110143;2009;   1
110160;110143;2011;   1
110160;110170;2009;   1
110160;110180;2007;   1
110160;110180;2008;   1
110160;110180;2017;   1
110160;130170;2019;   1
110160;210330;2007;   1
110160;310110;2009;   1
110160;410940;2007;   1
110160;510325;2007;   1
110170;110002;2014;   1
110170;110004;2008;   1
110170;110004;2013;   1
110170;110012;2008;   1
110170;110012;2009;   1
110170;110012;2010;   1
110170;110012;2012;   1
110170;110012;2014;   1
110170;110012;2016;   1
110170;110012;2020;   1
110170;110015;2009;   1
110170;110015;2013;   1
110170;110020;2007;   1
110170;110020;2012;   1
110170;110020;2013;   1
110170;110028;2007;   1
110170;110034;2007;   1
110170;110034;2009;   1
110170;110034;2015;   1
110170;110045;2007;   1
110170;110110;2008;   1
110170;110110;2011;   1
110170;110130;2008;   1
110170;110150;2011;   1
110170;120010;2007;   1
110170;130014;2009;   1
110170;130260;2014;   1
110175;110002;2012;   1
110175;110002;2017;   1
110175;110004;2007;   1
110175;110009;2012;   1
110175;110011;2012;   1
110175;110011;2015;   1
110175;110011;2017;   1
110175;110012;2015;   1
110175;110012;2016;   1
110175;110012;2018;   1
110175;110013;2020;   1
110175;110015;2008;   1
110175;110015;2017;   1
110175;110020;2012;   1
110175;110025;2010;   1
110175;110025;2019;   1
110175;110028;2007;   1
110175;110029;2011;   1
110175;110030;2007;   1
110175;110030;2009;   1
110175;110030;2015;   1
110175;110032;2008;   1
110175;110032;2009;   1
110175;110045;2015;   1
110175;110080;2014;   1
110175;110090;2010;   1
110175;110094;2008;   1
110175;110094;2009;   1
110175;110094;2013;   1
110175;110100;2010;   1
110175;110100;2011;   1
110175;110100;2015;   1
110175;110110;2012;   1
110175;110140;2007;   1
110175;110140;2009;   1
110175;110155;2009;   1
110175;110160;2007;   1
110175;110160;2014;   1
110175;110170;2019;   1
110175;110180;2008;   1
110175;110180;2009;   1
110175;110180;2015;   1
110175;140010;2013;   1
110175;510267;2008;   1
110175;510325;2007;   1
110175;510325;2016;   1
110180;110010;2016;   1
110180;110011;2008;   1
110180;110013;2017;   1
110180;110015;2011;   1
110180;110030;2017;   1
110180;110045;2007;   1
110180;110130;2008;   1
110180;110175;2007;   1
110180;110175;2008;   1
110180;210530;2019;   1
120001;110002;2010;   1
120001;110006;2010;   1
120001;110011;2010;   1
120001;110012;2007;   1
120001;110012;2008;   1
120001;110015;2011;   1
120001;110018;2009;   1
120001;110020;2009;   1
120001;110030;2014;   1
120001;110033;2011;   1
120001;110045;2009;   1
120001;110045;2010;   1
120001;110148;2007;   1
120001;110150;2007;   1
120001;120010;2008;   1
120001;120010;2013;   1
120001;120017;2018;   1
120001;120038;2009;   1
120001;120038;2011;   1
120001;120038;2012;   1
120001;120038;2017;   1
120001;120042;2018;   1
120001;120045;2008;   1
120001;120045;2014;   1
120001;120050;2007;   1
120001;120080;2007;   1
120001;120080;2008;   1
120001;120080;2019;   1
120001;130070;2007;   1
120001;130070;2013;   1
120001;130170;2007;   1
120001;130170;2016;   1
120001;130240;2011;   1
120001;130240;2013;   1
120001;130260;2011;   1
120001;130260;2015;   1
120001;130260;2016;   1
120001;130356;2017;   1
120001;150080;2007;   1
120001;150080;2008;   1
120001;210542;2013;   1
120001;210740;2009;   1
120001;250750;2012;   1
120005;110005;2007;   1
120005;110020;2010;   1
120005;120010;2014;   1
120005;120040;2007;   1
120005;120040;2010;   1
120005;120040;2014;   1
120005;120040;2016;   1
120005;120040;2017;   1
120005;130165;2010;   1
120010;110002;2009;   1
120010;110002;2011;   1
120010;110012;2010;   1
120010;110020;2015;   1
120010;110045;2007;   1
120010;120020;2012;   1
120010;120025;2010;   1
120010;120025;2013;   1
120010;120040;2011;   1
120010;120040;2012;   1
120010;120040;2014;   1
120010;130180;2008;   1
120010;510170;2018;   1
120010;510345;2011;   1
120013;110020;2011;   1
120013;120017;2007;   1
120013;120020;2008;   1
120013;120033;2007;   1
120013;120033;2015;   1
120013;120038;2016;   1
120013;120038;2019;   1
120013;120045;2016;   1
120013;120045;2017;   1
120013;120045;2019;   1
120013;120045;2020;   1
120013;120080;2007;   1
120017;110009;2008;   1
120017;110020;2012;   1
120017;110110;2008;   1
120017;120001;2015;   1
120017;120013;2012;   1
120017;120040;2011;   1
120017;120040;2016;   1
120017;120045;2010;   1
120017;120045;2011;   1
120017;120045;2012;   1
120017;120045;2019;   1
120017;120070;2007;   1
120017;130190;2008;   1
120017;130260;2007;   1
120020;110002;2009;   1
120020;110004;2011;   1
120020;110004;2015;   1
120020;110010;2017;   1
120020;110010;2018;   1
120020;110012;2009;   1
120020;110012;2015;   1
120020;110012;2017;   1
120020;110014;2017;   1
120020;110015;2011;   1
120020;110018;2016;   1
120020;110020;2020;   1
120020;110025;2010;   1
120020;110030;2008;   1
120020;110030;2010;   1
120020;110030;2013;   1
120020;110030;2017;   1
120020;110034;2015;   1
120020;110040;2016;   1
120020;110080;2016;   1
120020;110140;2010;   1
120020;110143;2018;   1
120020;120001;2007;   1
120020;120001;2013;   1
120020;120001;2015;   1
120020;120010;2008;   1
120020;120010;2014;   1
120020;120013;2008;   1
120020;120013;2011;   1
120020;120013;2012;   1
120020;120013;2014;   1
120020;120013;2015;   1
120020;120013;2016;   1
120020;120013;2020;   1
120020;120017;2013;   1
120020;120017;2015;   1
120020;120025;2010;   1
120020;120025;2020;   1
120020;120030;2019;   1
120020;120032;2010;   1
120020;120032;2017;   1
120020;120034;2007;   1
120020;120034;2014;   1
120020;120038;2009;   1
120020;120038;2013;   1
120020;120038;2019;   1
120020;120043;2015;   1
120020;120043;2017;   1
120020;120045;2008;   1
120020;120045;2009;   1
120020;120045;2020;   1
120020;120050;2007;   1
120020;120050;2012;   1
120020;120050;2019;   1
120020;120070;2012;   1
120020;120070;2018;   1
120020;120070;2019;   1
120020;120080;2008;   1
120020;120080;2009;   1
120020;120080;2014;   1
120020;130020;2007;   1
120020;130020;2011;   1
120020;130020;2017;   1
120020;130070;2011;   1
120020;130070;2015;   1
120020;130080;2010;   1
120020;130080;2013;   1
120020;130130;2017;   1
120020;130140;2009;   1
120020;130140;2019;   1
120020;130150;2013;   1
120020;130150;2014;   1
120020;130150;2015;   1
120020;130150;2017;   1
120020;130170;2013;   1
120020;130185;2017;   1
120020;130190;2015;   1
120020;130240;2018;   1
120020;130340;2008;   1
120020;130350;2015;   1
120020;130356;2007;   1
120020;130356;2014;   1
120020;130356;2015;   1
120020;140010;2018;   1
120020;140015;2018;   1
120020;150080;2014;   1
120020;150140;2013;   1
120020;150140;2016;   1
120020;150240;2018;   1
120020;150390;2007;   1
120020;150390;2019;   1
120020;150613;2013;   1
120020;150620;2007;   1
120020;172100;2010;   1
120020;241340;2007;   1
120020;317020;2007;   1
120020;411970;2016;   1
120020;420640;2013;   1
120020;510140;2014;   1
120020;510305;2017;   1
120020;510340;2014;   1
120020;510340;2017;   1
120020;510515;2008;   1
120020;510515;2019;   1
120020;510704;2013;   1
120020;510760;2014;   1
120020;520870;2020;   1
120020;520890;2009;   1
120020;530010;2018;   1
120025;110013;2015;   1
120025;110018;2008;   1
120025;110018;2010;   1
120025;110020;2013;   1
120025;110020;2014;   1
120025;120040;2007;   1
120030;120020;2007;   1
120030;120020;2008;   1
120030;120020;2013;   1
120030;120020;2015;   1
120030;120020;2017;   1
120030;120033;2015;   1
120030;120040;2007;   1
120030;120040;2008;   1
120030;120040;2011;   1
120030;120040;2013;   1
120030;120040;2014;   1
120030;120042;2007;   1
120030;120042;2011;   1
120030;120045;2010;   1
120030;120060;2009;   1
120030;130140;2017;   1
120030;130150;2009;   1
120030;130150;2012;   1
120030;130150;2013;   1
120030;130150;2014;   1
120030;130180;2009;   1
120030;130260;2017;   1
120030;130260;2018;   1
120030;510622;2014;   1
120030;510840;2007;   1
120032;110011;2007;   1
120032;120020;2008;   1
120032;120020;2009;   1
120032;120020;2015;   1
120032;120030;2009;   1
120032;120033;2018;   1
120032;120039;2013;   1
120032;120040;2009;   1
120032;120040;2014;   1
120032;120060;2007;   1
120032;120060;2009;   1
120032;120060;2010;   1
120032;120060;2014;   1
120032;120070;2007;   1
120033;110004;2013;   1
120033;110020;2016;   1
120033;110020;2017;   1
120033;120001;2010;   1
120033;120001;2018;   1
120033;120001;2020;   1
120033;120010;2018;   1
120033;120010;2019;   1
120033;120013;2010;   1
120033;120013;2014;   1
120033;120013;2017;   1
120033;120017;2016;   1
120033;120017;2019;   1
120033;120030;2007;   1
120033;120030;2011;   1
120033;120030;2012;   1
120033;120030;2015;   1
120033;120032;2017;   1
120033;120034;2018;   1
120033;120035;2008;   1
120033;120035;2010;   1
120033;120035;2012;   1
120033;120035;2015;   1
120033;120038;2009;   1
120033;120038;2014;   1
120033;120038;2016;   1
120033;120038;2019;   1
120033;120039;2007;   1
120033;120039;2009;   1
120033;120039;2011;   1
120033;120039;2013;   1
120033;120043;2010;   1
120033;120045;2014;   1
120033;120050;2007;   1
120033;120050;2011;   1
120033;120050;2018;   1
120033;120060;2008;   1
120033;120060;2010;   1
120033;120060;2011;   1
120033;120060;2014;   1
120033;120070;2019;   1
120033;120080;2016;   1
120033;120080;2017;   1
120033;130070;2018;   1
120033;130165;2020;   1
120033;130180;2011;   1
120033;130180;2012;   1
120033;130180;2016;   1
120033;130180;2019;   1
120033;130185;2016;   1
120033;130260;2010;   1
120033;130260;2011;   1
120033;130260;2015;   1
120033;130260;2019;   1
120033;130260;2020;   1
120033;130340;2013;   1
120033;150835;2014;   1
120034;110020;2018;   1
120034;110033;2009;   1
120034;120020;2012;   1
120034;120040;2007;   1
120034;120040;2014;   1
120034;120040;2018;   1
120034;120042;2009;   1
120034;130260;2007;   1
120035;120020;2019;   1
120035;120020;2020;   1
120035;120033;2019;   1
120035;120039;2007;   1
120035;120039;2010;   1
120035;120039;2013;   1
120035;120040;2011;   1
120035;120040;2012;   1
120035;120042;2008;   1
120035;120042;2014;   1
120035;120042;2015;   1
120035;130165;2009;   1
120035;130165;2019;   1
120038;110011;2011;   1
120038;110018;2019;   1
120038;110020;2013;   1
120038;110020;2019;   1
120038;120001;2012;   1
120038;120001;2013;   1
120038;120001;2016;   1
120038;120001;2018;   1
120038;120013;2020;   1
120038;120017;2008;   1
120038;120017;2010;   1
120038;120017;2018;   1
120038;120020;2008;   1
120038;120025;2007;   1
120038;120045;2012;   1
120038;120045;2014;   1
120038;120045;2015;   1
120038;120050;2007;   1
120038;120080;2019;   1
120038;130350;2009;   1
120038;130350;2010;   1
120039;110020;2015;   1
120039;120030;2011;   1
120039;120033;2007;   1
120039;120033;2013;   1
120039;120033;2016;   1
120039;120033;2019;   1
120039;120035;2009;   1
120039;120035;2012;   1
120039;120040;2008;   1
120039;120042;2009;   1
120039;120042;2011;   1
120039;120042;2012;   1
120039;120060;2015;   1
120039;130165;2012;   1
120039;130180;2015;   1
120040;110002;2007;   1
120040;110002;2010;   1
120040;110002;2012;   1
120040;110002;2013;   1
120040;110002;2018;   1
120040;110004;2010;   1
120040;110005;2007;   1
120040;110009;2007;   1
120040;110010;2011;   1
120040;110010;2014;   1
120040;110011;2007;   1
120040;110012;2007;   1
120040;110012;2009;   1
120040;110012;2011;   1
120040;110013;2009;   1
120040;110013;2014;   1
120040;110015;2007;   1
120040;110015;2008;   1
120040;110015;2010;   1
120040;110015;2013;   1
120040;110015;2017;   1
120040;110018;2010;   1
120040;110018;2013;   1
120040;110020;2020;   1
120040;110025;2008;   1
120040;110028;2020;   1
120040;110030;2009;   1
120040;110030;2010;   1
120040;110030;2015;   1
120040;110033;2009;   1
120040;110040;2018;   1
120040;110045;2007;   1
120040;110045;2012;   1
120040;110070;2008;   1
120040;110080;2009;   1
120040;110080;2010;   1
120040;110110;2007;   1
120040;110110;2011;   1
120040;110130;2018;   1
120040;120001;2007;   1
120040;120001;2008;   1
120040;120001;2016;   1
120040;120010;2010;   1
120040;120010;2011;   1
120040;120010;2016;   1
120040;120013;2007;   1
120040;120013;2012;   1
120040;120013;2014;   1
120040;120013;2016;   1
120040;120020;2009;   1
120040;120020;2010;   1
120040;120020;2012;   1
120040;120020;2013;   1
120040;120020;2014;   1
120040;120020;2018;   1
120040;120025;2007;   1
120040;120025;2010;   1
120040;120030;2014;   1
120040;120030;2015;   1
120040;120030;2020;   1
120040;120032;2012;   1
120040;120033;2007;   1
120040;120033;2010;   1
120040;120038;2007;   1
120040;120038;2010;   1
120040;120038;2011;   1
120040;120038;2012;   1
120040;120039;2013;   1
120040;120042;2012;   1
120040;120042;2018;   1
120040;120045;2015;   1
120040;120045;2019;   1
120040;120050;2017;   1
120040;120060;2013;   1
120040;120070;2007;   1
120040;120070;2015;   1
120040;120080;2010;   1
120040;130050;2017;   1
120040;130070;2011;   1
120040;130070;2014;   1
120040;130070;2019;   1
120040;130140;2013;   1
120040;130150;2019;   1
120040;130165;2008;   1
120040;130165;2012;   1
120040;130165;2017;   1
120040;130170;2011;   1
120040;130170;2016;   1
120040;130180;2017;   1
120040;130180;2019;   1
120040;130185;2013;   1
120040;130190;2016;   1
120040;130240;2007;   1
120040;130240;2009;   1
120040;130240;2011;   1
120040;130250;2008;   1
120040;130260;2012;   1
120040;130260;2015;   1
120040;130260;2020;   1
120040;130270;2007;   1
120040;130350;2009;   1
120040;130350;2011;   1
120040;130350;2012;   1
120040;130350;2015;   1
120040;130350;2020;   1
120040;140010;2010;   1
120040;140010;2018;   1
120040;150140;2008;   1
120040;150140;2014;   1
120040;150270;2007;   1
120040;170930;2011;   1
120040;170930;2015;   1
120040;210330;2020;   1
120040;210594;2007;   1
120040;210860;2010;   1
120040;241340;2012;   1
120040;250070;2008;   1
120040;251040;2014;   1
120040;350160;2010;   1
120040;352480;2010;   1
120040;353920;2019;   1
120040;355100;2011;   1
120040;355500;2013;   1
120040;355580;2007;   1
120040;355710;2011;   1
120040;412230;2012;   1
120040;420675;2012;   1
120040;510130;2010;   1
120040;510330;2007;   1
120040;510340;2007;   1
120040;510340;2009;   1
120040;510340;2013;   1
120040;510618;2008;   1
120040;510675;2008;   1
120040;510675;2013;   1
120040;510760;2009;   1
120040;510760;2011;   1
120040;510760;2012;   1
120040;510787;2020;   1
120040;510790;2015;   1
120040;510795;2012;   1
120040;510795;2017;   1
120040;510840;2009;   1
120040;520110;2007;   1
120040;520140;2010;   1
120040;520870;2009;   1
120042;110020;2010;   1
120042;110020;2015;   1
120042;110030;2016;   1
120042;120025;2007;   1
120042;120025;2016;   1
120042;120030;2012;   1
120042;120030;2013;   1
120042;120030;2015;   1
120042;120030;2017;   1
120042;120032;2007;   1
120042;120035;2007;   1
120042;120035;2010;   1
120042;120035;2011;   1
120042;120038;2014;   1
120042;120039;2007;   1
120042;120039;2009;   1
120042;120039;2020;   1
120042;120043;2015;   1
120042;120050;2018;   1
120042;120060;2017;   1
120042;120060;2019;   1
120042;120060;2020;   1
120042;120080;2009;   1
120042;120080;2012;   1
120042;130165;2019;   1
120042;130180;2009;   1
120042;130190;2017;   1
120042;130260;2016;   1
120042;130420;2012;   1
120042;150240;2013;   1
120042;150815;2014;   1
120042;430225;2018;   1
120042;510250;2013;   1
120043;110020;2012;   1
120043;110020;2014;   1
120043;120001;2012;   1
120043;120040;2008;   1
120043;120040;2010;   1
120043;120040;2012;   1
120043;120040;2015;   1
120043;130260;2014;   1
120045;110020;2010;   1
120045;110020;2013;   1
120045;110060;2015;   1
120045;120001;2009;   1
120045;120001;2015;   1
120045;120001;2018;   1
120045;120001;2020;   1
120045;120010;2019;   1
120045;120010;2020;   1
120045;120013;2020;   1
120045;120017;2020;   1
120045;120020;2016;   1
120045;120020;2017;   1
120045;120020;2019;   1
120045;120020;2020;   1
120045;120038;2016;   1
120045;120038;2020;   1
120045;120050;2019;   1
120045;120060;2017;   1
120045;120070;2007;   1
120045;120080;2012;   1
120045;120080;2016;   1
120050;110002;2010;   1
120050;110020;2008;   1
120050;110020;2010;   1
120050;110030;2015;   1
120050;120020;2008;   1
120050;120020;2010;   1
120050;120030;2016;   1
120050;120040;2008;   1
120050;120040;2011;   1
120050;120040;2012;   1
120050;120040;2016;   1
120050;120040;2020;   1
120050;120042;2009;   1
120050;120060;2013;   1
120050;120070;2012;   1
120050;130070;2008;   1
120050;150680;2011;   1
120060;120017;2007;   1
120060;120030;2011;   1
120060;120032;2009;   1
120060;120032;2010;   1
120060;120032;2012;   1
120060;120033;2007;   1
120060;120033;2011;   1
120060;120033;2012;   1
120060;120033;2013;   1
120060;120033;2016;   1
120060;120034;2013;   1
120060;120035;2010;   1
120060;120035;2015;   1
120060;120039;2010;   1
120060;120040;2008;   1
120060;120042;2012;   1
120060;120042;2016;   1
120060;120045;2011;   1
120060;120050;2012;   1
120060;130150;2015;   1
120060;130150;2016;   1
120060;130165;2008;   1
120060;130165;2011;   1
120060;130165;2020;   1
120060;130180;2019;   1
120060;230440;2009;   1
120070;110020;2012;   1
120070;110020;2015;   1
120070;110020;2017;   1
120070;110040;2015;   1
120070;120001;2008;   1
120070;120013;2007;   1
120070;120017;2008;   1
120070;120017;2010;   1
120070;120020;2015;   1
120070;120025;2007;   1
120070;120038;2018;   1
120070;120040;2013;   1
120070;120045;2008;   1
120070;120045;2010;   1
120070;120045;2013;   1
120070;120080;2008;   1
120070;130170;2019;   1
120080;110034;2010;   1
120080;120001;2007;   1
120080;120001;2011;   1
120080;120005;2010;   1
120080;120013;2007;   1
120080;120013;2014;   1
120080;120013;2015;   1
120080;120017;2012;   1
120080;120020;2010;   1
120080;120020;2012;   1
120080;120034;2007;   1
120080;120038;2009;   1
120080;120038;2020;   1
120080;120042;2012;   1
120080;120045;2009;   1
120080;120070;2012;   1
120080;130040;2011;   1
120080;130070;2011;   1
120080;130170;2011;   1
120080;130240;2012;   1
120080;130260;2008;   1
120080;130260;2013;   1
120080;130260;2015;   1
120080;130270;2011;   1
120080;130340;2018;   1
120080;150420;2008;   1
120080;150442;2011;   1
120080;210550;2012;   1
120080;211130;2010;   1
120080;510130;2011;   1
120080;510675;2007;   1
130002;110002;2019;   1
130002;110011;2007;   1
130002;110020;2007;   1
130002;120042;2011;   1
130002;130060;2018;   1
130002;130080;2013;   1
130002;130100;2018;   1
130002;130115;2014;   1
130002;130115;2015;   1
130002;130120;2009;   1
130002;130120;2011;   1
130002;130120;2018;   1
130002;130160;2009;   1
130002;130160;2014;   1
130002;130185;2008;   1
130002;130210;2009;   1
130002;130210;2014;   1
130002;130210;2015;   1
130002;130210;2017;   1
130002;130220;2008;   1
130002;130220;2012;   1
130002;130230;2009;   1
130002;130230;2015;   1
130002;130230;2016;   1
130002;130230;2018;   1
130002;130255;2008;   1
130002;130260;2020;   1
130002;130280;2013;   1
130002;130280;2017;   1
130002;130280;2020;   1
130002;130310;2013;   1
130002;130406;2012;   1
130002;130423;2011;   1
130002;130426;2007;   1
130002;130426;2010;   1
130002;130426;2018;   1
130002;130426;2019;   1
130002;130426;2020;   1
130002;140010;2010;   1
130002;140047;2019;   1
130002;150619;2008;   1
130002;510515;2011;   1
130002;510515;2016;   1
130006;110002;2008;   1
130006;110011;2007;   1
130006;110011;2008;   1
130006;110028;2007;   1
130006;110045;2009;   1
130006;110045;2010;   1
130006;110045;2013;   1
130006;110045;2015;   1
130006;110070;2013;   1
130006;130020;2012;   1
130006;130020;2018;   1
130006;130060;2007;   1
130006;130060;2011;   1
130006;130060;2017;   1
130006;130060;2018;   1
130006;130250;2014;   1
130006;130260;2008;   1
130006;130260;2009;   1
130006;130260;2011;   1
130006;130260;2016;   1
130006;130260;2018;   1
130006;130370;2013;   1
130006;130370;2017;   1
130006;130390;2007;   1
130006;130390;2012;   1
130006;130390;2015;   1
130006;130406;2011;   1
130006;130406;2012;   1
130006;130406;2014;   1
130006;150140;2008;   1
130006;150293;2007;   1
130006;150370;2009;   1
130006;150506;2007;   1
130006;210542;2008;   1
130006;510410;2011;   1
130006;510515;2007;   1
130008;110011;2008;   1
130008;130010;2009;   1
130008;130010;2012;   1
130008;130063;2010;   1
130008;130083;2016;   1
130008;130120;2007;   1
130008;130120;2008;   1
130008;130130;2008;   1
130008;130250;2009;   1
130008;130250;2013;   1
130008;130250;2014;   1
130008;130260;2010;   1
130008;130260;2013;   1
130008;130340;2007;   1
130008;140010;2017;   1
130008;140047;2014;   1
130008;150080;2009;   1
130008;150309;2008;   1
130008;150375;2015;   1
130008;150375;2016;   1
130008;150548;2018;   1
130008;150680;2012;   1
130008;211280;2014;   1
130008;510760;2018;   1
130010;110020;2010;   1
130010;110045;2015;   1
130010;130008;2007;   1
130010;130063;2008;   1
130010;130063;2009;   1
130010;130063;2020;   1
130010;130160;2009;   1
130010;130185;2007;   1
130010;130185;2015;   1
130010;130260;2009;   1
130010;130260;2014;   1
130010;130260;2015;   1
130010;130260;2016;   1
130010;130260;2019;   1
130010;130340;2008;   1
130010;130356;2016;   1
130010;130410;2009;   1
130010;150730;2011;   1
130014;110001;2010;   1
130014;110003;2007;   1
130014;110004;2010;   1
130014;110004;2011;   1
130014;110004;2012;   1
130014;110004;2020;   1
130014;110006;2010;   1
130014;110007;2008;   1
130014;110009;2010;   1
130014;110009;2013;   1
130014;110010;2007;   1
130014;110010;2008;   1
130014;110011;2010;   1
130014;110011;2012;   1
130014;110011;2014;   1
130014;110011;2015;   1
130014;110011;2017;   1
130014;110012;2010;   1
130014;110012;2013;   1
130014;110012;2016;   1
130014;110012;2019;   1
130014;110012;2020;   1
130014;110013;2012;   1
130014;110013;2015;   1
130014;110013;2016;   1
130014;110013;2017;   1
130014;110014;2007;   1
130014;110015;2013;   1
130014;110015;2016;   1
130014;110018;2010;   1
130014;110020;2017;   1
130014;110025;2009;   1
130014;110025;2010;   1
130014;110025;2019;   1
130014;110028;2008;   1
130014;110028;2011;   1
130014;110028;2017;   1
130014;110029;2007;   1
130014;110030;2009;   1
130014;110030;2010;   1
130014;110032;2008;   1
130014;110032;2019;   1
130014;110033;2007;   1
130014;110033;2014;   1
130014;110037;2007;   1
130014;110040;2010;   1
130014;110040;2011;   1
130014;110040;2017;   1
130014;110040;2018;   1
130014;110045;2015;   1
130014;110045;2016;   1
130014;110045;2018;   1
130014;110060;2019;   1
130014;110070;2009;   1
130014;110070;2015;   1
130014;110080;2007;   1
130014;110080;2008;   1
130014;110094;2010;   1
130014;110094;2015;   1
130014;110094;2017;   1
130014;110094;2019;   1
130014;110100;2008;   1
130014;110110;2009;   1
130014;110110;2012;   1
130014;110120;2010;   1
130014;110130;2019;   1
130014;110140;2010;   1
130014;110140;2013;   1
130014;110140;2016;   1
130014;110140;2018;   1
130014;110148;2010;   1
130014;110149;2019;   1
130014;110149;2020;   1
130014;110150;2007;   1
130014;110150;2013;   1
130014;110170;2012;   1
130014;110175;2008;   1
130014;110175;2009;   1
130014;110180;2019;   1
130014;120010;2007;   1
130014;120040;2007;   1
130014;120040;2008;   1
130014;120040;2020;   1
130014;120045;2008;   1
130014;130068;2009;   1
130014;130080;2008;   1
130014;130080;2017;   1
130014;130090;2008;   1
130014;130090;2013;   1
130014;130170;2015;   1
130014;130170;2016;   1
130014;130170;2018;   1
130014;130190;2008;   1
130014;130250;2007;   1
130014;130260;2014;   1
130014;130260;2015;   1
130014;130260;2018;   1
130014;130260;2019;   1
130014;130270;2015;   1
130014;130310;2019;   1
130014;130330;2019;   1
130014;130380;2007;   1
130014;140010;2009;   1
130014;150060;2012;   1
130014;150060;2017;   1
130014;150100;2009;   1
130014;150290;2014;   1
130014;150360;2017;   1
130014;150375;2010;   1
130014;150375;2011;   1
130014;150375;2014;   1
130014;150375;2015;   1
130014;150420;2008;   1
130014;150480;2007;   1
130014;150480;2017;   1
130014;150503;2019;   1
130014;150503;2020;   1
130014;150553;2007;   1
130014;150613;2019;   1
130014;150618;2007;   1
130014;150715;2008;   1
130014;150730;2008;   1
130014;150780;2007;   1
130014;150805;2008;   1
130014;150805;2011;   1
130014;150815;2010;   1
130014;170210;2020;   1
130014;171830;2008;   1
130014;210005;2007;   1
130014;210005;2009;   1
130014;210047;2016;   1
130014;210095;2007;   1
130014;210095;2010;   1
130014;210140;2007;   1
130014;210160;2007;   1
130014;210460;2007;   1
130014;210530;2008;   1
130014;210530;2011;   1
130014;210596;2007;   1
130014;210598;2007;   1
130014;210637;2008;   1
130014;210860;2019;   1
130014;211000;2007;   1
130014;211000;2009;   1
130014;211030;2008;   1
130014;211230;2018;   1
130014;211400;2018;   1
130014;355370;2009;   1
130014;410840;2012;   1
130014;411722;2012;   1
130014;510025;2009;   1
130014;510025;2011;   1
130014;510025;2017;   1
130014;510080;2008;   1
130014;510140;2007;   1
130014;510250;2007;   1
130014;510285;2009;   1
130014;510300;2007;   1
130014;510305;2007;   1
130014;510325;2013;   1
130014;510337;2009;   1
130014;510454;2011;   1
130014;510510;2012;   1
130014;510515;2014;   1
130014;510517;2007;   1
130014;510517;2008;   1
130014;510550;2007;   1
130014;510560;2012;   1
130014;510615;2007;   1
130014;510642;2008;   1
130014;510642;2012;   1
130014;510642;2013;   1
130014;510642;2017;   1
130014;510787;2007;   1
130014;510792;2007;   1
130014;510792;2008;   1
130014;510792;2013;   1
130014;510792;2020;   1
130014;510840;2008;   1
130014;510890;2008;   1
130014;539924;2009;   1
130020;110011;2008;   1
130020;110020;2007;   1
130020;110020;2012;   1
130020;110175;2008;   1
130020;120020;2013;   1
130020;120020;2015;   1
130020;120042;2008;   1
130020;130006;2016;   1
130020;130006;2017;   1
130020;130030;2012;   1
130020;130050;2008;   1
130020;130140;2007;   1
130020;130140;2009;   1
130020;130165;2009;   1
130020;130165;2012;   1
