origem;destino;ano;fluxos
150309;150810;2010;  26
150345;150405;2010;  26
150345;150760;2009;  26
150345;150800;2007;  26
150360;150375;2017;  26
150360;510025;2009;  26
150360;510560;2011;  26
150420;150553;2010;  26
150420;150715;2011;  26
150450;150180;2010;  26
150495;150230;2010;  26
150497;150370;2009;  26
150503;510025;2013;  26
150503;510642;2007;  26
150520;150080;2010;  26
150570;150070;2009;  26
150580;150810;2010;  26
150730;150543;2016;  26
150770;150490;2017;  26
150780;150172;2011;  26
150830;210197;2007;  26
160020;160070;2008;  26
160030;160060;2008;  26
160053;160015;2017;  26
510325;110011;2009;  26
510325;110011;2010;  26
510325;110011;2012;  26
510325;110011;2018;  26
510325;110012;2011;  26
510325;110030;2009;  26
110002;110020;2011;  25
110013;110011;2016;  25
110013;110175;2015;  25
110020;110012;2014;  25
110020;110028;2008;  25
110020;110040;2011;  25
110020;110130;2008;  25
110020;120001;2009;  25
110020;130090;2007;  25
110020;130240;2013;  25
110020;130240;2019;  25
110033;110002;2007;  25
110033;110004;2007;  25
110033;110020;2008;  25
110033;110140;2007;  25
110045;110002;2008;  25
110080;110034;2007;  25
120020;120039;2012;  25
120033;120042;2014;  25
120045;120038;2007;  25
130120;130420;2009;  25
130140;130150;2013;  25
130140;130180;2008;  25
130140;130260;2014;  25
130170;110002;2007;  25
130185;130250;2018;  25
130230;130260;2007;  25
130240;120040;2016;  25
130260;130080;2007;  25
130260;130120;2007;  25
130260;130185;2012;  25
130260;130250;2017;  25
130260;130353;2011;  25
130260;140010;2010;  25
130260;150680;2009;  25
130260;150680;2010;  25
130270;130330;2009;  25
130270;510325;2009;  25
130280;130002;2008;  25
130280;130420;2012;  25
130330;110011;2007;  25
130330;150375;2007;  25
130330;510515;2009;  25
130350;130070;2017;  25
130380;130360;2019;  25
130390;130060;2010;  25
130410;130170;2007;  25
130410;130170;2008;  25
130410;130250;2009;  25
130420;130260;2016;  25
140028;140030;2016;  25
140030;140020;2019;  25
140030;140020;2020;  25
140045;140010;2009;  25
140047;130260;2008;  25
140047;140010;2013;  25
150030;150070;2015;  25
150070;150180;2020;  25
150070;150770;2012;  25
150070;150770;2017;  25
150070;160030;2020;  25
150110;150330;2017;  25
150110;150490;2017;  25
150195;150655;2008;  25
150195;150655;2010;  25
150250;150030;2017;  25
150280;150010;2011;  25
150345;150350;2009;  25
150360;130260;2009;  25
150360;150100;2012;  25
150360;150140;2011;  25
150360;150375;2016;  25
150360;150619;2009;  25
150360;210860;2013;  25
150375;130014;2009;  25
150400;150520;2017;  25
150520;150010;2010;  25
150520;150120;2019;  25
150640;150570;2009;  25
150810;150380;2008;  25
150810;150380;2009;  25
160005;160015;2016;  25
160020;160050;2015;  25
160023;160070;2016;  25
160027;160030;2017;  25
160027;160030;2019;  25
160053;160015;2016;  25
160060;160005;2008;  25
210200;210232;2007;  25
210260;210467;2007;  25
210467;210632;2015;  25
210980;210927;2009;  25
510880;510642;2011;  25
110009;110004;2020;  24
110013;110011;2013;  24
110013;110012;2017;  24
110013;110020;2008;  24
110013;110020;2010;  24
110020;110025;2008;  24
110020;110032;2008;  24
110020;130170;2020;  24
110020;130240;2018;  24
110033;110070;2008;  24
110045;110028;2007;  24
110070;110011;2007;  24
110080;110040;2011;  24
110094;110110;2010;  24
110094;110170;2011;  24
110175;110013;2007;  24
120020;110020;2013;  24
120020;120033;2018;  24
120033;120040;2014;  24
120040;110020;2012;  24
130040;130360;2016;  24
130070;120080;2020;  24
130110;130115;2007;  24
130115;130030;2017;  24
130170;110004;2008;  24
130170;130260;2007;  24
130210;130360;2012;  24
130230;130260;2008;  24
130260;130250;2016;  24
130260;130340;2017;  24
130260;130356;2015;  24
130260;130356;2017;  24
130260;150680;2008;  24
130290;130014;2008;  24
130290;130014;2011;  24
130290;130080;2017;  24
130320;130040;2018;  24
130330;110002;2019;  24
130330;110011;2009;  24
130360;130260;2008;  24
130370;130060;2012;  24
130380;130360;2014;  24
130410;130250;2008;  24
130420;130120;2007;  24
130430;130260;2007;  24
140030;140005;2017;  24
140040;140010;2010;  24
150070;160060;2009;  24
150085;150506;2009;  24
150110;150120;2012;  24
150120;150210;2018;  24
150180;150450;2016;  24
150250;150030;2019;  24
150250;150180;2010;  24
150250;160030;2009;  24
150250;160030;2010;  24
150250;160030;2019;  24
150280;150180;2019;  24
150345;150095;2007;  24
150375;130014;2007;  24
150375;150360;2016;  24
150420;150750;2009;  24
150497;150420;2007;  24
150503;150360;2019;  24
150520;150080;2011;  24
150520;150110;2011;  24
150550;150655;2008;  24
150810;150309;2007;  24
160020;160050;2010;  24
160040;160027;2016;  24
160040;160030;2020;  24
160053;160015;2018;  24
160070;160023;2016;  24
210020;211130;2008;  24
210197;210317;2009;  24
210317;210632;2007;  24
510325;110011;2011;  24
510325;110015;2013;  24
510325;510515;2007;  24
110013;110160;2016;  23
110020;110009;2010;  23
110020;110015;2013;  23
110020;110034;2008;  23
110020;110094;2019;  23
110020;110110;2010;  23
110020;110170;2008;  23
110020;110170;2009;  23
110020;510340;2010;  23
110033;110045;2012;  23
110045;110014;2007;  23
110080;110002;2018;  23
110094;110002;2016;  23
110094;110140;2007;  23
120020;120033;2019;  23
120020;120035;2008;  23
120020;120039;2011;  23
120020;120060;2012;  23
120020;130180;2010;  23
120033;120042;2007;  23
120042;120033;2017;  23
120060;120042;2007;  23
130014;110011;2007;  23
130040;130320;2017;  23
130063;130260;2008;  23
130070;120040;2014;  23
130080;130310;2019;  23
130110;130260;2020;  23
130120;130100;2018;  23
130120;130420;2008;  23
130170;130260;2018;  23
130200;130260;2007;  23
130240;120060;2019;  23
130260;110020;2007;  23
130260;130255;2007;  23
130260;130356;2013;  23
130270;110020;2009;  23
130270;130260;2009;  23
130280;130002;2010;  23
130290;130014;2010;  23
130290;130310;2014;  23
130300;150797;2009;  23
130356;130190;2009;  23
130406;130002;2009;  23
130410;130240;2015;  23
130420;130120;2009;  23
140005;140060;2019;  23
140028;140010;2015;  23
140030;140005;2007;  23
140047;130260;2015;  23
140050;140010;2019;  23
150030;160060;2014;  23
150030;160060;2019;  23
150070;150030;2007;  23
150070;150250;2016;  23
150110;150520;2019;  23
150120;150810;2013;  23
150125;150613;2016;  23
150180;150280;2010;  23
150180;160060;2018;  23
150250;160030;2012;  23
150280;150400;2017;  23
150345;150405;2008;  23
150360;150060;2019;  23
150360;211000;2019;  23
150360;510410;2012;  23
150375;130014;2012;  23
150380;150295;2008;  23
150506;150370;2007;  23
150520;150280;2010;  23
150543;150808;2017;  23
150548;150060;2007;  23
150548;150295;2009;  23
150580;150085;2011;  23
150580;150180;2007;  23
150580;150548;2014;  23
160005;160060;2008;  23
160005;160060;2009;  23
160030;160053;2007;  23
160070;160030;2019;  23
210020;211130;2009;  23
210260;210632;2010;  23
210317;150195;2007;  23
210565;210317;2009;  23
510140;510325;2010;  23
510325;110011;2008;  23
510325;110012;2019;  23
510325;110015;2011;  23
510325;110140;2007;  23
510325;110160;2011;  23
110013;110011;2012;  22
110013;110015;2012;  22
110020;110001;2010;  22
110020;110002;2016;  22
110020;110004;2013;  22
110020;110018;2009;  22
110020;110018;2012;  22
110020;110045;2015;  22
110020;110110;2008;  22
110020;110130;2009;  22
110033;110002;2010;  22
110040;110002;2015;  22
110080;110040;2016;  22
110080;110170;2009;  22
110130;110015;2007;  22
120001;120040;2018;  22
120020;120035;2012;  22
120020;120039;2014;  22
120020;120039;2019;  22
120020;120060;2018;  22
120020;130260;2018;  22
120033;120042;2016;  22
120040;110020;2008;  22
120042;120040;2018;  22
120045;120040;2013;  22
130014;110020;2008;  22
130020;130406;2016;  22
130070;120040;2011;  22
130070;120040;2018;  22
130080;130310;2009;  22
130130;130260;2008;  22
130150;130140;2014;  22
130170;110002;2016;  22
130180;120020;2011;  22
130200;130395;2007;  22
130220;130160;2007;  22
130230;130100;2011;  22
130240;130070;2013;  22
130240;130260;2019;  22
130260;130250;2018;  22
130260;130340;2009;  22
130260;130353;2016;  22
130260;130353;2017;  22
130260;150140;2007;  22
130270;110015;2007;  22
130270;130014;2011;  22
130280;130420;2010;  22
130280;130420;2018;  22
130290;130310;2015;  22
130330;130014;2011;  22
130330;130270;2009;  22
130390;130370;2015;  22
130395;130430;2009;  22
130395;130430;2011;  22
130410;130170;2020;  22
130410;130240;2018;  22
130410;130260;2015;  22
130426;130002;2010;  22
130426;130260;2009;  22
140002;150360;2019;  22
140002;150360;2020;  22
140015;140010;2017;  22
140015;140010;2019;  22
140045;130260;2019;  22
140045;140010;2012;  22
140047;140020;2017;  22
140047;140050;2018;  22
140050;140010;2010;  22
150070;150180;2013;  22
150070;150200;2010;  22
150180;150110;2010;  22
150195;150540;2009;  22
150195;150830;2008;  22
150195;210467;2009;  22
150280;150140;2012;  22
150280;150770;2011;  22
150290;150710;2008;  22
150345;150095;2010;  22
150360;150375;2010;  22
150360;150375;2020;  22
150360;150420;2011;  22
150360;150480;2013;  22
150360;150619;2019;  22
150360;150805;2018;  22
150360;510515;2012;  22
150360;510642;2007;  22
150400;150140;2018;  22
150520;150400;2019;  22
150548;150120;2007;  22
150548;150178;2013;  22
150550;150307;2007;  22
150550;150309;2009;  22
150570;150070;2008;  22
150750;150715;2015;  22
150780;150060;2019;  22
150830;210197;2008;  22
160005;160015;2014;  22
160015;160030;2020;  22
160020;160060;2014;  22
160023;160070;2011;  22
160053;160005;2007;  22
160053;160015;2019;  22
210197;210565;2007;  22
510325;110004;2014;  22
510757;110012;2014;  22
110002;110013;2008;  21
110002;110140;2010;  21
110009;110018;2019;  21
110013;110015;2016;  21
110013;110180;2015;  21
110020;110013;2010;  21
110020;110040;2010;  21
110020;110110;2007;  21
110020;120001;2019;  21
110020;120038;2019;  21
110020;130260;2017;  21
110033;110130;2007;  21
110040;110002;2012;  21
110045;110004;2007;  21
110045;110020;2007;  21
110094;110013;2009;  21
110094;110014;2009;  21
120020;110020;2015;  21
120020;120060;2007;  21
120060;120042;2010;  21
130002;130260;2014;  21
130020;130260;2012;  21
130040;130260;2013;  21
130040;140010;2009;  21
130040;140010;2018;  21
130080;130014;2018;  21
130083;130250;2009;  21
130083;130250;2017;  21
130090;130170;2015;  21
130100;130260;2018;  21
130140;130180;2009;  21
130170;110002;2019;  21
130170;110013;2019;  21
130170;130260;2017;  21
130185;130320;2008;  21
130220;130160;2012;  21
130230;130160;2008;  21
130240;120040;2008;  21
130240;130260;2007;  21
130250;130320;2008;  21
130255;130260;2009;  21
130255;130260;2013;  21
130260;120040;2008;  21
130260;130120;2008;  21
130260;130190;2016;  21
130260;130356;2008;  21
130260;130356;2012;  21
130280;130420;2014;  21
130290;130310;2019;  21
130290;150375;2015;  21
130290;150680;2017;  21
130330;110002;2016;  21
130330;110020;2009;  21
130330;130260;2010;  21
130360;130260;2007;  21
130370;130006;2014;  21
130395;130260;2018;  21
130420;130002;2019;  21
140015;140010;2013;  21
140047;140060;2018;  21
150050;160080;2017;  21
150070;150490;2010;  21
150070;150570;2007;  21
150070;150770;2018;  21
150175;170220;2017;  21
150178;150810;2012;  21
150180;150580;2017;  21
150195;150655;2007;  21
150195;210632;2007;  21
150195;210632;2009;  21
150210;150520;2018;  21
150250;150030;2018;  21
150250;150070;2019;  21
150250;150180;2018;  21
150280;150010;2010;  21
150345;150240;2010;  21
150345;150350;2008;  21
150360;150480;2011;  21
150360;510626;2011;  21
150360;510790;2011;  21
150375;110002;2011;  21
150503;150060;2011;  21
150503;510340;2011;  21
150503;510626;2012;  21
150520;150210;2012;  21
150520;150280;2019;  21
150543;150276;2016;  21
150548;150370;2008;  21
150548;150506;2013;  21
150805;150360;2012;  21
150808;150613;2016;  21
160023;160053;2019;  21
160027;160030;2007;  21
160027;160030;2009;  21
160027;160030;2010;  21
160030;150180;2012;  21
160030;160053;2011;  21
160050;160060;2009;  21
160053;160015;2011;  21
210260;210055;2009;  21
210980;210860;2008;  21
510325;110004;2007;  21
510325;110011;2020;  21
510325;110012;2013;  21
510325;110020;2008;  21
510787;510515;2009;  21
110013;110002;2013;  20
110013;110180;2012;  20
110020;110001;2011;  20
110020;110045;2016;  20
110020;110050;2007;  20
110020;110110;2009;  20
110020;120020;2019;  20
110020;130240;2015;  20
110020;510340;2007;  20
110020;510340;2012;  20
110033;110010;2012;  20
110045;110020;2011;  20
110080;110012;2018;  20
110080;110110;2008;  20
110080;110143;2009;  20
110094;110013;2008;  20
110130;110170;2020;  20
110175;110013;2010;  20
110175;110013;2012;  20
120017;120040;2007;  20
120020;110020;2014;  20
120020;110020;2017;  20
120020;130180;2012;  20
120033;120040;2007;  20
120038;120040;2010;  20
120042;120033;2015;  20
120060;120042;2008;  20
130040;130360;2018;  20
130040;140010;2010;  20
130040;140010;2017;  20
130060;130020;2010;  20
130060;130260;2012;  20
130060;130406;2015;  20
130063;130250;2009;  20
130110;130030;2007;  20
130120;130100;2013;  20
130140;130260;2012;  20
130150;130140;2015;  20
130170;110004;2007;  20
130170;110012;2007;  20
130170;130260;2019;  20
130170;510675;2008;  20
130190;130356;2008;  20
130190;130356;2010;  20
130240;120001;2019;  20
130260;110020;2008;  20
130260;130340;2011;  20
130260;130356;2009;  20
130280;130420;2016;  20
130290;130260;2008;  20
130290;150565;2010;  20
130310;130260;2009;  20
130320;130260;2016;  20
130330;110013;2009;  20
130330;130310;2007;  20
130360;130260;2019;  20
130370;130006;2015;  20
130395;130353;2010;  20
130410;130170;2014;  20
130420;130002;2012;  20
130420;130120;2018;  20
130426;130260;2015;  20
140002;140047;2019;  20
140020;140030;2015;  20
140023;140050;2020;  20
140030;130260;2019;  20
140070;140010;2019;  20
150070;150140;2019;  20
150070;150570;2008;  20
150070;150770;2019;  20
150120;150178;2007;  20
150172;150060;2009;  20
150180;150140;2011;  20
150180;150140;2016;  20
150250;150070;2011;  20
150280;150180;2007;  20
150300;150797;2008;  20
150345;150140;2008;  20
150350;150760;2010;  20
150360;130014;2011;  20
150420;150715;2010;  20
150445;150060;2010;  20
150495;150195;2017;  20
150495;150230;2009;  20
150495;150550;2009;  20
150503;510560;2013;  20
150520;150110;2019;  20
150520;150140;2019;  20
150520;150810;2019;  20
150548;150178;2018;  20
150548;150420;2009;  20
150670;171610;2007;  20
150730;150543;2009;  20
150810;150178;2013;  20
160020;160060;2010;  20
160020;160070;2011;  20
160030;160020;2007;  20
160030;160020;2015;  20
160030;160020;2016;  20
160040;160027;2015;  20
160050;160060;2012;  20
160053;160015;2010;  20
160053;160015;2014;  20
210980;210860;2011;  20
510325;110009;2012;  20
510325;110015;2009;  20
510325;110015;2010;  20
510615;510025;2013;  20
110002;110012;2008;  19
110002;110020;2012;  19
110013;110002;2017;  19
110013;110004;2007;  19
110013;110170;2015;  19
110018;110009;2009;  19
110020;110005;2007;  19
110020;110009;2011;  19
110020;110013;2020;  19
110020;110014;2009;  19
110020;110143;2007;  19
110020;110160;2008;  19
110020;110170;2007;  19
110020;120045;2008;  19
110020;130090;2008;  19
110020;130240;2016;  19
110026;110094;2008;  19
110070;110002;2011;  19
110070;110015;2007;  19
110070;110015;2008;  19
110094;110011;2007;  19
110110;110020;2018;  19
110160;110175;2007;  19
120020;120040;2020;  19
120020;120060;2013;  19
120020;120060;2015;  19
120020;130180;2011;  19
120033;120040;2019;  19
120033;120042;2012;  19
120042;120040;2017;  19
120045;120040;2010;  19
130014;110012;2008;  19
130020;130406;2017;  19
130120;130100;2012;  19
130130;130120;2008;  19
130140;130260;2015;  19
130170;130270;2010;  19
130185;130250;2014;  19
130210;130420;2009;  19
130240;130260;2017;  19
130250;130083;2017;  19
130255;130110;2007;  19
130260;130080;2010;  19
130260;130185;2013;  19
130260;130185;2018;  19
130260;130250;2014;  19
130260;130353;2010;  19
130260;150040;2007;  19
130270;110012;2008;  19
130270;110015;2008;  19
130270;130014;2010;  19
130270;130260;2010;  19
130270;130260;2011;  19
130290;130260;2011;  19
130290;150375;2014;  19
130300;130340;2009;  19
130330;130014;2012;  19
130330;130170;2018;  19
130350;130070;2020;  19
130380;130360;2008;  19
130390;130060;2011;  19
130406;130060;2017;  19
130406;130390;2013;  19
130420;130426;2013;  19
140023;140010;2007;  19
140030;140005;2015;  19
140045;140010;2014;  19
140047;130260;2009;  19
140047;140060;2013;  19
150050;160030;2016;  19
150060;150815;2014;  19
150060;510410;2012;  19
150070;150080;2007;  19
150110;150120;2017;  19
150110;150140;2012;  19
150110;150330;2018;  19
150120;150810;2016;  19
150157;150420;2008;  19
150157;150420;2009;  19
150180;150070;2009;  19
150180;160060;2012;  19
150180;160060;2017;  19
150195;150240;2009;  19
150250;160030;2011;  19
150300;130300;2010;  19
150309;150178;2012;  19
150360;110002;2013;  19
150360;150613;2011;  19
150360;150619;2014;  19
150360;510025;2014;  19
150375;150680;2013;  19
150400;150770;2018;  19
150420;150370;2008;  19
150440;150240;2008;  19
150503;510025;2009;  19
150503;510025;2012;  19
150520;150210;2020;  19
150520;150330;2010;  19
150548;150420;2010;  19
150550;150812;2007;  19
150570;150070;2012;  19
150580;150180;2008;  19
150640;150070;2009;  19
150680;130260;2007;  19
150795;150178;2007;  19
150810;150380;2007;  19
150810;150506;2007;  19
160020;160060;2008;  19
160030;160005;2009;  19
160050;160060;2008;  19
160053;160015;2012;  19
160060;160040;2012;  19
160060;160040;2014;  19
210055;210260;2009;  19
210260;210055;2010;  19
210317;150550;2012;  19
210317;210632;2008;  19
210510;211120;2007;  19
210927;210860;2007;  19
510325;110002;2020;  19
510325;110015;2012;  19
510325;110015;2014;  19
510325;110032;2007;  19
510325;110175;2019;  19
110002;110015;2007;  18
110002;110040;2010;  18
110013;110002;2018;  18
110020;110002;2014;  18
110020;110010;2016;  18
110020;110013;2009;  18
110020;110033;2019;  18
110020;110110;2012;  18
110020;110130;2010;  18
110020;110160;2007;  18
110020;130260;2020;  18
110020;150553;2011;  18
110025;110012;2007;  18
110040;110015;2008;  18
110080;110015;2008;  18
110094;110018;2007;  18
110110;110020;2017;  18
110160;110011;2010;  18
110175;110011;2009;  18
110175;110012;2008;  18
110175;110013;2013;  18
120020;120030;2017;  18
120020;120033;2011;  18
120020;130180;2013;  18
120033;120040;2015;  18
120045;120040;2009;  18
120070;120040;2007;  18
120080;120040;2012;  18
120080;120040;2013;  18
130002;130260;2008;  18
130014;110011;2008;  18
130020;130260;2008;  18
130030;130080;2007;  18
130040;130320;2009;  18
130060;130020;2015;  18
130070;120040;2015;  18
130080;130014;2017;  18
130080;130110;2007;  18
130100;130260;2007;  18
130110;130250;2007;  18
130170;110004;2011;  18
130170;110045;2019;  18
130200;130395;2018;  18
130220;130420;2013;  18
130230;130420;2007;  18
130240;120040;2018;  18
130260;130008;2015;  18
130260;130030;2009;  18
130260;130320;2017;  18
130260;150680;2011;  18
130270;130260;2017;  18
130290;130310;2008;  18
130300;150300;2007;  18
130320;130250;2018;  18
130356;130190;2010;  18
130360;130040;2019;  18
130360;130380;2007;  18
130360;130380;2020;  18
130400;130200;2007;  18
130400;130260;2007;  18
130400;130260;2008;  18
130406;130390;2011;  18
130410;130260;2013;  18
130410;130260;2019;  18
130420;130002;2018;  18
130420;130426;2007;  18
130426;130260;2010;  18
140002;140030;2020;  18
140002;140045;2017;  18
140010;130260;2012;  18
140010;130260;2014;  18
140017;140015;2018;  18
140023;140010;2013;  18
140047;130260;2011;  18
140047;130260;2014;  18
140047;140020;2007;  18
140047;140020;2018;  18
140047;140060;2007;  18
150060;150140;2012;  18
150060;510410;2013;  18
150070;150010;2012;  18
150070;150010;2017;  18
150070;150180;2014;  18
150070;150180;2015;  18
150070;150180;2016;  18
150095;150405;2007;  18
150110;150010;2018;  18
150110;150120;2019;  18
150110;150140;2019;  18
150110;150570;2019;  18
150120;150810;2019;  18
150180;160060;2019;  18
150195;210632;2008;  18
150210;150140;2010;  18
150210;150460;2011;  18
150280;150770;2010;  18
150295;150277;2008;  18
150309;150810;2008;  18
150310;160060;2008;  18
150360;150060;2014;  18
150360;150100;2007;  18
150360;210467;2011;  18
150360;211000;2020;  18
150360;510410;2010;  18
150375;110070;2012;  18
150375;150680;2014;  18
150445;150172;2011;  18
150503;150060;2012;  18
150503;150360;2018;  18
150503;150680;2008;  18
150548;150295;2007;  18
150550;150240;2008;  18
150550;150795;2009;  18
150580;150140;2007;  18
150580;150180;2017;  18
150670;150270;2007;  18
150710;150140;2012;  18
150710;150820;2013;  18
150770;150490;2011;  18
150810;150309;2010;  18
150830;150170;2008;  18
150835;150060;2013;  18
160020;160050;2014;  18
160020;160060;2012;  18
160023;160053;2020;  18
160030;150140;2013;  18
160050;150080;2007;  18
160050;150140;2008;  18
160050;160060;2013;  18
160070;160053;2013;  18
210055;210430;2009;  18
210260;210467;2009;  18
210317;150195;2009;  18
210317;210315;2009;  18
210632;210467;2009;  18
211176;210235;2009;  18
510140;110018;2008;  18
510325;110002;2015;  18
510325;110011;2014;  18
510325;110012;2012;  18
510325;110094;2008;  18
510325;110130;2008;  18
510615;510025;2015;  18
510615;510080;2015;  18
110010;110033;2010;  17
110013;110004;2008;  17
110013;110012;2015;  17
110013;110020;2011;  17
110013;110160;2011;  17
110013;110170;2016;  17
110013;110180;2010;  17
110020;110013;2019;  17
110020;110030;2018;  17
110020;110033;2013;  17
110020;110037;2008;  17
110020;110037;2010;  17
110020;130260;2018;  17
110020;210860;2011;  17
110020;510340;2011;  17
110033;110045;2017;  17
110040;110045;2007;  17
110080;110002;2013;  17
110080;110015;2010;  17
110080;110110;2010;  17
110080;110143;2010;  17
110080;110155;2009;  17
110100;110002;2008;  17
110110;110020;2013;  17
110110;110020;2019;  17
120001;120040;2014;  17
120013;120040;2008;  17
120020;110020;2012;  17
120020;120035;2010;  17
120020;120039;2007;  17
120033;120035;2018;  17
120033;120040;2011;  17
120033;130165;2018;  17
120038;120045;2007;  17
120060;120020;2019;  17
130030;130260;2020;  17
130040;130360;2010;  17
130060;130406;2014;  17
130080;130110;2010;  17
130110;130115;2008;  17
130115;130110;2015;  17
130120;130250;2016;  17
130140;130195;2012;  17
130150;130140;2012;  17
130170;110004;2009;  17
130170;110015;2008;  17
130170;130090;2011;  17
130170;510325;2011;  17
130185;130250;2015;  17
130190;130400;2007;  17
130210;130360;2007;  17
130220;130160;2009;  17
130220;130260;2007;  17
130230;130140;2008;  17
130240;120001;2016;  17
130240;130070;2015;  17
130250;130063;2007;  17
130260;130290;2010;  17
130260;130310;2008;  17
130260;130353;2018;  17
130270;110004;2007;  17
130270;110011;2010;  17
130290;130260;2007;  17
130320;130040;2019;  17
130330;110002;2014;  17
130390;130006;2013;  17
130395;130260;2008;  17
130395;130353;2008;  17
130410;130090;2009;  17
130410;130260;2011;  17
130410;130260;2017;  17
130420;130280;2009;  17
130420;130426;2015;  17
130426;130260;2007;  17
130426;130420;2011;  17
140005;140030;2020;  17
140030;140047;2019;  17
140045;140010;2008;  17
140047;140030;2018;  17
150060;150815;2013;  17
150070;150080;2012;  17
150070;150250;2008;  17
150070;150580;2009;  17
150085;150548;2012;  17
150095;150720;2008;  17
150110;150010;2017;  17
150110;150450;2017;  17
150110;150520;2011;  17
150110;150580;2018;  17
150172;150445;2009;  17
150180;150280;2019;  17
150195;150220;2007;  17
150195;210315;2008;  17
150210;150520;2019;  17
150210;150810;2012;  17
150250;150070;2018;  17
150250;150180;2012;  17
150280;150570;2010;  17
150345;150800;2012;  17
150345;150812;2012;  17
150360;130260;2010;  17
150360;130260;2011;  17
150360;130260;2014;  17
150360;150140;2012;  17
150360;510410;2013;  17
150360;510626;2010;  17
150375;130014;2008;  17
150375;150680;2011;  17
150440;150240;2007;  17
150445;150060;2007;  17
150445;150590;2011;  17
150503;510642;2009;  17
150506;150420;2008;  17
150520;150400;2018;  17
150548;150060;2010;  17
150548;150309;2011;  17
150548;150553;2007;  17
150548;150745;2009;  17
150550;150178;2011;  17
150550;150230;2010;  17
150550;150720;2007;  17
150550;210530;2009;  17
150580;150085;2019;  17
150618;150420;2011;  17
150795;150800;2011;  17
150808;210570;2016;  17
150810;150210;2018;  17
150810;150420;2007;  17
160005;160015;2009;  17
160027;160030;2008;  17
160030;150030;2009;  17
160030;160020;2017;  17
160040;160053;2014;  17
160050;150140;2010;  17
160053;160015;2008;  17
160060;160053;2007;  17
510140;110012;2009;  17
510140;510325;2020;  17
510325;110025;2008;  17
510615;510025;2014;  17
110002;110004;2007;  16
110002;120050;2008;  16
110009;110143;2010;  16
110018;110030;2009;  16
110020;110012;2019;  16
110020;110018;2013;  16
110020;110100;2008;  16
110020;110100;2009;  16
110020;110130;2012;  16
110020;110180;2007;  16
110020;120038;2010;  16
110020;130240;2017;  16
110020;211290;2010;  16
110033;110020;2012;  16
110040;110011;2008;  16
110070;110012;2008;  16
110080;110011;2008;  16
110080;110011;2019;  16
110080;110130;2009;  16
110080;110143;2007;  16
110094;110013;2011;  16
110094;110110;2009;  16
110110;110020;2012;  16
120020;120035;2019;  16
120020;130260;2013;  16
120020;130260;2014;  16
120033;120040;2010;  16
120038;120040;2008;  16
120039;120020;2008;  16
120039;120020;2016;  16
120040;110020;2009;  16
120045;120040;2012;  16
120045;120040;2014;  16
130002;130260;2017;  16
130030;130080;2008;  16
130030;130115;2008;  16
130060;130406;2011;  16
130070;120050;2008;  16
130080;130310;2011;  16
130115;130110;2018;  16
130150;130140;2013;  16
130170;130270;2014;  16
130180;120020;2017;  16
130180;130165;2016;  16
130185;130250;2011;  16
130195;130100;2017;  16
130240;120040;2010;  16
130240;130070;2020;  16
130255;130260;2011;  16
130260;130340;2018;  16
130270;130014;2012;  16
130270;130260;2019;  16
130290;130190;2019;  16
130290;150680;2012;  16
130330;110002;2007;  16
130330;130080;2007;  16
130330;130170;2010;  16
130390;130060;2014;  16
130406;130260;2009;  16
130420;130002;2011;  16
130420;130002;2015;  16
130420;130426;2009;  16
140002;140045;2019;  16
140020;140030;2007;  16
140020;140030;2017;  16
140020;140047;2015;  16
140023;140010;2018;  16
140047;140060;2015;  16
140050;140010;2012;  16
140070;140010;2018;  16
150030;150070;2012;  16
150050;160080;2007;  16
150060;150730;2007;  16
150060;210760;2007;  16
150070;150010;2010;  16
150070;150010;2011;  16
150070;150140;2013;  16
150070;150260;2011;  16
150070;150490;2012;  16
150070;160060;2017;  16
150085;150506;2008;  16
150095;150080;2008;  16
150110;150520;2010;  16
150110;150520;2012;  16
150140;130260;2007;  16
150180;150330;2010;  16
150195;150830;2007;  16
150195;150830;2010;  16
150195;210637;2007;  16
150250;150070;2010;  16
150280;150400;2011;  16
150293;210542;2010;  16
150309;150810;2009;  16
150360;110020;2012;  16
150360;130260;2007;  16
150360;150060;2007;  16
150360;150100;2010;  16
150360;150140;2010;  16
150360;150480;2010;  16
150370;150295;2007;  16
150375;110002;2013;  16
150400;150520;2018;  16
150440;150140;2011;  16
150470;150460;2011;  16
150495;150540;2009;  16
150495;150550;2007;  16
150503;510642;2011;  16
150520;150080;2018;  16
150520;150490;2010;  16
150530;150680;2009;  16
150548;150120;2018;  16
150548;150309;2009;  16
150548;150506;2019;  16
150548;150553;2011;  16
150548;150553;2017;  16
150548;150730;2012;  16
150548;170220;2008;  16
150550;150140;2009;  16
150550;150350;2010;  16
150658;170190;2007;  16
150730;150613;2014;  16
150805;150360;2013;  16
160005;160053;2011;  16
160005;160060;2017;  16
160020;160010;2016;  16
160020;160030;2020;  16
160020;160060;2009;  16
160020;160070;2016;  16
160025;160030;2016;  16
160030;150140;2007;  16
160030;150140;2014;  16
160040;160027;2018;  16
160040;160053;2012;  16
160040;160053;2018;  16
160050;150140;2007;  16
160053;160005;2008;  16
160060;160040;2017;  16
210632;210565;2007;  16
211176;210530;2008;  16
510140;110012;2011;  16
510140;110020;2019;  16
510325;110160;2019;  16
110002;110011;2012;  15
110002;110015;2008;  15
110002;110040;2008;  15
110009;110018;2008;  15
