mun;ano;group;raca;n;p
110070;2013;Autóctone;Parda;84;7,70642201834862e-01
110070;2013;Importado;Branca;3;1,07142857142857e-01
110070;2013;Importado;Preta;5;1,78571428571429e-01
110070;2013;Importado;Amarela;1;3,57142857142857e-02
110070;2013;Importado;Parda;19;6,78571428571429e-01
110070;2014;Autóctone;Branca;11;3,66666666666667e-01
110070;2014;Autóctone;Preta;1;3,33333333333333e-02
110070;2014;Autóctone;Parda;18;6,00000000000000e-01
110070;2014;Importado;Branca;5;4,54545454545455e-01
110070;2014;Importado;Parda;6;5,45454545454545e-01
110070;2015;Autóctone;Branca;3;3,00000000000000e-01
110070;2015;Autóctone;Amarela;1;1,00000000000000e-01
110070;2015;Autóctone;Parda;6;6,00000000000000e-01
110070;2015;Importado;Branca;4;4,00000000000000e-01
110070;2015;Importado;Preta;2;2,00000000000000e-01
110070;2015;Importado;Parda;4;4,00000000000000e-01
110070;2016;Autóctone;Amarela;1;2,00000000000000e-01
110070;2016;Autóctone;Parda;4;8,00000000000000e-01
110070;2016;Importado;Branca;6;3,33333333333333e-01
110070;2016;Importado;Parda;12;6,66666666666667e-01
110070;2017;Autóctone;Parda;1;1,00000000000000e+00
110070;2017;Importado;Branca;2;3,33333333333333e-01
110070;2017;Importado;Preta;1;1,66666666666667e-01
110070;2017;Importado;Parda;3;5,00000000000000e-01
110070;2018;Autóctone;Parda;2;1,00000000000000e+00
110070;2018;Importado;Parda;1;1,00000000000000e+00
110070;2019;Autóctone;Branca;1;1,00000000000000e+00
110070;2019;Importado;Branca;3;2,14285714285714e-01
110070;2019;Importado;Parda;11;7,85714285714286e-01
110070;2020;Autóctone;Parda;1;1,00000000000000e+00
110070;2020;Importado;Branca;1;2,00000000000000e-01
110070;2020;Importado;Parda;4;8,00000000000000e-01
110080;2007;Autóctone;Ignorado;7194;1,00000000000000e+00
110080;2007;Importado;Ignorado;300;1,00000000000000e+00
110080;2007;NA;Ignorado;37;1,00000000000000e+00
110080;2008;Autóctone;Ignorado;3946;1,00000000000000e+00
110080;2008;Importado;Ignorado;208;1,00000000000000e+00
110080;2008;NA;Ignorado;11;1,00000000000000e+00
110080;2009;Autóctone;Ignorado;3295;1,00000000000000e+00
110080;2009;Importado;Ignorado;215;1,00000000000000e+00
110080;2010;Autóctone;Ignorado;3453;1,00000000000000e+00
110080;2010;Importado;Ignorado;286;1,00000000000000e+00
110080;2011;Autóctone;Branca;946;2,44950802692905e-01
110080;2011;Autóctone;Preta;130;3,36613153806318e-02
110080;2011;Autóctone;Amarela;93;2,40807871569135e-02
110080;2011;Autóctone;Parda;2320;6,00725012946660e-01
110080;2011;Autóctone;Indígena;6;1,55359917141378e-03
110080;2011;Autóctone;Ignorado;367;9,50284826514759e-02
110080;2011;Importado;Branca;69;2,79352226720648e-01
110080;2011;Importado;Preta;5;2,02429149797571e-02
110080;2011;Importado;Amarela;4;1,61943319838057e-02
110080;2011;Importado;Parda;121;4,89878542510121e-01
110080;2011;Importado;Indígena;1;4,04858299595142e-03
110080;2011;Importado;Ignorado;47;1,90283400809717e-01
110080;2012;Autóctone;Branca;509;1,99061400078217e-01
110080;2012;Autóctone;Preta;75;2,93312475557294e-02
110080;2012;Autóctone;Amarela;42;1,64254986312084e-02
110080;2012;Autóctone;Parda;1930;7,54790770434102e-01
110080;2012;Autóctone;Indígena;1;3,91083300743058e-04
110080;2012;Importado;Branca;57;2,03571428571429e-01
110080;2012;Importado;Preta;10;3,57142857142857e-02
110080;2012;Importado;Parda;212;7,57142857142857e-01
110080;2012;Importado;Indígena;1;3,57142857142857e-03
110080;2013;Autóctone;Branca;268;1,82188987083617e-01
110080;2013;Autóctone;Preta;83;5,64242012236574e-02
110080;2013;Autóctone;Amarela;36;2,44731475186948e-02
110080;2013;Autóctone;Parda;1082;7,35554044867437e-01
110080;2013;Autóctone;Indígena;2;1,35961930659415e-03
110080;2013;Importado;Branca;35;2,09580838323353e-01
110080;2013;Importado;Preta;10;5,98802395209581e-02
110080;2013;Importado;Amarela;4;2,39520958083832e-02
110080;2013;Importado;Parda;118;7,06586826347305e-01
110080;2014;Autóctone;Branca;175;1,41129032258065e-01
110080;2014;Autóctone;Preta;35;2,82258064516129e-02
110080;2014;Autóctone;Amarela;14;1,12903225806452e-02
110080;2014;Autóctone;Parda;1015;8,18548387096774e-01
110080;2014;Autóctone;Indígena;1;8,06451612903226e-04
110080;2014;Importado;Branca;28;1,30841121495327e-01
110080;2014;Importado;Preta;10;4,67289719626168e-02
110080;2014;Importado;Amarela;2;9,34579439252336e-03
110080;2014;Importado;Parda;174;8,13084112149533e-01
110080;2015;Autóctone;Branca;188;1,65202108963093e-01
110080;2015;Autóctone;Preta;104;9,13884007029877e-02
110080;2015;Autóctone;Amarela;25;2,19683655536028e-02
110080;2015;Autóctone;Parda;817;7,17926186291740e-01
110080;2015;Autóctone;Indígena;4;3,51493848857645e-03
110080;2015;Importado;Branca;21;1,82608695652174e-01
110080;2015;Importado;Preta;13;1,13043478260870e-01
110080;2015;Importado;Amarela;3;2,60869565217391e-02
110080;2015;Importado;Parda;78;6,78260869565217e-01
110080;2015;NA;Branca;1;5,00000000000000e-01
110080;2015;NA;Parda;1;5,00000000000000e-01
110080;2016;Autóctone;Branca;148;1,50406504065041e-01
110080;2016;Autóctone;Preta;70;7,11382113821138e-02
110080;2016;Autóctone;Amarela;18;1,82926829268293e-02
110080;2016;Autóctone;Parda;748;7,60162601626016e-01
110080;2016;Importado;Branca;20;1,47058823529412e-01
110080;2016;Importado;Preta;8;5,88235294117647e-02
110080;2016;Importado;Amarela;5;3,67647058823529e-02
110080;2016;Importado;Parda;102;7,50000000000000e-01
110080;2016;Importado;Indígena;1;7,35294117647059e-03
110080;2016;NA;Branca;1;1,00000000000000e+00
110080;2017;Autóctone;Branca;262;1,63545568039950e-01
110080;2017;Autóctone;Preta;73;4,55680399500624e-02
110080;2017;Autóctone;Amarela;28;1,74781523096130e-02
110080;2017;Autóctone;Parda;1237;7,72159800249688e-01
110080;2017;Autóctone;Indígena;2;1,24843945068664e-03
110080;2017;Importado;Branca;29;1,72619047619048e-01
110080;2017;Importado;Preta;7;4,16666666666667e-02
110080;2017;Importado;Amarela;3;1,78571428571429e-02
110080;2017;Importado;Parda;129;7,67857142857143e-01
110080;2018;Autóctone;Branca;229;1,37951807228916e-01
110080;2018;Autóctone;Preta;73;4,39759036144578e-02
110080;2018;Autóctone;Amarela;12;7,22891566265060e-03
110080;2018;Autóctone;Parda;1345;8,10240963855422e-01
110080;2018;Autóctone;Indígena;1;6,02409638554217e-04
110080;2018;Importado;Branca;22;1,30177514792899e-01
110080;2018;Importado;Preta;6;3,55029585798817e-02
110080;2018;Importado;Amarela;1;5,91715976331361e-03
110080;2018;Importado;Parda;140;8,28402366863905e-01
110080;2018;NA;Branca;1;5,00000000000000e-01
110080;2018;NA;Parda;1;5,00000000000000e-01
110080;2019;Autóctone;Branca;207;1,23655913978495e-01
110080;2019;Autóctone;Preta;65;3,88291517323775e-02
110080;2019;Autóctone;Amarela;22;1,31421744324970e-02
110080;2019;Autóctone;Parda;1378;8,23178016726404e-01
110080;2019;Autóctone;Indígena;2;1,19474313022700e-03
110080;2019;Importado;Branca;26;1,30653266331658e-01
110080;2019;Importado;Preta;4;2,01005025125628e-02
110080;2019;Importado;Amarela;1;5,02512562814070e-03
110080;2019;Importado;Parda;168;8,44221105527638e-01
110080;2020;Autóctone;Branca;98;1,09497206703911e-01
110080;2020;Autóctone;Preta;41;4,58100558659218e-02
110080;2020;Autóctone;Amarela;6;6,70391061452514e-03
110080;2020;Autóctone;Parda;750;8,37988826815642e-01
110080;2020;Importado;Branca;17;9,88372093023256e-02
110080;2020;Importado;Preta;6;3,48837209302326e-02
110080;2020;Importado;Amarela;2;1,16279069767442e-02
110080;2020;Importado;Parda;147;8,54651162790698e-01
110090;2007;Autóctone;Ignorado;47;1,00000000000000e+00
110090;2007;Importado;Ignorado;14;1,00000000000000e+00
110090;2008;Autóctone;Ignorado;20;1,00000000000000e+00
110090;2008;Importado;Ignorado;2;1,00000000000000e+00
110090;2009;Autóctone;Ignorado;2;1,00000000000000e+00
110090;2009;Importado;Ignorado;20;1,00000000000000e+00
110090;2010;Autóctone;Ignorado;10;1,00000000000000e+00
110090;2010;Importado;Ignorado;18;1,00000000000000e+00
110090;2013;Autóctone;Parda;1;1,00000000000000e+00
110090;2014;Importado;Parda;1;1,00000000000000e+00
110092;2007;Autóctone;Ignorado;45;1,00000000000000e+00
110092;2007;Importado;Ignorado;12;1,00000000000000e+00
110092;2008;Autóctone;Ignorado;14;1,00000000000000e+00
110092;2008;Importado;Ignorado;8;1,00000000000000e+00
110092;2009;Autóctone;Ignorado;3;1,00000000000000e+00
110092;2009;Importado;Ignorado;6;1,00000000000000e+00
110092;2010;Autóctone;Ignorado;3;1,00000000000000e+00
110092;2010;Importado;Ignorado;1;1,00000000000000e+00
110092;2011;Autóctone;Branca;2;4,00000000000000e-01
110092;2011;Autóctone;Parda;1;2,00000000000000e-01
110092;2011;Autóctone;Ignorado;2;4,00000000000000e-01
110092;2014;Autóctone;Parda;3;1,00000000000000e+00
110092;2015;Autóctone;Branca;1;1,00000000000000e+00
110092;2016;Importado;Parda;1;1,00000000000000e+00
110092;2017;NA;Branca;1;1,00000000000000e+00
110092;2018;Autóctone;Parda;2;1,00000000000000e+00
110092;2018;Importado;Branca;1;5,00000000000000e-01
110092;2018;Importado;Parda;1;5,00000000000000e-01
110092;2019;Importado;Parda;3;1,00000000000000e+00
110094;2007;Autóctone;Ignorado;3329;1,00000000000000e+00
110094;2007;Importado;Ignorado;66;1,00000000000000e+00
110094;2007;NA;Ignorado;2;1,00000000000000e+00
110094;2008;Autóctone;Ignorado;2019;1,00000000000000e+00
110094;2008;Importado;Ignorado;103;1,00000000000000e+00
110094;2009;Autóctone;Ignorado;2268;1,00000000000000e+00
110094;2009;Importado;Ignorado;125;1,00000000000000e+00
110094;2009;NA;Ignorado;2;1,00000000000000e+00
110094;2010;Autóctone;Ignorado;1593;1,00000000000000e+00
110094;2010;Importado;Ignorado;90;1,00000000000000e+00
110094;2011;Autóctone;Branca;280;2,28571428571429e-01
110094;2011;Autóctone;Preta;138;1,12653061224490e-01
110094;2011;Autóctone;Amarela;3;2,44897959183673e-03
110094;2011;Autóctone;Parda;657;5,36326530612245e-01
110094;2011;Autóctone;Ignorado;147;1,20000000000000e-01
110094;2011;Importado;Branca;17;2,98245614035088e-01
110094;2011;Importado;Preta;9;1,57894736842105e-01
110094;2011;Importado;Parda;23;4,03508771929825e-01
110094;2011;Importado;Ignorado;8;1,40350877192982e-01
110094;2012;Autóctone;Branca;100;2,09205020920502e-01
110094;2012;Autóctone;Preta;81;1,69456066945607e-01
110094;2012;Autóctone;Amarela;1;2,09205020920502e-03
110094;2012;Autóctone;Parda;296;6,19246861924686e-01
110094;2012;Importado;Branca;17;2,57575757575758e-01
110094;2012;Importado;Preta;11;1,66666666666667e-01
110094;2012;Importado;Parda;37;5,60606060606061e-01
110094;2012;Importado;Indígena;1;1,51515151515152e-02
110094;2013;Autóctone;Branca;142;3,09368191721133e-01
110094;2013;Autóctone;Preta;127;2,76688453159041e-01
110094;2013;Autóctone;Amarela;2;4,35729847494553e-03
110094;2013;Autóctone;Parda;186;4,05228758169935e-01
110094;2013;Autóctone;Indígena;2;4,35729847494553e-03
110094;2013;Importado;Branca;16;3,63636363636364e-01
110094;2013;Importado;Preta;12;2,72727272727273e-01
110094;2013;Importado;Parda;16;3,63636363636364e-01
110094;2014;Autóctone;Branca;67;2,78008298755187e-01
110094;2014;Autóctone;Preta;90;3,73443983402490e-01
110094;2014;Autóctone;Amarela;1;4,14937759336100e-03
110094;2014;Autóctone;Parda;83;3,44398340248963e-01
110094;2014;Importado;Branca;9;2,81250000000000e-01
110094;2014;Importado;Preta;11;3,43750000000000e-01
110094;2014;Importado;Parda;12;3,75000000000000e-01
110094;2014;NA;Parda;1;1,00000000000000e+00
110094;2015;Autóctone;Branca;35;2,67175572519084e-01
110094;2015;Autóctone;Preta;43;3,28244274809160e-01
110094;2015;Autóctone;Parda;53;4,04580152671756e-01
110094;2015;Importado;Branca;12;3,07692307692308e-01
110094;2015;Importado;Preta;18;4,61538461538462e-01
110094;2015;Importado;Parda;8;2,05128205128205e-01
110094;2015;Importado;Indígena;1;2,56410256410256e-02
110094;2016;Autóctone;Branca;111;3,51265822784810e-01
110094;2016;Autóctone;Preta;100;3,16455696202532e-01
110094;2016;Autóctone;Amarela;3;9,49367088607595e-03
110094;2016;Autóctone;Parda;102;3,22784810126582e-01
110094;2016;Importado;Branca;22;3,54838709677419e-01
110094;2016;Importado;Preta;22;3,54838709677419e-01
110094;2016;Importado;Parda;18;2,90322580645161e-01
110094;2017;Autóctone;Branca;103;3,70503597122302e-01
110094;2017;Autóctone;Preta;52;1,87050359712230e-01
110094;2017;Autóctone;Parda;123;4,42446043165468e-01
110094;2017;Importado;Branca;9;3,10344827586207e-01
110094;2017;Importado;Preta;15;5,17241379310345e-01
110094;2017;Importado;Parda;5;1,72413793103448e-01
110094;2018;Autóctone;Branca;129;4,51048951048951e-01
110094;2018;Autóctone;Preta;25;8,74125874125874e-02
110094;2018;Autóctone;Amarela;3;1,04895104895105e-02
110094;2018;Autóctone;Parda;128;4,47552447552448e-01
110094;2018;Autóctone;Indígena;1;3,49650349650350e-03
110094;2018;Importado;Branca;44;6,56716417910448e-01
110094;2018;Importado;Preta;3;4,47761194029851e-02
110094;2018;Importado;Amarela;1;1,49253731343284e-02
110094;2018;Importado;Parda;19;2,83582089552239e-01
110094;2019;Autóctone;Branca;91;4,69072164948454e-01
110094;2019;Autóctone;Preta;17;8,76288659793814e-02
110094;2019;Autóctone;Amarela;2;1,03092783505155e-02
110094;2019;Autóctone;Parda;84;4,32989690721650e-01
110094;2019;Importado;Branca;46;5,34883720930233e-01
110094;2019;Importado;Preta;3;3,48837209302326e-02
110094;2019;Importado;Parda;37;4,30232558139535e-01
110094;2020;Autóctone;Branca;25;3,42465753424658e-01
110094;2020;Autóctone;Preta;14;1,91780821917808e-01
110094;2020;Autóctone;Parda;34;4,65753424657534e-01
110094;2020;Importado;Branca;6;2,60869565217391e-01
110094;2020;Importado;Preta;5;2,17391304347826e-01
110094;2020;Importado;Parda;12;5,21739130434783e-01
110100;2007;Autóctone;Ignorado;15;1,00000000000000e+00
110100;2007;Importado;Ignorado;75;1,00000000000000e+00
110100;2007;NA;Ignorado;3;1,00000000000000e+00
110100;2008;Autóctone;Ignorado;10;1,00000000000000e+00
110100;2008;Importado;Ignorado;61;1,00000000000000e+00
110100;2009;Autóctone;Ignorado;7;1,00000000000000e+00
110100;2009;Importado;Ignorado;30;1,00000000000000e+00
110100;2010;Autóctone;Ignorado;5;1,00000000000000e+00
110100;2010;Importado;Ignorado;37;1,00000000000000e+00
110100;2010;NA;Ignorado;2;1,00000000000000e+00
110100;2011;Importado;Branca;2;1,00000000000000e-01
110100;2011;Importado;Parda;14;7,00000000000000e-01
110100;2011;Importado;Ignorado;4;2,00000000000000e-01
110100;2012;Autóctone;Parda;5;1,00000000000000e+00
110100;2012;Importado;Parda;11;1,00000000000000e+00
110100;2012;NA;Preta;1;1,00000000000000e+00
110100;2013;Autóctone;Preta;1;3,33333333333333e-01
110100;2013;Autóctone;Parda;2;6,66666666666667e-01
110100;2013;Importado;Parda;3;1,00000000000000e+00
110100;2015;Autóctone;Branca;1;1,00000000000000e+00
110100;2015;Importado;Branca;2;1,00000000000000e+00
110100;2016;Autóctone;Parda;1;1,00000000000000e+00
110100;2016;Importado;Preta;1;1,00000000000000e+00
110100;2018;Autóctone;Branca;2;1,00000000000000e+00
110100;2019;Importado;Branca;4;4,00000000000000e-01
110100;2019;Importado;Preta;4;4,00000000000000e-01
110100;2019;Importado;Parda;2;2,00000000000000e-01
110100;2020;Importado;Preta;2;1,00000000000000e+00
110110;2007;Autóctone;Ignorado;2891;1,00000000000000e+00
110110;2007;Importado;Ignorado;180;1,00000000000000e+00
110110;2007;NA;Ignorado;3;1,00000000000000e+00
110110;2008;Autóctone;Ignorado;1205;1,00000000000000e+00
110110;2008;Importado;Ignorado;148;1,00000000000000e+00
110110;2008;NA;Ignorado;1;1,00000000000000e+00
110110;2009;Autóctone;Ignorado;647;1,00000000000000e+00
110110;2009;Importado;Ignorado;136;1,00000000000000e+00
110110;2010;Autóctone;Ignorado;699;1,00000000000000e+00
110110;2010;Importado;Ignorado;147;1,00000000000000e+00
110110;2011;Autóctone;Branca;61;2,07482993197279e-01
110110;2011;Autóctone;Preta;23;7,82312925170068e-02
110110;2011;Autóctone;Amarela;18;6,12244897959184e-02
110110;2011;Autóctone;Parda;140;4,76190476190476e-01
110110;2011;Autóctone;Indígena;1;3,40136054421769e-03
110110;2011;Autóctone;Ignorado;51;1,73469387755102e-01
110110;2011;Importado;Branca;13;1,96969696969697e-01
110110;2011;Importado;Preta;4;6,06060606060606e-02
110110;2011;Importado;Amarela;6;9,09090909090909e-02
110110;2011;Importado;Parda;32;4,84848484848485e-01
110110;2011;Importado;Indígena;1;1,51515151515152e-02
110110;2011;Importado;Ignorado;10;1,51515151515152e-01
110110;2012;Autóctone;Branca;25;1,42857142857143e-01
110110;2012;Autóctone;Preta;21;1,20000000000000e-01
110110;2012;Autóctone;Amarela;4;2,28571428571429e-02
110110;2012;Autóctone;Parda;122;6,97142857142857e-01
110110;2012;Autóctone;Indígena;3;1,71428571428571e-02
110110;2012;Importado;Branca;3;7,14285714285714e-02
110110;2012;Importado;Preta;6;1,42857142857143e-01
110110;2012;Importado;Amarela;1;2,38095238095238e-02
110110;2012;Importado;Parda;31;7,38095238095238e-01
110110;2012;Importado;Indígena;1;2,38095238095238e-02
110110;2012;NA;Parda;1;1,00000000000000e+00
110110;2013;Autóctone;Branca;11;1,03773584905660e-01
110110;2013;Autóctone;Preta;6;5,66037735849057e-02
110110;2013;Autóctone;Parda;89;8,39622641509434e-01
110110;2013;Importado;Branca;3;1,36363636363636e-01
110110;2013;Importado;Preta;4;1,81818181818182e-01
110110;2013;Importado;Parda;15;6,81818181818182e-01
110110;2014;Autóctone;Branca;14;2,41379310344828e-01
110110;2014;Autóctone;Preta;7;1,20689655172414e-01
110110;2014;Autóctone;Amarela;9;1,55172413793103e-01
110110;2014;Autóctone;Parda;28;4,82758620689655e-01
110110;2014;Importado;Parda;5;1,00000000000000e+00
110110;2015;Autóctone;Branca;2;7,40740740740741e-02
110110;2015;Autóctone;Preta;3;1,11111111111111e-01
110110;2015;Autóctone;Parda;22;8,14814814814815e-01
110110;2015;Importado;Preta;1;1,00000000000000e+00
110110;2016;Autóctone;Branca;39;3,04687500000000e-01
110110;2016;Autóctone;Preta;6;4,68750000000000e-02
110110;2016;Autóctone;Parda;83;6,48437500000000e-01
110110;2017;Autóctone;Branca;83;3,25490196078431e-01
110110;2017;Autóctone;Preta;19;7,45098039215686e-02
110110;2017;Autóctone;Amarela;2;7,84313725490196e-03
110110;2017;Autóctone;Parda;151;5,92156862745098e-01
110110;2017;Importado;Parda;2;1,00000000000000e+00
110110;2018;Autóctone;Branca;111;4,76394849785408e-01
110110;2018;Autóctone;Preta;21;9,01287553648069e-02
110110;2018;Autóctone;Amarela;1;4,29184549356223e-03
110110;2018;Autóctone;Parda;100;4,29184549356223e-01
110110;2018;Importado;Branca;1;6,66666666666667e-02
110110;2018;Importado;Preta;2;1,33333333333333e-01
110110;2018;Importado;Parda;12;8,00000000000000e-01
110110;2018;NA;Parda;2;6,66666666666667e-01
110110;2018;NA;Indígena;1;3,33333333333333e-01
110110;2019;Autóctone;Branca;46;2,55555555555556e-01
110110;2019;Autóctone;Preta;26;1,44444444444444e-01
110110;2019;Autóctone;Amarela;3;1,66666666666667e-02
110110;2019;Autóctone;Parda;102;5,66666666666667e-01
110110;2019;Autóctone;Indígena;3;1,66666666666667e-02
110110;2019;Importado;Preta;1;5,55555555555556e-02
110110;2019;Importado;Amarela;1;5,55555555555556e-02
110110;2019;Importado;Parda;16;8,88888888888889e-01
110110;2019;NA;Parda;1;1,00000000000000e+00
110110;2020;Autóctone;Branca;9;2,81250000000000e-01
110110;2020;Autóctone;Preta;3;9,37500000000000e-02
110110;2020;Autóctone;Parda;20;6,25000000000000e-01
110110;2020;Importado;Branca;1;9,09090909090909e-02
110110;2020;Importado;Parda;10;9,09090909090909e-01
110110;2020;NA;Parda;1;1,00000000000000e+00
110120;2007;Autóctone;Ignorado;9;1,00000000000000e+00
110120;2007;Importado;Ignorado;26;1,00000000000000e+00
110120;2008;Autóctone;Ignorado;1;1,00000000000000e+00
110120;2008;Importado;Ignorado;12;1,00000000000000e+00
110120;2009;Importado;Ignorado;18;1,00000000000000e+00
110120;2010;Importado;Ignorado;7;1,00000000000000e+00
110120;2011;Importado;Branca;7;3,18181818181818e-01
110120;2011;Importado;Parda;15;6,81818181818182e-01
110120;2012;Importado;Branca;1;1,66666666666667e-01
110120;2012;Importado;Parda;5;8,33333333333333e-01
110120;2013;Importado;Parda;1;1,00000000000000e+00
110120;2015;Importado;Branca;1;1,00000000000000e+00
110120;2016;Importado;Branca;1;1,00000000000000e+00
110120;2017;Autóctone;Branca;1;3,33333333333333e-01
110120;2017;Autóctone;Parda;2;6,66666666666667e-01
110120;2017;Importado;Parda;3;1,00000000000000e+00
110120;2019;Importado;Parda;6;1,00000000000000e+00
110120;2020;Importado;Preta;1;1,00000000000000e+00
110120;2020;NA;Parda;1;1,00000000000000e+00
110130;2007;Autóctone;Ignorado;226;1,00000000000000e+00
110130;2007;Importado;Ignorado;263;1,00000000000000e+00
110130;2008;Autóctone;Ignorado;15;1,00000000000000e+00
110130;2008;Importado;Ignorado;133;1,00000000000000e+00
110130;2009;Autóctone;Ignorado;2;1,00000000000000e+00
110130;2009;Importado;Ignorado;89;1,00000000000000e+00
110130;2009;NA;Ignorado;1;1,00000000000000e+00
110130;2010;Autóctone;Ignorado;15;1,00000000000000e+00
110130;2010;Importado;Ignorado;75;1,00000000000000e+00
110130;2011;Autóctone;Parda;1;5,00000000000000e-01
110130;2011;Autóctone;Ignorado;1;5,00000000000000e-01
110130;2011;Importado;Branca;22;6,47058823529412e-01
110130;2011;Importado;Preta;1;2,94117647058824e-02
110130;2011;Importado;Parda;8;2,35294117647059e-01
110130;2011;Importado;Ignorado;3;8,82352941176471e-02
110130;2011;NA;Branca;1;1,00000000000000e+00
110130;2012;Autóctone;Branca;1;5,00000000000000e-01
110130;2012;Autóctone;Parda;1;5,00000000000000e-01
110130;2012;Importado;Branca;19;5,42857142857143e-01
110130;2012;Importado;Amarela;5;1,42857142857143e-01
110130;2012;Importado;Parda;11;3,14285714285714e-01
110130;2013;Autóctone;Amarela;1;5,00000000000000e-01
110130;2013;Autóctone;Parda;1;5,00000000000000e-01
110130;2013;Importado;Branca;1;4,76190476190476e-02
110130;2013;Importado;Preta;1;4,76190476190476e-02
110130;2013;Importado;Amarela;3;1,42857142857143e-01
110130;2013;Importado;Parda;16;7,61904761904762e-01
110130;2014;Autóctone;Parda;1;1,00000000000000e+00
110130;2014;Importado;Branca;3;3,75000000000000e-01
110130;2014;Importado;Amarela;1;1,25000000000000e-01
110130;2014;Importado;Parda;4;5,00000000000000e-01
110130;2015;Importado;Branca;5;2,77777777777778e-01
110130;2015;Importado;Preta;4;2,22222222222222e-01
110130;2015;Importado;Amarela;1;5,55555555555556e-02
110130;2015;Importado;Parda;8;4,44444444444444e-01
110130;2016;Importado;Branca;9;2,57142857142857e-01
110130;2016;Importado;Preta;4;1,14285714285714e-01
110130;2016;Importado;Amarela;1;2,85714285714286e-02
110130;2016;Importado;Parda;21;6,00000000000000e-01
110130;2017;Importado;Branca;2;1,25000000000000e-01
110130;2017;Importado;Amarela;1;6,25000000000000e-02
110130;2017;Importado;Parda;13;8,12500000000000e-01
110130;2018;Importado;Branca;7;5,38461538461538e-01
110130;2018;Importado;Parda;6;4,61538461538462e-01
110130;2019;Importado;Branca;2;2,22222222222222e-01
110130;2019;Importado;Amarela;1;1,11111111111111e-01
110130;2019;Importado;Parda;6;6,66666666666667e-01
110130;2020;Autóctone;Branca;24;3,15789473684211e-01
110130;2020;Autóctone;Preta;9;1,18421052631579e-01
110130;2020;Autóctone;Amarela;2;2,63157894736842e-02
110130;2020;Autóctone;Parda;41;5,39473684210526e-01
110130;2020;Importado;Branca;7;2,50000000000000e-01
110130;2020;Importado;Preta;2;7,14285714285714e-02
110130;2020;Importado;Parda;19;6,78571428571429e-01
110140;2007;Autóctone;Ignorado;619;1,00000000000000e+00
110140;2007;Importado;Ignorado;347;1,00000000000000e+00
110140;2008;Autóctone;Ignorado;212;1,00000000000000e+00
110140;2008;Importado;Ignorado;196;1,00000000000000e+00
110140;2009;Autóctone;Ignorado;236;1,00000000000000e+00
110140;2009;Importado;Ignorado;178;1,00000000000000e+00
110140;2010;Autóctone;Ignorado;87;1,00000000000000e+00
110140;2010;Importado;Ignorado;151;1,00000000000000e+00
110140;2011;Autóctone;Branca;46;4,46601941747573e-01
110140;2011;Autóctone;Preta;3;2,91262135922330e-02
110140;2011;Autóctone;Parda;39;3,78640776699029e-01
110140;2011;Autóctone;Ignorado;15;1,45631067961165e-01
110140;2011;Importado;Branca;50;4,31034482758621e-01
110140;2011;Importado;Preta;7;6,03448275862069e-02
110140;2011;Importado;Parda;38;3,27586206896552e-01
110140;2011;Importado;Ignorado;21;1,81034482758621e-01
110140;2012;Autóctone;Branca;32;2,53968253968254e-01
110140;2012;Autóctone;Preta;18;1,42857142857143e-01
110140;2012;Autóctone;Parda;76;6,03174603174603e-01
110140;2012;Importado;Branca;8;1,81818181818182e-01
110140;2012;Importado;Preta;6;1,36363636363636e-01
110140;2012;Importado;Parda;30;6,81818181818182e-01
110140;2013;Autóctone;Branca;9;1,36363636363636e-01
110140;2013;Autóctone;Preta;9;1,36363636363636e-01
110140;2013;Autóctone;Parda;48;7,27272727272727e-01
110140;2013;Importado;Branca;7;2,41379310344828e-01
110140;2013;Importado;Preta;4;1,37931034482759e-01
110140;2013;Importado;Parda;18;6,20689655172414e-01
110140;2014;Autóctone;Branca;3;1,87500000000000e-01
110140;2014;Autóctone;Preta;1;6,25000000000000e-02
110140;2014;Autóctone;Parda;12;7,50000000000000e-01
110140;2014;Importado;Branca;1;1,00000000000000e-01
110140;2014;Importado;Preta;2;2,00000000000000e-01
110140;2014;Importado;Parda;7;7,00000000000000e-01
110140;2015;Autóctone;Parda;28;1,00000000000000e+00
110140;2015;Importado;Parda;9;1,00000000000000e+00
110140;2016;Autóctone;Branca;1;3,12500000000000e-02
110140;2016;Autóctone;Parda;31;9,68750000000000e-01
110140;2016;Importado;Branca;1;4,00000000000000e-02
110140;2016;Importado;Parda;24;9,60000000000000e-01
110140;2017;Autóctone;Parda;3;1,00000000000000e+00
110140;2017;Importado;Branca;6;2,72727272727273e-01
110140;2017;Importado;Preta;1;4,54545454545455e-02
110140;2017;Importado;Parda;15;6,81818181818182e-01
110140;2018;Importado;Branca;11;3,43750000000000e-01
110140;2018;Importado;Preta;2;6,25000000000000e-02
110140;2018;Importado;Parda;19;5,93750000000000e-01
110140;2019;Autóctone;Parda;2;1,00000000000000e+00
110140;2019;Importado;Branca;5;2,17391304347826e-01
110140;2019;Importado;Parda;18;7,82608695652174e-01
110140;2020;Importado;Parda;9;1,00000000000000e+00
110143;2007;Autóctone;Ignorado;21;1,00000000000000e+00
110143;2007;Importado;Ignorado;64;1,00000000000000e+00
110143;2008;Autóctone;Ignorado;16;1,00000000000000e+00
110143;2008;Importado;Ignorado;44;1,00000000000000e+00
110143;2009;Autóctone;Ignorado;10;1,00000000000000e+00
110143;2009;Importado;Ignorado;36;1,00000000000000e+00
