mun;ano;group;raca;n;p
110001;2007;Autóctone;Ignorado;251;1,00000000000000e+00
110001;2007;Importado;Ignorado;14;1,00000000000000e+00
110001;2008;Autóctone;Ignorado;258;1,00000000000000e+00
110001;2008;Importado;Ignorado;4;1,00000000000000e+00
110001;2009;Autóctone;Ignorado;83;1,00000000000000e+00
110001;2009;Importado;Ignorado;16;1,00000000000000e+00
110001;2010;Autóctone;Ignorado;33;1,00000000000000e+00
110001;2010;Importado;Ignorado;40;1,00000000000000e+00
110001;2010;NA;Ignorado;2;1,00000000000000e+00
110001;2011;Autóctone;Branca;4;3,63636363636364e-01
110001;2011;Autóctone;Preta;1;9,09090909090909e-02
110001;2011;Autóctone;Parda;1;9,09090909090909e-02
110001;2011;Autóctone;Indígena;3;2,72727272727273e-01
110001;2011;Autóctone;Ignorado;2;1,81818181818182e-01
110001;2011;Importado;Branca;12;3,33333333333333e-01
110001;2011;Importado;Amarela;2;5,55555555555556e-02
110001;2011;Importado;Parda;14;3,88888888888889e-01
110001;2011;Importado;Ignorado;8;2,22222222222222e-01
110001;2011;NA;Branca;1;3,33333333333333e-01
110001;2011;NA;Parda;2;6,66666666666667e-01
110001;2012;Autóctone;Branca;6;1,87500000000000e-01
110001;2012;Autóctone;Preta;6;1,87500000000000e-01
110001;2012;Autóctone;Amarela;1;3,12500000000000e-02
110001;2012;Autóctone;Parda;14;4,37500000000000e-01
110001;2012;Autóctone;Indígena;5;1,56250000000000e-01
110001;2012;Importado;Branca;11;4,23076923076923e-01
110001;2012;Importado;Preta;1;3,84615384615385e-02
110001;2012;Importado;Amarela;1;3,84615384615385e-02
110001;2012;Importado;Parda;13;5,00000000000000e-01
110001;2012;NA;Parda;4;1,00000000000000e+00
110001;2013;Autóctone;Branca;9;1,16883116883117e-01
110001;2013;Autóctone;Preta;22;2,85714285714286e-01
110001;2013;Autóctone;Amarela;7;9,09090909090909e-02
110001;2013;Autóctone;Parda;13;1,68831168831169e-01
110001;2013;Autóctone;Indígena;26;3,37662337662338e-01
110001;2013;Importado;Branca;1;1,42857142857143e-01
110001;2013;Importado;Amarela;1;1,42857142857143e-01
110001;2013;Importado;Parda;5;7,14285714285714e-01
110001;2013;NA;Amarela;7;4,37500000000000e-01
110001;2013;NA;Parda;9;5,62500000000000e-01
110001;2014;Autóctone;Branca;8;8,42105263157895e-02
110001;2014;Autóctone;Preta;10;1,05263157894737e-01
110001;2014;Autóctone;Amarela;1;1,05263157894737e-02
110001;2014;Autóctone;Parda;9;9,47368421052632e-02
110001;2014;Autóctone;Indígena;67;7,05263157894737e-01
110001;2014;Importado;Branca;3;7,50000000000000e-01
110001;2014;Importado;Parda;1;2,50000000000000e-01
110001;2014;NA;Preta;1;1,66666666666667e-01
110001;2014;NA;Amarela;3;5,00000000000000e-01
110001;2014;NA;Parda;2;3,33333333333333e-01
110001;2015;Autóctone;Preta;1;2,70270270270270e-02
110001;2015;Autóctone;Parda;8;2,16216216216216e-01
110001;2015;Autóctone;Indígena;28;7,56756756756757e-01
110001;2015;Importado;Parda;1;1,00000000000000e+00
110001;2015;NA;Branca;3;3,00000000000000e-01
110001;2015;NA;Amarela;7;7,00000000000000e-01
110001;2016;Autóctone;Branca;2;3,33333333333333e-01
110001;2016;Autóctone;Preta;3;5,00000000000000e-01
110001;2016;Autóctone;Parda;1;1,66666666666667e-01
110001;2016;Importado;Branca;2;2,85714285714286e-01
110001;2016;Importado;Parda;5;7,14285714285714e-01
110001;2016;NA;Preta;1;2,50000000000000e-01
110001;2016;NA;Amarela;2;5,00000000000000e-01
110001;2016;NA;Parda;1;2,50000000000000e-01
110001;2017;Autóctone;Indígena;1;1,00000000000000e+00
110001;2017;Importado;Parda;6;1,00000000000000e+00
110001;2017;NA;Preta;1;2,50000000000000e-01
110001;2017;NA;Amarela;3;7,50000000000000e-01
110001;2018;Importado;Branca;1;1,00000000000000e+00
110001;2019;Importado;Preta;1;5,00000000000000e-01
110001;2019;Importado;Parda;1;5,00000000000000e-01
110001;2020;Importado;Branca;1;2,00000000000000e-01
110001;2020;Importado;Preta;1;2,00000000000000e-01
110001;2020;Importado;Parda;3;6,00000000000000e-01
110002;2007;Autóctone;Ignorado;2162;1,00000000000000e+00
110002;2007;Importado;Ignorado;3620;1,00000000000000e+00
110002;2007;NA;Ignorado;2;1,00000000000000e+00
110002;2008;Autóctone;Ignorado;1240;1,00000000000000e+00
110002;2008;Importado;Ignorado;2314;1,00000000000000e+00
110002;2008;NA;Ignorado;3;1,00000000000000e+00
110002;2009;Autóctone;Ignorado;1056;1,00000000000000e+00
110002;2009;Importado;Ignorado;1807;1,00000000000000e+00
110002;2009;NA;Ignorado;3;1,00000000000000e+00
110002;2010;Autóctone;Ignorado;1272;1,00000000000000e+00
110002;2010;Importado;Ignorado;1703;1,00000000000000e+00
110002;2010;NA;Ignorado;4;1,00000000000000e+00
110002;2011;Autóctone;Branca;13;2,62096774193548e-02
110002;2011;Autóctone;Parda;15;3,02419354838710e-02
110002;2011;Autóctone;Ignorado;468;9,43548387096774e-01
110002;2011;Importado;Branca;25;1,94250194250194e-02
110002;2011;Importado;Parda;48;3,72960372960373e-02
110002;2011;Importado;Ignorado;1214;9,43278943278943e-01
110002;2012;Autóctone;Branca;75;5,03355704697987e-01
110002;2012;Autóctone;Preta;11;7,38255033557047e-02
110002;2012;Autóctone;Parda;63;4,22818791946309e-01
110002;2012;Importado;Branca;349;5,13235294117647e-01
110002;2012;Importado;Preta;60;8,82352941176471e-02
110002;2012;Importado;Amarela;2;2,94117647058824e-03
110002;2012;Importado;Parda;268;3,94117647058824e-01
110002;2012;Importado;Indígena;1;1,47058823529412e-03
110002;2012;NA;Parda;3;1,00000000000000e+00
110002;2013;Autóctone;Branca;45;4,01785714285714e-01
110002;2013;Autóctone;Preta;14;1,25000000000000e-01
110002;2013;Autóctone;Parda;53;4,73214285714286e-01
110002;2013;Importado;Branca;198;4,23982869379015e-01
110002;2013;Importado;Preta;52;1,11349036402570e-01
110002;2013;Importado;Amarela;1;2,14132762312634e-03
110002;2013;Importado;Parda;216;4,62526766595289e-01
110002;2013;NA;Branca;2;1,11111111111111e-01
110002;2013;NA;Preta;3;1,66666666666667e-01
110002;2013;NA;Parda;13;7,22222222222222e-01
110002;2014;Autóctone;Branca;36;4,50000000000000e-01
110002;2014;Autóctone;Preta;8;1,00000000000000e-01
110002;2014;Autóctone;Parda;36;4,50000000000000e-01
110002;2014;Importado;Branca;135;6,00000000000000e-01
110002;2014;Importado;Preta;18;8,00000000000000e-02
110002;2014;Importado;Parda;72;3,20000000000000e-01
110002;2014;NA;Branca;2;1,00000000000000e+00
110002;2015;Autóctone;Branca;15;3,57142857142857e-01
110002;2015;Autóctone;Preta;3;7,14285714285714e-02
110002;2015;Autóctone;Parda;24;5,71428571428571e-01
110002;2015;Importado;Branca;68;4,92753623188406e-01
110002;2015;Importado;Preta;10;7,24637681159420e-02
110002;2015;Importado;Parda;60;4,34782608695652e-01
110002;2016;Autóctone;Branca;59;5,04273504273504e-01
110002;2016;Autóctone;Preta;10;8,54700854700855e-02
110002;2016;Autóctone;Parda;48;4,10256410256410e-01
110002;2016;Importado;Branca;193;5,34626038781163e-01
110002;2016;Importado;Preta;40;1,10803324099723e-01
110002;2016;Importado;Amarela;1;2,77008310249307e-03
110002;2016;Importado;Parda;127;3,51800554016621e-01
110002;2017;Autóctone;Branca;33;2,82051282051282e-01
110002;2017;Autóctone;Preta;3;2,56410256410256e-02
110002;2017;Autóctone;Parda;80;6,83760683760684e-01
110002;2017;Autóctone;Indígena;1;8,54700854700855e-03
110002;2017;Importado;Branca;60;1,18811881188119e-01
110002;2017;Importado;Preta;23;4,55445544554455e-02
110002;2017;Importado;Amarela;2;3,96039603960396e-03
110002;2017;Importado;Parda;420;8,31683168316832e-01
110002;2018;Autóctone;Branca;148;1,66666666666667e-01
110002;2018;Autóctone;Preta;32;3,60360360360360e-02
110002;2018;Autóctone;Amarela;8;9,00900900900901e-03
110002;2018;Autóctone;Parda;699;7,87162162162162e-01
110002;2018;Autóctone;Indígena;1;1,12612612612613e-03
110002;2018;Importado;Branca;85;1,37540453074434e-01
110002;2018;Importado;Preta;20;3,23624595469256e-02
110002;2018;Importado;Amarela;3;4,85436893203883e-03
110002;2018;Importado;Parda;507;8,20388349514563e-01
110002;2018;Importado;Indígena;3;4,85436893203883e-03
110002;2018;NA;Parda;1;1,00000000000000e+00
110002;2019;Autóctone;Branca;72;1,83206106870229e-01
110002;2019;Autóctone;Preta;14;3,56234096692112e-02
110002;2019;Autóctone;Parda;306;7,78625954198473e-01
110002;2019;Autóctone;Indígena;1;2,54452926208651e-03
110002;2019;Importado;Branca;109;2,42222222222222e-01
110002;2019;Importado;Preta;17;3,77777777777778e-02
110002;2019;Importado;Amarela;3;6,66666666666667e-03
110002;2019;Importado;Parda;320;7,11111111111111e-01
110002;2019;Importado;Indígena;1;2,22222222222222e-03
110002;2020;Autóctone;Branca;31;2,16783216783217e-01
110002;2020;Autóctone;Preta;10;6,99300699300699e-02
110002;2020;Autóctone;Amarela;1;6,99300699300699e-03
110002;2020;Autóctone;Parda;100;6,99300699300699e-01
110002;2020;Autóctone;Indígena;1;6,99300699300699e-03
110002;2020;Importado;Branca;34;3,50515463917526e-01
110002;2020;Importado;Preta;15;1,54639175257732e-01
110002;2020;Importado;Parda;47;4,84536082474227e-01
110002;2020;Importado;Indígena;1;1,03092783505155e-02
110003;2007;Autóctone;Ignorado;5;1,00000000000000e+00
110003;2007;Importado;Ignorado;16;1,00000000000000e+00
110003;2008;Importado;Ignorado;6;1,00000000000000e+00
110003;2008;NA;Ignorado;1;1,00000000000000e+00
110003;2009;Importado;Ignorado;9;1,00000000000000e+00
110003;2010;Autóctone;Ignorado;2;1,00000000000000e+00
110003;2010;Importado;Ignorado;2;1,00000000000000e+00
110003;2011;Importado;Branca;1;3,33333333333333e-01
110003;2011;Importado;Ignorado;2;6,66666666666667e-01
110003;2012;Importado;Branca;2;1,00000000000000e+00
110003;2013;Importado;Parda;3;1,00000000000000e+00
110003;2014;Importado;Parda;2;1,00000000000000e+00
110003;2016;Autóctone;Branca;4;1,00000000000000e+00
110003;2016;Importado;Parda;1;1,00000000000000e+00
110003;2017;Autóctone;Branca;1;1,00000000000000e+00
110003;2018;Importado;Parda;6;1,00000000000000e+00
110003;2019;Importado;Branca;3;3,75000000000000e-01
110003;2019;Importado;Parda;5;6,25000000000000e-01
110003;2020;Importado;Parda;1;1,00000000000000e+00
110004;2007;Autóctone;Ignorado;28;1,00000000000000e+00
110004;2007;Importado;Ignorado;441;1,00000000000000e+00
110004;2007;NA;Ignorado;1;1,00000000000000e+00
110004;2008;Autóctone;Ignorado;10;1,00000000000000e+00
110004;2008;Importado;Ignorado;871;1,00000000000000e+00
110004;2009;Autóctone;Ignorado;6;1,00000000000000e+00
110004;2009;Importado;Ignorado;924;1,00000000000000e+00
110004;2010;Autóctone;Ignorado;3;1,00000000000000e+00
110004;2010;Importado;Ignorado;750;1,00000000000000e+00
110004;2010;NA;Ignorado;3;1,00000000000000e+00
110004;2011;Autóctone;Ignorado;4;1,00000000000000e+00
110004;2011;Importado;Branca;48;3,40425531914894e-01
110004;2011;Importado;Preta;4;2,83687943262411e-02
110004;2011;Importado;Amarela;5;3,54609929078014e-02
110004;2011;Importado;Parda;49;3,47517730496454e-01
110004;2011;Importado;Indígena;4;2,83687943262411e-02
110004;2011;Importado;Ignorado;31;2,19858156028369e-01
110004;2011;NA;Branca;3;6,00000000000000e-01
110004;2011;NA;Parda;1;2,00000000000000e-01
110004;2011;NA;Ignorado;1;2,00000000000000e-01
110004;2012;Autóctone;Branca;4;8,00000000000000e-01
110004;2012;Autóctone;Parda;1;2,00000000000000e-01
110004;2012;Importado;Branca;31;4,55882352941176e-01
110004;2012;Importado;Preta;7;1,02941176470588e-01
110004;2012;Importado;Amarela;5;7,35294117647059e-02
110004;2012;Importado;Parda;25;3,67647058823529e-01
110004;2012;NA;Branca;1;1,00000000000000e+00
110004;2013;Importado;Branca;33;5,40983606557377e-01
110004;2013;Importado;Preta;4;6,55737704918033e-02
110004;2013;Importado;Amarela;2;3,27868852459016e-02
110004;2013;Importado;Parda;22;3,60655737704918e-01
110004;2013;NA;Branca;2;1,00000000000000e+00
110004;2014;Autóctone;Amarela;1;3,33333333333333e-01
110004;2014;Autóctone;Parda;2;6,66666666666667e-01
110004;2014;Importado;Branca;38;6,22950819672131e-01
110004;2014;Importado;Preta;2;3,27868852459016e-02
110004;2014;Importado;Amarela;7;1,14754098360656e-01
110004;2014;Importado;Parda;14;2,29508196721311e-01
110004;2015;Importado;Branca;22;2,93333333333333e-01
110004;2015;Importado;Preta;1;1,33333333333333e-02
110004;2015;Importado;Amarela;2;2,66666666666667e-02
110004;2015;Importado;Parda;50;6,66666666666667e-01
110004;2016;Importado;Branca;16;4,10256410256410e-01
110004;2016;Importado;Parda;23;5,89743589743590e-01
110004;2017;Importado;Branca;14;5,60000000000000e-01
110004;2017;Importado;Parda;11;4,40000000000000e-01
110004;2017;NA;Parda;1;1,00000000000000e+00
110004;2018;Importado;Branca;13;4,64285714285714e-01
110004;2018;Importado;Parda;15;5,35714285714286e-01
110004;2019;Importado;Branca;46;3,38235294117647e-01
110004;2019;Importado;Preta;2;1,47058823529412e-02
110004;2019;Importado;Parda;56;4,11764705882353e-01
110004;2019;Importado;Indígena;32;2,35294117647059e-01
110004;2020;Autóctone;Branca;2;1,00000000000000e+00
110004;2020;Importado;Branca;31;3,64705882352941e-01
110004;2020;Importado;Preta;1;1,17647058823529e-02
110004;2020;Importado;Amarela;1;1,17647058823529e-02
110004;2020;Importado;Parda;24;2,82352941176471e-01
110004;2020;Importado;Indígena;28;3,29411764705882e-01
110005;2007;Autóctone;Ignorado;3;1,00000000000000e+00
110005;2007;Importado;Ignorado;112;1,00000000000000e+00
110005;2007;NA;Ignorado;2;1,00000000000000e+00
110005;2008;Autóctone;Ignorado;1;1,00000000000000e+00
110005;2008;Importado;Ignorado;57;1,00000000000000e+00
110005;2008;NA;Ignorado;5;1,00000000000000e+00
110005;2009;Importado;Ignorado;38;1,00000000000000e+00
110005;2009;NA;Ignorado;6;1,00000000000000e+00
110005;2010;Importado;Ignorado;42;1,00000000000000e+00
110005;2010;NA;Ignorado;1;1,00000000000000e+00
110005;2011;Importado;Branca;7;5,38461538461538e-01
110005;2011;Importado;Preta;2;1,53846153846154e-01
110005;2011;Importado;Parda;1;7,69230769230769e-02
110005;2011;Importado;Indígena;1;7,69230769230769e-02
110005;2011;Importado;Ignorado;2;1,53846153846154e-01
110005;2011;NA;Parda;1;1,00000000000000e+00
110005;2012;Importado;Branca;14;7,36842105263158e-01
110005;2012;Importado;Preta;1;5,26315789473684e-02
110005;2012;Importado;Parda;4;2,10526315789474e-01
110005;2012;NA;Parda;1;1,00000000000000e+00
110005;2013;Autóctone;Preta;1;1,00000000000000e+00
110005;2013;Importado;Branca;7;4,66666666666667e-01
110005;2013;Importado;Preta;4;2,66666666666667e-01
110005;2013;Importado;Parda;4;2,66666666666667e-01
110005;2014;Importado;Branca;6;6,66666666666667e-01
110005;2014;Importado;Preta;2;2,22222222222222e-01
110005;2014;Importado;Parda;1;1,11111111111111e-01
110005;2015;Importado;Branca;4;6,66666666666667e-01
110005;2015;Importado;Parda;2;3,33333333333333e-01
110005;2016;Importado;Branca;3;1,00000000000000e+00
110005;2017;Importado;Branca;1;5,00000000000000e-01
110005;2017;Importado;Parda;1;5,00000000000000e-01
110005;2018;Importado;Branca;5;1,00000000000000e+00
110005;2019;Importado;Branca;9;4,73684210526316e-01
110005;2019;Importado;Parda;10;5,26315789473684e-01
110005;2020;Importado;Branca;1;3,33333333333333e-01
110005;2020;Importado;Parda;2;6,66666666666667e-01
110006;2007;Autóctone;Ignorado;1;1,00000000000000e+00
110006;2007;Importado;Ignorado;43;1,00000000000000e+00
110006;2008;Importado;Ignorado;26;1,00000000000000e+00
110006;2009;Importado;Ignorado;16;1,00000000000000e+00
110006;2010;Importado;Ignorado;25;1,00000000000000e+00
110006;2011;Importado;Branca;2;1,53846153846154e-01
110006;2011;Importado;Preta;1;7,69230769230769e-02
110006;2011;Importado;Parda;4;3,07692307692308e-01
110006;2011;Importado;Ignorado;6;4,61538461538462e-01
110006;2012;Importado;Branca;1;1,00000000000000e+00
110006;2013;Importado;Branca;1;1,00000000000000e+00
110006;2013;NA;Branca;1;1,00000000000000e+00
110006;2014;Importado;Parda;5;1,00000000000000e+00
110006;2015;Importado;Parda;1;1,00000000000000e+00
110006;2017;Autóctone;Branca;1;1,00000000000000e+00
110006;2017;Importado;Parda;1;1,00000000000000e+00
110006;2017;NA;Parda;1;1,00000000000000e+00
110006;2018;Autóctone;Branca;1;1,00000000000000e+00
110006;2019;Importado;Branca;2;4,00000000000000e-01
110006;2019;Importado;Amarela;1;2,00000000000000e-01
110006;2019;Importado;Parda;2;4,00000000000000e-01
110006;2020;Importado;Preta;1;5,00000000000000e-01
110006;2020;Importado;Parda;1;5,00000000000000e-01
110007;2007;Autóctone;Ignorado;1;1,00000000000000e+00
110007;2007;Importado;Ignorado;6;1,00000000000000e+00
110007;2008;Importado;Ignorado;8;1,00000000000000e+00
110007;2009;Importado;Ignorado;4;1,00000000000000e+00
110007;2010;Importado;Ignorado;8;1,00000000000000e+00
110007;2011;Importado;Branca;2;1,00000000000000e+00
110007;2018;Autóctone;Branca;1;5,00000000000000e-01
110007;2018;Autóctone;Parda;1;5,00000000000000e-01
110007;2018;Importado;Branca;1;5,00000000000000e-01
110007;2018;Importado;Parda;1;5,00000000000000e-01
110007;2019;Importado;Branca;2;6,66666666666667e-01
110007;2019;Importado;Parda;1;3,33333333333333e-01
110007;2020;Importado;Branca;2;1,00000000000000e+00
110008;2007;Autóctone;Ignorado;494;1,00000000000000e+00
110008;2007;Importado;Ignorado;77;1,00000000000000e+00
110008;2007;NA;Ignorado;22;1,00000000000000e+00
110008;2008;Autóctone;Ignorado;281;1,00000000000000e+00
110008;2008;Importado;Ignorado;36;1,00000000000000e+00
110008;2008;NA;Ignorado;21;1,00000000000000e+00
110008;2009;Autóctone;Ignorado;225;1,00000000000000e+00
110008;2009;Importado;Ignorado;32;1,00000000000000e+00
110008;2009;NA;Ignorado;9;1,00000000000000e+00
110008;2010;Autóctone;Ignorado;403;1,00000000000000e+00
110008;2010;Importado;Ignorado;25;1,00000000000000e+00
110008;2010;NA;Ignorado;10;1,00000000000000e+00
110008;2011;Autóctone;Branca;17;9,23913043478261e-02
110008;2011;Autóctone;Preta;3;1,63043478260870e-02
110008;2011;Autóctone;Amarela;1;5,43478260869565e-03
110008;2011;Autóctone;Parda;147;7,98913043478261e-01
110008;2011;Autóctone;Indígena;2;1,08695652173913e-02
110008;2011;Autóctone;Ignorado;14;7,60869565217391e-02
110008;2011;Importado;Branca;4;2,50000000000000e-01
110008;2011;Importado;Preta;3;1,87500000000000e-01
110008;2011;Importado;Parda;8;5,00000000000000e-01
110008;2011;Importado;Indígena;1;6,25000000000000e-02
110008;2011;NA;Parda;9;1,00000000000000e+00
110008;2012;Autóctone;Parda;218;1,00000000000000e+00
110008;2012;Importado;Parda;15;1,00000000000000e+00
110008;2012;NA;Parda;7;1,00000000000000e+00
110008;2013;Autóctone;Parda;114;1,00000000000000e+00
110008;2013;Importado;Parda;8;1,00000000000000e+00
110008;2013;NA;Parda;9;1,00000000000000e+00
110008;2014;Autóctone;Branca;2;6,89655172413793e-02
110008;2014;Autóctone;Amarela;1;3,44827586206897e-02
110008;2014;Autóctone;Parda;26;8,96551724137931e-01
110008;2014;Importado;Parda;10;1,00000000000000e+00
110008;2014;NA;Branca;1;2,50000000000000e-01
110008;2014;NA;Preta;1;2,50000000000000e-01
110008;2014;NA;Parda;2;5,00000000000000e-01
110008;2015;Autóctone;Branca;1;1,85185185185185e-02
110008;2015;Autóctone;Preta;1;1,85185185185185e-02
110008;2015;Autóctone;Amarela;1;1,85185185185185e-02
110008;2015;Autóctone;Parda;50;9,25925925925926e-01
110008;2015;Autóctone;Indígena;1;1,85185185185185e-02
110008;2015;Importado;Branca;1;9,09090909090909e-02
110008;2015;Importado;Parda;10;9,09090909090909e-01
110008;2015;NA;Parda;3;1,00000000000000e+00
110008;2016;Autóctone;Branca;6;6,74157303370786e-02
110008;2016;Autóctone;Parda;82;9,21348314606742e-01
110008;2016;Autóctone;Indígena;1;1,12359550561798e-02
110008;2016;Importado;Parda;7;1,00000000000000e+00
110008;2016;NA;Parda;2;1,00000000000000e+00
110008;2017;Autóctone;Branca;1;9,09090909090909e-02
110008;2017;Autóctone;Preta;1;9,09090909090909e-02
110008;2017;Autóctone;Amarela;1;9,09090909090909e-02
110008;2017;Autóctone;Parda;8;7,27272727272727e-01
110008;2017;Importado;Amarela;1;1,66666666666667e-01
110008;2017;Importado;Parda;5;8,33333333333333e-01
110008;2017;NA;Branca;1;1,00000000000000e-01
110008;2017;NA;Amarela;2;2,00000000000000e-01
110008;2017;NA;Parda;7;7,00000000000000e-01
110008;2018;Autóctone;Branca;3;2,72727272727273e-01
110008;2018;Autóctone;Preta;1;9,09090909090909e-02
110008;2018;Autóctone;Amarela;1;9,09090909090909e-02
110008;2018;Autóctone;Parda;4;3,63636363636364e-01
110008;2018;Autóctone;Indígena;2;1,81818181818182e-01
110008;2018;Importado;Branca;1;3,33333333333333e-01
110008;2018;Importado;Amarela;1;3,33333333333333e-01
110008;2018;Importado;Parda;1;3,33333333333333e-01
110008;2018;NA;Parda;1;3,33333333333333e-01
110008;2018;NA;Indígena;2;6,66666666666667e-01
110008;2019;Autóctone;Branca;22;1,96428571428571e-01
110008;2019;Autóctone;Preta;10;8,92857142857143e-02
110008;2019;Autóctone;Amarela;14;1,25000000000000e-01
110008;2019;Autóctone;Parda;46;4,10714285714286e-01
110008;2019;Autóctone;Indígena;20;1,78571428571429e-01
110008;2019;Importado;Branca;6;6,66666666666667e-01
110008;2019;Importado;Amarela;1;1,11111111111111e-01
110008;2019;Importado;Parda;2;2,22222222222222e-01
110008;2019;NA;Branca;2;3,33333333333333e-01
110008;2019;NA;Preta;1;1,66666666666667e-01
110008;2019;NA;Parda;1;1,66666666666667e-01
110008;2019;NA;Indígena;2;3,33333333333333e-01
110008;2020;Autóctone;Branca;18;1,13207547169811e-01
110008;2020;Autóctone;Preta;22;1,38364779874214e-01
110008;2020;Autóctone;Amarela;8;5,03144654088050e-02
110008;2020;Autóctone;Parda;93;5,84905660377358e-01
110008;2020;Autóctone;Indígena;18;1,13207547169811e-01
110008;2020;Importado;Branca;1;2,00000000000000e-01
110008;2020;Importado;Preta;1;2,00000000000000e-01
110008;2020;Importado;Amarela;1;2,00000000000000e-01
110008;2020;Importado;Parda;2;4,00000000000000e-01
110008;2020;NA;Parda;1;3,33333333333333e-01
110008;2020;NA;Indígena;2;6,66666666666667e-01
110009;2007;Autóctone;Ignorado;24;1,00000000000000e+00
110009;2007;Importado;Ignorado;78;1,00000000000000e+00
110009;2007;NA;Ignorado;1;1,00000000000000e+00
110009;2008;Autóctone;Ignorado;209;1,00000000000000e+00
110009;2008;Importado;Ignorado;73;1,00000000000000e+00
110009;2009;Autóctone;Ignorado;278;1,00000000000000e+00
110009;2009;Importado;Ignorado;87;1,00000000000000e+00
110009;2009;NA;Ignorado;2;1,00000000000000e+00
110009;2010;Autóctone;Ignorado;370;1,00000000000000e+00
110009;2010;Importado;Ignorado;53;1,00000000000000e+00
110009;2010;NA;Ignorado;1;1,00000000000000e+00
110009;2011;Autóctone;Branca;2;1,00000000000000e+00
110009;2011;Importado;Branca;14;2,97872340425532e-01
110009;2011;Importado;Preta;2;4,25531914893617e-02
110009;2011;Importado;Parda;29;6,17021276595745e-01
110009;2011;Importado;Ignorado;2;4,25531914893617e-02
110009;2012;Autóctone;Branca;2;2,50000000000000e-01
110009;2012;Autóctone;Preta;1;1,25000000000000e-01
110009;2012;Autóctone;Parda;5;6,25000000000000e-01
110009;2012;Importado;Branca;18;2,40000000000000e-01
110009;2012;Importado;Preta;10;1,33333333333333e-01
110009;2012;Importado;Parda;47;6,26666666666667e-01
110009;2013;Importado;Branca;8;3,07692307692308e-01
110009;2013;Importado;Preta;4;1,53846153846154e-01
110009;2013;Importado;Parda;14;5,38461538461538e-01
110009;2013;NA;Parda;1;1,00000000000000e+00
110009;2014;Autóctone;Preta;1;1,00000000000000e+00
110009;2014;Importado;Branca;3;2,14285714285714e-01
110009;2014;Importado;Parda;11;7,85714285714286e-01
110009;2015;Autóctone;Branca;2;1,00000000000000e+00
110009;2015;Importado;Branca;5;3,33333333333333e-01
110009;2015;Importado;Preta;2;1,33333333333333e-01
110009;2015;Importado;Parda;8;5,33333333333333e-01
110009;2016;Importado;Parda;7;1,00000000000000e+00
110009;2017;Importado;Branca;4;3,07692307692308e-01
110009;2017;Importado;Parda;9;6,92307692307692e-01
110009;2018;Importado;Branca;4;2,66666666666667e-01
110009;2018;Importado;Parda;11;7,33333333333333e-01
110009;2019;Autóctone;Branca;92;3,89830508474576e-01
110009;2019;Autóctone;Preta;8;3,38983050847458e-02
110009;2019;Autóctone;Amarela;3;1,27118644067797e-02
110009;2019;Autóctone;Parda;102;4,32203389830508e-01
110009;2019;Autóctone;Indígena;31;1,31355932203390e-01
110009;2019;Importado;Branca;6;4,00000000000000e-01
110009;2019;Importado;Parda;9;6,00000000000000e-01
110009;2020;Autóctone;Branca;29;1,73652694610778e-01
110009;2020;Autóctone;Preta;7;4,19161676646707e-02
110009;2020;Autóctone;Parda;114;6,82634730538922e-01
110009;2020;Autóctone;Indígena;17;1,01796407185629e-01
110009;2020;Importado;Parda;3;1,00000000000000e+00
110010;2007;Autóctone;Ignorado;3012;1,00000000000000e+00
110010;2007;Importado;Ignorado;416;1,00000000000000e+00
110010;2007;NA;Ignorado;29;1,00000000000000e+00
110010;2008;Autóctone;Ignorado;1207;1,00000000000000e+00
110010;2008;Importado;Ignorado;207;1,00000000000000e+00
110010;2008;NA;Ignorado;20;1,00000000000000e+00
110010;2009;Autóctone;Ignorado;704;1,00000000000000e+00
110010;2009;Importado;Ignorado;133;1,00000000000000e+00
110010;2009;NA;Ignorado;9;1,00000000000000e+00
110010;2010;Autóctone;Ignorado;1688;1,00000000000000e+00
110010;2010;Importado;Ignorado;275;1,00000000000000e+00
110010;2010;NA;Ignorado;31;1,00000000000000e+00
110010;2011;Autóctone;Indígena;201;2,31300345224396e-01
110010;2011;Autóctone;Ignorado;668;7,68699654775604e-01
110010;2011;Importado;Branca;1;4,71698113207547e-03
110010;2011;Importado;Parda;1;4,71698113207547e-03
110010;2011;Importado;Indígena;41;1,93396226415094e-01
110010;2011;Importado;Ignorado;169;7,97169811320755e-01
110010;2011;NA;Ignorado;19;1,00000000000000e+00
110010;2012;Autóctone;Branca;47;7,24191063174114e-02
110010;2012;Autóctone;Preta;17;2,61941448382126e-02
110010;2012;Autóctone;Amarela;8;1,23266563944530e-02
110010;2012;Autóctone;Parda;208;3,20493066255778e-01
110010;2012;Autóctone;Indígena;369;5,68567026194145e-01
110010;2012;Importado;Branca;24;1,83206106870229e-01
110010;2012;Importado;Preta;3;2,29007633587786e-02
110010;2012;Importado;Amarela;3;2,29007633587786e-02
110010;2012;Importado;Parda;91;6,94656488549618e-01
110010;2012;Importado;Indígena;10;7,63358778625954e-02
110010;2012;NA;Branca;4;1,48148148148148e-01
110010;2012;NA;Preta;3;1,11111111111111e-01
110010;2012;NA;Amarela;2;7,40740740740741e-02
110010;2012;NA;Parda;18;6,66666666666667e-01
110010;2013;Autóctone;Branca;12;2,21811460258780e-02
110010;2013;Autóctone;Preta;4;7,39371534195933e-03
110010;2013;Autóctone;Amarela;2;3,69685767097967e-03
