src;ano;casos;group
110020;2010;3046;Importado
110020;2011;18569;Autóctone
110020;2011;2553;Importado
110020;2012;17855;Autóctone
110020;2012;1994;Importado
110020;2013;10331;Autóctone
110020;2013;1221;Importado
110020;2014;6878;Autóctone
110020;2014;774;Importado
110020;2015;3695;Autóctone
110020;2015;487;Importado
110020;2016;2907;Autóctone
110020;2016;535;Importado
110020;2017;2881;Autóctone
110020;2017;403;Importado
110020;2018;3614;Autóctone
110020;2018;540;Importado
110020;2019;5549;Autóctone
110020;2019;954;Importado
110020;2020;2178;Autóctone
110020;2020;403;Importado
110025;2007;71;Autóctone
110025;2007;61;Importado
110025;2008;19;Autóctone
110025;2008;10;Importado
110025;2009;21;Autóctone
110025;2009;9;Importado
110025;2010;39;Autóctone
110025;2010;18;Importado
110025;2011;11;Autóctone
110025;2011;5;Importado
110025;2012;3;Importado
110025;2013;5;Importado
110025;2014;3;Importado
110025;2018;1;Importado
110025;2019;2;Importado
110026;2007;551;Autóctone
110026;2007;226;Importado
110026;2008;722;Autóctone
110026;2008;211;Importado
110026;2009;963;Autóctone
110026;2009;261;Importado
110026;2010;705;Autóctone
110026;2010;225;Importado
110026;2011;144;Autóctone
110026;2011;83;Importado
110026;2012;61;Autóctone
110026;2012;53;Importado
110026;2013;57;Autóctone
110026;2013;39;Importado
110026;2014;75;Autóctone
110026;2014;32;Importado
110026;2015;9;Autóctone
110026;2015;11;Importado
110026;2016;43;Autóctone
110026;2016;44;Importado
110026;2017;31;Autóctone
110026;2017;19;Importado
110026;2018;44;Autóctone
110026;2018;16;Importado
110026;2019;17;Autóctone
110026;2019;13;Importado
110026;2020;5;Autóctone
110026;2020;1;Importado
110028;2007;2;Autóctone
110028;2007;16;Importado
110028;2008;16;Importado
110028;2009;12;Importado
110028;2010;9;Importado
110028;2011;1;Autóctone
110028;2011;7;Importado
110028;2012;4;Autóctone
110028;2012;2;Importado
110028;2013;7;Importado
110028;2014;5;Autóctone
110028;2014;3;Importado
110028;2016;4;Importado
110028;2018;1;Autóctone
110028;2019;2;Importado
110028;2020;2;Importado
110029;2007;8;Autóctone
110029;2007;2;Importado
110029;2008;1;Importado
110029;2009;1;Importado
110029;2011;1;Importado
110029;2012;2;Importado
110029;2013;1;Autóctone
110029;2013;1;Importado
110029;2014;1;Importado
110029;2017;2;Importado
110030;2007;50;Autóctone
110030;2007;17;Importado
110030;2008;4;Autóctone
110030;2008;15;Importado
110030;2009;35;Autóctone
110030;2009;16;Importado
110030;2010;27;Autóctone
110030;2010;21;Importado
110030;2011;1;Autóctone
110030;2011;4;Importado
110030;2012;14;Importado
110030;2013;12;Importado
110030;2014;3;Importado
110030;2015;6;Importado
110030;2017;1;Autóctone
110030;2017;2;Importado
110030;2018;11;Autóctone
110030;2018;2;Importado
110030;2019;1;Autóctone
110030;2019;6;Importado
110030;2020;6;Autóctone
110030;2020;2;Importado
110032;2007;72;Autóctone
110032;2007;53;Importado
110032;2008;49;Autóctone
110032;2008;24;Importado
110032;2009;40;Autóctone
110032;2009;35;Importado
110032;2010;125;Autóctone
110032;2010;39;Importado
110032;2011;78;Autóctone
110032;2011;17;Importado
110032;2012;15;Autóctone
110032;2012;7;Importado
110032;2013;2;Autóctone
110032;2013;7;Importado
110032;2014;5;Importado
110032;2015;5;Importado
110032;2016;1;Autóctone
110032;2016;1;Importado
110032;2017;2;Autóctone
110032;2018;2;Autóctone
110032;2018;1;Importado
110032;2019;1;Autóctone
110033;2007;6140;Autóctone
110033;2007;2090;Importado
110033;2008;1565;Autóctone
110033;2008;693;Importado
110033;2009;571;Autóctone
110033;2009;288;Importado
110033;2010;665;Autóctone
110033;2010;590;Importado
110033;2011;552;Autóctone
110033;2011;357;Importado
110033;2012;214;Autóctone
110033;2012;340;Importado
110033;2013;140;Autóctone
110033;2013;71;Importado
110033;2014;162;Autóctone
110033;2014;46;Importado
110033;2015;147;Autóctone
110033;2015;70;Importado
110033;2016;76;Autóctone
110033;2016;94;Importado
110033;2017;46;Autóctone
110033;2017;46;Importado
110033;2018;107;Autóctone
110033;2018;132;Importado
110033;2019;34;Autóctone
110033;2019;74;Importado
110033;2020;24;Autóctone
110033;2020;14;Importado
110034;2007;161;Autóctone
110034;2007;181;Importado
110034;2008;107;Autóctone
110034;2008;47;Importado
110034;2009;67;Autóctone
110034;2009;29;Importado
110034;2010;50;Autóctone
110034;2010;3;Importado
110034;2011;33;Autóctone
110034;2011;4;Importado
110034;2012;30;Autóctone
110034;2012;4;Importado
110034;2013;18;Autóctone
110034;2013;1;Importado
110034;2014;50;Autóctone
110034;2015;29;Autóctone
110034;2015;1;Importado
110034;2016;24;Autóctone
110034;2016;2;Importado
110034;2017;5;Autóctone
110034;2018;8;Autóctone
110037;2007;2;Autóctone
110037;2007;3;Importado
110037;2008;3;Importado
110037;2010;10;Importado
110037;2011;3;Importado
110037;2012;7;Importado
110037;2013;2;Autóctone
110037;2013;4;Importado
110037;2016;1;Importado
110037;2018;1;Autóctone
110037;2018;3;Importado
110037;2020;1;Importado
110040;2007;2452;Autóctone
110040;2007;743;Importado
110040;2008;1578;Autóctone
110040;2008;389;Importado
110040;2009;1029;Autóctone
110040;2009;295;Importado
110040;2010;983;Autóctone
110040;2010;321;Importado
110040;2011;474;Autóctone
110040;2011;172;Importado
110040;2012;96;Autóctone
110040;2012;60;Importado
110040;2013;15;Autóctone
110040;2013;38;Importado
110040;2014;16;Autóctone
110040;2014;19;Importado
110040;2015;51;Autóctone
110040;2015;400;Importado
110040;2016;79;Autóctone
110040;2016;182;Importado
110040;2017;116;Autóctone
110040;2017;138;Importado
110040;2018;154;Autóctone
110040;2018;99;Importado
110040;2019;69;Autóctone
110040;2019;70;Importado
110040;2020;8;Autóctone
110040;2020;4;Importado
110045;2007;2609;Autóctone
110045;2007;618;Importado
110045;2008;1177;Autóctone
110045;2008;318;Importado
110045;2009;562;Autóctone
110045;2009;132;Importado
110045;2010;454;Autóctone
110045;2010;185;Importado
110045;2011;303;Autóctone
110045;2011;146;Importado
110045;2012;156;Autóctone
110045;2012;54;Importado
110045;2013;177;Autóctone
110045;2013;40;Importado
110045;2014;61;Autóctone
110045;2014;8;Importado
110045;2015;80;Autóctone
110045;2015;72;Importado
110045;2016;70;Autóctone
110045;2016;31;Importado
110045;2017;7;Autóctone
110045;2017;13;Importado
110045;2018;3;Autóctone
110045;2018;4;Importado
110045;2019;1;Autóctone
110045;2019;1;Importado
110045;2020;5;Autóctone
110045;2020;1;Importado
110050;2007;9;Autóctone
110050;2007;2;Importado
110050;2008;2;Autóctone
110050;2008;1;Importado
110050;2009;2;Autóctone
110050;2009;1;Importado
110050;2010;1;Importado
110050;2011;1;Importado
110050;2012;2;Autóctone
110050;2016;2;Autóctone
110050;2017;1;Autóctone
110050;2017;1;Importado
110050;2018;2;Autóctone
110060;2007;41;Autóctone
110060;2007;83;Importado
110060;2008;43;Autóctone
110060;2008;46;Importado
110060;2009;68;Autóctone
110060;2009;37;Importado
110060;2010;8;Autóctone
110060;2010;24;Importado
110060;2011;4;Autóctone
110060;2011;27;Importado
110060;2012;2;Autóctone
110060;2012;10;Importado
110060;2013;1;Autóctone
110060;2013;4;Importado
110060;2014;8;Importado
110060;2015;1;Importado
110060;2016;4;Autóctone
110060;2016;13;Importado
110060;2017;1;Autóctone
110060;2018;2;Importado
110060;2019;5;Importado
110060;2020;1;Importado
110070;2007;2745;Autóctone
110070;2007;1273;Importado
110070;2008;1502;Autóctone
110070;2008;733;Importado
110070;2009;768;Autóctone
110070;2009;308;Importado
110070;2010;385;Autóctone
110070;2010;160;Importado
110070;2011;359;Autóctone
110070;2011;117;Importado
110070;2012;323;Autóctone
110070;2012;66;Importado
110070;2013;109;Autóctone
110070;2013;24;Importado
110070;2014;30;Autóctone
110070;2014;20;Importado
110070;2015;10;Autóctone
110070;2015;6;Importado
110070;2016;5;Autóctone
110070;2016;3;Importado
110070;2017;1;Autóctone
110070;2017;12;Importado
110070;2018;2;Autóctone
110070;2018;11;Importado
110070;2019;1;Autóctone
110070;2019;14;Importado
110070;2020;1;Autóctone
110070;2020;4;Importado
110080;2007;7194;Autóctone
110080;2007;2377;Importado
110080;2008;3946;Autóctone
110080;2008;1583;Importado
110080;2009;3295;Autóctone
110080;2009;1235;Importado
110080;2010;3453;Autóctone
110080;2010;1493;Importado
110080;2011;3862;Autóctone
110080;2011;1669;Importado
110080;2012;2557;Autóctone
110080;2012;1105;Importado
110080;2013;1471;Autóctone
110080;2013;655;Importado
110080;2014;1240;Autóctone
110080;2014;542;Importado
110080;2015;1138;Autóctone
110080;2015;256;Importado
110080;2016;984;Autóctone
110080;2016;271;Importado
110080;2017;1602;Autóctone
110080;2017;369;Importado
110080;2018;1660;Autóctone
110080;2018;448;Importado
110080;2019;1674;Autóctone
110080;2019;584;Importado
110080;2020;895;Autóctone
110080;2020;280;Importado
110090;2007;47;Autóctone
110090;2007;23;Importado
110090;2008;20;Autóctone
110090;2008;8;Importado
110090;2009;2;Autóctone
110090;2009;7;Importado
110090;2010;10;Autóctone
110090;2010;14;Importado
110090;2011;4;Importado
110090;2012;2;Importado
110090;2013;1;Autóctone
110090;2013;1;Importado
110090;2020;1;Importado
110092;2007;45;Autóctone
110092;2007;21;Importado
110092;2008;14;Autóctone
110092;2008;7;Importado
110092;2009;3;Autóctone
110092;2009;12;Importado
110092;2010;3;Autóctone
110092;2010;5;Importado
110092;2011;5;Autóctone
110092;2011;1;Importado
110092;2012;1;Importado
110092;2013;4;Importado
110092;2014;3;Autóctone
110092;2014;2;Importado
110092;2015;1;Autóctone
110092;2017;1;Importado
110092;2018;2;Autóctone
110092;2018;1;Importado
110094;2007;3329;Autóctone
110094;2007;642;Importado
110094;2008;2019;Autóctone
110094;2008;384;Importado
110094;2009;2268;Autóctone
110094;2009;540;Importado
110094;2010;1593;Autóctone
110094;2010;607;Importado
110094;2011;1225;Autóctone
110094;2011;491;Importado
110094;2012;478;Autóctone
110094;2012;187;Importado
110094;2013;459;Autóctone
110094;2013;186;Importado
110094;2014;241;Autóctone
110094;2014;145;Importado
110094;2015;131;Autóctone
110094;2015;36;Importado
110094;2016;316;Autóctone
110094;2016;91;Importado
110094;2017;278;Autóctone
110094;2017;151;Importado
110094;2018;286;Autóctone
110094;2018;109;Importado
110094;2019;194;Autóctone
110094;2019;79;Importado
110094;2020;73;Autóctone
110094;2020;29;Importado
110100;2007;15;Autóctone
110100;2007;87;Importado
110100;2008;10;Autóctone
110100;2008;303;Importado
110100;2009;7;Autóctone
110100;2009;202;Importado
110100;2010;5;Autóctone
110100;2010;14;Importado
110100;2011;4;Importado
110100;2012;5;Autóctone
110100;2012;4;Importado
110100;2013;3;Autóctone
110100;2013;12;Importado
110100;2014;3;Importado
110100;2015;1;Autóctone
110100;2016;1;Autóctone
110100;2016;1;Importado
110100;2017;1;Importado
110100;2018;2;Autóctone
110100;2020;1;Importado
110110;2007;2891;Autóctone
110110;2007;698;Importado
110110;2008;1205;Autóctone
110110;2008;221;Importado
110110;2009;647;Autóctone
110110;2009;169;Importado
110110;2010;699;Autóctone
110110;2010;214;Importado
110110;2011;294;Autóctone
110110;2011;167;Importado
110110;2012;175;Autóctone
110110;2012;173;Importado
110110;2013;106;Autóctone
110110;2013;77;Importado
110110;2014;58;Autóctone
110110;2014;46;Importado
110110;2015;27;Autóctone
110110;2015;31;Importado
110110;2016;128;Autóctone
110110;2016;145;Importado
110110;2017;255;Autóctone
110110;2017;270;Importado
110110;2018;233;Autóctone
110110;2018;382;Importado
110110;2019;180;Autóctone
110110;2019;179;Importado
110110;2020;32;Autóctone
110110;2020;7;Importado
110120;2007;9;Autóctone
110120;2007;1;Importado
110120;2008;1;Autóctone
110120;2008;1;Importado
110120;2010;2;Importado
110120;2013;1;Importado
110120;2017;3;Autóctone
110130;2007;226;Autóctone
110130;2007;43;Importado
110130;2008;15;Autóctone
110130;2008;8;Importado
110130;2009;2;Autóctone
110130;2009;8;Importado
110130;2010;15;Autóctone
110130;2010;10;Importado
110130;2011;2;Autóctone
110130;2011;1;Importado
110130;2012;2;Autóctone
110130;2012;8;Importado
110130;2013;2;Autóctone
110130;2013;1;Importado
110130;2014;1;Autóctone
110130;2014;1;Importado
110130;2016;2;Importado
110130;2020;76;Autóctone
110130;2020;47;Importado
110140;2007;619;Autóctone
110140;2007;422;Importado
110140;2008;212;Autóctone
110140;2008;233;Importado
110140;2009;236;Autóctone
110140;2009;239;Importado
110140;2010;87;Autóctone
110140;2010;125;Importado
110140;2011;103;Autóctone
110140;2011;67;Importado
110140;2012;126;Autóctone
110140;2012;33;Importado
110140;2013;66;Autóctone
110140;2013;35;Importado
110140;2014;16;Autóctone
110140;2014;33;Importado
110140;2015;28;Autóctone
110140;2015;27;Importado
110140;2016;32;Autóctone
110140;2016;41;Importado
110140;2017;3;Autóctone
110140;2017;9;Importado
110140;2018;14;Importado
110140;2019;2;Autóctone
110140;2019;7;Importado
110140;2020;1;Importado
110143;2007;21;Autóctone
110143;2007;11;Importado
110143;2008;16;Autóctone
110143;2008;4;Importado
110143;2009;10;Autóctone
110143;2009;2;Importado
110143;2010;12;Autóctone
110143;2010;9;Importado
110143;2011;3;Autóctone
110143;2011;5;Importado
110143;2013;2;Importado
110143;2014;1;Importado
110143;2017;1;Importado
110143;2020;1;Importado
110145;2007;1;Autóctone
110145;2007;2;Importado
110145;2008;3;Importado
110145;2009;3;Importado
110145;2010;2;Importado
110145;2014;1;Importado
110146;2007;28;Autóctone
110146;2007;25;Importado
110146;2008;24;Autóctone
110146;2008;11;Importado
110146;2009;8;Autóctone
110146;2009;7;Importado
110146;2010;59;Autóctone
110146;2010;9;Importado
110146;2011;57;Autóctone
110146;2011;2;Importado
110146;2012;14;Autóctone
110146;2012;6;Importado
110146;2013;7;Autóctone
110146;2013;5;Importado
110146;2014;2;Autóctone
110146;2014;2;Importado
110146;2015;1;Autóctone
110146;2015;1;Importado
110146;2017;1;Autóctone
110146;2019;40;Autóctone
110146;2019;25;Importado
110146;2020;1;Autóctone
110146;2020;1;Importado
110147;2007;6;Importado
110147;2008;2;Autóctone
110147;2008;3;Importado
110147;2009;1;Importado
110147;2010;3;Importado
110147;2011;6;Importado
110147;2012;1;Importado
110147;2013;2;Importado
110147;2014;1;Importado
110148;2007;1;Autóctone
110148;2007;2;Importado
110148;2008;1;Importado
110148;2009;1;Autóctone
110148;2010;1;Importado
110148;2011;1;Importado
110148;2013;2;Importado
110149;2007;337;Autóctone
110149;2007;71;Importado
110149;2008;164;Autóctone
110149;2008;53;Importado
110149;2009;75;Autóctone
110149;2009;26;Importado
110149;2010;18;Autóctone
110149;2010;17;Importado
110149;2011;7;Autóctone
110149;2011;12;Importado
110149;2012;15;Autóctone
110149;2012;9;Importado
110149;2013;30;Autóctone
110149;2013;11;Importado
110149;2014;20;Autóctone
110149;2014;7;Importado
110149;2015;17;Autóctone
110149;2015;5;Importado
110149;2016;10;Autóctone
110149;2016;6;Importado
110149;2017;1;Autóctone
110149;2017;3;Importado
110149;2018;1;Autóctone
110149;2018;3;Importado
110149;2019;12;Autóctone
110149;2019;4;Importado
110149;2020;4;Autóctone
110149;2020;1;Importado
110150;2007;28;Autóctone
110150;2007;19;Importado
110150;2008;85;Autóctone
110150;2008;9;Importado
110150;2009;25;Autóctone
110150;2009;9;Importado
110150;2010;7;Autóctone
110150;2010;7;Importado
110150;2011;27;Autóctone
110150;2011;6;Importado
110150;2012;11;Autóctone
110150;2012;3;Importado
110150;2013;6;Autóctone
110150;2013;3;Importado
110150;2014;2;Autóctone
110150;2014;1;Importado
110150;2015;1;Autóctone
110150;2015;3;Importado
110150;2016;1;Autóctone
110150;2016;1;Importado
110150;2018;3;Autóctone
110150;2018;1;Importado
110150;2019;10;Autóctone
110150;2019;7;Importado
110150;2020;3;Autóctone
110150;2020;9;Importado
110155;2007;2;Importado
110155;2010;5;Importado
110155;2011;1;Autóctone
110155;2012;2;Autóctone
110155;2013;3;Autóctone
110155;2015;1;Importado
110155;2016;1;Autóctone
110155;2016;2;Importado
110155;2017;1;Importado
110160;2007;980;Autóctone
110160;2007;274;Importado
110160;2008;365;Autóctone
110160;2008;105;Importado
110160;2009;171;Autóctone
110160;2009;57;Importado
110160;2010;37;Autóctone
110160;2010;32;Importado
110160;2011;25;Autóctone
110160;2011;12;Importado
110160;2012;14;Autóctone
110160;2012;2;Importado
110160;2013;2;Autóctone
110160;2013;14;Importado
110160;2014;2;Importado
110160;2015;1;Autóctone
110160;2015;1;Importado
110160;2016;3;Autóctone
110160;2017;12;Autóctone
110160;2017;10;Importado
110160;2018;5;Autóctone
110160;2018;4;Importado
110160;2019;9;Autóctone
110160;2019;2;Importado
110170;2007;56;Autóctone
110170;2007;25;Importado
110170;2008;7;Autóctone
110170;2008;10;Importado
110170;2009;8;Autóctone
110170;2009;3;Importado
110170;2010;1;Autóctone
110170;2010;2;Importado
110170;2011;11;Importado
110170;2012;2;Importado
110170;2013;3;Autóctone
110170;2013;4;Importado
110170;2014;5;Importado
110170;2015;2;Importado
110170;2016;3;Importado
110170;2017;1;Importado
110170;2018;1;Importado
110170;2019;1;Importado
110170;2020;26;Importado
110175;2007;945;Autóctone
110175;2007;241;Importado
110175;2008;768;Autóctone
110175;2008;180;Importado
110175;2009;684;Autóctone
110175;2009;129;Importado
110175;2010;286;Autóctone
110175;2010;93;Importado
110175;2011;155;Autóctone
110175;2011;39;Importado
110175;2012;175;Autóctone
110175;2012;32;Importado
110175;2013;305;Autóctone
110175;2013;73;Importado
110175;2014;45;Autóctone
110175;2014;15;Importado
110175;2015;10;Autóctone
110175;2015;11;Importado
110175;2016;28;Autóctone
110175;2016;11;Importado
110175;2017;16;Autóctone
110175;2017;10;Importado
110175;2018;4;Autóctone
110175;2018;9;Importado
110175;2019;4;Autóctone
110175;2019;7;Importado
110175;2020;4;Autóctone
110175;2020;3;Importado
110180;2007;37;Autóctone
110180;2007;14;Importado
110180;2008;15;Autóctone
110180;2008;14;Importado
110180;2009;7;Autóctone
110180;2009;1;Importado
110180;2010;1;Importado
110180;2011;2;Autóctone
110180;2011;3;Importado
110180;2012;2;Autóctone
110180;2012;2;Importado
110180;2015;1;Autóctone
110180;2016;1;Autóctone
110180;2016;1;Importado
110180;2017;1;Autóctone
110180;2017;1;Importado
110180;2018;1;Autóctone
110180;2019;6;Importado
120001;2007;906;Autóctone
120001;2007;140;Importado
120001;2008;238;Autóctone
120001;2008;69;Importado
120001;2009;52;Autóctone
120001;2009;27;Importado
120001;2010;108;Autóctone
120001;2010;48;Importado
120001;2011;32;Autóctone
120001;2011;32;Importado
120001;2012;46;Autóctone
120001;2012;31;Importado
120001;2013;576;Autóctone
120001;2013;134;Importado
120001;2014;123;Autóctone
120001;2014;38;Importado
120001;2015;31;Autóctone
120001;2015;8;Importado
120001;2016;24;Autóctone
120001;2016;10;Importado
120001;2017;89;Autóctone
120001;2017;23;Importado
120001;2018;78;Autóctone
120001;2018;41;Importado
120001;2019;42;Autóctone
120001;2019;15;Importado
120001;2020;13;Autóctone
120001;2020;10;Importado
