mun;ano;mes;group;n;p
130130;2009;abr;Autóctone;3;0,750000000000000000
130130;2009;abr;Importado;1;0,250000000000000000
130130;2009;mai;Autóctone;13;1,000000000000000000
130130;2009;jun;Autóctone;16;0,941176470588235281
130130;2009;jun;Importado;1;0,058823529411764705
130130;2009;jul;Autóctone;12;0,857142857142857095
130130;2009;jul;Importado;2;0,142857142857142849
130130;2009;ago;Autóctone;10;0,833333333333333370
130130;2009;ago;Importado;2;0,166666666666666657
130130;2009;set;Autóctone;14;0,933333333333333348
130130;2009;set;Importado;1;0,066666666666666666
130130;2009;out;Autóctone;1;0,200000000000000011
130130;2009;out;Importado;4;0,800000000000000044
130130;2009;nov;Autóctone;4;1,000000000000000000
130130;2009;dez;Importado;2;1,000000000000000000
130130;2010;jan;Importado;2;1,000000000000000000
130130;2010;fev;Autóctone;1;0,333333333333333315
130130;2010;fev;Importado;2;0,666666666666666630
130130;2010;mar;Autóctone;1;1,000000000000000000
130130;2010;mai;Importado;3;1,000000000000000000
130130;2010;jun;Importado;2;1,000000000000000000
130130;2010;ago;Autóctone;8;0,888888888888888840
130130;2010;ago;Importado;1;0,111111111111111105
130130;2010;set;Autóctone;3;0,750000000000000000
130130;2010;set;Importado;1;0,250000000000000000
130130;2010;out;Autóctone;1;0,500000000000000000
130130;2010;out;Importado;1;0,500000000000000000
130130;2010;nov;Autóctone;5;0,714285714285714302
130130;2010;nov;Importado;2;0,285714285714285698
130130;2011;jan;Autóctone;1;0,500000000000000000
130130;2011;jan;Importado;1;0,500000000000000000
130130;2011;fev;Autóctone;3;1,000000000000000000
130130;2011;mar;Importado;1;1,000000000000000000
130130;2011;abr;Autóctone;1;0,500000000000000000
130130;2011;abr;Importado;1;0,500000000000000000
130130;2011;jun;Autóctone;1;1,000000000000000000
130130;2011;jul;Autóctone;4;0,800000000000000044
130130;2011;jul;Importado;1;0,200000000000000011
130130;2011;ago;Autóctone;14;0,875000000000000000
130130;2011;ago;Importado;2;0,125000000000000000
130130;2011;set;Autóctone;16;1,000000000000000000
130130;2011;out;Autóctone;6;0,857142857142857095
130130;2011;out;Importado;1;0,142857142857142849
130130;2011;nov;Autóctone;3;0,750000000000000000
130130;2011;nov;Importado;1;0,250000000000000000
130130;2011;dez;Autóctone;1;0,250000000000000000
130130;2011;dez;Importado;3;0,750000000000000000
130130;2012;jan;Autóctone;1;0,500000000000000000
130130;2012;jan;Importado;1;0,500000000000000000
130130;2012;fev;Autóctone;3;1,000000000000000000
130130;2012;mar;Autóctone;5;1,000000000000000000
130130;2012;abr;Autóctone;4;1,000000000000000000
130130;2012;mai;Autóctone;10;0,909090909090909061
130130;2012;mai;Importado;1;0,090909090909090912
130130;2012;jun;Autóctone;45;1,000000000000000000
130130;2012;jul;Autóctone;145;0,973154362416107421
130130;2012;jul;Importado;4;0,026845637583892617
130130;2012;ago;Autóctone;65;0,984848484848484862
130130;2012;ago;Importado;1;0,015151515151515152
130130;2012;set;Autóctone;20;1,000000000000000000
130130;2012;out;Autóctone;17;1,000000000000000000
130130;2012;nov;Autóctone;7;1,000000000000000000
130130;2012;dez;Autóctone;5;0,833333333333333370
130130;2012;dez;Importado;1;0,166666666666666657
130130;2013;jan;Autóctone;3;0,599999999999999978
130130;2013;jan;Importado;2;0,400000000000000022
130130;2013;fev;Autóctone;1;0,333333333333333315
130130;2013;fev;Importado;2;0,666666666666666630
130130;2013;mar;Importado;1;1,000000000000000000
130130;2013;jun;Autóctone;1;1,000000000000000000
130130;2013;jul;Importado;1;1,000000000000000000
130130;2013;set;Importado;1;1,000000000000000000
130130;2013;out;Importado;3;1,000000000000000000
130130;2014;jan;Importado;4;1,000000000000000000
130130;2014;fev;Importado;2;1,000000000000000000
130130;2014;mar;Importado;1;1,000000000000000000
130130;2014;mai;Importado;1;1,000000000000000000
130130;2014;jun;Importado;1;1,000000000000000000
130130;2014;jul;Importado;2;1,000000000000000000
130130;2014;out;Importado;1;1,000000000000000000
130130;2015;jan;Importado;1;1,000000000000000000
130130;2015;mar;Importado;1;1,000000000000000000
130130;2015;jun;Importado;1;1,000000000000000000
130130;2015;jul;Importado;2;1,000000000000000000
130130;2015;ago;Importado;2;1,000000000000000000
130130;2015;out;Importado;1;1,000000000000000000
130130;2015;nov;Importado;1;1,000000000000000000
130130;2016;jan;Importado;6;1,000000000000000000
130130;2016;fev;Importado;1;1,000000000000000000
130130;2016;jun;Importado;2;1,000000000000000000
130130;2016;ago;Importado;2;1,000000000000000000
130130;2016;set;Importado;2;1,000000000000000000
130130;2017;jan;Importado;2;1,000000000000000000
130130;2017;mar;Importado;2;1,000000000000000000
130130;2017;mai;Importado;2;1,000000000000000000
130130;2017;ago;Importado;2;1,000000000000000000
130130;2017;set;Importado;7;1,000000000000000000
130130;2017;out;Importado;2;1,000000000000000000
130130;2017;dez;Importado;1;1,000000000000000000
130130;2018;jan;Autóctone;2;0,400000000000000022
130130;2018;jan;Importado;3;0,599999999999999978
130130;2018;fev;Autóctone;3;0,599999999999999978
130130;2018;fev;Importado;2;0,400000000000000022
130130;2018;mar;Autóctone;2;0,285714285714285698
130130;2018;mar;Importado;5;0,714285714285714302
130130;2018;abr;Importado;4;1,000000000000000000
130130;2018;mai;Importado;1;1,000000000000000000
130130;2018;jun;Autóctone;1;1,000000000000000000
130130;2018;ago;Autóctone;1;0,250000000000000000
130130;2018;ago;Importado;3;0,750000000000000000
130130;2018;out;Importado;1;1,000000000000000000
130130;2019;jan;Importado;1;1,000000000000000000
130130;2019;fev;Importado;1;0,500000000000000000
130130;2019;fev;NA;1;0,500000000000000000
130130;2019;jun;Importado;2;1,000000000000000000
130130;2019;set;Importado;3;1,000000000000000000
130130;2020;jan;Importado;2;1,000000000000000000
130130;2020;fev;Importado;2;1,000000000000000000
130130;2020;mar;Importado;1;1,000000000000000000
130140;2007;jan;Autóctone;15;0,750000000000000000
130140;2007;jan;Importado;5;0,250000000000000000
130140;2007;fev;Autóctone;12;0,750000000000000000
130140;2007;fev;Importado;4;0,250000000000000000
130140;2007;mar;Autóctone;107;0,899159663865546244
130140;2007;mar;Importado;12;0,100840336134453784
130140;2007;abr;Autóctone;112;0,982456140350877138
130140;2007;abr;Importado;2;0,017543859649122806
130140;2007;mai;Autóctone;155;0,993589743589743613
130140;2007;mai;Importado;1;0,006410256410256410
130140;2007;jun;Autóctone;100;0,934579439252336441
130140;2007;jun;Importado;7;0,065420560747663545
130140;2007;jul;Autóctone;94;0,979166666666666630
130140;2007;jul;Importado;2;0,020833333333333332
130140;2007;ago;Autóctone;53;1,000000000000000000
130140;2007;set;Autóctone;25;1,000000000000000000
130140;2007;out;Autóctone;29;0,935483870967741882
130140;2007;out;Importado;2;0,064516129032258063
130140;2007;nov;Autóctone;13;1,000000000000000000
130140;2007;dez;Autóctone;31;0,837837837837837829
130140;2007;dez;Importado;6;0,162162162162162171
130140;2008;jan;Autóctone;42;0,976744186046511587
130140;2008;jan;Importado;1;0,023255813953488372
130140;2008;fev;Autóctone;33;0,785714285714285698
130140;2008;fev;Importado;9;0,214285714285714274
130140;2008;mar;Autóctone;148;1,000000000000000000
130140;2008;abr;Autóctone;143;0,986206896551724110
130140;2008;abr;Importado;2;0,013793103448275862
130140;2008;mai;Autóctone;357;0,986187845303867383
130140;2008;mai;Importado;5;0,013812154696132596
130140;2008;jun;Autóctone;559;0,998214285714285721
130140;2008;jun;Importado;1;0,001785714285714286
130140;2008;jul;Autóctone;410;0,987951807228915624
130140;2008;jul;Importado;5;0,012048192771084338
130140;2008;ago;Autóctone;437;0,995444191343963558
130140;2008;ago;Importado;2;0,004555808656036446
130140;2008;set;Autóctone;224;1,000000000000000000
130140;2008;out;Autóctone;208;0,990476190476190510
130140;2008;out;Importado;2;0,009523809523809525
130140;2008;nov;Autóctone;299;1,000000000000000000
130140;2008;dez;Autóctone;114;0,991304347826087007
130140;2008;dez;Importado;1;0,008695652173913044
130140;2009;jan;Autóctone;79;0,975308641975308643
130140;2009;jan;Importado;2;0,024691358024691357
130140;2009;fev;Autóctone;52;0,981132075471698117
130140;2009;fev;Importado;1;0,018867924528301886
130140;2009;mar;Autóctone;64;0,969696969696969724
130140;2009;mar;Importado;2;0,030303030303030304
130140;2009;abr;Autóctone;87;0,906250000000000000
130140;2009;abr;Importado;9;0,093750000000000000
130140;2009;mai;Autóctone;205;0,931818181818181768
130140;2009;mai;Importado;15;0,068181818181818177
130140;2009;jun;Autóctone;311;0,968847352024922115
130140;2009;jun;Importado;10;0,031152647975077882
130140;2009;jul;Autóctone;321;0,938596491228070207
130140;2009;jul;Importado;21;0,061403508771929821
130140;2009;ago;Autóctone;283;0,989510489510489477
130140;2009;ago;Importado;3;0,010489510489510490
130140;2009;set;Autóctone;266;0,988847583643122641
130140;2009;set;Importado;3;0,011152416356877323
130140;2009;out;Autóctone;214;0,986175115207373221
130140;2009;out;Importado;3;0,013824884792626729
130140;2009;nov;Autóctone;209;0,990521327014218023
130140;2009;nov;Importado;2;0,009478672985781991
130140;2009;dez;Autóctone;133;0,963768115942028936
130140;2009;dez;Importado;5;0,036231884057971016
130140;2010;jan;Autóctone;114;0,949999999999999956
130140;2010;jan;Importado;6;0,050000000000000003
130140;2010;fev;Autóctone;125;0,976562500000000000
130140;2010;fev;Importado;3;0,023437500000000000
130140;2010;mar;Autóctone;412;0,983293556085918841
130140;2010;mar;Importado;7;0,016706443914081145
130140;2010;abr;Autóctone;754;0,997354497354497327
130140;2010;abr;Importado;2;0,002645502645502645
130140;2010;mai;Autóctone;986;0,994954591321897119
130140;2010;mai;Importado;5;0,005045408678102927
130140;2010;jun;Autóctone;567;1,000000000000000000
130140;2010;jul;Autóctone;379;0,992146596858638707
130140;2010;jul;Importado;3;0,007853403141361256
130140;2010;ago;Autóctone;278;0,989323843416370141
130140;2010;ago;Importado;3;0,010676156583629894
130140;2010;set;Autóctone;244;0,995918367346938727
130140;2010;set;Importado;1;0,004081632653061225
130140;2010;out;Autóctone;161;0,964071856287425200
130140;2010;out;Importado;6;0,035928143712574849
130140;2010;nov;Autóctone;134;0,930555555555555580
130140;2010;nov;Importado;10;0,069444444444444448
130140;2010;dez;Autóctone;93;0,948979591836734748
130140;2010;dez;Importado;5;0,051020408163265307
130140;2011;jan;Autóctone;99;0,980198019801980180
130140;2011;jan;Importado;2;0,019801980198019802
130140;2011;fev;Autóctone;84;1,000000000000000000
130140;2011;mar;Autóctone;118;0,943999999999999950
130140;2011;mar;Importado;7;0,056000000000000001
130140;2011;abr;Autóctone;269;0,985347985347985400
130140;2011;abr;Importado;4;0,014652014652014652
130140;2011;mai;Autóctone;318;0,975460122699386534
130140;2011;mai;Importado;8;0,024539877300613498
130140;2011;jun;Autóctone;522;0,979362101313320799
130140;2011;jun;Importado;11;0,020637898686679174
130140;2011;jul;Autóctone;711;0,997194950911640898
130140;2011;jul;Importado;2;0,002805049088359046
130140;2011;ago;Autóctone;472;1,000000000000000000
130140;2011;set;Autóctone;423;0,992957746478873249
130140;2011;set;Importado;3;0,007042253521126761
130140;2011;out;Autóctone;347;0,994269340974212046
130140;2011;out;Importado;2;0,005730659025787965
130140;2011;nov;Autóctone;325;0,996932515337423331
130140;2011;nov;Importado;1;0,003067484662576687
130140;2011;dez;Autóctone;330;0,993975903614457867
130140;2011;dez;Importado;2;0,006024096385542169
130140;2012;jan;Autóctone;368;0,983957219251336945
130140;2012;jan;Importado;6;0,016042780748663103
130140;2012;fev;Autóctone;420;0,992907801418439706
130140;2012;fev;Importado;3;0,007092198581560284
130140;2012;mar;Autóctone;695;0,990028490028490027
130140;2012;mar;Importado;7;0,009971509971509971
130140;2012;abr;Autóctone;897;0,981400437636761436
130140;2012;abr;Importado;17;0,018599562363238512
130140;2012;mai;Autóctone;1617;0,985374771480804434
130140;2012;mai;Importado;24;0,014625228519195612
130140;2012;jun;Autóctone;1728;0,993103448275862055
130140;2012;jun;Importado;12;0,006896551724137931
130140;2012;jul;Autóctone;1286;0,990755007704160251
130140;2012;jul;Importado;12;0,009244992295839754
130140;2012;ago;Autóctone;950;0,989583333333333370
130140;2012;ago;Importado;10;0,010416666666666666
130140;2012;set;Autóctone;621;0,984152139461172748
130140;2012;set;Importado;10;0,015847860538827259
130140;2012;out;Autóctone;469;0,987368421052631562
130140;2012;out;Importado;6;0,012631578947368421
130140;2012;nov;Autóctone;362;0,981029810298102989
130140;2012;nov;Importado;7;0,018970189701897018
130140;2012;dez;Autóctone;363;0,989100817438692048
130140;2012;dez;Importado;4;0,010899182561307902
130140;2013;jan;Autóctone;291;0,986440677966101687
130140;2013;jan;Importado;4;0,013559322033898305
130140;2013;fev;Autóctone;324;0,984802431610942275
130140;2013;fev;Importado;5;0,015197568389057751
130140;2013;mar;Autóctone;577;0,989708404802744468
130140;2013;mar;Importado;6;0,010291595197255575
130140;2013;abr;Autóctone;955;0,978483606557377095
130140;2013;abr;Importado;21;0,021516393442622950
130140;2013;mai;Autóctone;1424;0,986832986832986814
130140;2013;mai;Importado;19;0,013167013167013167
130140;2013;jun;Autóctone;1565;0,982423101067168902
130140;2013;jun;Importado;28;0,017576898932831136
130140;2013;jul;Autóctone;1411;0,988095238095238138
130140;2013;jul;Importado;17;0,011904761904761904
130140;2013;ago;Autóctone;850;0,991831971995332573
130140;2013;ago;Importado;7;0,008168028004667444
130140;2013;set;Autóctone;562;0,984238178633975447
130140;2013;set;Importado;9;0,015761821366024518
130140;2013;out;Autóctone;565;0,994718309859154881
130140;2013;out;Importado;3;0,005281690140845070
130140;2013;nov;Autóctone;343;0,985632183908045967
130140;2013;nov;Importado;5;0,014367816091954023
130140;2013;dez;Autóctone;268;0,992592592592592582
130140;2013;dez;Importado;2;0,007407407407407408
130140;2014;jan;Autóctone;233;0,995726495726495742
130140;2014;jan;Importado;1;0,004273504273504274
130140;2014;fev;Autóctone;240;0,983606557377049162
130140;2014;fev;Importado;4;0,016393442622950821
130140;2014;mar;Autóctone;397;0,985111662531017340
130140;2014;mar;Importado;6;0,014888337468982630
130140;2014;abr;Autóctone;582;0,957236842105263164
130140;2014;abr;Importado;26;0,042763157894736843
130140;2014;mai;Autóctone;846;0,965753424657534221
130140;2014;mai;Importado;30;0,034246575342465752
130140;2014;jun;Autóctone;928;0,980972515856236793
130140;2014;jun;Importado;18;0,019027484143763214
130140;2014;jul;Autóctone;879;0,985426008968609879
130140;2014;jul;Importado;13;0,014573991031390135
130140;2014;ago;Autóctone;425;0,986078886310904901
130140;2014;ago;Importado;6;0,013921113689095127
130140;2014;set;Autóctone;384;0,992248062015503862
130140;2014;set;Importado;3;0,007751937984496124
130140;2014;out;Autóctone;281;0,982517482517482499
130140;2014;out;Importado;5;0,017482517482517484
130140;2014;nov;Autóctone;199;0,994999999999999996
130140;2014;nov;Importado;1;0,005000000000000000
130140;2014;dez;Autóctone;114;0,966101694915254217
130140;2014;dez;Importado;4;0,033898305084745763
130140;2015;jan;Autóctone;129;0,934782608695652217
130140;2015;jan;Importado;9;0,065217391304347824
130140;2015;fev;Autóctone;168;0,949152542372881380
130140;2015;fev;Importado;9;0,050847457627118647
130140;2015;mar;Autóctone;369;0,953488372093023284
130140;2015;mar;Importado;18;0,046511627906976744
130140;2015;abr;Autóctone;680;0,989810771470160167
130140;2015;abr;Importado;7;0,010189228529839884
130140;2015;mai;Autóctone;861;0,985125858123569786
130140;2015;mai;Importado;13;0,014874141876430207
130140;2015;jun;Autóctone;1048;0,976700838769804291
130140;2015;jun;Importado;25;0,023299161230195712
130140;2015;jul;Autóctone;1088;0,993607305936073049
130140;2015;jul;Importado;7;0,006392694063926941
130140;2015;ago;Autóctone;835;0,985832349468713121
130140;2015;ago;Importado;12;0,014167650531286895
130140;2015;set;Autóctone;612;0,993506493506493560
130140;2015;set;Importado;4;0,006493506493506494
130140;2015;out;Autóctone;361;0,975675675675675702
130140;2015;out;Importado;9;0,024324324324324326
130140;2015;nov;Autóctone;345;0,994236311239193093
130140;2015;nov;Importado;2;0,005763688760806916
130140;2015;dez;Autóctone;221;0,982222222222222219
130140;2015;dez;Importado;4;0,017777777777777778
130140;2016;jan;Autóctone;133;0,985185185185185164
130140;2016;jan;Importado;2;0,014814814814814815
130140;2016;fev;Autóctone;117;0,928571428571428603
130140;2016;fev;Importado;9;0,071428571428571425
130140;2016;mar;Autóctone;99;0,970588235294117641
130140;2016;mar;Importado;3;0,029411764705882353
130140;2016;abr;Autóctone;73;0,948051948051948035
130140;2016;abr;Importado;4;0,051948051948051951
130140;2016;mai;Autóctone;63;0,913043478260869512
130140;2016;mai;Importado;6;0,086956521739130432
130140;2016;jun;Autóctone;25;0,892857142857142905
130140;2016;jun;Importado;3;0,107142857142857137
130140;2016;jul;Autóctone;25;1,000000000000000000
130140;2016;ago;Autóctone;13;0,812500000000000000
130140;2016;ago;Importado;3;0,187500000000000000
130140;2016;set;Autóctone;15;1,000000000000000000
130140;2016;out;Autóctone;14;0,875000000000000000
130140;2016;out;Importado;2;0,125000000000000000
130140;2016;nov;Autóctone;13;0,928571428571428603
130140;2016;nov;Importado;1;0,071428571428571425
130140;2016;dez;Autóctone;2;0,666666666666666630
130140;2016;dez;Importado;1;0,333333333333333315
130140;2017;jan;Autóctone;1;0,166666666666666657
130140;2017;jan;Importado;5;0,833333333333333370
130140;2017;fev;Autóctone;5;0,714285714285714302
130140;2017;fev;Importado;2;0,285714285714285698
130140;2017;mar;Autóctone;2;0,500000000000000000
130140;2017;mar;Importado;2;0,500000000000000000
130140;2017;abr;Autóctone;6;0,545454545454545414
130140;2017;abr;Importado;5;0,454545454545454530
130140;2017;mai;Autóctone;29;0,878787878787878785
130140;2017;mai;Importado;4;0,121212121212121215
130140;2017;jun;Autóctone;23;0,884615384615384581
130140;2017;jun;Importado;3;0,115384615384615391
130140;2017;jul;Autóctone;47;0,959183673469387710
130140;2017;jul;Importado;2;0,040816326530612242
130140;2017;ago;Autóctone;9;0,818181818181818232
130140;2017;ago;Importado;2;0,181818181818181823
130140;2017;set;Autóctone;11;0,785714285714285698
130140;2017;set;Importado;3;0,214285714285714274
130140;2017;out;Autóctone;17;0,809523809523809534
130140;2017;out;Importado;4;0,190476190476190466
130140;2017;nov;Autóctone;11;0,733333333333333282
130140;2017;nov;Importado;4;0,266666666666666663
130140;2017;dez;Autóctone;9;0,750000000000000000
130140;2017;dez;Importado;3;0,250000000000000000
130140;2018;jan;Autóctone;6;0,461538461538461564
130140;2018;jan;Importado;7;0,538461538461538436
130140;2018;fev;Autóctone;17;0,548387096774193505
130140;2018;fev;Importado;14;0,451612903225806439
130140;2018;mar;Autóctone;6;0,545454545454545414
130140;2018;mar;Importado;5;0,454545454545454530
130140;2018;abr;Autóctone;13;0,650000000000000022
130140;2018;abr;Importado;7;0,349999999999999978
130140;2018;mai;Autóctone;4;0,400000000000000022
130140;2018;mai;Importado;6;0,599999999999999978
130140;2018;jun;Autóctone;33;0,970588235294117641
130140;2018;jun;Importado;1;0,029411764705882353
130140;2018;jul;Autóctone;42;0,933333333333333348
130140;2018;jul;Importado;3;0,066666666666666666
130140;2018;ago;Autóctone;6;0,599999999999999978
130140;2018;ago;Importado;4;0,400000000000000022
130140;2018;set;Autóctone;6;0,750000000000000000
130140;2018;set;Importado;2;0,250000000000000000
130140;2018;out;Autóctone;10;0,769230769230769273
130140;2018;out;Importado;3;0,230769230769230782
130140;2018;nov;Autóctone;3;0,750000000000000000
130140;2018;nov;Importado;1;0,250000000000000000
130140;2018;dez;Autóctone;3;0,750000000000000000
130140;2018;dez;Importado;1;0,250000000000000000
130140;2019;jan;Autóctone;5;0,833333333333333370
130140;2019;jan;Importado;1;0,166666666666666657
130140;2019;fev;Autóctone;4;1,000000000000000000
130140;2019;mar;Autóctone;4;1,000000000000000000
130140;2019;abr;Autóctone;24;0,959999999999999964
130140;2019;abr;Importado;1;0,040000000000000001
130140;2019;mai;Autóctone;99;1,000000000000000000
130140;2019;jun;Autóctone;108;0,964285714285714302
130140;2019;jun;Importado;4;0,035714285714285712
130140;2019;jul;Autóctone;94;0,969072164948453607
130140;2019;jul;Importado;3;0,030927835051546393
130140;2019;ago;Autóctone;58;0,983050847457627164
130140;2019;ago;Importado;1;0,016949152542372881
130140;2019;set;Autóctone;49;0,907407407407407440
130140;2019;set;Importado;5;0,092592592592592587
130140;2019;out;Autóctone;28;1,000000000000000000
130140;2019;nov;Autóctone;20;1,000000000000000000
130140;2019;dez;Autóctone;27;0,964285714285714302
130140;2019;dez;Importado;1;0,035714285714285712
130140;2020;jan;Autóctone;22;0,916666666666666630
130140;2020;jan;Importado;2;0,083333333333333329
130140;2020;fev;Autóctone;21;1,000000000000000000
130140;2020;mar;Autóctone;81;0,987804878048780477
130140;2020;mar;Importado;1;0,012195121951219513
130140;2020;abr;Autóctone;292;0,996587030716723499
130140;2020;abr;Importado;1;0,003412969283276451
130140;2020;mai;Autóctone;260;0,988593155893536135
130140;2020;mai;Importado;3;0,011406844106463879
130140;2020;jun;Autóctone;9;0,750000000000000000
130140;2020;jun;Importado;3;0,250000000000000000
130150;2007;jan;Autóctone;2;0,666666666666666630
130150;2007;jan;Importado;1;0,333333333333333315
130150;2007;fev;Autóctone;3;0,750000000000000000
130150;2007;fev;Importado;1;0,250000000000000000
130150;2007;abr;Importado;2;1,000000000000000000
130150;2007;mai;Autóctone;6;0,857142857142857095
130150;2007;mai;Importado;1;0,142857142857142849
130150;2007;jun;Autóctone;2;1,000000000000000000
130150;2007;jul;Autóctone;2;0,666666666666666630
130150;2007;jul;Importado;1;0,333333333333333315
130150;2007;ago;Autóctone;4;1,000000000000000000
130150;2007;set;Autóctone;1;1,000000000000000000
130150;2008;jan;Autóctone;1;1,000000000000000000
130150;2008;fev;Autóctone;2;0,333333333333333315
130150;2008;fev;Importado;4;0,666666666666666630
130150;2008;abr;Autóctone;3;1,000000000000000000
130150;2008;mai;Autóctone;2;0,666666666666666630
130150;2008;mai;Importado;1;0,333333333333333315
130150;2008;jun;Autóctone;3;0,750000000000000000
130150;2008;jun;Importado;1;0,250000000000000000
130150;2008;jul;Importado;1;1,000000000000000000
130150;2008;ago;Autóctone;1;0,500000000000000000
130150;2008;ago;Importado;1;0,500000000000000000
130150;2008;dez;Autóctone;2;1,000000000000000000
130150;2009;jan;Autóctone;1;0,500000000000000000
130150;2009;jan;Importado;1;0,500000000000000000
130150;2009;fev;Importado;1;1,000000000000000000
130150;2009;abr;Importado;1;1,000000000000000000
130150;2009;mai;Importado;1;1,000000000000000000
130150;2009;jun;Autóctone;1;0,333333333333333315
130150;2009;jun;Importado;2;0,666666666666666630
130150;2009;jul;Autóctone;2;0,285714285714285698
130150;2009;jul;Importado;5;0,714285714285714302
130150;2009;ago;Autóctone;1;0,250000000000000000
130150;2009;ago;Importado;3;0,750000000000000000
130150;2009;set;Autóctone;5;1,000000000000000000
130150;2009;out;Autóctone;2;1,000000000000000000
130150;2009;nov;Autóctone;5;0,833333333333333370
130150;2009;nov;Importado;1;0,166666666666666657
130150;2009;dez;Importado;2;1,000000000000000000
130150;2010;fev;Autóctone;1;0,250000000000000000
130150;2010;fev;Importado;3;0,750000000000000000
130150;2010;mar;Autóctone;1;1,000000000000000000
130150;2010;abr;Autóctone;3;0,750000000000000000
130150;2010;abr;Importado;1;0,250000000000000000
130150;2010;mai;Autóctone;5;1,000000000000000000
130150;2010;jun;Importado;2;1,000000000000000000
130150;2010;jul;Autóctone;2;1,000000000000000000
130150;2010;out;Autóctone;13;1,000000000000000000
130150;2010;nov;Autóctone;4;1,000000000000000000
130150;2010;dez;Autóctone;5;1,000000000000000000
130150;2011;jan;Autóctone;2;1,000000000000000000
130150;2011;fev;Autóctone;3;1,000000000000000000
130150;2011;mar;Autóctone;1;0,500000000000000000
130150;2011;mar;Importado;1;0,500000000000000000
130150;2011;abr;Autóctone;2;0,400000000000000022
130150;2011;abr;Importado;3;0,599999999999999978
130150;2011;mai;Autóctone;7;0,777777777777777790
130150;2011;mai;Importado;2;0,222222222222222210
130150;2011;jun;Autóctone;11;1,000000000000000000
130150;2011;jul;Autóctone;14;0,823529411764705843
130150;2011;jul;Importado;3;0,176470588235294129
130150;2011;ago;Autóctone;3;0,599999999999999978
130150;2011;ago;Importado;2;0,400000000000000022
130150;2011;set;Autóctone;3;1,000000000000000000
130150;2011;out;Autóctone;14;1,000000000000000000
130150;2011;nov;Autóctone;9;0,900000000000000022
130150;2011;nov;Importado;1;0,100000000000000006
130150;2011;dez;Autóctone;1;0,500000000000000000
130150;2011;dez;Importado;1;0,500000000000000000
130150;2012;jan;Importado;1;1,000000000000000000
130150;2012;fev;Autóctone;1;1,000000000000000000
130150;2012;mar;Autóctone;10;0,714285714285714302
130150;2012;mar;Importado;4;0,285714285714285698
130150;2012;abr;Autóctone;17;0,894736842105263164
130150;2012;abr;Importado;2;0,105263157894736836
130150;2012;mai;Autóctone;38;0,904761904761904767
130150;2012;mai;Importado;4;0,095238095238095233
130150;2012;jun;Autóctone;39;0,750000000000000000
130150;2012;jun;Importado;13;0,250000000000000000
130150;2012;jul;Autóctone;70;0,909090909090909061
130150;2012;jul;Importado;7;0,090909090909090912
130150;2012;ago;Autóctone;30;0,967741935483870996
130150;2012;ago;Importado;1;0,032258064516129031
130150;2012;set;Autóctone;14;1,000000000000000000
130150;2012;out;Autóctone;4;0,666666666666666630
130150;2012;out;Importado;2;0,333333333333333315
130150;2012;nov;Autóctone;4;1,000000000000000000
130150;2012;dez;Autóctone;7;0,777777777777777790
130150;2012;dez;Importado;2;0,222222222222222210
130150;2013;jan;Autóctone;3;0,750000000000000000
130150;2013;jan;Importado;1;0,250000000000000000
130150;2013;fev;Autóctone;8;0,727272727272727293
130150;2013;fev;Importado;3;0,272727272727272707
130150;2013;mar;Autóctone;11;0,733333333333333282
130150;2013;mar;Importado;4;0,266666666666666663
130150;2013;abr;Autóctone;64;0,761904761904761862
130150;2013;abr;Importado;20;0,238095238095238082
130150;2013;mai;Autóctone;119;0,894736842105263164
130150;2013;mai;Importado;14;0,105263157894736836
130150;2013;jun;Autóctone;76;0,926829268292682973
130150;2013;jun;Importado;6;0,073170731707317069
130150;2013;jul;Autóctone;60;0,967741935483870996
130150;2013;jul;Importado;2;0,032258064516129031
130150;2013;ago;Autóctone;26;0,812500000000000000
130150;2013;ago;Importado;6;0,187500000000000000
130150;2013;set;Autóctone;12;0,923076923076923128
130150;2013;set;Importado;1;0,076923076923076927
130150;2013;out;Autóctone;14;0,933333333333333348
130150;2013;out;Importado;1;0,066666666666666666
130150;2013;nov;Autóctone;6;0,666666666666666630
130150;2013;nov;Importado;3;0,333333333333333315
130150;2013;dez;Autóctone;6;0,750000000000000000
130150;2013;dez;Importado;2;0,250000000000000000
130150;2014;jan;Autóctone;3;0,599999999999999978
130150;2014;jan;Importado;2;0,400000000000000022
130150;2014;fev;Autóctone;21;0,954545454545454586
130150;2014;fev;Importado;1;0,045454545454545456
130150;2014;mar;Autóctone;21;0,750000000000000000
130150;2014;mar;Importado;7;0,250000000000000000
130150;2014;abr;Autóctone;12;0,923076923076923128
130150;2014;abr;Importado;1;0,076923076923076927
130150;2014;mai;Autóctone;79;0,877777777777777768
130150;2014;mai;Importado;11;0,122222222222222218
130150;2014;jun;Autóctone;45;0,900000000000000022
130150;2014;jun;Importado;5;0,100000000000000006
130150;2014;jul;Autóctone;52;0,666666666666666630
130150;2014;jul;Importado;26;0,333333333333333315
130150;2014;ago;Autóctone;29;0,966666666666666674
130150;2014;ago;Importado;1;0,033333333333333333
130150;2014;set;Autóctone;16;0,761904761904761862
130150;2014;set;Importado;5;0,238095238095238082
130150;2014;out;Autóctone;12;0,857142857142857095
130150;2014;out;Importado;2;0,142857142857142849
130150;2014;nov;Autóctone;16;0,761904761904761862
130150;2014;nov;Importado;5;0,238095238095238082
