"uf" "MUN_INFE" "municipio" "year_notif" "Pop" "count" "txinc"
"Rondônia" 110001 "Alta Floresta Doeste" 2007 23857 295 12.3653435050509
"Rondônia" 110001 "Alta Floresta Doeste" 2008 24577 275 11.1893233511006
"Rondônia" 110001 "Alta Floresta Doeste" 2009 24354 96 3.94185760039419
"Rondônia" 110001 "Alta Floresta Doeste" 2010 24392 42 1.72187602492621
"Rondônia" 110001 "Alta Floresta Doeste" 2011 24228 18 0.742942050520059
"Rondônia" 110001 "Alta Floresta Doeste" 2012 24069 39 1.62034151813536
"Rondônia" 110001 "Alta Floresta Doeste" 2013 25728 89 3.45926616915423
"Rondônia" 110001 "Alta Floresta Doeste" 2014 25652 106 4.13223140495868
"Rondônia" 110001 "Alta Floresta Doeste" 2015 25578 38 1.48565173195715
"Rondônia" 110001 "Alta Floresta Doeste" 2016 25506 7 0.274445228573669
"Rondônia" 110001 "Alta Floresta Doeste" 2017 25437 2 0.0786256240908912
"Rondônia" 110001 "Alta Floresta Doeste" 2018 23167 2 0.086329693097941
"Rondônia" 110002 "Ariquemes" 2007 82388 2844 34.5195902315871
"Rondônia" 110002 "Ariquemes" 2008 84581 1715 20.2764214185219
"Rondônia" 110002 "Ariquemes" 2009 85541 1506 17.6055926397868
"Rondônia" 110002 "Ariquemes" 2010 90353 1775 19.6451695018428
"Rondônia" 110002 "Ariquemes" 2011 91570 668 7.29496560008737
"Rondônia" 110002 "Ariquemes" 2012 92747 263 2.8356712346491
"Rondônia" 110002 "Ariquemes" 2013 101269 213 2.10330900867985
"Rondônia" 110002 "Ariquemes" 2014 102860 208 2.02216605094303
"Rondônia" 110002 "Ariquemes" 2015 104401 124 1.18772808689572
"Rondônia" 110002 "Ariquemes" 2016 105896 286 2.70076301276724
"Rondônia" 110002 "Ariquemes" 2017 107345 294 2.73883273557222
"Rondônia" 110002 "Ariquemes" 2018 106168 940 8.85389194484214
"Rondônia" 110002 "Ariquemes" 2019 107863 433 4.01435153852572
"Rondônia" 110003 "Cabixi" 2007 6575 12 1.82509505703422
"Rondônia" 110003 "Cabixi" 2009 6695 2 0.298730395817774
"Rondônia" 110003 "Cabixi" 2010 6313 6 0.95041976873119
"Rondônia" 110003 "Cabixi" 2011 6221 1 0.160745860794085
"Rondônia" 110003 "Cabixi" 2013 6495 2 0.307929176289453
"Rondônia" 110003 "Cabixi" 2016 6289 12 1.90809349658133
"Rondônia" 110003 "Cabixi" 2017 6224 4 0.6426735218509
"Rondônia" 110003 "Cabixi" 2018 5438 2 0.367782272894446
"Rondônia" 110003 "Cabixi" 2019 5312 1 0.188253012048193
"Rondônia" 110004 "Cacoal" 2007 76155 46 0.604031252051737
"Rondônia" 110004 "Cacoal" 2008 78263 32 0.40887775832769
"Rondônia" 110004 "Cacoal" 2009 78675 26 0.330473466793772
"Rondônia" 110004 "Cacoal" 2010 78574 25 0.318171405299463
"Rondônia" 110004 "Cacoal" 2011 78959 14 0.17730721007105
"Rondônia" 110004 "Cacoal" 2012 79330 16 0.201689146602798
"Rondônia" 110004 "Cacoal" 2013 85863 6 0.0698787603507914
"Rondônia" 110004 "Cacoal" 2014 86556 8 0.0924257128333102
"Rondônia" 110004 "Cacoal" 2015 87226 2 0.0229289432050077
"Rondônia" 110004 "Cacoal" 2016 87877 4 0.0455181674385789
"Rondônia" 110004 "Cacoal" 2017 88507 10 0.112985413583106
"Rondônia" 110004 "Cacoal" 2019 85359 1 0.0117152262795956
"Rondônia" 110005 "Cerejeiras" 2007 16290 8 0.49109883364027
"Rondônia" 110005 "Cerejeiras" 2008 16784 4 0.238322211630124
"Rondônia" 110005 "Cerejeiras" 2010 17029 2 0.117446708555993
"Rondônia" 110005 "Cerejeiras" 2011 16939 1 0.059035362181947
"Rondônia" 110005 "Cerejeiras" 2012 16852 1 0.0593401376691194
"Rondônia" 110005 "Cerejeiras" 2013 18041 1 0.0554292999279419
"Rondônia" 110006 "Colorado do Oeste" 2007 17644 7 0.396735434141918
"Rondônia" 110006 "Colorado do Oeste" 2008 18216 3 0.164690382081686
"Rondônia" 110006 "Colorado do Oeste" 2010 18591 2 0.107578936044323
"Rondônia" 110006 "Colorado do Oeste" 2011 18338 1 0.0545315737812193
"Rondônia" 110006 "Colorado do Oeste" 2012 18093 1 0.0552699939203007
"Rondônia" 110006 "Colorado do Oeste" 2013 19190 1 0.0521104742053153
"Rondônia" 110006 "Colorado do Oeste" 2015 18817 2 0.106286868257427
"Rondônia" 110006 "Colorado do Oeste" 2017 18467 2 0.108301294200466
"Rondônia" 110006 "Colorado do Oeste" 2018 16227 1 0.0616256855857521
"Rondônia" 110007 "Corumbiara" 2007 9476 4 0.422119037568594
"Rondônia" 110007 "Corumbiara" 2008 9761 3 0.307345558856675
"Rondônia" 110007 "Corumbiara" 2009 9680 2 0.206611570247934
"Rondônia" 110007 "Corumbiara" 2010 8783 4 0.455425253330297
"Rondônia" 110007 "Corumbiara" 2011 8655 1 0.115540150202195
"Rondônia" 110007 "Corumbiara" 2012 8530 1 0.117233294255569
"Rondônia" 110007 "Corumbiara" 2018 7567 2 0.264305537201004
"Rondônia" 110008 "Costa Marques" 2007 13664 563 41.2031615925059
"Rondônia" 110008 "Costa Marques" 2008 13973 309 22.1140771487869
"Rondônia" 110008 "Costa Marques" 2009 14452 244 16.8834763354553
"Rondônia" 110008 "Costa Marques" 2010 13678 435 31.8028951601111
"Rondônia" 110008 "Costa Marques" 2011 14023 200 14.262283391571
"Rondônia" 110008 "Costa Marques" 2012 14355 238 16.5795889933821
"Rondônia" 110008 "Costa Marques" 2013 15853 127 8.01110199962152
"Rondônia" 110008 "Costa Marques" 2014 16258 94 5.78176897527371
"Rondônia" 110008 "Costa Marques" 2015 16651 122 7.3268872740376
"Rondônia" 110008 "Costa Marques" 2016 17031 202 11.8607245610945
"Rondônia" 110008 "Costa Marques" 2017 17400 32 1.83908045977011
"Rondônia" 110008 "Costa Marques" 2018 17855 13 0.728087370484458
"Rondônia" 110008 "Costa Marques" 2019 18331 120 6.54628770934483
"Rondônia" 110009 "EspigaÞo Doeste" 2007 27867 58 2.08131481680841
"Rondônia" 110009 "EspigaÞo Doeste" 2008 28617 912 31.8691686759618
"Rondônia" 110009 "EspigaÞo Doeste" 2009 28892 1155 39.9764640730998
"Rondônia" 110009 "EspigaÞo Doeste" 2010 28729 1068 37.1749799853806
"Rondônia" 110009 "EspigaÞo Doeste" 2011 28963 21 0.725063011428374
"Rondônia" 110009 "EspigaÞo Doeste" 2012 29189 17 0.5824111822947
"Rondônia" 110009 "EspigaÞo Doeste" 2013 31699 2 0.0630934729802202
"Rondônia" 110009 "EspigaÞo Doeste" 2014 32047 4 0.124816675507848
"Rondônia" 110009 "EspigaÞo Doeste" 2015 32385 8 0.247027945036282
"Rondônia" 110009 "EspigaÞo Doeste" 2019 32374 342 10.56403286588
"Rondônia" 110010 "Guajará-Mirim" 2007 39451 3329 84.3831588552888
"Rondônia" 110010 "Guajará-Mirim" 2008 40541 1303 32.140302409906
"Rondônia" 110010 "Guajará-Mirim" 2009 40762 791 19.4053284922232
"Rondônia" 110010 "Guajará-Mirim" 2010 41656 1935 46.4518916842712
"Rondônia" 110010 "Guajará-Mirim" 2011 41934 980 23.3700577097343
"Rondônia" 110010 "Guajará-Mirim" 2012 42202 719 17.0371072461021
"Rondônia" 110010 "Guajará-Mirim" 2013 45761 579 12.6526955267586
"Rondônia" 110010 "Guajará-Mirim" 2014 46203 772 16.7088717182867
"Rondônia" 110010 "Guajará-Mirim" 2015 46632 1164 24.9613998970664
"Rondônia" 110010 "Guajará-Mirim" 2016 47048 716 15.2185002550587
"Rondônia" 110010 "Guajará-Mirim" 2017 47451 734 15.4685886493435
"Rondônia" 110010 "Guajará-Mirim" 2018 45783 360 7.86318065657558
"Rondônia" 110010 "Guajará-Mirim" 2019 46174 558 12.0847230042881
"Rondônia" 110011 "Jaru" 2007 52453 146 2.7834442262597
"Rondônia" 110011 "Jaru" 2008 53955 81 1.50125104253545
"Rondônia" 110011 "Jaru" 2009 53943 62 1.14936136292012
"Rondônia" 110011 "Jaru" 2010 52005 39 0.74992789154889
"Rondônia" 110011 "Jaru" 2011 51883 34 0.655320625252973
"Rondônia" 110011 "Jaru" 2012 51765 24 0.46363372935381
"Rondônia" 110011 "Jaru" 2013 55597 21 0.377718222206234
"Rondônia" 110011 "Jaru" 2014 55669 12 0.215559826833606
"Rondônia" 110011 "Jaru" 2015 55738 8 0.143528651907137
"Rondônia" 110011 "Jaru" 2016 55806 12 0.215030641866466
"Rondônia" 110011 "Jaru" 2017 55871 12 0.21478047645469
"Rondônia" 110011 "Jaru" 2018 51933 2 0.0385111586082067
"Rondônia" 110011 "Jaru" 2019 51775 1 0.0193143408981169
"Rondônia" 110012 "Ji-Paraná" 2007 107679 95 0.882251878267814
"Rondônia" 110012 "Ji-Paraná" 2008 110707 63 0.569069706522623
"Rondônia" 110012 "Ji-Paraná" 2009 111010 50 0.450409872984416
"Rondônia" 110012 "Ji-Paraná" 2010 116610 110 0.943315324586228
"Rondônia" 110012 "Ji-Paraná" 2011 117363 76 0.647563542172576
"Rondônia" 110012 "Ji-Paraná" 2012 118092 40 0.338718964874843
"Rondônia" 110012 "Ji-Paraná" 2013 128026 23 0.179651008388921
"Rondônia" 110012 "Ji-Paraná" 2014 129242 12 0.0928490738304885
"Rondônia" 110012 "Ji-Paraná" 2015 130419 8 0.0613407555647567
"Rondônia" 110012 "Ji-Paraná" 2016 131560 12 0.0912131346913956
"Rondônia" 110012 "Ji-Paraná" 2017 132667 6 0.0452260170200577
"Rondônia" 110012 "Ji-Paraná" 2018 127907 10 0.0781818039669447
"Rondônia" 110012 "Ji-Paraná" 2019 128969 10 0.0775380130108786
"Rondônia" 110013 "Machadinho DOeste" 2007 31475 6784 215.536139793487
"Rondônia" 110013 "Machadinho DOeste" 2008 32214 3743 116.191717886633
"Rondônia" 110013 "Machadinho DOeste" 2009 33159 3824 115.323140022317
"Rondônia" 110013 "Machadinho DOeste" 2010 31135 3741 120.154167335796
"Rondônia" 110013 "Machadinho DOeste" 2011 31780 2805 88.2630585273757
"Rondônia" 110013 "Machadinho DOeste" 2012 32403 1747 53.9147609789217
"Rondônia" 110013 "Machadinho DOeste" 2013 35633 912 25.5942525187326
"Rondônia" 110013 "Machadinho DOeste" 2014 36412 850 23.3439525431177
"Rondônia" 110013 "Machadinho DOeste" 2015 37167 1782 47.945758334006
"Rondônia" 110013 "Machadinho DOeste" 2016 37899 3426 90.3981635399351
"Rondônia" 110013 "Machadinho DOeste" 2017 38609 2032 52.6302157528037
"Rondônia" 110013 "Machadinho DOeste" 2018 39097 422 10.7936670332762
"Rondônia" 110013 "Machadinho DOeste" 2019 39991 482 12.0527118601685
"Rondônia" 110014 "Nova Brasilândia DOeste" 2007 17170 168 9.78450786255096
"Rondônia" 110014 "Nova Brasilândia DOeste" 2008 17653 28 1.58613266866822
"Rondônia" 110014 "Nova Brasilândia DOeste" 2009 17698 67 3.7857385015256
"Rondônia" 110014 "Nova Brasilândia DOeste" 2010 19874 76 3.82409177820268
"Rondônia" 110014 "Nova Brasilândia DOeste" 2011 19883 19 0.955590202685711
"Rondônia" 110014 "Nova Brasilândia DOeste" 2012 19891 2 0.10054798652657
"Rondônia" 110014 "Nova Brasilândia DOeste" 2013 21427 5 0.233350445699351
"Rondônia" 110014 "Nova Brasilândia DOeste" 2014 21511 10 0.464878434289433
"Rondônia" 110014 "Nova Brasilândia DOeste" 2015 21592 2 0.0926268988514265
"Rondônia" 110014 "Nova Brasilândia DOeste" 2016 21670 6 0.276880479926165
"Rondônia" 110014 "Nova Brasilândia DOeste" 2017 21747 6 0.275900124155056
"Rondônia" 110015 "Ouro Preto do Oeste" 2007 36040 31 0.86015538290788
"Rondônia" 110015 "Ouro Preto do Oeste" 2008 37142 31 0.834634645414894
"Rondônia" 110015 "Ouro Preto do Oeste" 2009 36725 10 0.272294077603812
"Rondônia" 110015 "Ouro Preto do Oeste" 2010 37928 11 0.290023201856148
"Rondônia" 110015 "Ouro Preto do Oeste" 2011 37702 13 0.344809293936661
"Rondônia" 110015 "Ouro Preto do Oeste" 2012 37482 21 0.560268929085961
"Rondônia" 110015 "Ouro Preto do Oeste" 2013 40099 8 0.199506222100302
"Rondônia" 110015 "Ouro Preto do Oeste" 2014 40010 16 0.399900024993752
"Rondônia" 110015 "Ouro Preto do Oeste" 2015 39924 8 0.200380723374411
"Rondônia" 110015 "Ouro Preto do Oeste" 2016 39840 44 1.10441767068273
"Rondônia" 110015 "Ouro Preto do Oeste" 2017 39759 4 0.100606152066199
"Rondônia" 110015 "Ouro Preto do Oeste" 2018 36340 4 0.110071546505228
"Rondônia" 110018 "Pimenta Bueno" 2007 32893 18 0.547228893685587
"Rondônia" 110018 "Pimenta Bueno" 2008 33803 28 0.828328846552081
"Rondônia" 110018 "Pimenta Bueno" 2009 33984 132 3.88418079096045
"Rondônia" 110018 "Pimenta Bueno" 2010 33822 42 1.24179528117793
"Rondônia" 110018 "Pimenta Bueno" 2011 33981 17 0.500279567993879
"Rondônia" 110018 "Pimenta Bueno" 2012 34135 15 0.439431668375568
"Rondônia" 110018 "Pimenta Bueno" 2013 36939 6 0.162429952083164
"Rondônia" 110018 "Pimenta Bueno" 2014 37230 16 0.42976094547408
"Rondônia" 110018 "Pimenta Bueno" 2015 37512 4 0.106632544252506
"Rondônia" 110018 "Pimenta Bueno" 2016 37786 6 0.158788969459588
"Rondônia" 110018 "Pimenta Bueno" 2017 38051 8 0.210244146014559
"Rondônia" 110018 "Pimenta Bueno" 2018 36434 1 0.0274468902673327
"Rondônia" 110020 "Porto Velho" 2007 369345 46049 124.677469574517
"Rondônia" 110020 "Porto Velho" 2008 379185 28772 75.8785289502486
"Rondônia" 110020 "Porto Velho" 2009 382829 26042 68.025149609878
"Rondônia" 110020 "Porto Velho" 2010 428527 29866 69.6945583358808
"Rondônia" 110020 "Porto Velho" 2011 435732 21120 48.4701605574068
"Rondônia" 110020 "Porto Velho" 2012 442701 19845 44.8270954888288
"Rondônia" 110020 "Porto Velho" 2013 484992 11550 23.8148258115598
"Rondônia" 110020 "Porto Velho" 2014 494013 15302 30.9748933732513
"Rondônia" 110020 "Porto Velho" 2015 502748 8364 16.6365654363618
"Rondônia" 110020 "Porto Velho" 2016 511219 6884 13.4658531862079
"Rondônia" 110020 "Porto Velho" 2017 519436 6566 12.640633302274
"Rondônia" 110020 "Porto Velho" 2018 519531 4152 7.99182339456163
"Rondônia" 110020 "Porto Velho" 2019 529544 6503 12.2803770791473
"Rondônia" 110025 "Presidente Médici" 2007 22197 132 5.94674956075145
"Rondônia" 110025 "Presidente Médici" 2008 22896 29 1.26659678546471
"Rondônia" 110025 "Presidente Médici" 2009 22519 30 1.3322083573871
"Rondônia" 110025 "Presidente Médici" 2010 22319 57 2.55387786191138
"Rondônia" 110025 "Presidente Médici" 2011 22009 16 0.726975328274797
"Rondônia" 110025 "Presidente Médici" 2012 21709 3 0.138191533465383
"Rondônia" 110025 "Presidente Médici" 2013 23017 5 0.217230742494678
"Rondônia" 110025 "Presidente Médici" 2014 22783 6 0.263354255365843
"Rondônia" 110025 "Presidente Médici" 2018 19409 1 0.0515224895666959
"Rondônia" 110025 "Presidente Médici" 2019 18986 2 0.105340777414937
"Rondônia" 110026 "Rio Crespo" 2007 3174 777 244.801512287335
"Rondônia" 110026 "Rio Crespo" 2008 3260 933 286.196319018405
"Rondônia" 110026 "Rio Crespo" 2009 3290 1224 372.036474164134
"Rondônia" 110026 "Rio Crespo" 2010 3316 929 280.15681544029
"Rondônia" 110026 "Rio Crespo" 2011 3346 227 67.8421996413628
"Rondônia" 110026 "Rio Crespo" 2012 3374 114 33.787788974511
"Rondônia" 110026 "Rio Crespo" 2013 3666 96 26.1865793780687
"Rondônia" 110026 "Rio Crespo" 2014 3709 214 57.6974925856026
"Rondônia" 110026 "Rio Crespo" 2015 3750 40 10.6666666666667
"Rondônia" 110026 "Rio Crespo" 2016 3790 174 45.910290237467
"Rondônia" 110026 "Rio Crespo" 2017 3829 100 26.1164794985636
"Rondônia" 110026 "Rio Crespo" 2018 3723 60 16.116035455278
"Rondônia" 110026 "Rio Crespo" 2019 3764 30 7.97024442082891
"Rondônia" 110028 "Rolim de Moura" 2007 48894 18 0.368143330469996
"Rondônia" 110028 "Rolim de Moura" 2008 50249 16 0.318414296801926
"Rondônia" 110028 "Rolim de Moura" 2009 50499 12 0.237628467890453
"Rondônia" 110028 "Rolim de Moura" 2010 50648 9 0.177697046280208
"Rondônia" 110028 "Rolim de Moura" 2011 50899 8 0.157174011277235
"Rondônia" 110028 "Rolim de Moura" 2012 51142 6 0.117320402017911
"Rondônia" 110028 "Rolim de Moura" 2013 55357 7 0.126451939230811
"Rondônia" 110028 "Rolim de Moura" 2014 55807 16 0.286702385005465
"Rondônia" 110028 "Rolim de Moura" 2016 56664 8 0.141183114499506
"Rondônia" 110028 "Rolim de Moura" 2018 54702 1 0.0182808672443421
"Rondônia" 110028 "Rolim de Moura" 2019 55058 2 0.0363253296523666
"Rondônia" 110029 "Santa Luzia DOeste" 2007 9264 10 1.07944732297064
"Rondônia" 110029 "Santa Luzia DOeste" 2008 9566 1 0.104536901526239
"Rondônia" 110029 "Santa Luzia DOeste" 2009 9348 1 0.106974753958066
"Rondônia" 110029 "Santa Luzia DOeste" 2011 8678 1 0.115233924867481
"Rondônia" 110029 "Santa Luzia DOeste" 2012 8476 2 0.235960358659745
"Rondônia" 110029 "Santa Luzia DOeste" 2013 8887 2 0.225047822662316
"Rondônia" 110029 "Santa Luzia DOeste" 2014 8706 2 0.229726625315874
"Rondônia" 110029 "Santa Luzia DOeste" 2017 8198 4 0.487923883874116
"Rondônia" 110030 "Vilhena" 2007 66746 67 1.00380547148893
"Rondônia" 110030 "Vilhena" 2008 68405 19 0.277757473868869
"Rondônia" 110030 "Vilhena" 2009 69866 51 0.729968797412189
"Rondônia" 110030 "Vilhena" 2010 76202 48 0.629904726910055
"Rondônia" 110030 "Vilhena" 2011 77937 5 0.0641543811026855
"Rondônia" 110030 "Vilhena" 2012 79616 14 0.175844051446945
"Rondônia" 110030 "Vilhena" 2013 87727 12 0.136787990014477
"Rondônia" 110030 "Vilhena" 2014 89797 6 0.0668173769725047
"Rondônia" 110030 "Vilhena" 2015 91801 12 0.130717530310127
"Rondônia" 110030 "Vilhena" 2017 95630 6 0.0627418174213113
"Rondônia" 110030 "Vilhena" 2018 97448 13 0.133404482390608
"Rondônia" 110030 "Vilhena" 2019 99854 7 0.070102349430168
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2007 22622 125 5.52559455397401
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2008 23283 73 3.13533479362625
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2009 23201 75 3.23261928365157
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2010 21828 164 7.51328568810702
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2011 21879 95 4.34206316559258
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2012 21927 22 1.00332922880467
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2013 23668 9 0.38026026702721
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2014 23803 10 0.420115111540562
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2015 23933 10 0.417833117452889
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2016 24059 4 0.166257949208197
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2017 24181 4 0.165419130722468
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2018 22931 3 0.130827264401901
"Rondônia" 110032 "SaÞo Miguel do Guaporé" 2019 23005 1 0.0434688111280156
"Rondônia" 110033 "Nova Mamoré" 2007 21162 8229 388.857385880352
"Rondônia" 110033 "Nova Mamoré" 2008 21650 2258 104.295612009238
"Rondônia" 110033 "Nova Mamoré" 2009 22337 858 38.4116040650043
"Rondônia" 110033 "Nova Mamoré" 2010 22546 1258 55.7970371684556
"Rondônia" 110033 "Nova Mamoré" 2011 23143 909 39.277535323856
"Rondônia" 110033 "Nova Mamoré" 2012 23719 554 23.3568025633458
"Rondônia" 110033 "Nova Mamoré" 2013 26227 211 8.04514431692531
"Rondônia" 110033 "Nova Mamoré" 2014 26925 416 15.4503249767874
"Rondônia" 110033 "Nova Mamoré" 2015 27600 434 15.7246376811594
"Rondônia" 110033 "Nova Mamoré" 2016 28255 340 12.0332684480623
"Rondônia" 110033 "Nova Mamoré" 2017 28891 184 6.3687653594545
"Rondônia" 110033 "Nova Mamoré" 2018 29757 239 8.0317236280539
"Rondônia" 110033 "Nova Mamoré" 2019 30583 108 3.53137363894974
"Rondônia" 110034 "Alvorada DOeste" 2007 16485 342 20.7461328480437
"Rondônia" 110034 "Alvorada DOeste" 2008 17009 154 9.05403021929567
"Rondônia" 110034 "Alvorada DOeste" 2009 17127 96 5.60518479593624
"Rondônia" 110034 "Alvorada DOeste" 2010 16853 53 3.14484068118436
"Rondônia" 110034 "Alvorada DOeste" 2011 16625 37 2.22556390977444
"Rondônia" 110034 "Alvorada DOeste" 2012 16404 34 2.07266520360888
"Rondônia" 110034 "Alvorada DOeste" 2013 17399 19 1.09201678257371
"Rondônia" 110034 "Alvorada DOeste" 2014 17228 100 5.80450429533318
"Rondônia" 110034 "Alvorada DOeste" 2015 17063 60 3.51638047236711
"Rondônia" 110034 "Alvorada DOeste" 2016 16902 52 3.07655898710212
"Rondônia" 110034 "Alvorada DOeste" 2017 16747 10 0.597121872574192
"Rondônia" 110034 "Alvorada DOeste" 2018 14722 8 0.543404428746094
"Rondônia" 110037 "Alto Alegre dos Parecis" 2007 11615 5 0.430477830391735
"Rondônia" 110037 "Alto Alegre dos Parecis" 2008 11962 3 0.250794181574987
"Rondônia" 110037 "Alto Alegre dos Parecis" 2010 12816 10 0.780274656679151
"Rondônia" 110037 "Alto Alegre dos Parecis" 2011 12825 3 0.233918128654971
"Rondônia" 110037 "Alto Alegre dos Parecis" 2012 12833 7 0.545468713473077
"Rondônia" 110037 "Alto Alegre dos Parecis" 2013 13827 6 0.433933608157952
"Rondônia" 110037 "Alto Alegre dos Parecis" 2016 13993 2 0.142928607160723
"Rondônia" 110037 "Alto Alegre dos Parecis" 2018 13227 4 0.302411733575263
"Rondônia" 110040 "Alto Paraíso" 2007 16758 3195 190.655209452202
"Rondônia" 110040 "Alto Paraíso" 2008 17169 1966 114.508707554313
"Rondônia" 110040 "Alto Paraíso" 2009 17569 1324 75.3600091069497
"Rondônia" 110040 "Alto Paraíso" 2010 17135 1304 76.1015465421652
"Rondônia" 110040 "Alto Paraíso" 2011 17444 646 37.0327906443476
"Rondônia" 110040 "Alto Paraíso" 2012 17742 156 8.79269529928982
"Rondônia" 110040 "Alto Paraíso" 2013 19459 53 2.72367542011409
"Rondônia" 110040 "Alto Paraíso" 2014 19841 70 3.52804798145255
"Rondônia" 110040 "Alto Paraíso" 2015 20210 902 44.6313706086096
"Rondônia" 110040 "Alto Paraíso" 2016 20569 522 25.3779960134182
"Rondônia" 110040 "Alto Paraíso" 2017 20916 508 24.2876266972653
"Rondônia" 110040 "Alto Paraíso" 2018 20999 252 12.0005714557836
"Rondônia" 110040 "Alto Paraíso" 2019 21428 139 6.48683964905731
"Rondônia" 110045 "Buritis" 2007 33072 3227 97.5749879051766
"Rondônia" 110045 "Buritis" 2008 33879 1495 44.1276306856755
"Rondônia" 110045 "Buritis" 2009 34693 694 20.0040353961894
"Rondônia" 110045 "Buritis" 2010 32383 639 19.7325757341815
"Rondônia" 110045 "Buritis" 2011 32899 449 13.6478312410712
"Rondônia" 110045 "Buritis" 2012 33397 210 6.2879899392161
"Rondônia" 110045 "Buritis" 2013 36555 217 5.93626042948981
"Rondônia" 110045 "Buritis" 2014 37207 138 3.70897949310614
"Rondônia" 110045 "Buritis" 2015 37838 304 8.03425128178022
"Rondônia" 110045 "Buritis" 2016 38450 200 5.20156046814044
"Rondônia" 110045 "Buritis" 2017 39044 40 1.02448519618891
"Rondônia" 110045 "Buritis" 2018 38937 7 0.179777589439351
"Rondônia" 110045 "Buritis" 2019 39654 2 0.050436273768094
"Rondônia" 110050 "Novo Horizonte do Oeste" 2007 9648 11 1.14013266998342
"Rondônia" 110050 "Novo Horizonte do Oeste" 2008 9966 3 0.301023479831427
"Rondônia" 110050 "Novo Horizonte do Oeste" 2009 9720 3 0.308641975308642
"Rondônia" 110050 "Novo Horizonte do Oeste" 2010 10240 1 0.09765625
"Rondônia" 110050 "Novo Horizonte do Oeste" 2011 10084 1 0.0991669972233241
"Rondônia" 110050 "Novo Horizonte do Oeste" 2012 9933 2 0.201349038558341
"Rondônia" 110050 "Novo Horizonte do Oeste" 2016 10161 4 0.393662041137683
"Rondônia" 110050 "Novo Horizonte do Oeste" 2017 10051 4 0.397970351208835
"Rondônia" 110050 "Novo Horizonte do Oeste" 2018 8751 2 0.228545309107531
"Rondônia" 110060 "Cacaulândia" 2007 5553 124 22.3302719250855
"Rondônia" 110060 "Cacaulândia" 2008 5707 89 15.5948834764325
"Rondônia" 110060 "Cacaulândia" 2009 5736 105 18.3054393305439
"Rondônia" 110060 "Cacaulândia" 2010 5736 32 5.57880055788006
"Rondônia" 110060 "Cacaulândia" 2011 5764 31 5.37820957668286
"Rondônia" 110060 "Cacaulândia" 2012 5791 12 2.07218097047142
"Rondônia" 110060 "Cacaulândia" 2013 6268 5 0.797702616464582
"Rondônia" 110060 "Cacaulândia" 2014 6318 16 2.53244697689142
"Rondônia" 110060 "Cacaulândia" 2015 6367 2 0.314119679597927
"Rondônia" 110060 "Cacaulândia" 2016 6414 34 5.30090427190521
"Rondônia" 110060 "Cacaulândia" 2017 6460 2 0.309597523219814
"Rondônia" 110060 "Cacaulândia" 2018 6190 2 0.323101777059774
"Rondônia" 110060 "Cacaulândia" 2019 6230 5 0.802568218298555
"Rondônia" 110070 "Campo Novo de Rondônia" 2007 12455 4017 322.521075873143
"Rondônia" 110070 "Campo Novo de Rondônia" 2008 12790 2235 174.745895230649
"Rondônia" 110070 "Campo Novo de Rondônia" 2009 12915 1076 83.3139759969028
"Rondônia" 110070 "Campo Novo de Rondônia" 2010 12665 545 43.0319778918279
"Rondônia" 110070 "Campo Novo de Rondônia" 2011 12758 476 37.3099231854523
"Rondônia" 110070 "Campo Novo de Rondônia" 2012 12847 389 30.2794426714408
"Rondônia" 110070 "Campo Novo de Rondônia" 2013 13939 133 9.54157400100438
"Rondônia" 110070 "Campo Novo de Rondônia" 2014 14081 100 7.10176834031674
"Rondônia" 110070 "Campo Novo de Rondônia" 2015 14220 32 2.25035161744022
"Rondônia" 110070 "Campo Novo de Rondônia" 2016 14354 16 1.11467186846872
"Rondônia" 110070 "Campo Novo de Rondônia" 2017 14484 26 1.79508423087545
"Rondônia" 110070 "Campo Novo de Rondônia" 2018 14009 13 0.927974873295738
"Rondônia" 110070 "Campo Novo de Rondônia" 2019 14139 15 1.06089539571398
"Rondônia" 110080 "Candeias do Jamari" 2007 16736 9568 571.7017208413
"Rondônia" 110080 "Candeias do Jamari" 2008 17147 5529 322.447075290138
"Rondônia" 110080 "Candeias do Jamari" 2009 17547 4530 258.163788681826
"Rondônia" 110080 "Candeias do Jamari" 2010 19779 4945 250.012639668335
"Rondônia" 110080 "Candeias do Jamari" 2011 20292 5530 272.521190616992
"Rondônia" 110080 "Candeias do Jamari" 2012 20787 3662 176.16779718093
"Rondônia" 110080 "Candeias do Jamari" 2013 22973 2126 92.5434205371523
"Rondônia" 110080 "Candeias do Jamari" 2014 23573 3564 151.189920671955
"Rondônia" 110080 "Candeias do Jamari" 2015 24155 2788 115.421237838957
"Rondônia" 110080 "Candeias do Jamari" 2016 24719 2510 101.541324487237
